https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XRP,Volume USDT
1663459200,2022-09-18 00:00:00,XRP/USDT,0.3762,0.3767,0.3718,0.37253,2057379.39542395,768176.2440361417074
1663372800,2022-09-17 00:00:00,XRP/USDT,0.35529,0.381,0.3464,0.3761,63670747.5563989,23347333.9119774736763
1663286400,2022-09-16 00:00:00,XRP/USDT,0.32627,0.35825,0.32154,0.3553,41471357.44840065,13953275.450921920408
1663200000,2022-09-15 00:00:00,XRP/USDT,0.3417,0.34279,0.3243,0.32633,86403172.17957934,28736214.6120408476131
1663113600,2022-09-14 00:00:00,XRP/USDT,0.33279,0.34424,0.33145,0.34169,70366323.84437412,23752285.0253274245592
1663027200,2022-09-13 00:00:00,XRP/USDT,0.35985,0.36027,0.33114,0.33279,80542233.40051783,27864951.0648826754139
1662940800,2022-09-12 00:00:00,XRP/USDT,0.35506,0.36019,0.34781,0.35986,41922168.06501623,14846282.2920685291498
1662854400,2022-09-11 00:00:00,XRP/USDT,0.35743,0.36033,0.3479,0.35509,23721227.41340774,8431837.4332631968446
1662768000,2022-09-10 00:00:00,XRP/USDT,0.35671,0.362,0.35141,0.35743,23453207.60800157,8351943.7477127148207
1662681600,2022-09-09 00:00:00,XRP/USDT,0.33961,0.35965,0.33946,0.35675,58176250.68038875,20314197.3420019474098
1662595200,2022-09-08 00:00:00,XRP/USDT,0.337,0.34345,0.32828,0.3396,89127502.25925813,29773704.5778597621124
1662508800,2022-09-07 00:00:00,XRP/USDT,0.32127,0.33872,0.31254,0.33687,89310146.54763884,28979443.5235480700808
1662422400,2022-09-06 00:00:00,XRP/USDT,0.33294,0.34312,0.31771,0.32127,95850265.41769164,31779737.24228896722
1662336000,2022-09-05 00:00:00,XRP/USDT,0.33177,0.33373,0.32255,0.33291,29252976.31608844,9599567.2213430516933
1662249600,2022-09-04 00:00:00,XRP/USDT,0.32969,0.33274,0.32743,0.33178,18061425.51152318,5970477.9145335228162
1662163200,2022-09-03 00:00:00,XRP/USDT,0.33135,0.33462,0.3265,0.32974,15134724.78170933,4988296.9445303538533
1662076800,2022-09-02 00:00:00,XRP/USDT,0.33334,0.3354,0.32521,0.33135,36674642.76182462,12102908.9046130537611
1661990400,2022-09-01 00:00:00,XRP/USDT,0.32775,0.3335,0.32153,0.33325,64229690.49294065,20974681.0987829543485
1661904000,2022-08-31 00:00:00,XRP/USDT,0.32683,0.33396,0.3231,0.32781,65116771.11669668,21470022.1866780948934
1661817600,2022-08-30 00:00:00,XRP/USDT,0.33387,0.33595,0.32,0.32677,73163796.73615717,24011103.8455931448808
1661731200,2022-08-29 00:00:00,XRP/USDT,0.32226,0.33426,0.31823,0.33387,42826409.10104834,13907554.6528038054794
1661644800,2022-08-28 00:00:00,XRP/USDT,0.33469,0.33736,0.32116,0.32226,26282728.46926419,8739697.8603026141519
1661558400,2022-08-27 00:00:00,XRP/USDT,0.33927,0.34463,0.328,0.33468,40380149.33425754,13499786.7495257714812
1661472000,2022-08-26 00:00:00,XRP/USDT,0.34907,0.37112,0.33245,0.3393,78917360.56965924,27604517.5151338893355
1661385600,2022-08-25 00:00:00,XRP/USDT,0.34571,0.3523,0.34359,0.34903,67907859.23908299,23606682.263340914507
1661299200,2022-08-24 00:00:00,XRP/USDT,0.34744,0.35264,0.33901,0.34571,58957531.05510359,20340693.1486692475286
1661212800,2022-08-23 00:00:00,XRP/USDT,0.34391,0.34816,0.33248,0.34731,62575319.88358467,21331597.2539327358592
1661126400,2022-08-22 00:00:00,XRP/USDT,0.34468,0.34521,0.33135,0.34387,38027252.31942571,12821076.2120235755649
1661040000,2022-08-21 00:00:00,XRP/USDT,0.33683,0.34846,0.33553,0.34473,28441203.64385683,9750148.0707362249297
1660953600,2022-08-20 00:00:00,XRP/USDT,0.33443,0.34274,0.33123,0.33683,35959028.7505134,12168977.0903699930013
1660867200,2022-08-19 00:00:00,XRP/USDT,0.37041,0.3707,0.32889,0.33444,81236904.37713078,28077870.5706223036276
1660780800,2022-08-18 00:00:00,XRP/USDT,0.37967,0.38152,0.369,0.37039,81974142.12750394,30827577.8209116492858
1660694400,2022-08-17 00:00:00,XRP/USDT,0.37703,0.39235,0.36804,0.37962,104443082.78161742,39690944.1792877772289
1660608000,2022-08-16 00:00:00,XRP/USDT,0.37507,0.37842,0.36649,0.37702,70226319.01240835,26252597.2640497217781
1660521600,2022-08-15 00:00:00,XRP/USDT,0.37572,0.38507,0.36588,0.37513,41386148.25607526,15471031.0631235707005
1660435200,2022-08-14 00:00:00,XRP/USDT,0.37785,0.39211,0.3738,0.37566,38407660.78829033,14680886.5607945458119
1660348800,2022-08-13 00:00:00,XRP/USDT,0.3796,0.38759,0.37628,0.37794,22908780.11501043,8716669.342952784865
1660262400,2022-08-12 00:00:00,XRP/USDT,0.38029,0.38067,0.36994,0.37951,33136767.423454,12426971.3878293670989
1660176000,2022-08-11 00:00:00,XRP/USDT,0.38146,0.38662,0.37718,0.38029,64661893.6943811,24647935.446232486705
1660089600,2022-08-10 00:00:00,XRP/USDT,0.36735,0.38154,0.35821,0.38145,81968045.34096419,30370481.1162367150979
1660003200,2022-08-09 00:00:00,XRP/USDT,0.37871,0.38017,0.36051,0.36734,71199553.44015148,26360061.0995480544361
1659916800,2022-08-08 00:00:00,XRP/USDT,0.3722,0.38458,0.37114,0.37867,40484782.11197346,15352448.4155095413661
1659830400,2022-08-07 00:00:00,XRP/USDT,0.37144,0.37705,0.36816,0.37225,18404106.56666253,6863333.1457334487955
1659744000,2022-08-06 00:00:00,XRP/USDT,0.37635,0.37781,0.3704,0.37141,20297669.28289277,7597171.2371951639614
1659657600,2022-08-05 00:00:00,XRP/USDT,0.37123,0.37858,0.36724,0.37626,40508199.66823197,15117525.0902378835133
1659571200,2022-08-04 00:00:00,XRP/USDT,0.36961,0.37509,0.36435,0.37122,58162726.27965586,21502953.9408229511066
1659484800,2022-08-03 00:00:00,XRP/USDT,0.37154,0.37747,0.36321,0.3696,68776682.17237577,25512882.3560835963563
1659398400,2022-08-02 00:00:00,XRP/USDT,0.379,0.39453,0.36678,0.37147,68369231.50171956,25581721.2741198236186
1659312000,2022-08-01 00:00:00,XRP/USDT,0.37906,0.38589,0.3703,0.37899,43250556.67310608,16341066.9669757000445
1659225600,2022-07-31 00:00:00,XRP/USDT,0.38799,0.3999,0.37813,0.37915,43092156.84359524,16776399.4126366374603
1659139200,2022-07-30 00:00:00,XRP/USDT,0.36785,0.41006,0.3629,0.38791,72257188.75323174,27989255.0304157961668
1659052800,2022-07-29 00:00:00,XRP/USDT,0.37374,0.37995,0.35962,0.36781,66936761.44867777,24760092.2729483058339
1658966400,2022-07-28 00:00:00,XRP/USDT,0.35932,0.37916,0.34899,0.37374,67813855.75391216,24576689.36945025933
1658880000,2022-07-27 00:00:00,XRP/USDT,0.33718,0.35963,0.3305,0.35932,63405162.26007368,21780202.2783619468827
1658793600,2022-07-26 00:00:00,XRP/USDT,0.33615,0.33854,0.3253,0.33716,41671706.88038563,13811296.193431795759
1658707200,2022-07-25 00:00:00,XRP/USDT,0.3585,0.36017,0.33497,0.33593,40448850.17702297,13977013.3821016006703
1658620800,2022-07-24 00:00:00,XRP/USDT,0.35914,0.36679,0.35606,0.35852,24335045.48100414,8810639.8355035290618
1658534400,2022-07-23 00:00:00,XRP/USDT,0.3578,0.36269,0.34977,0.35921,24891838.875131,8871954.8830979550358
1658448000,2022-07-22 00:00:00,XRP/USDT,0.36682,0.37192,0.35401,0.3578,37812860.18009938,13741403.7413648777973
1658361600,2022-07-21 00:00:00,XRP/USDT,0.36329,0.36835,0.34866,0.36682,41232752.76137915,14775331.5776436529781
1658275200,2022-07-20 00:00:00,XRP/USDT,0.37283,0.38165,0.35734,0.36332,66520031.62601542,24704913.8270168935843
1658188800,2022-07-19 00:00:00,XRP/USDT,0.3654,0.37668,0.35132,0.37287,80710834.23635709,29411368.6942754541397
1658102400,2022-07-18 00:00:00,XRP/USDT,0.3434,0.37,0.3429,0.36549,62900097.3969973,22696455.8378636990441
1658016000,2022-07-17 00:00:00,XRP/USDT,0.35038,0.36189,0.3408,0.34336,48866627.03934339,17152384.7447501987212
1657929600,2022-07-16 00:00:00,XRP/USDT,0.33419,0.35616,0.33129,0.35041,54950658.23753565,18959694.1360223862019
1657843200,2022-07-15 00:00:00,XRP/USDT,0.33371,0.34918,0.32734,0.33417,73224815.69117594,24696852.3453466229273
1657756800,2022-07-14 00:00:00,XRP/USDT,0.32367,0.3339,0.3125,0.33371,58826070.00836676,18912568.8554629866027
1657670400,2022-07-13 00:00:00,XRP/USDT,0.31164,0.32597,0.3001,0.32366,73342748.21840275,23011075.7896560686395
1657584000,2022-07-12 00:00:00,XRP/USDT,0.31505,0.31809,0.30769,0.31169,37244184.13370251,11643974.1586324064856
1657497600,2022-07-11 00:00:00,XRP/USDT,0.32555,0.32907,0.31064,0.31508,44890623.25054428,14464237.1546067552287
1657411200,2022-07-10 00:00:00,XRP/USDT,0.34482,0.34498,0.3195,0.32541,41042544.95529688,13603761.6373326652534
1657324800,2022-07-09 00:00:00,XRP/USDT,0.34014,0.34769,0.33918,0.34486,23067089.91155012,7928079.1585758875485
1657238400,2022-07-08 00:00:00,XRP/USDT,0.34232,0.35896,0.3359,0.34021,57943719.64056127,20005788.2736907502985
1657152000,2022-07-07 00:00:00,XRP/USDT,0.33235,0.3455,0.32684,0.34226,37291773.59211315,12506464.3371748686624
1657065600,2022-07-06 00:00:00,XRP/USDT,0.32501,0.33394,0.31989,0.33233,52637607.14723508,17075888.3736711936569
1656979200,2022-07-05 00:00:00,XRP/USDT,0.3286,0.33097,0.31264,0.32504,64551581.33257671,20805606.7741005006496
1656892800,2022-07-04 00:00:00,XRP/USDT,0.3216,0.32985,0.31456,0.32858,62472370.59865641,20114033.9088983711457
1656806400,2022-07-03 00:00:00,XRP/USDT,0.31581,0.3257,0.30808,0.32159,43943819.93052898,13909038.8572716529418
1656720000,2022-07-02 00:00:00,XRP/USDT,0.3141,0.3181,0.30947,0.31572,44368386.49820867,13912129.505952771884
1656633600,2022-07-01 00:00:00,XRP/USDT,0.33224,0.3364,0.30973,0.31393,97994676.81315325,31114565.6424766466704
1656547200,2022-06-30 00:00:00,XRP/USDT,0.32973,0.33332,0.3059,0.3323,160449936.2530625,51090333.9763806527516
1656460800,2022-06-29 00:00:00,XRP/USDT,0.33746,0.34173,0.32,0.32967,99362143.206365,32849878.2073134497355
1656374400,2022-06-28 00:00:00,XRP/USDT,0.35374,0.35582,0.33515,0.33749,79804176.13066748,27539390.3133670876967
1656288000,2022-06-27 00:00:00,XRP/USDT,0.35912,0.367,0.3478,0.35378,52547639.65008506,18831258.8203575640987
1656201600,2022-06-26 00:00:00,XRP/USDT,0.3677,0.37514,0.35762,0.35917,44923750.01742336,16423704.1189161415306
1656115200,2022-06-25 00:00:00,XRP/USDT,0.36724,0.37411,0.35428,0.3677,48426819.50152404,17675328.2248590763277
1656028800,2022-06-24 00:00:00,XRP/USDT,0.33576,0.38716,0.33492,0.36724,117791778.7030318,43149647.1239575224264
1655942400,2022-06-23 00:00:00,XRP/USDT,0.32226,0.33693,0.32133,0.33572,50736128.60852866,16651593.5415288059082
1655856000,2022-06-22 00:00:00,XRP/USDT,0.32932,0.32958,0.319,0.32226,61523606.97799019,19876097.1702899859716
1655769600,2022-06-21 00:00:00,XRP/USDT,0.32268,0.33733,0.31873,0.32928,61898348.55128961,20323688.9643256240031
1655683200,2022-06-20 00:00:00,XRP/USDT,0.32631,0.32888,0.31351,0.32261,74122145.20897827,23815388.2904436916221
1655596800,2022-06-19 00:00:00,XRP/USDT,0.30747,0.333,0.29816,0.32626,68933569.86990458,21600686.4645607838292
1655510400,2022-06-18 00:00:00,XRP/USDT,0.32111,0.32645,0.28736,0.3075,76907398.64747141,23553202.2564535131598
1655424000,2022-06-17 00:00:00,XRP/USDT,0.31316,0.34,0.3105,0.32103,99760538.04395263,32462680.9100186637789
1655337600,2022-06-16 00:00:00,XRP/USDT,0.34351,0.34754,0.30703,0.31315,132704209.15948315,42896043.0555859937309
1655251200,2022-06-15 00:00:00,XRP/USDT,0.32149,0.347,0.29728,0.3436,130487420.5280781,41224245.8843638388913
1655164800,2022-06-14 00:00:00,XRP/USDT,0.31178,0.328,0.29335,0.32147,141088364.35490527,44131655.4773818571778
1655078400,2022-06-13 00:00:00,XRP/USDT,0.34312,0.3506,0.301,0.31171,172937047.13049482,55403508.3319163347557
1654992000,2022-06-12 00:00:00,XRP/USDT,0.35984,0.36536,0.3397,0.34318,78701251.15003625,27635706.7849987193691
1654905600,2022-06-11 00:00:00,XRP/USDT,0.3814,0.38864,0.35561,0.3598,51966538.26032478,19244964.7447875413238
1654819200,2022-06-10 00:00:00,XRP/USDT,0.40015,0.41171,0.376,0.38144,78301684.74705474,30754163.23464276648
1654732800,2022-06-09 00:00:00,XRP/USDT,0.4005,0.404,0.39658,0.40014,43159283.90763314,17289493.8794829983463
1654646400,2022-06-08 00:00:00,XRP/USDT,0.40776,0.41032,0.39454,0.40042,73172202.63045679,29363232.1082062067293
1654560000,2022-06-07 00:00:00,XRP/USDT,0.40276,0.41747,0.38446,0.40771,101067290.36536226,40245610.2481459012723
1654473600,2022-06-06 00:00:00,XRP/USDT,0.39539,0.4092,0.39409,0.40282,67968195.48996777,27292650.8897571163015
1654387200,2022-06-05 00:00:00,XRP/USDT,0.3926,0.39956,0.38949,0.39539,37943116.52983964,14972383.0353444138505
1654300800,2022-06-04 00:00:00,XRP/USDT,0.39038,0.39444,0.38455,0.39243,31030624.69618591,12100168.2880834068944
1654214400,2022-06-03 00:00:00,XRP/USDT,0.40533,0.41044,0.38392,0.39033,59591996.04857759,23654522.6704413755705
1654128000,2022-06-02 00:00:00,XRP/USDT,0.39797,0.40791,0.39063,0.40538,84714025.60118078,33696326.2335558115511
1654041600,2022-06-01 00:00:00,XRP/USDT,0.42149,0.42657,0.38885,0.39791,107961603.13758322,44252204.77546965168
1653955200,2022-05-31 00:00:00,XRP/USDT,0.41878,0.4342,0.40649,0.42161,109325145.30009406,45666966.390960868836
1653868800,2022-05-30 00:00:00,XRP/USDT,0.38912,0.4196,0.38683,0.41884,91856125.58041611,36966808.5864302992787
1653782400,2022-05-29 00:00:00,XRP/USDT,0.38634,0.39093,0.37936,0.3891,42071240.91572637,16221220.0897254221409
1653696000,2022-05-28 00:00:00,XRP/USDT,0.38208,0.3888,0.38044,0.38624,48232929.6764175,18581927.7244453697161
