https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume YLD,Volume USDT
1658188800,2022-07-19 00:00:00,YLD/USDT,0.0796,0.0808,0.0778,0.0779,1366188.26173607,107876.23442881616
1658102400,2022-07-18 00:00:00,YLD/USDT,0.0801,0.0828,0.0785,0.0789,1377857.98159727,110720.701843889416
1658016000,2022-07-17 00:00:00,YLD/USDT,0.0781,0.0816,0.0779,0.0801,1321674.92040661,104856.870509816549
1657929600,2022-07-16 00:00:00,YLD/USDT,0.0786,0.0793,0.0778,0.0782,1314747.2036537,103015.06150805934
1657843200,2022-07-15 00:00:00,YLD/USDT,0.0792,0.0799,0.0778,0.0791,1295635.15449652,102232.808223194076
1657756800,2022-07-14 00:00:00,YLD/USDT,0.0796,0.0816,0.0789,0.0798,1309802.4395806,104961.373791911525
1657670400,2022-07-13 00:00:00,YLD/USDT,0.0793,0.0828,0.0778,0.079,1209555.17819354,96296.958057040409
1657584000,2022-07-12 00:00:00,YLD/USDT,0.0825,0.0917,0.0785,0.0786,716420.3303389,60111.515197142309
1657497600,2022-07-11 00:00:00,YLD/USDT,0.082,0.0835,0.0799,0.0831,91932.70025081,7460.578706439791
1657411200,2022-07-10 00:00:00,YLD/USDT,0.08,0.0871,0.0799,0.0821,222363.49007263,18577.018093275503
1657324800,2022-07-09 00:00:00,YLD/USDT,0.0809,0.081,0.08,0.0801,30687.42904813,2467.622568810509
1657238400,2022-07-08 00:00:00,YLD/USDT,0.0814,0.0845,0.0802,0.0809,128998.37602105,10576.594825809638
1657152000,2022-07-07 00:00:00,YLD/USDT,0.0762,0.0849,0.0762,0.0819,296502.27940526,23994.693743089427
1657065600,2022-07-06 00:00:00,YLD/USDT,0.0763,0.0787,0.0756,0.0762,77972.42557886,6008.948378172008
1656979200,2022-07-05 00:00:00,YLD/USDT,0.0762,0.0772,0.0751,0.0768,86659.58822144,6612.655103990986
1656892800,2022-07-04 00:00:00,YLD/USDT,0.0761,0.0838,0.0725,0.0766,485968.93235824,36973.576404613377
1656806400,2022-07-03 00:00:00,YLD/USDT,0.076,0.0766,0.0744,0.0757,915572.01642013,69114.488169442796
1656720000,2022-07-02 00:00:00,YLD/USDT,0.0777,0.0787,0.075,0.0756,1422957.12190464,109276.639077543511
1656633600,2022-07-01 00:00:00,YLD/USDT,0.08,0.0815,0.0774,0.0783,1330036.56249677,105895.416228409339
1656547200,2022-06-30 00:00:00,YLD/USDT,0.0791,0.0829,0.0781,0.0807,753973.19328994,60497.381853369185
1656460800,2022-06-29 00:00:00,YLD/USDT,0.0801,0.0813,0.0786,0.0791,416626.15970717,33244.601773055899
1656374400,2022-06-28 00:00:00,YLD/USDT,0.0848,0.0855,0.0795,0.0798,1477989.00319451,121263.698208074358
1656288000,2022-06-27 00:00:00,YLD/USDT,0.0963,0.097,0.0809,0.0853,1694034.43582559,153791.570358170592
1656201600,2022-06-26 00:00:00,YLD/USDT,0.0945,0.0982,0.0938,0.0969,1117009.99715511,106879.729265230961
1656115200,2022-06-25 00:00:00,YLD/USDT,0.0945,0.0964,0.0938,0.0945,1112235.70576936,105658.286638814293
1656028800,2022-06-24 00:00:00,YLD/USDT,0.0956,0.0967,0.0929,0.0952,1282178.63001909,121867.667244792191
1655942400,2022-06-23 00:00:00,YLD/USDT,0.095,0.0968,0.0933,0.0965,1076456.26894252,102551.932307063308
1655856000,2022-06-22 00:00:00,YLD/USDT,0.0952,0.0956,0.0931,0.0954,529835.05460227,50208.27852128533
1655769600,2022-06-21 00:00:00,YLD/USDT,0.0946,0.099,0.0926,0.0945,676686.33580236,64654.006285496084
1655683200,2022-06-20 00:00:00,YLD/USDT,0.0982,0.1008,0.0931,0.0953,1173528.97146069,114058.592840277929
1655596800,2022-06-19 00:00:00,YLD/USDT,0.0994,0.1004,0.0893,0.0983,1085190.82846883,104269.400523008907
1655510400,2022-06-18 00:00:00,YLD/USDT,0.1032,0.1058,0.0955,0.1002,1093770.50566344,111586.418253231174
1655424000,2022-06-17 00:00:00,YLD/USDT,0.1093,0.1098,0.1019,0.1038,795171.94043943,83870.225817479916
1655337600,2022-06-16 00:00:00,YLD/USDT,0.1139,0.1146,0.1089,0.1092,519424.83447827,57674.235942873863
1655251200,2022-06-15 00:00:00,YLD/USDT,0.1145,0.1146,0.107,0.1139,674871.01232203,74496.078843980579
1655164800,2022-06-14 00:00:00,YLD/USDT,0.1201,0.122,0.1142,0.1146,208682.48861637,24841.593808528116
1655078400,2022-06-13 00:00:00,YLD/USDT,0.1405,0.1409,0.1158,0.1201,369290.12264508,47397.432326098938
1654992000,2022-06-12 00:00:00,YLD/USDT,0.1435,0.1443,0.1401,0.141,24325.17116524,3455.298574817691
1654905600,2022-06-11 00:00:00,YLD/USDT,0.1476,0.1481,0.1419,0.1435,77735.01025432,11204.22468607295
1654819200,2022-06-10 00:00:00,YLD/USDT,0.1477,0.1482,0.1476,0.1476,10007.85584506,1477.432322077596
1654732800,2022-06-09 00:00:00,YLD/USDT,0.1445,0.1485,0.1433,0.1477,58750.50842225,8619.012832118258
1654646400,2022-06-08 00:00:00,YLD/USDT,0.1472,0.1477,0.1445,0.1446,23472.30542712,3422.208025947304
1654560000,2022-06-07 00:00:00,YLD/USDT,0.15,0.1514,0.1462,0.1472,42456.02441618,6288.436637747763
1654473600,2022-06-06 00:00:00,YLD/USDT,0.1472,0.1517,0.1468,0.15,390606.07062439,58430.825502447046
1654387200,2022-06-05 00:00:00,YLD/USDT,0.1447,0.1484,0.1439,0.1482,706688.24860992,103601.093275267157
1654300800,2022-06-04 00:00:00,YLD/USDT,0.1439,0.1487,0.1438,0.145,859487.8075916,125675.407081595998
1654214400,2022-06-03 00:00:00,YLD/USDT,0.1539,0.1617,0.1438,0.1439,934435.59614713,142260.813599828909
1654128000,2022-06-02 00:00:00,YLD/USDT,0.1634,0.1647,0.1514,0.1546,730423.55269535,114688.381044097542
1654041600,2022-06-01 00:00:00,YLD/USDT,0.1584,0.1645,0.1552,0.1645,691318.14836039,110767.164028351959
1653955200,2022-05-31 00:00:00,YLD/USDT,0.1666,0.1673,0.1585,0.1585,715362.79013687,115984.86972554116
1653868800,2022-05-30 00:00:00,YLD/USDT,0.1706,0.172,0.1651,0.1658,643038.05298201,108773.941058688018
1653782400,2022-05-29 00:00:00,YLD/USDT,0.168,0.1747,0.168,0.1718,538807.54262335,92272.499830074349
1653696000,2022-05-28 00:00:00,YLD/USDT,0.1687,0.1688,0.168,0.1681,24957.02033983,4206.001455206251
1653609600,2022-05-27 00:00:00,YLD/USDT,0.1754,0.1757,0.1634,0.1687,119071.68018532,20202.462744218094
1653523200,2022-05-26 00:00:00,YLD/USDT,0.1737,0.1963,0.1724,0.1759,132710.56613701,23975.345497537202
1653436800,2022-05-25 00:00:00,YLD/USDT,0.1732,0.1736,0.1724,0.1735,6192.44266203,1071.635275827645
1653350400,2022-05-24 00:00:00,YLD/USDT,0.1865,0.1884,0.1712,0.1724,93441.03383211,16643.444570339891
1653264000,2022-05-23 00:00:00,YLD/USDT,0.1847,0.1937,0.1842,0.1869,68806.79973002,13043.435361641208
1653177600,2022-05-22 00:00:00,YLD/USDT,0.1823,0.1929,0.1778,0.1854,155126.49665592,28451.975608652251
1653091200,2022-05-21 00:00:00,YLD/USDT,0.1676,0.1918,0.1646,0.1832,705643.56792426,122896.822965245049
1653004800,2022-05-20 00:00:00,YLD/USDT,0.1661,0.1708,0.1612,0.1676,769035.06580397,127852.310231959692
1652918400,2022-05-19 00:00:00,YLD/USDT,0.1847,0.1957,0.1599,0.166,1298170.70145603,221490.742040941582
1652832000,2022-05-18 00:00:00,YLD/USDT,0.1633,0.1999,0.1633,0.185,1442803.70442063,247518.293131213746
1652745600,2022-05-17 00:00:00,YLD/USDT,0.1644,0.1691,0.1563,0.1631,1764604.31142243,291265.022203753872
1652659200,2022-05-16 00:00:00,YLD/USDT,0.1664,0.1681,0.1598,0.1643,1899638.21607908,311656.237196388767
1652572800,2022-05-15 00:00:00,YLD/USDT,0.158,0.1664,0.1551,0.1663,1963370.67144464,313032.205390646532
1652486400,2022-05-14 00:00:00,YLD/USDT,0.1498,0.1672,0.1473,0.1582,1672376.18381316,254199.246673187555
1652400000,2022-05-13 00:00:00,YLD/USDT,0.1309,0.158,0.1297,0.1499,306775.62104491,44043.532070281901
1652313600,2022-05-12 00:00:00,YLD/USDT,0.1718,0.1731,0.1284,0.1308,700326.24417998,108289.000846593518
1652227200,2022-05-11 00:00:00,YLD/USDT,0.1779,0.1948,0.1702,0.1726,2223055.00616496,401906.484115281201
1652140800,2022-05-10 00:00:00,YLD/USDT,0.1794,0.1829,0.1777,0.1782,674675.83688056,121385.604994213967
1652054400,2022-05-09 00:00:00,YLD/USDT,0.1934,0.1958,0.1787,0.1794,2176736.37261277,413875.048913091712
1651968000,2022-05-08 00:00:00,YLD/USDT,0.1969,0.2086,0.192,0.1942,2613832.48969662,512427.237985334515
1651881600,2022-05-07 00:00:00,YLD/USDT,0.1966,0.2033,0.1922,0.1969,2249341.57476543,444248.389972367043
1651795200,2022-05-06 00:00:00,YLD/USDT,0.1873,0.2018,0.1873,0.1966,1585725.63754958,314522.840881684822
1651708800,2022-05-05 00:00:00,YLD/USDT,0.2073,0.2145,0.1836,0.1864,1795340.48651201,354767.345129686884
1651622400,2022-05-04 00:00:00,YLD/USDT,0.1976,0.2114,0.196,0.2065,2062925.55268338,420322.797755993757
1651536000,2022-05-03 00:00:00,YLD/USDT,0.2048,0.2083,0.1962,0.1976,1014336.45637753,207287.794379363283
1651449600,2022-05-02 00:00:00,YLD/USDT,0.1997,0.2091,0.1981,0.2057,2045061.54765052,417991.720111822807
1651363200,2022-05-01 00:00:00,YLD/USDT,0.2067,0.2098,0.1975,0.1992,2070603.05160168,418116.83408597561
1651276800,2022-04-30 00:00:00,YLD/USDT,0.2066,0.2095,0.2046,0.2073,2238156.90954386,463964.054456678004
1651190400,2022-04-29 00:00:00,YLD/USDT,0.2074,0.2134,0.2045,0.2059,1905814.16738957,398568.710640629391
1651104000,2022-04-28 00:00:00,YLD/USDT,0.2035,0.2084,0.1987,0.2068,2734982.80142869,554609.517993482137
1651017600,2022-04-27 00:00:00,YLD/USDT,0.2026,0.2058,0.2,0.2037,1823807.92043583,370991.848167937477
1650931200,2022-04-26 00:00:00,YLD/USDT,0.215,0.2157,0.2025,0.2027,1816995.00680865,387182.827263749415
1650844800,2022-04-25 00:00:00,YLD/USDT,0.2232,0.2257,0.2104,0.2151,1449385.34287854,315800.83206656662
1650758400,2022-04-24 00:00:00,YLD/USDT,0.2161,0.2256,0.2142,0.2247,1454776.42570627,323419.027710386583
1650672000,2022-04-23 00:00:00,YLD/USDT,0.2095,0.2162,0.2085,0.215,1476913.63248694,313374.293550456227
1650585600,2022-04-22 00:00:00,YLD/USDT,0.1989,0.2119,0.1988,0.2108,2332077.49035536,483649.013180573153
1650499200,2022-04-21 00:00:00,YLD/USDT,0.2198,0.2348,0.1973,0.1985,4361573.96618798,955253.189934070923
1650412800,2022-04-20 00:00:00,YLD/USDT,0.2212,0.2243,0.2198,0.2212,1313532.69274256,291547.619515942816
1650326400,2022-04-19 00:00:00,YLD/USDT,0.2216,0.2246,0.2197,0.2207,1351264.16246224,299952.144588265147
1650240000,2022-04-18 00:00:00,YLD/USDT,0.2223,0.2305,0.2197,0.2217,1401887.71285537,313743.121875523131
1650153600,2022-04-17 00:00:00,YLD/USDT,0.2239,0.2289,0.2205,0.222,1426989.96230903,318515.217121290683
1650067200,2022-04-16 00:00:00,YLD/USDT,0.2209,0.2268,0.2178,0.2238,1954230.04840786,433507.634157964268
1649980800,2022-04-15 00:00:00,YLD/USDT,0.2073,0.2445,0.2035,0.2222,3217695.01863364,717780.57257129743
1649894400,2022-04-14 00:00:00,YLD/USDT,0.2016,0.2101,0.1979,0.2073,1329753.10023201,273330.030600058806
1649808000,2022-04-13 00:00:00,YLD/USDT,0.2051,0.2151,0.1971,0.201,1975069.67971868,406324.714836288513
1649721600,2022-04-12 00:00:00,YLD/USDT,0.2128,0.2199,0.1999,0.205,1842652.8902528,381754.307197154136
1649635200,2022-04-11 00:00:00,YLD/USDT,0.2123,0.2182,0.1925,0.2121,1573550.67976453,327404.718330147261
1649548800,2022-04-10 00:00:00,YLD/USDT,0.209,0.2179,0.2013,0.2123,1553205.80852246,328599.536501068238
1649462400,2022-04-09 00:00:00,YLD/USDT,0.204,0.2164,0.1914,0.21,1595616.84740633,329145.677621075006
1649376000,2022-04-08 00:00:00,YLD/USDT,0.2075,0.2185,0.1971,0.204,2093595.38667572,431099.337503556696
1649289600,2022-04-07 00:00:00,YLD/USDT,0.213,0.2177,0.2046,0.2075,1481540.27330705,313858.343145643486
1649203200,2022-04-06 00:00:00,YLD/USDT,0.2147,0.2276,0.1988,0.213,1883304.63931189,398682.050921953213
1649116800,2022-04-05 00:00:00,YLD/USDT,0.2114,0.2279,0.2083,0.2131,1575224.43597185,340849.332936502512
1649030400,2022-04-04 00:00:00,YLD/USDT,0.2194,0.2289,0.208,0.2117,1414193.58221116,306560.16790690881
1648944000,2022-04-03 00:00:00,YLD/USDT,0.2278,0.2445,0.211,0.2194,1657261.28622593,368686.561781712573
1648857600,2022-04-02 00:00:00,YLD/USDT,0.226,0.2406,0.2162,0.2278,1712125.85426984,385092.830944654929
1648771200,2022-04-01 00:00:00,YLD/USDT,0.2378,0.2408,0.2021,0.2266,2554709.06725014,567551.336581266261
1648684800,2022-03-31 00:00:00,YLD/USDT,0.241,0.241,0.2214,0.2377,668572.11251378,154824.944282926363
1648598400,2022-03-30 00:00:00,YLD/USDT,0.2302,0.2502,0.2297,0.2408,414809.40148253,100626.264488831664
1648512000,2022-03-29 00:00:00,YLD/USDT,0.2513,0.2554,0.2269,0.2302,972786.37650399,235897.444778662932
1648425600,2022-03-28 00:00:00,YLD/USDT,0.247,0.2662,0.24,0.2513,872222.20246997,216886.81452207929
1648339200,2022-03-27 00:00:00,YLD/USDT,0.2457,0.2572,0.2417,0.247,448482.01551974,111106.02265705715
1648252800,2022-03-26 00:00:00,YLD/USDT,0.246,0.2549,0.2449,0.2455,511608.90151585,127409.42677083763
1648166400,2022-03-25 00:00:00,YLD/USDT,0.2495,0.2634,0.2433,0.246,466280.79343423,117072.98808522209
1648080000,2022-03-24 00:00:00,YLD/USDT,0.2402,0.2567,0.2383,0.2498,425058.71763261,104811.223251269592
1647993600,2022-03-23 00:00:00,YLD/USDT,0.2438,0.2438,0.2385,0.2401,23115.51992018,5581.299431470585
1647907200,2022-03-22 00:00:00,YLD/USDT,0.2425,0.2448,0.2412,0.2438,38167.56835554,9286.184137533906
1647820800,2022-03-21 00:00:00,YLD/USDT,0.245,0.253,0.2412,0.2425,40612.2000151,9963.27034645175
1647734400,2022-03-20 00:00:00,YLD/USDT,0.2468,0.2563,0.241,0.2461,86098.57655587,21237.383806861133
1647648000,2022-03-19 00:00:00,YLD/USDT,0.2502,0.2547,0.2373,0.247,187913.82312662,46548.934839177978
1647561600,2022-03-18 00:00:00,YLD/USDT,0.2424,0.2563,0.24,0.2505,101176.37343479,25195.226258381973
1647475200,2022-03-17 00:00:00,YLD/USDT,0.2499,0.2527,0.242,0.2424,93712.2773,23036.63127522
1647388800,2022-03-16 00:00:00,YLD/USDT,0.2407,0.27,0.2354,0.2499,367627.69586057,92219.515939273478
1647302400,2022-03-15 00:00:00,YLD/USDT,0.2338,0.2499,0.2261,0.2407,554814.07784447,130576.404374573349
1647216000,2022-03-14 00:00:00,YLD/USDT,0.231,0.244,0.231,0.2325,289863.91786372,68607.551146024811
1647129600,2022-03-13 00:00:00,YLD/USDT,0.2426,0.2508,0.2311,0.2324,151770.29317326,36171.729612798173
1647043200,2022-03-12 00:00:00,YLD/USDT,0.246,0.2468,0.2289,0.2426,133810.16857457,31790.809359595111
1646956800,2022-03-11 00:00:00,YLD/USDT,0.2464,0.2568,0.2348,0.246,172853.0761401,42239.955384657767
1646870400,2022-03-10 00:00:00,YLD/USDT,0.25,0.2528,0.2412,0.2464,105855.11295505,26159.997714107962
1646784000,2022-03-09 00:00:00,YLD/USDT,0.2431,0.272,0.2431,0.2511,338764.09314351,86895.317471855425
1646697600,2022-03-08 00:00:00,YLD/USDT,0.2458,0.2591,0.2416,0.2431,104089.46514451,25815.614118189048
1646611200,2022-03-07 00:00:00,YLD/USDT,0.2524,0.2617,0.2401,0.2458,131085.58403103,32410.98090881621
1646524800,2022-03-06 00:00:00,YLD/USDT,0.2581,0.2682,0.2401,0.2524,109748.70134892,27739.948151618038
1646438400,2022-03-05 00:00:00,YLD/USDT,0.2431,0.2689,0.2375,0.2581,155679.55853214,38991.122386289217
1646352000,2022-03-04 00:00:00,YLD/USDT,0.2768,0.2768,0.242,0.2431,73289.51354098,18994.746240527246
1646265600,2022-03-03 00:00:00,YLD/USDT,0.2788,0.28,0.2517,0.2779,289512.95349205,77816.432095231763
1646179200,2022-03-02 00:00:00,YLD/USDT,0.2546,0.2869,0.2542,0.28,268620.39323151,73370.549894026337
1646092800,2022-03-01 00:00:00,YLD/USDT,0.2489,0.27,0.2465,0.2546,150924.77140826,38579.958028829595
1646006400,2022-02-28 00:00:00,YLD/USDT,0.2435,0.2571,0.24,0.2478,350761.68312991,86507.169457381585
1645920000,2022-02-27 00:00:00,YLD/USDT,0.2444,0.2655,0.235,0.2436,522625.06374792,129352.531221790294
1645833600,2022-02-26 00:00:00,YLD/USDT,0.2422,0.2506,0.2345,0.2446,223902.82336473,53698.277478046578
1645747200,2022-02-25 00:00:00,YLD/USDT,0.2401,0.2577,0.229,0.2423,483852.81312806,117444.386783823836
1645660800,2022-02-24 00:00:00,YLD/USDT,0.2484,0.2503,0.231,0.2401,275071.23293593,65987.610365686586
1645574400,2022-02-23 00:00:00,YLD/USDT,0.2505,0.2533,0.2458,0.2484,107365.78596979,26796.606595790477
1645488000,2022-02-22 00:00:00,YLD/USDT,0.2598,0.2615,0.24,0.2505,304644.1904108,76107.587104325516
1645401600,2022-02-21 00:00:00,YLD/USDT,0.2607,0.2754,0.2511,0.26,323379.95579343,84815.158804498889
1645315200,2022-02-20 00:00:00,YLD/USDT,0.2737,0.2789,0.2492,0.2605,164093.35446654,43293.936657897458
1645228800,2022-02-19 00:00:00,YLD/USDT,0.266,0.2934,0.2603,0.2737,214940.2142789,59611.604278734842
1645142400,2022-02-18 00:00:00,YLD/USDT,0.2701,0.2845,0.2652,0.266,156238.03027546,43038.681745718538
1645056000,2022-02-17 00:00:00,YLD/USDT,0.298,0.299,0.2701,0.2718,241969.00679556,69048.560833068878
1644969600,2022-02-16 00:00:00,YLD/USDT,0.2967,0.3155,0.2674,0.2985,589873.28501435,170211.002744593326
1644883200,2022-02-15 00:00:00,YLD/USDT,0.2741,0.3124,0.2693,0.2953,251499.68882297,73244.311789307388
1644796800,2022-02-14 00:00:00,YLD/USDT,0.2726,0.2992,0.2659,0.2742,257717.52377825,71801.985263036806
1644710400,2022-02-13 00:00:00,YLD/USDT,0.2857,0.2955,0.2696,0.2725,127341.4403604,35635.723481048841
1644624000,2022-02-12 00:00:00,YLD/USDT,0.3023,0.3039,0.2791,0.2861,152296.74461903,44242.604239283883
1644537600,2022-02-11 00:00:00,YLD/USDT,0.3219,0.3245,0.2866,0.3023,214671.90755851,63979.059751698025
1644451200,2022-02-10 00:00:00,YLD/USDT,0.313,0.3372,0.3122,0.3219,208570.64357564,67919.928813404932
1644364800,2022-02-09 00:00:00,YLD/USDT,0.3051,0.315,0.305,0.315,69103.80410867,21424.671806774735
1644278400,2022-02-08 00:00:00,YLD/USDT,0.295,0.3101,0.2913,0.3047,212513.56820616,63664.627798318693
1644192000,2022-02-07 00:00:00,YLD/USDT,0.2784,0.295,0.278,0.295,112390.78839522,32446.524074343567
1644105600,2022-02-06 00:00:00,YLD/USDT,0.2685,0.2838,0.2644,0.2784,91358.29988157,25023.564730247435
1644019200,2022-02-05 00:00:00,YLD/USDT,0.2767,0.2767,0.2606,0.2685,188608.48715462,50268.874726770404
1643932800,2022-02-04 00:00:00,YLD/USDT,0.2471,0.2926,0.2471,0.2788,447001.40671606,121475.18584046376
1643846400,2022-02-03 00:00:00,YLD/USDT,0.2383,0.295,0.2305,0.2471,1368874.41058757,343655.130006560752
1643760000,2022-02-02 00:00:00,YLD/USDT,0.2401,0.2425,0.2383,0.2383,47784.38324597,11498.244983484149
