https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FXS,Volume BTC
1663459200,2022-09-18 00:00:00,FXS/BTC,0.0002671,0.0002671,0.0002645,0.0002666,86.1938,0.02289457429
1663372800,2022-09-17 00:00:00,FXS/BTC,0.0002605,0.0002671,0.0002594,0.0002662,291.6026,0.07675174263
1663286400,2022-09-16 00:00:00,FXS/BTC,0.0002728,0.0002747,0.0002602,0.0002604,644.6615,0.16977814294
1663200000,2022-09-15 00:00:00,FXS/BTC,0.0002744,0.000277,0.0002676,0.0002726,446.9288,0.12157140819
1663113600,2022-09-14 00:00:00,FXS/BTC,0.0002792,0.0002814,0.0002696,0.0002759,523.3574,0.14319484962
1663027200,2022-09-13 00:00:00,FXS/BTC,0.0002817,0.0002892,0.0002732,0.0002789,457.2752,0.12752860156
1662940800,2022-09-12 00:00:00,FXS/BTC,0.0003011,0.0003041,0.0002809,0.0002817,953.4049,0.28519040971
1662854400,2022-09-11 00:00:00,FXS/BTC,0.0002997,0.0003062,0.0002967,0.0003001,364.2811,0.11041959552
1662768000,2022-09-10 00:00:00,FXS/BTC,0.0003046,0.000308,0.0002975,0.0002992,1634.7568,0.4997166143
1662681600,2022-09-09 00:00:00,FXS/BTC,0.0003247,0.0003344,0.0003038,0.0003062,3126.8352,0.98372765407
1662595200,2022-09-08 00:00:00,FXS/BTC,0.0003219,0.0003313,0.0003208,0.0003227,1261.3061,0.41004025852
1662508800,2022-09-07 00:00:00,FXS/BTC,0.0003234,0.0003248,0.0003161,0.0003218,1203.7383,0.38586328785
1662422400,2022-09-06 00:00:00,FXS/BTC,0.0003256,0.0003561,0.000317,0.0003238,1770.8411,0.59874154507
1662336000,2022-09-05 00:00:00,FXS/BTC,0.0003154,0.0003345,0.0003099,0.0003253,2448.0319,0.80351379078
1662249600,2022-09-04 00:00:00,FXS/BTC,0.0003033,0.000317,0.0003033,0.000317,575.2574,0.17830811562
1662163200,2022-09-03 00:00:00,FXS/BTC,0.0003068,0.0003072,0.0003004,0.0003048,591.8572,0.18034749681
1662076800,2022-09-02 00:00:00,FXS/BTC,0.0002845,0.000307,0.0002838,0.0003068,503.8832,0.150620438
1661990400,2022-09-01 00:00:00,FXS/BTC,0.0002859,0.0002917,0.0002821,0.000283,118.8197,0.03399988353
1661904000,2022-08-31 00:00:00,FXS/BTC,0.0002963,0.0002984,0.0002854,0.0002863,233.2902,0.06824390203
1661817600,2022-08-30 00:00:00,FXS/BTC,0.000285,0.0002998,0.000283,0.0002963,197.0497,0.05818001529
1661731200,2022-08-29 00:00:00,FXS/BTC,0.0002882,0.0002905,0.0002834,0.0002861,210.9578,0.06050953709
