https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FORTH,Volume USDT
1643760000,2022-02-02 00:00:00,FORTH/USDT,5.219,10.1505,5.1846,7.2464,193614.06852056,1421588.083935150298
1643673600,2022-02-01 00:00:00,FORTH/USDT,5.285,5.5891,5.2133,5.2445,5246.96260918,28179.671131197608
1643587200,2022-01-31 00:00:00,FORTH/USDT,5.1154,5.2998,4.9229,5.2813,5033.5069,25790.21236279
1643500800,2022-01-30 00:00:00,FORTH/USDT,5.376,5.4372,5.0794,5.1308,1918.30556488,10187.863127288344
1643414400,2022-01-29 00:00:00,FORTH/USDT,5.301,5.4372,5.2,5.3637,1614.97092651,8583.890791618494
1643328000,2022-01-28 00:00:00,FORTH/USDT,5.2125,5.3744,5.0589,5.2594,2286.47121211,11981.953679020693
1643241600,2022-01-27 00:00:00,FORTH/USDT,5.4777,5.5407,4.938,5.2131,6650.51587344,34654.761885013258
1643155200,2022-01-26 00:00:00,FORTH/USDT,5.1231,6.8,5.049,5.468,17736.66253026,106073.604139790757
1643068800,2022-01-25 00:00:00,FORTH/USDT,5.0788,5.292,4.9575,5.0957,3005.02641756,15420.48983908347
1642982400,2022-01-24 00:00:00,FORTH/USDT,5.3894,5.3894,4.455,5.054,16147.51852567,79116.846883044207
1642896000,2022-01-23 00:00:00,FORTH/USDT,5.3047,5.55,5.1049,5.3506,4868.69587725,25991.284769431208
1642809600,2022-01-22 00:00:00,FORTH/USDT,5.6535,6.3932,4.7223,5.2712,25098.84490622,141148.019109623192
1642723200,2022-01-21 00:00:00,FORTH/USDT,6.712,6.8395,5.3349,5.651,10816.34983394,66928.635916344558
1642636800,2022-01-20 00:00:00,FORTH/USDT,7.0192,7.3523,6.72,6.7261,2813.04883787,19697.782518845842
1642550400,2022-01-19 00:00:00,FORTH/USDT,7.2197,7.2671,6.8607,7.0253,2013.13478174,14217.260818015959
1642464000,2022-01-18 00:00:00,FORTH/USDT,7.3192,7.45,6.925,7.2426,8302.41614145,59426.07152859403
1642377600,2022-01-17 00:00:00,FORTH/USDT,7.731,7.731,7.2426,7.3189,11466.64374599,84478.331566712341
1642291200,2022-01-16 00:00:00,FORTH/USDT,7.956,7.9758,7.6539,7.7392,1543.05404965,11985.939101370209
1642204800,2022-01-15 00:00:00,FORTH/USDT,7.86,8.2335,7.775,7.9813,1415.24197395,11263.114987779644
1642118400,2022-01-14 00:00:00,FORTH/USDT,7.4799,8.6285,7.3798,7.867,23421.10685958,181603.181094791021
1642032000,2022-01-13 00:00:00,FORTH/USDT,7.7803,7.8625,7.4422,7.47,8610.57871001,66622.031871565472
1641945600,2022-01-12 00:00:00,FORTH/USDT,7.497,7.8727,7.41,7.7803,8562.39842647,66456.075247364192
1641859200,2022-01-11 00:00:00,FORTH/USDT,7.25,7.6239,7.1798,7.4388,2663.46179291,19755.34663860068
1641772800,2022-01-10 00:00:00,FORTH/USDT,7.8755,8.1,6.9644,7.2796,5039.80681973,37809.947075406757
1641686400,2022-01-09 00:00:00,FORTH/USDT,7.8,8.0884,7.5661,7.8522,2368.05199661,18448.853194367959
1641600000,2022-01-08 00:00:00,FORTH/USDT,8.0806,8.2692,7.5776,7.8,2957.06096067,23283.001078878203
1641513600,2022-01-07 00:00:00,FORTH/USDT,8.5452,8.5452,7.9704,8.0743,3051.80349983,25179.119983743626
1641427200,2022-01-06 00:00:00,FORTH/USDT,8.7758,9.1996,8.3061,8.547,5314.09764295,45882.543210803711
1641340800,2022-01-05 00:00:00,FORTH/USDT,9.3068,9.6436,8.5217,8.7475,4457.87372956,41118.846770072009
1641254400,2022-01-04 00:00:00,FORTH/USDT,9.25,9.9,9.0815,9.3367,9234.39086947,87307.495520228712
1641168000,2022-01-03 00:00:00,FORTH/USDT,9.3195,9.4962,9,9.2197,2486.0284229,23171.77582246099
1641081600,2022-01-02 00:00:00,FORTH/USDT,9.3054,9.5558,9.2426,9.3516,2159.46261585,20204.298441788616
1640995200,2022-01-01 00:00:00,FORTH/USDT,9.0844,9.4397,9.0759,9.32,1339.75048745,12404.40892076165
1640908800,2021-12-31 00:00:00,FORTH/USDT,9.5,9.6295,8.9695,9.0666,2850.03351514,26618.138680016326
1640822400,2021-12-30 00:00:00,FORTH/USDT,9.2781,10.369,9.21,9.4389,15545.51752643,149937.739225874137
1640736000,2021-12-29 00:00:00,FORTH/USDT,9.6562,9.8408,9.2179,9.2267,3974.68622171,38035.576481015383
1640649600,2021-12-28 00:00:00,FORTH/USDT,10.6208,10.636,9.5517,9.7339,4565.87120344,46004.649331980138
