https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PBX,Volume USDT
1663459200,2022-09-18 00:00:00,PBX/USDT,0.001367,0.001384,0.001356,0.001365,2211338.2001,3029.5406774005
1663372800,2022-09-17 00:00:00,PBX/USDT,0.00137,0.001437,0.001365,0.001369,77655036.6245,108242.8628938909
1663286400,2022-09-16 00:00:00,PBX/USDT,0.001456,0.00152,0.001303,0.001371,110419154.1026,157557.2430014766
1663200000,2022-09-15 00:00:00,PBX/USDT,0.001491,0.001496,0.001381,0.00145,84909845.7413,121792.2923698016
1663113600,2022-09-14 00:00:00,PBX/USDT,0.001456,0.001529,0.001381,0.00149,101973434.182,148332.6939118316
1663027200,2022-09-13 00:00:00,PBX/USDT,0.001521,0.001638,0.00138,0.001456,88158937.2863,131590.8113963483
1662940800,2022-09-12 00:00:00,PBX/USDT,0.001561,0.001647,0.0015,0.001522,73679686.3782,115661.3930526269
1662854400,2022-09-11 00:00:00,PBX/USDT,0.001582,0.00163,0.00145,0.001559,67333419.8549,104059.4629269748
1662768000,2022-09-10 00:00:00,PBX/USDT,0.001482,0.001635,0.001441,0.001583,87264077.1517,131786.3434404907
1662681600,2022-09-09 00:00:00,PBX/USDT,0.001402,0.001537,0.001396,0.001476,74216473.8029,109942.9879660463
1662595200,2022-09-08 00:00:00,PBX/USDT,0.001451,0.001499,0.001374,0.001404,74752512.2217,107246.66205967
1662508800,2022-09-07 00:00:00,PBX/USDT,0.001372,0.001498,0.001365,0.001448,68338334.1908,96451.0071167739
1662422400,2022-09-06 00:00:00,PBX/USDT,0.001524,0.0016,0.001371,0.001372,81644977.501,121980.4952432544
1662336000,2022-09-05 00:00:00,PBX/USDT,0.001601,0.001646,0.001517,0.001526,75471027.7524,118520.1391982407
1662249600,2022-09-04 00:00:00,PBX/USDT,0.001588,0.001645,0.001521,0.0016,58621976.9182,92682.691517368
1662163200,2022-09-03 00:00:00,PBX/USDT,0.001442,0.001679,0.001441,0.00159,122671735.3973,188178.647538789
1662076800,2022-09-02 00:00:00,PBX/USDT,0.00143,0.001455,0.001371,0.001442,88901207.6291,124879.1389945547
1661990400,2022-09-01 00:00:00,PBX/USDT,0.001432,0.001461,0.001343,0.001432,106812031.2521,149462.4309277036
1661904000,2022-08-31 00:00:00,PBX/USDT,0.001519,0.001548,0.001423,0.001432,92763973.60815913,139771.01879753950633
1661817600,2022-08-30 00:00:00,PBX/USDT,0.001638,0.00165,0.001515,0.001518,78395155.7525,123610.0704421215
1661731200,2022-08-29 00:00:00,PBX/USDT,0.001544,0.001716,0.001515,0.001639,93520975.2256,147365.1266975871
1661644800,2022-08-28 00:00:00,PBX/USDT,0.001545,0.001583,0.001501,0.001548,59873696.7093,92578.1537984213
1661558400,2022-08-27 00:00:00,PBX/USDT,0.001625,0.00164,0.001521,0.001545,81355841.8509,127960.3008863846
1661472000,2022-08-26 00:00:00,PBX/USDT,0.001734,0.001773,0.001624,0.001629,75638072.0799,127194.9630608311
1661385600,2022-08-25 00:00:00,PBX/USDT,0.001686,0.0018,0.001658,0.001734,76552379.8255,130003.9492121936
1661299200,2022-08-24 00:00:00,PBX/USDT,0.001659,0.001854,0.001645,0.001686,91015803.2891,152708.8547688748
1661212800,2022-08-23 00:00:00,PBX/USDT,0.001666,0.001716,0.001641,0.001659,74760988.5278,124198.1719298201
1661126400,2022-08-22 00:00:00,PBX/USDT,0.001732,0.001739,0.001642,0.001666,95826466.7099,161305.3589003636
1661040000,2022-08-21 00:00:00,PBX/USDT,0.001706,0.001745,0.001642,0.001728,91901617.9198,156048.1812094977
1660953600,2022-08-20 00:00:00,PBX/USDT,0.0017,0.001835,0.001694,0.001714,75696459.4846,132696.5768903983
1660867200,2022-08-19 00:00:00,PBX/USDT,0.001719,0.001787,0.00169,0.001699,100702243.3798,173199.0444397433
1660780800,2022-08-18 00:00:00,PBX/USDT,0.001837,0.00187,0.00171,0.001716,62947390.4427,113060.4312803012
1660694400,2022-08-17 00:00:00,PBX/USDT,0.001818,0.001869,0.0018,0.00185,62969348.5583,114775.5120802086
1660608000,2022-08-16 00:00:00,PBX/USDT,0.001914,0.002004,0.0018,0.001818,69792404.4372,132707.9746347053
1660521600,2022-08-15 00:00:00,PBX/USDT,0.002179,0.002189,0.001901,0.001916,104598472.3478,208505.888883371
1660435200,2022-08-14 00:00:00,PBX/USDT,0.001836,0.0025,0.0018,0.002175,186074769.1256,385981.7132571838
1660348800,2022-08-13 00:00:00,PBX/USDT,0.001851,0.002,0.001832,0.001833,81574345.5795,155214.7835891727
1660262400,2022-08-12 00:00:00,PBX/USDT,0.001799,0.001897,0.001789,0.001847,79256096.2297,145644.3909277325
1660176000,2022-08-11 00:00:00,PBX/USDT,0.001939,0.002002,0.00177,0.001797,78654369.1683,146191.3505473528
1660089600,2022-08-10 00:00:00,PBX/USDT,0.001711,0.001986,0.001685,0.001954,77234327.642,139199.3642200065
1660003200,2022-08-09 00:00:00,PBX/USDT,0.001756,0.0018,0.001686,0.001713,87264088.8284,151885.4478326299
1659916800,2022-08-08 00:00:00,PBX/USDT,0.001738,0.001836,0.0017,0.001757,99624702.3894,176353.8272119874
1659830400,2022-08-07 00:00:00,PBX/USDT,0.001829,0.001836,0.0017,0.001738,95677721.6839,167236.8935872237
1659744000,2022-08-06 00:00:00,PBX/USDT,0.001956,0.001959,0.001743,0.001822,115422112.8248,210100.2300073275
1659657600,2022-08-05 00:00:00,PBX/USDT,0.001759,0.00207,0.001714,0.00196,190306314.14021404,355470.01793254417678
1659571200,2022-08-04 00:00:00,PBX/USDT,0.001707,0.00183,0.001694,0.001759,85228594.8167,147715.9429053318
1659484800,2022-08-03 00:00:00,PBX/USDT,0.001683,0.00175,0.00167,0.001707,60754663.5344,103581.6686440356
1659398400,2022-08-02 00:00:00,PBX/USDT,0.001739,0.001749,0.00162,0.001684,93894915.1004,157721.8472400215
1659312000,2022-08-01 00:00:00,PBX/USDT,0.001753,0.001862,0.001678,0.001736,110538591.2305,194209.0607269677
1659225600,2022-07-31 00:00:00,PBX/USDT,0.001782,0.001809,0.001711,0.00176,79342459.6775,139631.4596211169
1659139200,2022-07-30 00:00:00,PBX/USDT,0.001717,0.00188,0.001711,0.001782,71638680.3908,127313.7822827101
1659052800,2022-07-29 00:00:00,PBX/USDT,0.001732,0.0018,0.001681,0.001717,91323938.3422,159896.649280695
1658966400,2022-07-28 00:00:00,PBX/USDT,0.00179,0.001832,0.00168,0.001731,113573907.5254,197250.1734505962
1658880000,2022-07-27 00:00:00,PBX/USDT,0.001662,0.001851,0.001621,0.001787,99791727.7737,170038.2539855992
1658793600,2022-07-26 00:00:00,PBX/USDT,0.001706,0.001717,0.001635,0.001664,72355684.2441,120912.1314913289
1658707200,2022-07-25 00:00:00,PBX/USDT,0.001795,0.001824,0.001702,0.001707,60192839.8466,105236.8657100596
1658620800,2022-07-24 00:00:00,PBX/USDT,0.001815,0.001937,0.001737,0.001795,51087345.5794,92384.9198608961
1658534400,2022-07-23 00:00:00,PBX/USDT,0.001787,0.001905,0.001715,0.001818,53358276.44,94958.6204147859
1658448000,2022-07-22 00:00:00,PBX/USDT,0.001756,0.001897,0.001755,0.001787,70747711.6371,129233.4186874899
1658361600,2022-07-21 00:00:00,PBX/USDT,0.001836,0.001849,0.00168,0.001756,94364224.4038,166675.9312752378
1658275200,2022-07-20 00:00:00,PBX/USDT,0.00195,0.001957,0.0017,0.001836,94720648.24497175,175238.72632744728193
1658188800,2022-07-19 00:00:00,PBX/USDT,0.001883,0.00198,0.001825,0.00195,75587728.65597314,144766.36451594179765
1658102400,2022-07-18 00:00:00,PBX/USDT,0.001785,0.002,0.001767,0.001883,102467583.23440298,192330.60535478343059
1658016000,2022-07-17 00:00:00,PBX/USDT,0.001788,0.0019,0.001746,0.001777,94513425.77605025,171562.61793974885097
1657929600,2022-07-16 00:00:00,PBX/USDT,0.00181,0.001959,0.001651,0.001787,86727299.90410095,153233.23118719626844
1657843200,2022-07-15 00:00:00,PBX/USDT,0.00167,0.00198,0.001607,0.00181,109512307.13869051,192406.6324326876645
1657756800,2022-07-14 00:00:00,PBX/USDT,0.001566,0.0017,0.001546,0.001669,82392133.53147564,133170.01417253070765
1657670400,2022-07-13 00:00:00,PBX/USDT,0.001639,0.001688,0.001457,0.001568,74486616.5076295,116718.86949977433813
1657584000,2022-07-12 00:00:00,PBX/USDT,0.001664,0.001717,0.00155,0.001636,85682162.49204268,139890.04664829201838
1657497600,2022-07-11 00:00:00,PBX/USDT,0.001804,0.001805,0.001658,0.001667,49051624.87995152,85271.7770473971685
1657411200,2022-07-10 00:00:00,PBX/USDT,0.001907,0.001936,0.001767,0.001805,52454514.47693559,98185.57076280796154
1657324800,2022-07-09 00:00:00,PBX/USDT,0.001882,0.001999,0.001845,0.001912,67406696.91379297,129413.09448030497516
1657238400,2022-07-08 00:00:00,PBX/USDT,0.001975,0.002162,0.001861,0.001889,71237353.95405416,139848.01931589162264
1657152000,2022-07-07 00:00:00,PBX/USDT,0.002079,0.002103,0.001898,0.001977,71047968.74892839,141924.48298398967304
1657065600,2022-07-06 00:00:00,PBX/USDT,0.001835,0.002199,0.001735,0.002078,108723110.63219503,207205.58665615608151
1656979200,2022-07-05 00:00:00,PBX/USDT,0.001818,0.00193,0.001669,0.001841,67201960.52849853,121574.32844008370401
1656892800,2022-07-04 00:00:00,PBX/USDT,0.001599,0.00189,0.001595,0.001818,107906460.930541,186328.97839849172772
1656806400,2022-07-03 00:00:00,PBX/USDT,0.001617,0.001832,0.00147,0.0016,93780247.51796814,147768.26931016155324
1656720000,2022-07-02 00:00:00,PBX/USDT,0.001772,0.001849,0.001517,0.001622,149880140.53503833,246828.39938433569497
1656633600,2022-07-01 00:00:00,PBX/USDT,0.001555,0.002707,0.001555,0.001779,434808630.74731239,873652.62636025663989
1656547200,2022-06-30 00:00:00,PBX/USDT,0.001495,0.001592,0.001292,0.001557,117211674.39744383,170417.94952565466833
1656460800,2022-06-29 00:00:00,PBX/USDT,0.001735,0.001793,0.001365,0.001495,153072734.61796756,242490.77881867656546
1656374400,2022-06-28 00:00:00,PBX/USDT,0.001887,0.001993,0.001718,0.001735,70790292.09404361,132452.82860539106327
1656288000,2022-06-27 00:00:00,PBX/USDT,0.002076,0.002121,0.00183,0.00189,73124260.09311401,145240.04640917303174
1656201600,2022-06-26 00:00:00,PBX/USDT,0.002179,0.00231,0.001986,0.002073,86952611.09546077,188743.26423016835675
1656115200,2022-06-25 00:00:00,PBX/USDT,0.002231,0.002305,0.002122,0.002181,61397366.21720155,134998.41712908154797
1656028800,2022-06-24 00:00:00,PBX/USDT,0.002206,0.002337,0.00215,0.002226,66274813.26838988,146929.10557014337035
1655942400,2022-06-23 00:00:00,PBX/USDT,0.002167,0.002239,0.002101,0.002202,47362612.26526965,103479.32962445794081
1655856000,2022-06-22 00:00:00,PBX/USDT,0.002118,0.002288,0.002052,0.002171,65098171.39862739,141378.71647123935484
1655769600,2022-06-21 00:00:00,PBX/USDT,0.00219,0.0023,0.0021,0.002122,42387381.05015417,92886.45595983265666
1655683200,2022-06-20 00:00:00,PBX/USDT,0.002282,0.0024,0.002029,0.002199,71504991.19406089,156664.91968346691633
1655596800,2022-06-19 00:00:00,PBX/USDT,0.002036,0.002369,0.00192,0.002283,56585055.91572717,118580.23050056756985
1655510400,2022-06-18 00:00:00,PBX/USDT,0.002184,0.002209,0.001726,0.00204,109503680.15490563,214013.46801041809359
1655424000,2022-06-17 00:00:00,PBX/USDT,0.001946,0.002315,0.00194,0.002187,65011750.48210904,138392.19318387500369
1655337600,2022-06-16 00:00:00,PBX/USDT,0.002221,0.00232,0.00191,0.001945,65646902.7299486,137080.09701262533383
1655251200,2022-06-15 00:00:00,PBX/USDT,0.002174,0.002319,0.001911,0.002217,84701351.17103213,177228.32816025879757
1655164800,2022-06-14 00:00:00,PBX/USDT,0.001962,0.00241,0.001888,0.002188,82408088.81639769,178226.01352191848569
1655078400,2022-06-13 00:00:00,PBX/USDT,0.002373,0.002397,0.0019,0.00197,83327980.27126619,181994.35343402860027
1654992000,2022-06-12 00:00:00,PBX/USDT,0.00258,0.002613,0.002251,0.002374,71400983.62731138,173879.50694736404295
1654905600,2022-06-11 00:00:00,PBX/USDT,0.002964,0.003262,0.002533,0.002577,86260613.72848114,247132.73616323545901
1654819200,2022-06-10 00:00:00,PBX/USDT,0.003033,0.0033,0.002749,0.002963,68639394.20354331,203545.56009172342095
1654732800,2022-06-09 00:00:00,PBX/USDT,0.003367,0.003485,0.002808,0.003034,75511231.33060452,241707.68899448678732
1654646400,2022-06-08 00:00:00,PBX/USDT,0.003103,0.00342,0.003046,0.003376,45264756.87159703,146632.11929508651901
1654560000,2022-06-07 00:00:00,PBX/USDT,0.003097,0.0032,0.002938,0.003081,47601775.4630229,145359.01025581305008
1654473600,2022-06-06 00:00:00,PBX/USDT,0.003199,0.003526,0.003074,0.003089,47924912.4672602,158202.94779147051922
1654387200,2022-06-05 00:00:00,PBX/USDT,0.003082,0.0039,0.002995,0.003196,70615202.96472765,235136.52668219119614
1654300800,2022-06-04 00:00:00,PBX/USDT,0.003063,0.003127,0.00295,0.003078,31056762.10085602,94239.63310096317118
1654214400,2022-06-03 00:00:00,PBX/USDT,0.003282,0.0033,0.002968,0.003069,50013750.35871767,156181.89707516857804
1654128000,2022-06-02 00:00:00,PBX/USDT,0.002943,0.003316,0.002847,0.003282,53575408.23996979,164094.93750933563718
1654041600,2022-06-01 00:00:00,PBX/USDT,0.00338,0.0039,0.002896,0.002952,133679133.9933016,458213.65726983342865
1653955200,2022-05-31 00:00:00,PBX/USDT,0.002641,0.004,0.002566,0.00338,140289828.6440473,447419.66113847390682
1653868800,2022-05-30 00:00:00,PBX/USDT,0.002405,0.002857,0.002379,0.00264,62110926.04175504,165452.633498269414
1653782400,2022-05-29 00:00:00,PBX/USDT,0.002231,0.002619,0.002221,0.002408,57528398.3379158,135403.85557882153863
1653696000,2022-05-28 00:00:00,PBX/USDT,0.00232,0.002416,0.002136,0.002233,68737300.31105945,156336.3536048482277
1653609600,2022-05-27 00:00:00,PBX/USDT,0.002811,0.002999,0.00202,0.002324,127493756.23804545,313368.17236554036423
1653523200,2022-05-26 00:00:00,PBX/USDT,0.002825,0.00339,0.002572,0.002828,108886299.62932346,317968.30810963149152
1653436800,2022-05-25 00:00:00,PBX/USDT,0.002605,0.003111,0.00245,0.002822,55382027.30741951,147430.9141288375486
1653350400,2022-05-24 00:00:00,PBX/USDT,0.002685,0.00273,0.00245,0.002603,55549969.16513575,143792.84604225255794
1653264000,2022-05-23 00:00:00,PBX/USDT,0.003103,0.0032,0.002588,0.002682,71735083.02696812,204891.97038004610577
1653177600,2022-05-22 00:00:00,PBX/USDT,0.003081,0.0032,0.002974,0.003105,41240425.52258369,127488.06559472414142
1653091200,2022-05-21 00:00:00,PBX/USDT,0.003032,0.003397,0.002938,0.003079,51835255.35315559,160783.98544734359533
1653004800,2022-05-20 00:00:00,PBX/USDT,0.003291,0.003949,0.002914,0.003031,142909400.09608033,486667.67044641507533
1652918400,2022-05-19 00:00:00,PBX/USDT,0.002722,0.00357,0.002665,0.003293,106041926.1705475,329279.36801354734723
1652832000,2022-05-18 00:00:00,PBX/USDT,0.002898,0.003315,0.00269,0.00272,66207526.28243719,189073.07022406007335
1652745600,2022-05-17 00:00:00,PBX/USDT,0.002979,0.003224,0.002628,0.0029,75560014.92799629,215308.82146371532935
1652659200,2022-05-16 00:00:00,PBX/USDT,0.003594,0.003674,0.002673,0.002986,66476838.88006172,197267.546405988171
1652572800,2022-05-15 00:00:00,PBX/USDT,0.002737,0.003896,0.002594,0.003608,94829937.00288737,293631.57368423026636
