https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume ATO
1663545600000,2022-09-19 00:00:00,ATO/ETH,0.010992,0.011336,0.01096,0.011199,0.68587287132255,61.24411745
1663542000000,2022-09-18 23:00:00,ATO/ETH,0.011097,0.011116,0.010981,0.010984,0.41212789185808,37.52074762
1663538400000,2022-09-18 22:00:00,ATO/ETH,0.011079,0.01112,0.011017,0.01112,0.2885644990656,25.95004488
1663534800000,2022-09-18 21:00:00,ATO/ETH,0.010983,0.011233,0.010953,0.011054,0.40458953259416,36.60118804
1663531200000,2022-09-18 20:00:00,ATO/ETH,0.011099,0.011099,0.010842,0.010963,1.31091313467748,119.57613196
1663527600000,2022-09-18 19:00:00,ATO/ETH,0.011164,0.011164,0.011057,0.011081,0.19680821742393,17.76087153
1663524000000,2022-09-18 18:00:00,ATO/ETH,0.011145,0.011179,0.011108,0.011108,0.09113909546151999,8.20481594
1663520400000,2022-09-18 17:00:00,ATO/ETH,0.011118,0.011151,0.010951,0.011108,0.9022104756470399,81.22168488
1663516800000,2022-09-18 16:00:00,ATO/ETH,0.010899,0.011195,0.010892,0.011195,0.87032533475615,77.74232557
1663513200000,2022-09-18 15:00:00,ATO/ETH,0.010986,0.011002,0.010851,0.010907,0.27045058344642003,24.79605606
1663509600000,2022-09-18 14:00:00,ATO/ETH,0.01092,0.011005,0.010883,0.011005,0.08103649217369999,7.36360674
1663506000000,2022-09-18 13:00:00,ATO/ETH,0.010984,0.010984,0.010903,0.010904,0.0762240052808,6.9904627
1663502400000,2022-09-18 12:00:00,ATO/ETH,0.01095,0.010993,0.010894,0.010993,0.21550912977863998,19.60421448
1663498800000,2022-09-18 11:00:00,ATO/ETH,0.011029,0.01103,0.010929,0.01095,0.078991789119,7.21386202
1663495200000,2022-09-18 10:00:00,ATO/ETH,0.01105,0.011128,0.010967,0.011014,0.080040098229,7.2671235
1663491600000,2022-09-18 09:00:00,ATO/ETH,0.010872,0.011048,0.010872,0.011048,0.18146761934168,16.42538191
1663488000000,2022-09-18 08:00:00,ATO/ETH,0.010953,0.010956,0.01085,0.01085,0.0775727597435,7.14956311
1663484400000,2022-09-18 07:00:00,ATO/ETH,0.010977,0.010977,0.010876,0.010967,0.07327074886240999,6.68102023
1663480800000,2022-09-18 06:00:00,ATO/ETH,0.01105,0.01105,0.010955,0.010978,0.24006596549078002,21.867914510000002
1663477200000,2022-09-18 05:00:00,ATO/ETH,0.011094,0.011099,0.01102,0.011067,0.07030824528378,6.35296334
1663473600000,2022-09-18 04:00:00,ATO/ETH,0.01096,0.0111,0.010927,0.0111,0.141473818122,12.74538902
1663470000000,2022-09-18 03:00:00,ATO/ETH,0.010924,0.011009,0.010898,0.010935,0.06456297145365,5.90424979
1663466400000,2022-09-18 02:00:00,ATO/ETH,0.010911,0.010974,0.010903,0.010903,0.25076000262634,22.99917478
1663462800000,2022-09-18 01:00:00,ATO/ETH,0.010864,0.010953,0.010832,0.010906,0.5755219890399,52.77113415
1663459200000,2022-09-18 00:00:00,ATO/ETH,0.011178,0.011231,0.010793,0.010832,2.15170649566224,198.64350957
1663455600000,2022-09-17 23:00:00,ATO/ETH,0.011248,0.011267,0.011162,0.011162,0.05726558473994,5.13040537
1663452000000,2022-09-17 22:00:00,ATO/ETH,0.011393,0.011411,0.011206,0.011206,0.26831918167912,23.94424252
1663448400000,2022-09-17 21:00:00,ATO/ETH,0.011386,0.011727,0.011346,0.011391,2.92209300963201,256.52646911
1663444800000,2022-09-17 20:00:00,ATO/ETH,0.011435,0.01149,0.011386,0.011402,0.39760158921126,34.87121463
1663441200000,2022-09-17 19:00:00,ATO/ETH,0.011312,0.011468,0.01125,0.011399,1.18897973627629,104.30561770999999
1663437600000,2022-09-17 18:00:00,ATO/ETH,0.011197,0.011331,0.011197,0.011299,0.41562281700151,36.78403549
1663434000000,2022-09-17 17:00:00,ATO/ETH,0.011252,0.011307,0.011175,0.011175,0.6431569991602499,57.55319903
1663430400000,2022-09-17 16:00:00,ATO/ETH,0.011281,0.011346,0.0112,0.011238,0.30146035816098,26.82508971
1663426800000,2022-09-17 15:00:00,ATO/ETH,0.011307,0.011374,0.011121,0.011262,0.18267463492223998,16.22044352
1663423200000,2022-09-17 14:00:00,ATO/ETH,0.011469,0.011469,0.011311,0.011311,0.08278960468082,7.31938862
1663419600000,2022-09-17 13:00:00,ATO/ETH,0.011621,0.011621,0.011477,0.011508,0.32054142958992,27.85379124
1663416000000,2022-09-17 12:00:00,ATO/ETH,0.011579,0.011686,0.011574,0.011602,0.17636735400259998,15.2014613
1663412400000,2022-09-17 11:00:00,ATO/ETH,0.011658,0.011658,0.011561,0.011579,0.06596465891168,5.69692192
1663408800000,2022-09-17 10:00:00,ATO/ETH,0.011778,0.011827,0.011633,0.011659,0.20828041945779,17.86434681
1663405200000,2022-09-17 09:00:00,ATO/ETH,0.011403,0.011831,0.011403,0.011813,0.50850292474167,43.04604459
1663401600000,2022-09-17 08:00:00,ATO/ETH,0.011323,0.011439,0.011323,0.011439,0.13607227057734,11.89546906
1663398000000,2022-09-17 07:00:00,ATO/ETH,0.011275,0.011414,0.011252,0.011362,0.17018436980766002,14.97838143
1663394400000,2022-09-17 06:00:00,ATO/ETH,0.011354,0.011354,0.011258,0.011262,0.08317631681927999,7.38557244
1663390800000,2022-09-17 05:00:00,ATO/ETH,0.011183,0.011443,0.011183,0.011362,0.08561452575546,7.53516333
1663387200000,2022-09-17 04:00:00,ATO/ETH,0.011304,0.011304,0.011212,0.011222,0.07107491439586,6.33353363
1663383600000,2022-09-17 03:00:00,ATO/ETH,0.011284,0.011324,0.011185,0.011307,0.6303525744007199,55.74887896
1663380000000,2022-09-17 02:00:00,ATO/ETH,0.011345,0.011415,0.011301,0.011301,0.06369033627420001,5.6358142
1663376400000,2022-09-17 01:00:00,ATO/ETH,0.011336,0.011393,0.011332,0.01136,0.5845718005536,51.45878526
1663372800000,2022-09-17 00:00:00,ATO/ETH,0.011658,0.011658,0.011312,0.011357,0.14923554460544,13.14040192
1663369200000,2022-09-16 23:00:00,ATO/ETH,0.011446,0.011676,0.011396,0.011604,0.29210659199376,25.17292244
1663365600000,2022-09-16 22:00:00,ATO/ETH,0.011442,0.01148,0.011384,0.011411,0.87362411343715,76.55982065
1663362000000,2022-09-16 21:00:00,ATO/ETH,0.011267,0.011578,0.011178,0.011453,1.11271696230825,97.15506525
1663358400000,2022-09-16 20:00:00,ATO/ETH,0.011136,0.011401,0.01113,0.01127,1.1263969315935,99.94648905
1663354800000,2022-09-16 19:00:00,ATO/ETH,0.010977,0.011175,0.01092,0.011175,0.40007845179449997,35.80120374
1663351200000,2022-09-16 18:00:00,ATO/ETH,0.011149,0.011149,0.010909,0.010934,0.11932754563421999,10.91343933
1663347600000,2022-09-16 17:00:00,ATO/ETH,0.011156,0.011269,0.011071,0.011127,0.96787431522414,86.98430082
1663344000000,2022-09-16 16:00:00,ATO/ETH,0.01111,0.011259,0.011104,0.011133,0.18111944745369002,16.26870093
1663340400000,2022-09-16 15:00:00,ATO/ETH,0.011171,0.011222,0.011069,0.011102,0.56753828468064,51.12036432
1663336800000,2022-09-16 14:00:00,ATO/ETH,0.010777,0.011246,0.010764,0.011145,0.79788809479335,71.59157422999999
1663333200000,2022-09-16 13:00:00,ATO/ETH,0.010719,0.010792,0.0106,0.010763,0.07434180440992,6.90716384
1663329600000,2022-09-16 12:00:00,ATO/ETH,0.010611,0.010775,0.01054,0.010714,0.4331003141003,40.42377395
1663326000000,2022-09-16 11:00:00,ATO/ETH,0.01025,0.010662,0.01025,0.010662,0.85447888218486,80.14245753
1663322400000,2022-09-16 10:00:00,ATO/ETH,0.010285,0.010285,0.010188,0.010261,0.07964307397473999,7.76172634
1663318800000,2022-09-16 09:00:00,ATO/ETH,0.010118,0.010293,0.01009,0.010293,0.47424105333639,46.07413323
1663315200000,2022-09-16 08:00:00,ATO/ETH,0.010045,0.010142,0.010043,0.010098,0.06436515821274,6.3740501300000005
1663311600000,2022-09-16 07:00:00,ATO/ETH,0.0099758,0.010082,0.0099758,0.010057,0.05949681384337,5.91596041
1663308000000,2022-09-16 06:00:00,ATO/ETH,0.010141,0.010186,0.0099009,0.0099189,1.510975463499819,152.33296671
