https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WXT,Volume BTC
1663459200,2022-09-18 00:00:00,WXT/BTC,0.0000002444,0.0000002444,0.0000002444,0.0000002444,31.1038,0.00000760176872
1663372800,2022-09-17 00:00:00,WXT/BTC,0.0000002468,0.0000002485,0.0000002435,0.0000002448,3828.8368,0.00094095046729
1663286400,2022-09-16 00:00:00,WXT/BTC,0.0000002569,0.0000002585,0.0000002467,0.000000248,25283.1387,0.0063056098265
1663200000,2022-09-15 00:00:00,WXT/BTC,0.0000002542,0.0000002598,0.0000002518,0.0000002576,7393.6922,0.0018980122358
1663113600,2022-09-14 00:00:00,WXT/BTC,0.0000002579,0.0000002603,0.0000002519,0.0000002523,102278.1783,0.0262216225132
1663027200,2022-09-13 00:00:00,WXT/BTC,0.0000002378,0.0000002618,0.0000002327,0.000000259,59471.022,0.01469619719704
1662940800,2022-09-12 00:00:00,WXT/BTC,0.0000002449,0.0000002452,0.0000002356,0.0000002356,30955.2039,0.00739736630428
1662854400,2022-09-11 00:00:00,WXT/BTC,0.0000002448,0.0000002496,0.0000002436,0.0000002436,71022.4113,0.01740124035594
1662768000,2022-09-10 00:00:00,WXT/BTC,0.000000249,0.0000002503,0.0000002414,0.0000002414,13885.2632,0.00339194629337
1662681600,2022-09-09 00:00:00,WXT/BTC,0.0000002684,0.0000002688,0.0000002452,0.0000002484,193170.7722,0.04825314548332
1662595200,2022-09-08 00:00:00,WXT/BTC,0.0000002694,0.000000275,0.0000002671,0.0000002692,104249.771,0.02829627372293
1662508800,2022-09-07 00:00:00,WXT/BTC,0.0000002724,0.000000275,0.0000002681,0.0000002701,14595.3602,0.00398094721271
1662422400,2022-09-06 00:00:00,WXT/BTC,0.000000273,0.0000002804,0.0000002611,0.0000002698,191519.9351,0.05137388396846
1662336000,2022-09-05 00:00:00,WXT/BTC,0.000000288,0.0000002905,0.000000268,0.0000002737,188879.9297,0.05193272507962
1662249600,2022-09-04 00:00:00,WXT/BTC,0.0000002907,0.0000002926,0.0000002869,0.0000002869,328448.6999,0.09524883773732
