https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume STX,Volume USDT
1643414400,2022-01-29 00:00:00,STX/USDT,1.459,1.5664,1.4571,1.5135,715845.90667861,1082632.782249187903
1643328000,2022-01-28 00:00:00,STX/USDT,1.3932,1.4865,1.374,1.4608,892741.31211248,1270193.774073274538
1643241600,2022-01-27 00:00:00,STX/USDT,1.3753,1.4533,1.3024,1.3935,850841.32022432,1171489.667675459904
1643155200,2022-01-26 00:00:00,STX/USDT,1.3553,1.5315,1.323,1.3743,1163154.02307147,1648468.093880455877
1643068800,2022-01-25 00:00:00,STX/USDT,1.3615,1.4399,1.2514,1.3574,589477.01872666,790640.651505424597
1642982400,2022-01-24 00:00:00,STX/USDT,1.4757,1.4915,1.1877,1.3651,1293494.07627473,1656191.54464801694
1642896000,2022-01-23 00:00:00,STX/USDT,1.4246,1.4956,1.3714,1.474,690474.51834231,986416.29251773318
1642809600,2022-01-22 00:00:00,STX/USDT,1.6669,1.6951,1.2285,1.4267,1477490.45731839,2134512.841063695858
1642723200,2022-01-21 00:00:00,STX/USDT,1.9791,2,1.6,1.6741,1850709.83080556,3325930.962986598927
1642636800,2022-01-20 00:00:00,STX/USDT,2.0607,2.219,1.97,1.9756,1882369.74451091,3908066.03961467707
1642550400,2022-01-19 00:00:00,STX/USDT,2.367,2.659,2.047,2.0586,3132252.86405564,7221361.682092309516
1642464000,2022-01-18 00:00:00,STX/USDT,2.0853,2.7052,1.9624,2.3648,4122204.20775775,9604087.916026380398
1642377600,2022-01-17 00:00:00,STX/USDT,2.1309,2.1665,2.0249,2.082,809394.42695862,1695200.927642112293
1642291200,2022-01-16 00:00:00,STX/USDT,2.1382,2.1536,2.1,2.1308,354655.69660844,753093.684031632449
1642204800,2022-01-15 00:00:00,STX/USDT,2.0892,2.2769,2.0846,2.1356,955641.24712949,2043106.563268143484
1642118400,2022-01-14 00:00:00,STX/USDT,2.0459,2.1255,1.9891,2.0891,764187.7899759,1575399.165801914489
1642032000,2022-01-13 00:00:00,STX/USDT,2.1711,2.1922,2.0423,2.0459,1002788.17203125,2114714.626091838016
1641945600,2022-01-12 00:00:00,STX/USDT,2.0975,2.181,2.0523,2.164,565663.9947881,1194683.179225105131
1641859200,2022-01-11 00:00:00,STX/USDT,1.9811,2.1025,1.8847,2.0973,886561.99806658,1751932.809272199917
1641772800,2022-01-10 00:00:00,STX/USDT,2.0621,2.077,1.8471,1.9801,1256029.24953912,2457629.584462844525
1641686400,2022-01-09 00:00:00,STX/USDT,2.0488,2.0974,2.0018,2.0621,787927.02979222,1612405.332190176577
1641600000,2022-01-08 00:00:00,STX/USDT,2.0935,2.1429,1.9566,2.0465,1080108.66857648,2196446.206171847687
1641513600,2022-01-07 00:00:00,STX/USDT,2.1868,2.1886,1.999,2.0934,1706186.10229349,3546765.397277962312
1641427200,2022-01-06 00:00:00,STX/USDT,2.2424,2.256,2.0672,2.19,1817121.76497909,3899023.426416333779
1641340800,2022-01-05 00:00:00,STX/USDT,2.3412,2.4674,2.0949,2.2402,2066143.10733796,4849507.568760619048
1641254400,2022-01-04 00:00:00,STX/USDT,2.2901,2.4017,2.2537,2.3419,862263.4992886,2005843.744411140017
1641168000,2022-01-03 00:00:00,STX/USDT,2.3964,2.3964,2.2331,2.2932,662944.04883842,1526622.358200323714
1641081600,2022-01-02 00:00:00,STX/USDT,2.2824,2.4107,2.2797,2.3964,727239.03292381,1712918.022938240003
1640995200,2022-01-01 00:00:00,STX/USDT,2.1668,2.2867,2.1668,2.2821,372859.20099202,834892.339669225186
1640908800,2021-12-31 00:00:00,STX/USDT,2.1996,2.2787,2.1057,2.1628,834276.02534377,1825073.131622837583
1640822400,2021-12-30 00:00:00,STX/USDT,2.1343,2.2578,2.0774,2.1968,833213.40358117,1825807.932117983215
1640736000,2021-12-29 00:00:00,STX/USDT,2.2908,2.3032,2.0985,2.1326,862101.65969021,1897483.85524981928
1640649600,2021-12-28 00:00:00,STX/USDT,2.6108,2.6765,2.2517,2.2869,1805064.50548731,4352510.817200794075
