https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WNXM,Volume BTC
1663372800,2022-09-17 00:00:00,WNXM/BTC,0.0007816,0.0008031,0.0007748,0.0007945,66.621,0.05256966735
1663286400,2022-09-16 00:00:00,WNXM/BTC,0.000788,0.0007902,0.0007781,0.0007816,39.5114,0.03099200738
1663200000,2022-09-15 00:00:00,WNXM/BTC,0.0007995,0.0008118,0.0007896,0.0007899,106.2549,0.08469122824
1663113600,2022-09-14 00:00:00,WNXM/BTC,0.0007899,0.000834,0.0007842,0.0008031,359.8759,0.2918313358
1663027200,2022-09-13 00:00:00,WNXM/BTC,0.0007591,0.000793,0.0007456,0.0007879,251.6271,0.1946702175
1662940800,2022-09-12 00:00:00,WNXM/BTC,0.0007995,0.0007995,0.0007553,0.0007595,159.061,0.12511228286
1662854400,2022-09-11 00:00:00,WNXM/BTC,0.0007901,0.000816,0.0007816,0.0008031,230.2143,0.18471998246
1662768000,2022-09-10 00:00:00,WNXM/BTC,0.0007967,0.0008154,0.0007833,0.0007859,113.8022,0.09099356212
1662681600,2022-09-09 00:00:00,WNXM/BTC,0.0008375,0.0008504,0.0007964,0.0007988,347.5649,0.28460228031
1662595200,2022-09-08 00:00:00,WNXM/BTC,0.0008311,0.0008784,0.0008207,0.0008304,417.4206,0.35555274631
1662508800,2022-09-07 00:00:00,WNXM/BTC,0.0008186,0.0008538,0.0007988,0.0008292,281.0094,0.23210487854
1662422400,2022-09-06 00:00:00,WNXM/BTC,0.0008235,0.0008332,0.0008074,0.0008203,129.687,0.10638876527
1662336000,2022-09-05 00:00:00,WNXM/BTC,0.0008041,0.0008235,0.0007992,0.0008166,152.3584,0.12313925677
1662249600,2022-09-04 00:00:00,WNXM/BTC,0.0008022,0.0008205,0.0007975,0.0008089,175.3676,0.14250996942
1662163200,2022-09-03 00:00:00,WNXM/BTC,0.0008187,0.0008265,0.0007907,0.0008022,374.6618,0.30253006139
1662076800,2022-09-02 00:00:00,WNXM/BTC,0.0007942,0.0008235,0.0007467,0.0008235,415.6324,0.32886614032
1661990400,2022-09-01 00:00:00,WNXM/BTC,0.0007644,0.0008848,0.0007644,0.0007945,206.0703,0.17053141786
1661904000,2022-08-31 00:00:00,WNXM/BTC,0.0007978,0.0007989,0.0007613,0.0007705,49.548,0.038527594
1661817600,2022-08-30 00:00:00,WNXM/BTC,0.0007687,0.0008402,0.0006955,0.0007979,230.7415,0.18278148317
1661731200,2022-08-29 00:00:00,WNXM/BTC,0.000766,0.0007754,0.0007472,0.0007686,38.6738,0.02952313151
1661644800,2022-08-28 00:00:00,WNXM/BTC,0.0007601,0.0007859,0.0007601,0.0007602,38.0038,0.02934929472
1661558400,2022-08-27 00:00:00,WNXM/BTC,0.0007566,0.0008031,0.0006861,0.0007566,238.0951,0.18057513829
1661472000,2022-08-26 00:00:00,WNXM/BTC,0.0007945,0.0008083,0.0007558,0.0007613,75.4488,0.05886415826
1661385600,2022-08-25 00:00:00,WNXM/BTC,0.0008083,0.0008083,0.0007912,0.0007969,58.8899,0.04744469653
1661299200,2022-08-24 00:00:00,WNXM/BTC,0.0008203,0.0008478,0.0007848,0.0008117,187.6627,0.15295913698
1661212800,2022-08-23 00:00:00,WNXM/BTC,0.0010237,0.0011492,0.0007728,0.0008252,570.1493,0.51649961398
1661126400,2022-08-22 00:00:00,WNXM/BTC,0.0011314,0.0011734,0.001001,0.0010222,169.3782,0.18433360143
1661040000,2022-08-21 00:00:00,WNXM/BTC,0.0007859,0.0013814,0.0007786,0.0011314,1081.413,1.18194356077
1660953600,2022-08-20 00:00:00,WNXM/BTC,0.0007816,0.000813,0.0007798,0.0007912,35.9113,0.02863430736
1660867200,2022-08-19 00:00:00,WNXM/BTC,0.0007685,0.0007983,0.0007627,0.0007894,71.3234,0.05507661711
1660780800,2022-08-18 00:00:00,WNXM/BTC,0.0007685,0.0007707,0.0007331,0.0007613,99.1294,0.07369765771
1660694400,2022-08-17 00:00:00,WNXM/BTC,0.0007378,0.0007988,0.0007378,0.0007678,97.5612,0.07512234011
1660608000,2022-08-16 00:00:00,WNXM/BTC,0.0007531,0.0007531,0.0007073,0.0007306,156.6167,0.11299082792
1660521600,2022-08-15 00:00:00,WNXM/BTC,0.000758,0.0007599,0.0007402,0.0007503,18.3479,0.013765296
1660435200,2022-08-14 00:00:00,WNXM/BTC,0.0007688,0.0007712,0.0007515,0.0007519,14.6827,0.01116889283
1660348800,2022-08-13 00:00:00,WNXM/BTC,0.0007801,0.0007828,0.0007525,0.0007738,14.5251,0.01117003346
1660262400,2022-08-12 00:00:00,WNXM/BTC,0.000782,0.0008458,0.0007728,0.0007801,153.0669,0.12372835953
1660176000,2022-08-11 00:00:00,WNXM/BTC,0.0007707,0.0007902,0.0007479,0.0007859,39.845,0.03082349027
1660089600,2022-08-10 00:00:00,WNXM/BTC,0.0007801,0.0007801,0.0007462,0.0007754,170.6888,0.12963387582
1660003200,2022-08-09 00:00:00,WNXM/BTC,0.0007945,0.0008018,0.00076,0.00078,147.0327,0.11400691465
1659916800,2022-08-08 00:00:00,WNXM/BTC,0.0008271,0.0008317,0.0007864,0.0007895,87.0568,0.07013513545
1659830400,2022-08-07 00:00:00,WNXM/BTC,0.000813,0.0008781,0.0007796,0.0008289,563.4985,0.46618943501
1659744000,2022-08-06 00:00:00,WNXM/BTC,0.0008246,0.0008647,0.000813,0.0008177,89.4248,0.07516306694
1659657600,2022-08-05 00:00:00,WNXM/BTC,0.0008031,0.0008367,0.0007989,0.0008203,81.9228,0.06694238125
1659571200,2022-08-04 00:00:00,WNXM/BTC,0.0008202,0.0008202,0.0007816,0.0007989,88.478,0.07011217698
1659484800,2022-08-03 00:00:00,WNXM/BTC,0.0007962,0.0008245,0.0007848,0.000813,36.3906,0.02933573396
1659398400,2022-08-02 00:00:00,WNXM/BTC,0.0007962,0.0008259,0.000766,0.0007962,47.3783,0.03783435896
1659312000,2022-08-01 00:00:00,WNXM/BTC,0.0008805,0.0009117,0.0007773,0.0007913,116.5736,0.09593455079
1659225600,2022-07-31 00:00:00,WNXM/BTC,0.0007472,0.0010104,0.0007396,0.0008788,872.1436,0.76176672736
1659139200,2022-07-30 00:00:00,WNXM/BTC,0.0007331,0.0007644,0.0007214,0.0007429,103.2263,0.07576182075
1659052800,2022-07-29 00:00:00,WNXM/BTC,0.0007214,0.0008674,0.0007042,0.0007343,988.0204,0.75590846286
1658966400,2022-07-28 00:00:00,WNXM/BTC,0.000663,0.0010404,0.0006354,0.0007268,1602.2141,1.34600976828
1658880000,2022-07-27 00:00:00,WNXM/BTC,0.0006673,0.0006741,0.0006438,0.0006673,45.6738,0.03032870802
1658793600,2022-07-26 00:00:00,WNXM/BTC,0.0006741,0.0006814,0.0006457,0.0006655,53.003,0.03480469835
1658707200,2022-07-25 00:00:00,WNXM/BTC,0.0006569,0.0006969,0.0006534,0.0006738,32.5331,0.02196088334
1658620800,2022-07-24 00:00:00,WNXM/BTC,0.0006391,0.0006612,0.0006354,0.0006492,22.001,0.01438546994
1658534400,2022-07-23 00:00:00,WNXM/BTC,0.0006569,0.0006826,0.0006391,0.0006391,66.4864,0.04413281002
1658448000,2022-07-22 00:00:00,WNXM/BTC,0.0006627,0.0006741,0.0006402,0.0006505,40.3733,0.02633497286
1658361600,2022-07-21 00:00:00,WNXM/BTC,0.000625,0.0006793,0.0006139,0.0006627,222.4844,0.1431439203
1658275200,2022-07-20 00:00:00,WNXM/BTC,0.0006918,0.0007085,0.0006096,0.0006225,222.0023,0.14422740157
1658188800,2022-07-19 00:00:00,WNXM/BTC,0.0007257,0.0007566,0.0006814,0.0006913,103.3955,0.07455812797
1658102400,2022-07-18 00:00:00,WNXM/BTC,0.0007472,0.0007488,0.0007096,0.000719,98.4774,0.07213665928
1658016000,2022-07-17 00:00:00,WNXM/BTC,0.0007494,0.000766,0.0007143,0.0007519,68.3315,0.05044138763
1657929600,2022-07-16 00:00:00,WNXM/BTC,0.0007378,0.0007707,0.000726,0.0007434,133.0498,0.0985745377
1657843200,2022-07-15 00:00:00,WNXM/BTC,0.0007558,0.0008846,0.0007152,0.0007386,628.277,0.50359710855
1657756800,2022-07-14 00:00:00,WNXM/BTC,0.0007335,0.0007667,0.0006908,0.0007601,211.8016,0.15476609207
1657670400,2022-07-13 00:00:00,WNXM/BTC,0.0007085,0.0007846,0.0007085,0.0007335,170.9646,0.12578760172
1657584000,2022-07-12 00:00:00,WNXM/BTC,0.0007507,0.0007644,0.0007091,0.0007152,158.1416,0.11707855653
1657497600,2022-07-11 00:00:00,WNXM/BTC,0.0007418,0.0007945,0.0007152,0.0007543,277.0011,0.2070614791
1657411200,2022-07-10 00:00:00,WNXM/BTC,0.0008531,0.0009286,0.0007091,0.0007365,1032.8649,0.78457594142
1657324800,2022-07-09 00:00:00,WNXM/BTC,0.0008054,0.0008765,0.0007988,0.0008504,177.5695,0.14949025621
1657238400,2022-07-08 00:00:00,WNXM/BTC,0.0009212,0.0009312,0.0008001,0.0008108,152.2044,0.13026235921
1657152000,2022-07-07 00:00:00,WNXM/BTC,0.0006827,0.000981,0.0006827,0.0009192,912.98831822,0.78010841807754
1657065600,2022-07-06 00:00:00,WNXM/BTC,0.0006827,0.0007059,0.0006751,0.0006784,114,0.07919720194
1656979200,2022-07-05 00:00:00,WNXM/BTC,0.0007135,0.0007341,0.0006838,0.0006844,80.63951731,0.056855090185114
1656892800,2022-07-04 00:00:00,WNXM/BTC,0.0007902,0.0008348,0.0007149,0.0007193,388.93869759,0.303696064265976
1656806400,2022-07-03 00:00:00,WNXM/BTC,0.0006053,0.0010859,0.0006053,0.0007902,1959.62597856,1.686968081110827
1656720000,2022-07-02 00:00:00,WNXM/BTC,0.0005878,0.000601,0.0005669,0.0006,24.23720847,0.014113280611097
1656633600,2022-07-01 00:00:00,WNXM/BTC,0.000581,0.0006095,0.0005688,0.0005872,50.13835372,0.029504346547688
1656547200,2022-06-30 00:00:00,WNXM/BTC,0.0005893,0.0006096,0.0005663,0.0005809,137.0503,0.0808793122
1656460800,2022-06-29 00:00:00,WNXM/BTC,0.0005637,0.0007277,0.0005637,0.0005924,583.26508638,0.380623550279988
1656374400,2022-06-28 00:00:00,WNXM/BTC,0.0005983,0.0006157,0.0005637,0.0005637,54.10322845,0.032108108451182
1656288000,2022-06-27 00:00:00,WNXM/BTC,0.0006542,0.0006713,0.0005967,0.0005973,246.3838,0.15817314096
1656201600,2022-06-26 00:00:00,WNXM/BTC,0.0007645,0.0007645,0.0006367,0.0006526,1077.94445171,0.787089637796563
1656115200,2022-06-25 00:00:00,WNXM/BTC,0.0006786,0.0009409,0.0006465,0.0007682,3243.12534242,2.467035044231847
1656028800,2022-06-24 00:00:00,WNXM/BTC,0.0004663,0.0010586,0.0004642,0.0006827,4964.08109543,3.932810780027989
1655942400,2022-06-23 00:00:00,WNXM/BTC,0.0004515,0.0004819,0.0004458,0.0004634,111.3973,0.05089924119
1655856000,2022-06-22 00:00:00,WNXM/BTC,0.0004595,0.000461,0.0004407,0.0004534,89.307,0.04008181061
1655769600,2022-06-21 00:00:00,WNXM/BTC,0.0004732,0.000482,0.0004546,0.0004566,16.7186,0.00771689082
1655683200,2022-06-20 00:00:00,WNXM/BTC,0.0004636,0.0004918,0.0004598,0.0004726,146.32484367,0.069849589179374
1655596800,2022-06-19 00:00:00,WNXM/BTC,0.0004455,0.0004731,0.0004426,0.0004637,33.39173658,0.015248549497371
1655510400,2022-06-18 00:00:00,WNXM/BTC,0.0004938,0.0005134,0.000441,0.000461,228.53563513,0.105734591798464
1655424000,2022-06-17 00:00:00,WNXM/BTC,0.0004448,0.0005064,0.0004408,0.0004936,41.06985353,0.019128298628775
1655337600,2022-06-16 00:00:00,WNXM/BTC,0.0004769,0.0004779,0.0004328,0.0004448,189.57277146,0.087106979711814
1655251200,2022-06-15 00:00:00,WNXM/BTC,0.0005365,0.0005365,0.000448,0.0004808,149.1176292,0.070407866602112
1655164800,2022-06-14 00:00:00,WNXM/BTC,0.0005322,0.0005771,0.0005152,0.0005322,117.80278055,0.064196608592978
1655078400,2022-06-13 00:00:00,WNXM/BTC,0.000515,0.0005638,0.0004984,0.0005279,129.89193213,0.067622837120436
1654992000,2022-06-12 00:00:00,WNXM/BTC,0.0005193,0.0005374,0.0005107,0.0005107,43.85837695,0.02299706049161
1654905600,2022-06-11 00:00:00,WNXM/BTC,0.0005627,0.0005664,0.0005181,0.0005279,99.12234866,0.052468315791024
1654819200,2022-06-10 00:00:00,WNXM/BTC,0.0005881,0.0005967,0.0005623,0.0005623,58.4617,0.0336236902
1654732800,2022-06-09 00:00:00,WNXM/BTC,0.0005881,0.0005933,0.0005784,0.0005837,45.7496,0.02688610469
1654646400,2022-06-08 00:00:00,WNXM/BTC,0.0005911,0.0006225,0.0005881,0.0005881,85.3596,0.05160684755
1654560000,2022-06-07 00:00:00,WNXM/BTC,0.0005881,0.0006225,0.0005709,0.0005881,137.42795534,0.08243970586759
1654473600,2022-06-06 00:00:00,WNXM/BTC,0.0005923,0.0005923,0.0005726,0.0005838,61.0728,0.03550308804
1654387200,2022-06-05 00:00:00,WNXM/BTC,0.0005784,0.0005945,0.0005784,0.0005881,38.79599182,0.022923892320978
1654300800,2022-06-04 00:00:00,WNXM/BTC,0.0005666,0.0005838,0.0005666,0.0005795,34.3451,0.0196895698
1654214400,2022-06-03 00:00:00,WNXM/BTC,0.0005761,0.0005837,0.0005553,0.0005709,31.7735,0.01788558286
1654128000,2022-06-02 00:00:00,WNXM/BTC,0.0005752,0.0005837,0.0005716,0.0005784,187.42466794,0.108445825300466
1654041600,2022-06-01 00:00:00,WNXM/BTC,0.0006096,0.0006154,0.0005732,0.0005773,244.35583447,0.146021667155277
1653955200,2022-05-31 00:00:00,WNXM/BTC,0.0006182,0.000647,0.000586,0.0006139,131.29669054,0.08170698536138
1653868800,2022-05-30 00:00:00,WNXM/BTC,0.0006182,0.0006354,0.000601,0.0006139,49.9029,0.03102308103
1653782400,2022-05-29 00:00:00,WNXM/BTC,0.0006139,0.0006251,0.0006052,0.0006182,5.6991,0.00350326813
1653696000,2022-05-28 00:00:00,WNXM/BTC,0.0005869,0.000625,0.0005753,0.0006061,20.04250618,0.011917636395702
1653609600,2022-05-27 00:00:00,WNXM/BTC,0.0005924,0.0006088,0.0005652,0.0005888,153.08064006,0.088949112832872
1653523200,2022-05-26 00:00:00,WNXM/BTC,0.0006311,0.0006374,0.0005795,0.0005881,106.5193417,0.06428426856753
1653436800,2022-05-25 00:00:00,WNXM/BTC,0.0006268,0.000644,0.0006182,0.0006268,14.78794187,0.009433003826109
1653350400,2022-05-24 00:00:00,WNXM/BTC,0.0006243,0.0006397,0.0006062,0.0006218,6.4975,0.00404627702
1653264000,2022-05-23 00:00:00,WNXM/BTC,0.0005682,0.000647,0.0005598,0.0006257,40.395,0.02508106971
1653177600,2022-05-22 00:00:00,WNXM/BTC,0.0005687,0.0005881,0.0005628,0.0005682,26.17093855,0.01513401499541
1653091200,2022-05-21 00:00:00,WNXM/BTC,0.0005624,0.0005697,0.0005511,0.0005687,16.219,0.00911073485
1653004800,2022-05-20 00:00:00,WNXM/BTC,0.0005494,0.0005666,0.0005365,0.0005666,11.3183,0.00634247529
1652918400,2022-05-19 00:00:00,WNXM/BTC,0.0005451,0.0005606,0.0005236,0.0005579,51.39293633,0.028013016168692
1652832000,2022-05-18 00:00:00,WNXM/BTC,0.0006222,0.0006278,0.0005426,0.0005426,43.2676,0.02500705651
1652745600,2022-05-17 00:00:00,WNXM/BTC,0.000644,0.0006614,0.0006166,0.00062,125.3652,0.08048669361
1652659200,2022-05-16 00:00:00,WNXM/BTC,0.0006502,0.0006502,0.0006232,0.0006354,6.092382,0.0039007525624
1652572800,2022-05-15 00:00:00,WNXM/BTC,0.000644,0.0006614,0.0006334,0.0006569,13.91769727,0.009002949710833
1652486400,2022-05-14 00:00:00,WNXM/BTC,0.0006446,0.0006716,0.0005842,0.0006397,212.22652973,0.136627695106114
1652400000,2022-05-13 00:00:00,WNXM/BTC,0.0006222,0.0006568,0.0006166,0.000644,57.05415116,0.036305908049942
1652313600,2022-05-12 00:00:00,WNXM/BTC,0.0006806,0.0007185,0.0005662,0.0006268,96.49004766,0.062163518729536
1652227200,2022-05-11 00:00:00,WNXM/BTC,0.00073,0.0007988,0.0006661,0.0006827,340.94019802,0.247281243012831
1652140800,2022-05-10 00:00:00,WNXM/BTC,0.0007128,0.0007734,0.0006999,0.00073,151.24369593,0.112257168287333
1652054400,2022-05-09 00:00:00,WNXM/BTC,0.0007426,0.0007471,0.0007022,0.0007171,19.29710588,0.013935370342948
1651968000,2022-05-08 00:00:00,WNXM/BTC,0.0007515,0.0007613,0.0007344,0.0007344,14.13,0.01065249077
1651881600,2022-05-07 00:00:00,WNXM/BTC,0.0007731,0.0007816,0.0007472,0.0007472,69.2056,0.05324946242
1651795200,2022-05-06 00:00:00,WNXM/BTC,0.0007617,0.0008031,0.0007602,0.0007773,81.314,0.06407781365
1651708800,2022-05-05 00:00:00,WNXM/BTC,0.0007516,0.0007833,0.0007414,0.0007607,77.6764,0.05913511515
1651622400,2022-05-04 00:00:00,WNXM/BTC,0.0007262,0.0007579,0.0007163,0.0007516,35.117,0.0257003167
1651536000,2022-05-03 00:00:00,WNXM/BTC,0.0007257,0.000766,0.0007214,0.0007257,48.5159,0.03605259624
1651449600,2022-05-02 00:00:00,WNXM/BTC,0.0007038,0.000723,0.0006948,0.0007206,73.5994,0.05288090535
1651363200,2022-05-01 00:00:00,WNXM/BTC,0.0006913,0.0007082,0.0006827,0.0006999,10.3718,0.00719308801
1651276800,2022-04-30 00:00:00,WNXM/BTC,0.0007128,0.0007368,0.0006741,0.000687,16.0927,0.01148625124
1651190400,2022-04-29 00:00:00,WNXM/BTC,0.0007005,0.0007355,0.000695,0.0007089,675.12827604,0.47362273945602
1651104000,2022-04-28 00:00:00,WNXM/BTC,0.0007005,0.0007005,0.0006796,0.0007005,1134.15343833,0.794193779347173
1651017600,2022-04-27 00:00:00,WNXM/BTC,0.0006913,0.0007005,0.000687,0.0007005,436.9803,0.30524249008
1650931200,2022-04-26 00:00:00,WNXM/BTC,0.00072,0.00072,0.0006827,0.0006873,2314.9908,1.62128601117
1650844800,2022-04-25 00:00:00,WNXM/BTC,0.0007132,0.0007472,0.0006965,0.0007174,106.9835,0.07656873865
1650758400,2022-04-24 00:00:00,WNXM/BTC,0.0007132,0.0007263,0.000711,0.0007171,97.00088398,0.069802221139518
1650672000,2022-04-23 00:00:00,WNXM/BTC,0.0007601,0.0007632,0.0007147,0.0007171,28.86528135,0.021573294099835
1650585600,2022-04-22 00:00:00,WNXM/BTC,0.0007085,0.0007999,0.0007063,0.0007558,222.4205,0.16837213562
1650499200,2022-04-21 00:00:00,WNXM/BTC,0.0006994,0.0007126,0.000687,0.0007042,70.6702,0.0492092219
1650412800,2022-04-20 00:00:00,WNXM/BTC,0.0006713,0.0007038,0.0006697,0.0007016,139.2238,0.09554205859
1650326400,2022-04-19 00:00:00,WNXM/BTC,0.0006741,0.0006784,0.0006663,0.0006741,59.2393,0.03985884607
