https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PHNX,Volume USDT
1663459200,2022-09-18 00:00:00,PHNX/USDT,0.00716,0.00718,0.00711,0.00714,204926.2099,1463.689661378
1663372800,2022-09-17 00:00:00,PHNX/USDT,0.00694,0.00819,0.00692,0.00714,16096257.8867,119581.111415347
1663286400,2022-09-16 00:00:00,PHNX/USDT,0.00675,0.00705,0.00634,0.00694,7972750.1147,53278.639312709
1663200000,2022-09-15 00:00:00,PHNX/USDT,0.007,0.00764,0.0065,0.00674,12766295.9875,90562.901341057
1663113600,2022-09-14 00:00:00,PHNX/USDT,0.00664,0.00743,0.00645,0.00699,11098005.6569,77625.988157157
1663027200,2022-09-13 00:00:00,PHNX/USDT,0.00605,0.0098,0.00602,0.00665,29194922.5154,217951.279320401
1662940800,2022-09-12 00:00:00,PHNX/USDT,0.00669,0.00709,0.00591,0.00606,8767286.5845,56387.931926664
1662854400,2022-09-11 00:00:00,PHNX/USDT,0.00723,0.00775,0.00655,0.00669,11230796.3427,78644.007240056
1662768000,2022-09-10 00:00:00,PHNX/USDT,0.00684,0.01,0.00634,0.00724,27905548.3651,215904.402020586
1662681600,2022-09-09 00:00:00,PHNX/USDT,0.00743,0.00778,0.006,0.00679,15225547.6552,105761.821537354
1662595200,2022-09-08 00:00:00,PHNX/USDT,0.00654,0.012,0.00654,0.00743,66094478.5053,578036.139776756
1662508800,2022-09-07 00:00:00,PHNX/USDT,0.00507,0.01299,0.00494,0.00654,81425456.41670625,651858.911785670875
1662422400,2022-09-06 00:00:00,PHNX/USDT,0.00532,0.00539,0.00502,0.00507,10688337.7474,55876.601573773
1662336000,2022-09-05 00:00:00,PHNX/USDT,0.00551,0.00552,0.00526,0.00532,11908386.5137,64353.999346563
1662249600,2022-09-04 00:00:00,PHNX/USDT,0.0055,0.00553,0.00544,0.00551,15817084.7682,86564.567509279
1662163200,2022-09-03 00:00:00,PHNX/USDT,0.00548,0.00559,0.00545,0.00549,14449926.6681,79612.120729196
1662076800,2022-09-02 00:00:00,PHNX/USDT,0.00539,0.00558,0.00534,0.00548,17323147.2001,94879.281049602
1661990400,2022-09-01 00:00:00,PHNX/USDT,0.00535,0.00558,0.00522,0.00537,20496020.1357,109464.579454458
1661904000,2022-08-31 00:00:00,PHNX/USDT,0.0054,0.00555,0.00533,0.00536,18805337.6129,101734.353049336
1661817600,2022-08-30 00:00:00,PHNX/USDT,0.00552,0.00572,0.00537,0.00539,22134431.6198,121838.580825946
1661731200,2022-08-29 00:00:00,PHNX/USDT,0.00532,0.00555,0.00528,0.00555,17629520.2993,95311.108349543
1661644800,2022-08-28 00:00:00,PHNX/USDT,0.00558,0.00558,0.00515,0.00532,22482980.2978,120465.266550337
1661558400,2022-08-27 00:00:00,PHNX/USDT,0.00549,0.00572,0.00549,0.00559,19593407.3928,109184.62248528
1661472000,2022-08-26 00:00:00,PHNX/USDT,0.00587,0.00594,0.00547,0.00549,21062753.6393,121971.679106799
1661385600,2022-08-25 00:00:00,PHNX/USDT,0.00591,0.00609,0.00585,0.00588,20434194.0739,121125.336032259
1661299200,2022-08-24 00:00:00,PHNX/USDT,0.00596,0.00611,0.00583,0.00596,20154737.1854,119486.093873436
1661212800,2022-08-23 00:00:00,PHNX/USDT,0.00606,0.00607,0.00575,0.00596,18299447.6974,109098.939280788
1661126400,2022-08-22 00:00:00,PHNX/USDT,0.00624,0.00626,0.00598,0.00607,19705935.1502,119519.640526466
1661040000,2022-08-21 00:00:00,PHNX/USDT,0.00598,0.0065,0.00596,0.00625,18062381.9936,109619.796627527
1660953600,2022-08-20 00:00:00,PHNX/USDT,0.00583,0.00615,0.00578,0.00598,18602427.1073,110675.300286542
1660867200,2022-08-19 00:00:00,PHNX/USDT,0.00706,0.00707,0.00567,0.00583,17697818.69400249,109481.854600999932
1660780800,2022-08-18 00:00:00,PHNX/USDT,0.00714,0.00749,0.00701,0.00705,16947361.4961,123475.76793151
1660694400,2022-08-17 00:00:00,PHNX/USDT,0.00779,0.00889,0.0071,0.0071,16875843.7372,133548.23165246
1660608000,2022-08-16 00:00:00,PHNX/USDT,0.00723,0.00816,0.00703,0.00778,20015774.1504,149496.682307158
1660521600,2022-08-15 00:00:00,PHNX/USDT,0.00739,0.0075,0.00689,0.00728,16516970.7992,120119.429430817
1660435200,2022-08-14 00:00:00,PHNX/USDT,0.00715,0.00755,0.00707,0.0074,16285922.6428,120488.500610334
1660348800,2022-08-13 00:00:00,PHNX/USDT,0.00702,0.00759,0.00691,0.00716,16787672.3399,118233.264823809
1660262400,2022-08-12 00:00:00,PHNX/USDT,0.00701,0.0071,0.00693,0.00703,17128110.9803,120388.465040106
1660176000,2022-08-11 00:00:00,PHNX/USDT,0.00709,0.0072,0.00691,0.00693,17243761.5189,121926.721964253
1660089600,2022-08-10 00:00:00,PHNX/USDT,0.0069,0.0073,0.00687,0.00708,9357795.1479,65277.111342177
1660003200,2022-08-09 00:00:00,PHNX/USDT,0.00722,0.0073,0.00689,0.00691,8652003.2507,61072.709052461
1659916800,2022-08-08 00:00:00,PHNX/USDT,0.00742,0.0075,0.00711,0.0072,12301160.6496,90561.667022189
1659830400,2022-08-07 00:00:00,PHNX/USDT,0.00747,0.0075,0.0072,0.00742,10750853.8058,79226.794891557
1659744000,2022-08-06 00:00:00,PHNX/USDT,0.00744,0.00757,0.00736,0.00747,15551873.164,115948.347312936
1659657600,2022-08-05 00:00:00,PHNX/USDT,0.00717,0.0075,0.0071,0.00745,13267273.918,96831.458531784
1659571200,2022-08-04 00:00:00,PHNX/USDT,0.00709,0.00754,0.00701,0.00718,10699221.4198,77143.474764814
1659484800,2022-08-03 00:00:00,PHNX/USDT,0.00689,0.00733,0.00679,0.00706,14425560.8095,100771.261903783
1659398400,2022-08-02 00:00:00,PHNX/USDT,0.00695,0.00699,0.00677,0.00691,17321598.2679,119202.341750022
1659312000,2022-08-01 00:00:00,PHNX/USDT,0.00723,0.00723,0.00691,0.00694,5264055.0498,36786.483913088
1659225600,2022-07-31 00:00:00,PHNX/USDT,0.00708,0.00841,0.00701,0.0072,33049683.71934864,253270.2664506935792
1659139200,2022-07-30 00:00:00,PHNX/USDT,0.0073,0.00747,0.00691,0.0071,9447443.329,68796.298465472
1659052800,2022-07-29 00:00:00,PHNX/USDT,0.0075,0.00758,0.00702,0.0072,14298316.2346,104191.305102092
1658966400,2022-07-28 00:00:00,PHNX/USDT,0.00739,0.00801,0.0072,0.0075,15996451.19400281,119048.5408648420304
1658880000,2022-07-27 00:00:00,PHNX/USDT,0.00729,0.0075,0.00718,0.0074,7015322.7978,50995.883084191
1658793600,2022-07-26 00:00:00,PHNX/USDT,0.00684,0.00772,0.00674,0.00728,10468104.107,75287.00673852
1658707200,2022-07-25 00:00:00,PHNX/USDT,0.0072,0.00723,0.00654,0.00685,9620783.58809356,66664.382031040208
1658620800,2022-07-24 00:00:00,PHNX/USDT,0.00716,0.00725,0.00702,0.00721,11503502.2696,82063.669119406
1658534400,2022-07-23 00:00:00,PHNX/USDT,0.00739,0.00746,0.0071,0.00715,16717782.0409,121199.460800248
1658448000,2022-07-22 00:00:00,PHNX/USDT,0.00771,0.00773,0.00725,0.00741,14109113.2266,105977.526949337
1658361600,2022-07-21 00:00:00,PHNX/USDT,0.0072,0.00773,0.00702,0.00773,15511510.8333,111643.364130844
1658275200,2022-07-20 00:00:00,PHNX/USDT,0.00768,0.0077,0.00701,0.00719,3275954.5027,23828.425858783
1658188800,2022-07-19 00:00:00,PHNX/USDT,0.00745,0.00784,0.0072,0.00767,2690411.39436569,20247.4912847815895
1658102400,2022-07-18 00:00:00,PHNX/USDT,0.00707,0.00767,0.00707,0.00745,3740869.98201185,27693.9176274827657
1658016000,2022-07-17 00:00:00,PHNX/USDT,0.00723,0.00757,0.007,0.00705,7248190.44437241,53223.4442359897779
1657929600,2022-07-16 00:00:00,PHNX/USDT,0.00723,0.00834,0.00694,0.0073,15542517.34885537,115081.9289749227354
1657843200,2022-07-15 00:00:00,PHNX/USDT,0.00705,0.00729,0.00699,0.00723,14324819.70839456,101868.1135146701559
1657756800,2022-07-14 00:00:00,PHNX/USDT,0.00711,0.00724,0.00695,0.00702,11653890.43119472,82622.9401258597644
1657670400,2022-07-13 00:00:00,PHNX/USDT,0.00691,0.00713,0.00689,0.00711,13600785.39756757,94824.6551188306841
1657584000,2022-07-12 00:00:00,PHNX/USDT,0.0073,0.0078,0.00685,0.00692,17319705.74434837,124832.8066094857384
1657497600,2022-07-11 00:00:00,PHNX/USDT,0.00751,0.00792,0.00691,0.00721,2972245.04148278,21967.0917503378369
1657411200,2022-07-10 00:00:00,PHNX/USDT,0.00818,0.00858,0.00705,0.00751,7604542.4245086,58368.6454234583862
1657324800,2022-07-09 00:00:00,PHNX/USDT,0.00683,0.00987,0.00668,0.0084,8622706.93010263,70989.4414336884499
1657238400,2022-07-08 00:00:00,PHNX/USDT,0.0072,0.0075,0.00683,0.0069,1819525.27380918,12894.9552385590948
1657152000,2022-07-07 00:00:00,PHNX/USDT,0.00672,0.0075,0.0066,0.00704,2557424.00893642,17915.0975939267897
1657065600,2022-07-06 00:00:00,PHNX/USDT,0.00683,0.00776,0.0066,0.00675,1757398.07575445,12255.3472076748646
1656979200,2022-07-05 00:00:00,PHNX/USDT,0.0069,0.00696,0.00672,0.00682,655910.07656091,4508.9105651019336
1656892800,2022-07-04 00:00:00,PHNX/USDT,0.00647,0.00714,0.00633,0.0069,3873742.61429405,26310.4333571712767
1656806400,2022-07-03 00:00:00,PHNX/USDT,0.00646,0.00661,0.0062,0.00646,1913548.24652077,12220.8155586006164
1656720000,2022-07-02 00:00:00,PHNX/USDT,0.00639,0.0066,0.00631,0.00655,1146845.3526683,7454.028332915685
1656633600,2022-07-01 00:00:00,PHNX/USDT,0.00677,0.00697,0.00637,0.0064,1021237.68828044,6740.7380186777121
1656547200,2022-06-30 00:00:00,PHNX/USDT,0.00705,0.00718,0.00626,0.00676,1679163.60742341,11186.3320393943353
1656460800,2022-06-29 00:00:00,PHNX/USDT,0.00783,0.00798,0.00687,0.00704,3101507.04931056,22694.0924579955962
1656374400,2022-06-28 00:00:00,PHNX/USDT,0.00776,0.00809,0.0076,0.00786,1340927.86597878,10615.5174925698006
1656288000,2022-06-27 00:00:00,PHNX/USDT,0.00765,0.00806,0.00765,0.00781,1493856.1034511,11738.079874979866
1656201600,2022-06-26 00:00:00,PHNX/USDT,0.0075,0.008,0.0075,0.00774,4965803.7216503,38391.4052128847737
1656115200,2022-06-25 00:00:00,PHNX/USDT,0.00751,0.00859,0.00748,0.00748,3738031.29502809,28676.778295058468
1656028800,2022-06-24 00:00:00,PHNX/USDT,0.00721,0.00756,0.00721,0.00756,3850140.6496362,28467.352261784137
1655942400,2022-06-23 00:00:00,PHNX/USDT,0.00688,0.00728,0.00684,0.00724,6643088.77632394,46901.2033734098188
1655856000,2022-06-22 00:00:00,PHNX/USDT,0.00731,0.00789,0.00687,0.00695,9984539.34525859,72864.0126674005643
1655769600,2022-06-21 00:00:00,PHNX/USDT,0.00688,0.0079,0.00657,0.00734,14169771.8523276,102451.2429358141872
1655683200,2022-06-20 00:00:00,PHNX/USDT,0.00657,0.0072,0.00648,0.00677,6195113.10572504,42325.1241389115571
1655596800,2022-06-19 00:00:00,PHNX/USDT,0.00612,0.00679,0.00608,0.00664,14476400.21213905,91940.8213267750223
1655510400,2022-06-18 00:00:00,PHNX/USDT,0.00639,0.00657,0.00547,0.00625,14260654.73278573,87851.6405784916473
1655424000,2022-06-17 00:00:00,PHNX/USDT,0.00647,0.00718,0.00634,0.00647,10679789.0715365,71408.3644228553894
1655337600,2022-06-16 00:00:00,PHNX/USDT,0.00735,0.00927,0.00614,0.00647,4943644.22610122,37420.1375851458264
1655251200,2022-06-15 00:00:00,PHNX/USDT,0.00661,0.00743,0.00614,0.00736,2588331.36163685,17630.7567324648572
1655164800,2022-06-14 00:00:00,PHNX/USDT,0.00616,0.00712,0.00552,0.00662,3367753.82557391,22100.0697199782607
1655078400,2022-06-13 00:00:00,PHNX/USDT,0.0078,0.00795,0.00603,0.00629,3826407.89943686,26992.0271778332012
1654992000,2022-06-12 00:00:00,PHNX/USDT,0.00839,0.00839,0.0069,0.0078,7672061.56510862,59523.1256545418816
1654905600,2022-06-11 00:00:00,PHNX/USDT,0.00865,0.00877,0.00799,0.00834,7700929.39672072,65670.8191582333397
1654819200,2022-06-10 00:00:00,PHNX/USDT,0.00923,0.00929,0.0084,0.0087,5549099.38139595,48575.4725290394799
1654732800,2022-06-09 00:00:00,PHNX/USDT,0.01008,0.01008,0.009,0.0092,5530556.66341485,51846.5409378702545
1654646400,2022-06-08 00:00:00,PHNX/USDT,0.01,0.01075,0.0098,0.01008,6454614.48170354,65653.8075380143393
1654560000,2022-06-07 00:00:00,PHNX/USDT,0.00923,0.01188,0.00881,0.0098,20994931.53885481,214509.2291962170842
1654473600,2022-06-06 00:00:00,PHNX/USDT,0.00895,0.00978,0.0088,0.00924,11145180.48774356,102569.2341800417494
1654387200,2022-06-05 00:00:00,PHNX/USDT,0.00849,0.01067,0.00832,0.009,14434280.10650889,129180.5751463938498
1654300800,2022-06-04 00:00:00,PHNX/USDT,0.00864,0.00879,0.00832,0.00844,10742214.17101146,90940.4449362307288
