https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KIN,Volume USDT
1656288000,2022-06-27 00:00:00,KIN/USDT,0.0000122,0.00001229,0.0000122,0.0000122,8911822.34543877,109.0660180216059325
1656201600,2022-06-26 00:00:00,KIN/USDT,0.00001203,0.00001246,0.00001187,0.00001225,1181500245.40083305,14428.1007403614689921
1656115200,2022-06-25 00:00:00,KIN/USDT,0.00001182,0.00001215,0.00001156,0.00001203,1160510923.73860341,13813.2094177282126583
1656028800,2022-06-24 00:00:00,KIN/USDT,0.00001163,0.00001192,0.00001159,0.00001183,580381456.29927216,6840.6974901005239569
1655942400,2022-06-23 00:00:00,KIN/USDT,0.00001165,0.0000119,0.00001152,0.00001171,1282284549.30829702,14975.8231246672507446
1655856000,2022-06-22 00:00:00,KIN/USDT,0.00001182,0.00001238,0.0000115,0.00001165,3102299778.75295685,36733.7218595354343199
1655769600,2022-06-21 00:00:00,KIN/USDT,0.00001139,0.00001192,0.00001137,0.00001182,2732794880.94773429,31884.8274811903295782
1655683200,2022-06-20 00:00:00,KIN/USDT,0.00001128,0.00001181,0.00001042,0.00001139,5528949850.78499815,61260.7418556097906237
1655596800,2022-06-19 00:00:00,KIN/USDT,0.00001108,0.00001159,0.0000108,0.00001129,2544652109.05661795,28144.0984657223409702
1655510400,2022-06-18 00:00:00,KIN/USDT,0.00001135,0.00001148,0.00001074,0.00001107,944640377.17388517,10525.6849186651339538
1655424000,2022-06-17 00:00:00,KIN/USDT,0.00001136,0.00001156,0.00001113,0.00001137,1464401782.17910557,16679.6510002897723451
1655337600,2022-06-16 00:00:00,KIN/USDT,0.00001188,0.00001197,0.00001129,0.00001136,1840496640.7977166,21433.2676681466148995
1655251200,2022-06-15 00:00:00,KIN/USDT,0.00001166,0.00001192,0.00001108,0.00001188,2156715968.58372697,24890.5833580565316628
1655164800,2022-06-14 00:00:00,KIN/USDT,0.00001215,0.00001215,0.00001137,0.00001172,1666006737.5675325,19522.0040411465320071
1655078400,2022-06-13 00:00:00,KIN/USDT,0.00001269,0.00001273,0.00001185,0.00001213,2565504974.3519207,31186.8503270187751739
1654992000,2022-06-12 00:00:00,KIN/USDT,0.00001297,0.00001301,0.00001228,0.00001273,3327931693.65152884,41884.236707234255201
1654905600,2022-06-11 00:00:00,KIN/USDT,0.00001349,0.00001368,0.00001269,0.000013,2003334872.17589247,26083.6259064991681733
1654819200,2022-06-10 00:00:00,KIN/USDT,0.00001428,0.00001442,0.0000133,0.00001352,2783774421.32703878,38325.3058680197636926
1654732800,2022-06-09 00:00:00,KIN/USDT,0.0000136,0.00001459,0.00001342,0.00001422,2778537225.92702369,38757.842106288730801
1654646400,2022-06-08 00:00:00,KIN/USDT,0.00001513,0.00001513,0.00001351,0.0000136,3637065009.22163365,52777.1197292737195194
1654560000,2022-06-07 00:00:00,KIN/USDT,0.00001663,0.0000184,0.00001501,0.00001509,7951112028.80550001,130496.157725005784985
1654473600,2022-06-06 00:00:00,KIN/USDT,0.00001482,0.00001697,0.00001471,0.00001655,5855180414.13492447,93753.2300107609233164
1654387200,2022-06-05 00:00:00,KIN/USDT,0.00001516,0.00001518,0.0000145,0.00001478,1755658685.0251373,26030.1124030308288845
1654300800,2022-06-04 00:00:00,KIN/USDT,0.00001577,0.00001592,0.00001499,0.00001517,3587932373.52896176,55636.3315109173439191
1654214400,2022-06-03 00:00:00,KIN/USDT,0.00001456,0.00001644,0.00001418,0.00001562,6948454256.91665469,105837.0196790676448841
1654128000,2022-06-02 00:00:00,KIN/USDT,0.00001395,0.00001468,0.00001388,0.00001459,2499690937.68657254,35659.6073035430082729
1654041600,2022-06-01 00:00:00,KIN/USDT,0.00001416,0.0000148,0.00001389,0.00001403,4623487867.71745812,65995.9904317239456737
1653955200,2022-05-31 00:00:00,KIN/USDT,0.00001419,0.00001438,0.0000136,0.00001412,5399671837.50451073,75626.0826403007727762
1653868800,2022-05-30 00:00:00,KIN/USDT,0.00001328,0.00001428,0.00001315,0.00001415,6840319147.81493456,92969.4699474226404265
1653782400,2022-05-29 00:00:00,KIN/USDT,0.0000135,0.00001353,0.000013,0.00001324,2122712204.44024011,28134.0056090804764068
1653696000,2022-05-28 00:00:00,KIN/USDT,0.00001319,0.00001354,0.00001308,0.0000135,2467509172.4066447,32825.9734246628692313
1653609600,2022-05-27 00:00:00,KIN/USDT,0.00001365,0.00001378,0.00001304,0.00001319,4899220028.31136934,65128.7090620112810455
1653523200,2022-05-26 00:00:00,KIN/USDT,0.0000135,0.00001393,0.00001295,0.00001365,7400180790.44864953,99953.1169382744068116
1653436800,2022-05-25 00:00:00,KIN/USDT,0.00001334,0.00001376,0.00001312,0.00001347,5767185663.45273552,77296.0951383061962375
1653350400,2022-05-24 00:00:00,KIN/USDT,0.00001335,0.00001341,0.00001281,0.00001338,4132670366.14087793,54093.2556888738717664
1653264000,2022-05-23 00:00:00,KIN/USDT,0.00001369,0.0000146,0.00001318,0.00001331,4855650491.36352429,68204.8023142464910561
1653177600,2022-05-22 00:00:00,KIN/USDT,0.00001293,0.00001501,0.0000128,0.00001367,5569951513.9877186,74819.7018506434525654
1653091200,2022-05-21 00:00:00,KIN/USDT,0.0000131,0.00001326,0.00001278,0.00001295,3284418563.0250986,42728.2503771590897884
1653004800,2022-05-20 00:00:00,KIN/USDT,0.00001483,0.00001494,0.00001293,0.0000131,6973547782.4388854,97052.0616062260068931
1652918400,2022-05-19 00:00:00,KIN/USDT,0.00001575,0.0000158,0.00001434,0.00001472,7456338140.6942794,110040.6463921544196564
1652832000,2022-05-18 00:00:00,KIN/USDT,0.00001683,0.00001754,0.00001552,0.00001576,4716823071.71350849,78546.633190741352351
1652745600,2022-05-17 00:00:00,KIN/USDT,0.00001674,0.00001712,0.00001659,0.00001683,1557842913.94377595,26234.0357631312141095
1652659200,2022-05-16 00:00:00,KIN/USDT,0.00001739,0.00001745,0.00001637,0.00001676,1959330302.5904949,33186.3694960404777579
1652572800,2022-05-15 00:00:00,KIN/USDT,0.00001714,0.00001758,0.00001664,0.00001739,2344363305.35381792,39816.8978919621950724
1652486400,2022-05-14 00:00:00,KIN/USDT,0.00001748,0.00001795,0.00001638,0.00001705,3777664687.36501803,63947.1967148889149959
1652400000,2022-05-13 00:00:00,KIN/USDT,0.00001721,0.00001869,0.0000163,0.00001744,8062878339.74573565,141802.2079711706542982
1652313600,2022-05-12 00:00:00,KIN/USDT,0.00001977,0.00002086,0.0000169,0.00001721,11530416739.89210174,219447.6731876533365389
1652227200,2022-05-11 00:00:00,KIN/USDT,0.00001871,0.00002227,0.00001638,0.00001964,16243225131.25481373,311221.9266285189035773
1652140800,2022-05-10 00:00:00,KIN/USDT,0.00001891,0.00002059,0.00001853,0.00001866,4799891246.96773561,91903.8831485207504704
1652054400,2022-05-09 00:00:00,KIN/USDT,0.00002303,0.00002306,0.00001886,0.00001892,4569900252.48941629,95553.1629968351813531
1651968000,2022-05-08 00:00:00,KIN/USDT,0.00002336,0.00002341,0.00002297,0.00002301,1100995898.42551415,25536.6461557193665392
1651881600,2022-05-07 00:00:00,KIN/USDT,0.00002371,0.00002387,0.00002312,0.00002333,1202084428.33834295,28215.8103213746889874
1651795200,2022-05-06 00:00:00,KIN/USDT,0.00002461,0.00002643,0.00002222,0.00002371,3838389377.84953264,91702.288361475685348
1651708800,2022-05-05 00:00:00,KIN/USDT,0.00002623,0.00002636,0.00002414,0.00002457,2447040331.02385396,61786.5566481181184961
1651622400,2022-05-04 00:00:00,KIN/USDT,0.00002514,0.0000267,0.00002497,0.00002622,3439156113.33188767,88011.7119760750258498
1651536000,2022-05-03 00:00:00,KIN/USDT,0.0000263,0.00002632,0.00002502,0.00002515,2001384461.63911667,51182.4375022223194844
1651449600,2022-05-02 00:00:00,KIN/USDT,0.00002691,0.00002713,0.0000261,0.00002638,1502248417.33105976,40048.4768632726724272
1651363200,2022-05-01 00:00:00,KIN/USDT,0.00002768,0.00002772,0.00002683,0.00002689,1066140393.33133253,29001.5542398609627898
1651276800,2022-04-30 00:00:00,KIN/USDT,0.00002841,0.00002842,0.00002765,0.00002765,1224309221.13980294,34289.5240157896239084
1651190400,2022-04-29 00:00:00,KIN/USDT,0.00002979,0.00002981,0.00002837,0.00002837,1003637553.00483517,29481.5841724380844303
1651104000,2022-04-28 00:00:00,KIN/USDT,0.0000299,0.00003005,0.00002965,0.0000298,784407828.18189811,23408.4863612981288724
1651017600,2022-04-27 00:00:00,KIN/USDT,0.00002945,0.00003025,0.00002936,0.00002989,675948252.28653177,20194.7236626249927651
1650931200,2022-04-26 00:00:00,KIN/USDT,0.00003143,0.00003146,0.0000294,0.00002943,1996391824.64752398,60585.1077337497150593
1650844800,2022-04-25 00:00:00,KIN/USDT,0.00003155,0.00003162,0.0000301,0.00003135,1123962126.24690176,34384.5874487820633844
1650758400,2022-04-24 00:00:00,KIN/USDT,0.00003265,0.00003272,0.00003155,0.00003155,1461284973.75379539,46751.0049332361265292
