https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume GBP
1663434000,2022-09-17 17:00:00,BTC/GBP,17619,17656,17550,17591,32.48951184,571523.00277744
1663430400,2022-09-17 16:00:00,BTC/GBP,17469,17667,17459,17606,28.59116637,503376.07511022
1663426800,2022-09-17 15:00:00,BTC/GBP,17419,17509,17400,17479,26.89775023,470145.77627017
1663423200,2022-09-17 14:00:00,BTC/GBP,17421,17460,17402,17432,8.52351933,148581.98896055997
1663419600,2022-09-17 13:00:00,BTC/GBP,17376,17418,17372,17412,3.35842439,58476.88547868
1663416000,2022-09-17 12:00:00,BTC/GBP,17337,17386,17287,17379,5.37765291,93458.22992289001
1663412400,2022-09-17 11:00:00,BTC/GBP,17383,17386,17336,17336,15.95819757,276651.31307351997
1663408800,2022-09-17 10:00:00,BTC/GBP,17404,17428,17351,17381,16.76175117,291335.99708577
1663405200,2022-09-17 09:00:00,BTC/GBP,17397,17419,17380,17395,4.41973161,76881.23135595
1663401600,2022-09-17 08:00:00,BTC/GBP,17378,17403,17373,17389,1.43184205,24898.30140745
1663398000,2022-09-17 07:00:00,BTC/GBP,17385,17385,17337,17360,53.47974433,928408.3615688
1663394400,2022-09-17 06:00:00,BTC/GBP,17389,17397,17341,17364,0.10294234,1787.4907917599999
1663390800,2022-09-17 05:00:00,BTC/GBP,17454,17454,17359,17386,1.29434290,22503.4456594
1663387200,2022-09-17 04:00:00,BTC/GBP,17406,17482,17406,17459,1.24069469,21661.28859271
1663383600,2022-09-17 03:00:00,BTC/GBP,17436,17442,17411,17414,0.24394206,4248.00703284
1663380000,2022-09-17 02:00:00,BTC/GBP,17525,17525,17403,17435,2.69513640,46989.703134
1663376400,2022-09-17 01:00:00,BTC/GBP,17469,17543,17468,17513,2.84157111,49764.43484943
1663372800,2022-09-17 00:00:00,BTC/GBP,17344,17524,17317,17475,6.47963308,113231.588073
1663369200,2022-09-16 23:00:00,BTC/GBP,17277,17337,17252,17337,3.91542086,67881.65144982
1663365600,2022-09-16 22:00:00,BTC/GBP,17279,17307,17268,17280,5.68548973,98245.2625344
1663362000,2022-09-16 21:00:00,BTC/GBP,17297,17336,17260,17277,4.70937177,81363.81607028999
1663358400,2022-09-16 20:00:00,BTC/GBP,17190,17290,17190,17280,1.61538923,27913.9258944
1663354800,2022-09-16 19:00:00,BTC/GBP,17142,17199,17140,17174,1.42847162,24532.57160188
1663351200,2022-09-16 18:00:00,BTC/GBP,17070,17155,17019,17145,6.53342727,112015.61054415
1663347600,2022-09-16 17:00:00,BTC/GBP,17141,17142,16972,17071,14.84550169,253427.55934999
1663344000,2022-09-16 16:00:00,BTC/GBP,17221,17221,17089,17141,18.09091604,310096.39184164
1663340400,2022-09-16 15:00:00,BTC/GBP,17198,17283,17161,17235,31.18579100,537487.107885
1663336800,2022-09-16 14:00:00,BTC/GBP,17129,17303,17129,17198,31.04281656,533874.35919888
1663333200,2022-09-16 13:00:00,BTC/GBP,17298,17367,17079,17112,14.91856705,255286.5193596
1663329600,2022-09-16 12:00:00,BTC/GBP,17418,17426,17291,17305,10.13704062,175421.4879291
1663326000,2022-09-16 11:00:00,BTC/GBP,17362,17428,17343,17427,7.69848088,134161.42629576
1663322400,2022-09-16 10:00:00,BTC/GBP,17371,17393,17339,17359,21.38792464,371272.98382576
1663318800,2022-09-16 09:00:00,BTC/GBP,17315,17386,17312,17369,13.58041486,235878.22570334
1663315200,2022-09-16 08:00:00,BTC/GBP,17364,17376,17239,17324,21.76963493,377137.15552732
1663311600,2022-09-16 07:00:00,BTC/GBP,17308,17399,17291,17365,100.69731066,1748608.7996109
1663308000,2022-09-16 06:00:00,BTC/GBP,17250,17333,17246,17304,37.73839184,653025.13239936
1663304400,2022-09-16 05:00:00,BTC/GBP,17280,17280,17239,17244,1.07839286,18595.806477839997
1663300800,2022-09-16 04:00:00,BTC/GBP,17251,17303,17251,17303,1.94657753,33681.63100159
1663297200,2022-09-16 03:00:00,BTC/GBP,17232,17250,17201,17232,4.43210299,76373.99872368
1663293600,2022-09-16 02:00:00,BTC/GBP,17228,17234,17190,17232,0.54563731,9402.42212592
1663290000,2022-09-16 01:00:00,BTC/GBP,17249,17267,17201,17206,1.86169819,32032.379057140002
1663286400,2022-09-16 00:00:00,BTC/GBP,17177,17250,17110,17250,2.64752530,45669.811425
1663282800,2022-09-15 23:00:00,BTC/GBP,17222,17228,17144,17209,3.55883427,61243.97895243001
1663279200,2022-09-15 22:00:00,BTC/GBP,17286,17291,17128,17223,25.61513554,441169.47940542
1663275600,2022-09-15 21:00:00,BTC/GBP,17305,17351,17260,17293,1.72664471,29858.866970029998
1663272000,2022-09-15 20:00:00,BTC/GBP,17272,17315,17268,17315,0.79444177,13755.75924755
1663268400,2022-09-15 19:00:00,BTC/GBP,17249,17299,17168,17257,2.61633383,45150.07290431
1663264800,2022-09-15 18:00:00,BTC/GBP,17258,17315,17218,17233,5.22943428,90118.84094724001
1663261200,2022-09-15 17:00:00,BTC/GBP,17318,17355,17246,17276,5.96771886,103098.31102536
1663257600,2022-09-15 16:00:00,BTC/GBP,17187,17317,17155,17307,5.02553543,86976.94168701
1663254000,2022-09-15 15:00:00,BTC/GBP,17136,17267,16978,17202,28.99632852,498794.84320104
1663250400,2022-09-15 14:00:00,BTC/GBP,17497,17526,17112,17132,20.15541989,345302.65355548
1663246800,2022-09-15 13:00:00,BTC/GBP,17492,17503,17398,17486,15.39094751,269126.10815986
1663243200,2022-09-15 12:00:00,BTC/GBP,17530,17563,17486,17488,15.59650048,272751.60039424
1663239600,2022-09-15 11:00:00,BTC/GBP,17517,17549,17465,17538,9.92787071,174114.99651198002
1663236000,2022-09-15 10:00:00,BTC/GBP,17482,17568,17479,17515,6.90493679,120939.96787685
1663232400,2022-09-15 09:00:00,BTC/GBP,17485,17539,17435,17489,11.99435470,209769.2693483
1663228800,2022-09-15 08:00:00,BTC/GBP,17504,17540,17404,17484,4.11066402,71870.84972567999
1663225200,2022-09-15 07:00:00,BTC/GBP,17449,17616,17449,17519,16.82406308,294740.76109851996
1663221600,2022-09-15 06:00:00,BTC/GBP,17505,17625,17372,17416,42.73556449,744282.59115784
1663218000,2022-09-15 05:00:00,BTC/GBP,17406,17550,17382,17510,4.82515641,84488.4887391
1663214400,2022-09-15 04:00:00,BTC/GBP,17364,17409,17341,17404,5.13400328,89352.19308512
1663210800,2022-09-15 03:00:00,BTC/GBP,17372,17403,17303,17367,12.78252483,221994.10872261
1663207200,2022-09-15 02:00:00,BTC/GBP,17366,17429,17366,17419,1.69027847,29442.960668929998
1663203600,2022-09-15 01:00:00,BTC/GBP,17472,17490,17327,17490,7.74060021,135383.0976729
1663200000,2022-09-15 00:00:00,BTC/GBP,17542,17574,17478,17481,6.16479546,107766.78943625999
1663196400,2022-09-14 23:00:00,BTC/GBP,17582,17601,17513,17513,1.94130916,33998.14731908
1663192800,2022-09-14 22:00:00,BTC/GBP,17478,17658,17478,17585,1.28510513,22598.57371105
1663189200,2022-09-14 21:00:00,BTC/GBP,17279,17521,17217,17521,0.99293476,17397.20992996
1663185600,2022-09-14 20:00:00,BTC/GBP,17323,17327,17249,17293,0.48569481,8399.12034933
1663182000,2022-09-14 19:00:00,BTC/GBP,17191,17333,17124,17313,1.03275366,17880.06411558
1663178400,2022-09-14 18:00:00,BTC/GBP,17416,17416,17006,17163,28.10296033,482331.10814379
1663174800,2022-09-14 17:00:00,BTC/GBP,17431,17476,17399,17428,1.37642044,23988.25542832
1663171200,2022-09-14 16:00:00,BTC/GBP,17444,17467,17393,17410,2.62704231,45736.8066171
1663167600,2022-09-14 15:00:00,BTC/GBP,17538,17546,17435,17470,8.79866658,153712.7051526
1663164000,2022-09-14 14:00:00,BTC/GBP,17541,17556,17431,17533,21.27475419,373010.26521327
1663160400,2022-09-14 13:00:00,BTC/GBP,17582,17644,17487,17532,11.90940262,208795.64673384
1663156800,2022-09-14 12:00:00,BTC/GBP,17517,17607,17388,17590,36.38080124,639938.2938116
1663153200,2022-09-14 11:00:00,BTC/GBP,17586,17602,17408,17523,20.06329236,351569.07202428
1663149600,2022-09-14 10:00:00,BTC/GBP,17597,17634,17581,17600,4.02845050,70900.7288
1663146000,2022-09-14 09:00:00,BTC/GBP,17668,17668,17594,17599,6.68319487,117617.54651713
1663142400,2022-09-14 08:00:00,BTC/GBP,17552,17690,17503,17663,15.14233210,267459.0118823
1663138800,2022-09-14 07:00:00,BTC/GBP,17634,17670,17483,17549,54.99246082,965062.69493018
1663135200,2022-09-14 06:00:00,BTC/GBP,17667,17675,17611,17636,4.60648434,81239.95782024
1663131600,2022-09-14 05:00:00,BTC/GBP,17686,17686,17640,17640,10.80349818,190573.7078952
1663128000,2022-09-14 04:00:00,BTC/GBP,17671,17696,17642,17696,5.29833737,93759.37809951999
1663124400,2022-09-14 03:00:00,BTC/GBP,17756,17757,17651,17651,2.16662236,38243.05127636
1663120800,2022-09-14 02:00:00,BTC/GBP,17646,17824,17646,17753,2.24924580,39930.8606874
1663117200,2022-09-14 01:00:00,BTC/GBP,17569,17664,17567,17644,3.45806723,61014.138206120006
1663113600,2022-09-14 00:00:00,BTC/GBP,17529,17556,17439,17540,6.78383147,118988.4039838
1663110000,2022-09-13 23:00:00,BTC/GBP,17610,17613,17512,17540,1.42971186,25077.1460244
1663106400,2022-09-13 22:00:00,BTC/GBP,17520,17623,17510,17602,10.84218611,190844.15990822
1663102800,2022-09-13 21:00:00,BTC/GBP,17609,17620,17300,17497,30.11890438,526990.46993686
1663099200,2022-09-13 20:00:00,BTC/GBP,17664,17741,17621,17642,6.74578253,119009.09539425999
1663095600,2022-09-13 19:00:00,BTC/GBP,17616,17687,17449,17672,9.28048093,164004.65899496
1663092000,2022-09-13 18:00:00,BTC/GBP,18012,18044,17599,17641,5.34193987,94237.16124667
1663088400,2022-09-13 17:00:00,BTC/GBP,18013,18136,18006,18015,8.31858847,149859.37128705
1663084800,2022-09-13 16:00:00,BTC/GBP,18030,18092,17944,18026,31.96175700,576142.631682
1663081200,2022-09-13 15:00:00,BTC/GBP,18166,18236,18032,18090,21.75846764,393610.6796076
1663077600,2022-09-13 14:00:00,BTC/GBP,18295,18395,18078,18198,53.23058022,968690.09884356
1663074000,2022-09-13 13:00:00,BTC/GBP,18507,18618,18317,18318,39.50308481,723617.50754958
1663070400,2022-09-13 12:00:00,BTC/GBP,19225,19458,18466,18527,74.01129741,1371207.30711507
1663066800,2022-09-13 11:00:00,BTC/GBP,19221,19353,19201,19207,5.96233678,114518.60253346
1663063200,2022-09-13 10:00:00,BTC/GBP,19117,19265,19099,19230,14.57617721,280299.88774830004
1663059600,2022-09-13 09:00:00,BTC/GBP,19004,19147,18997,19126,21.24143408,406263.66821408004
1663056000,2022-09-13 08:00:00,BTC/GBP,18999,19047,18939,18985,3.58802140,68118.586279
1663052400,2022-09-13 07:00:00,BTC/GBP,19058,19132,19004,19004,39.74412674,755297.3845669599
1663048800,2022-09-13 06:00:00,BTC/GBP,19160,19282,19039,19084,37.11878823,708374.95458132
1663045200,2022-09-13 05:00:00,BTC/GBP,19086,19186,19077,19166,0.84582989,16211.17567174
1663041600,2022-09-13 04:00:00,BTC/GBP,19025,19110,19000,19086,1.66713936,31819.02182496
1663038000,2022-09-13 03:00:00,BTC/GBP,19047,19056,18983,19011,1.53041542,29094.727549619998
1663034400,2022-09-13 02:00:00,BTC/GBP,19021,19049,18936,19043,1.57000858,29897.673388940002
1663030800,2022-09-13 01:00:00,BTC/GBP,18999,19052,18991,18996,0.04762000,904.58952
1663027200,2022-09-13 00:00:00,BTC/GBP,19143,19183,18921,19009,5.97975912,113669.24111208
1663023600,2022-09-12 23:00:00,BTC/GBP,19118,19170,19110,19164,0.31186491,5976.57913524
1663020000,2022-09-12 22:00:00,BTC/GBP,19141,19177,19081,19108,0.35194164,6724.90085712
1663016400,2022-09-12 21:00:00,BTC/GBP,19173,19200,19081,19150,0.58896946,11278.765158999999
1663012800,2022-09-12 20:00:00,BTC/GBP,19206,19224,19160,19173,0.93184505,17866.26514365
1663009200,2022-09-12 19:00:00,BTC/GBP,19200,19229,19160,19199,0.91965703,17656.49531897
1663005600,2022-09-12 18:00:00,BTC/GBP,19098,19196,19066,19191,0.79388825,15235.50940575
1663002000,2022-09-12 17:00:00,BTC/GBP,18989,19126,18950,19114,4.90660672,93784.88084608
1662998400,2022-09-12 16:00:00,BTC/GBP,18977,19029,18845,18999,14.76699324,280558.10456676
1662994800,2022-09-12 15:00:00,BTC/GBP,19064,19100,18825,18924,4.04905333,76624.28521691999
1662991200,2022-09-12 14:00:00,BTC/GBP,19142,19206,19064,19064,12.55008423,239254.80576072
1662987600,2022-09-12 13:00:00,BTC/GBP,19100,19225,19074,19179,3.56341091,68342.65784289
1662984000,2022-09-12 12:00:00,BTC/GBP,19111,19161,19019,19129,2.32005666,44380.363849140005
1662980400,2022-09-12 11:00:00,BTC/GBP,18978,19199,18938,19097,8.06575580,154031.7385126
1662976800,2022-09-12 10:00:00,BTC/GBP,18972,19018,18848,18980,7.92956204,150503.0875192
1662973200,2022-09-12 09:00:00,BTC/GBP,19001,19059,18959,18981,0.53447620,10144.8927522
1662969600,2022-09-12 08:00:00,BTC/GBP,19024,19070,18948,19038,28.24830601,537791.24981838
1662966000,2022-09-12 07:00:00,BTC/GBP,18732,19040,18706,19013,25.86929329,491852.87332277006
1662962400,2022-09-12 06:00:00,BTC/GBP,18749,18765,18697,18757,1.91397184,35900.36980288
1662958800,2022-09-12 05:00:00,BTC/GBP,18705,18759,18665,18737,0.41015426,7685.06036962
1662955200,2022-09-12 04:00:00,BTC/GBP,18698,18725,18696,18706,1.13107054,21157.80552124
1662951600,2022-09-12 03:00:00,BTC/GBP,18765,18789,18562,18611,2.52360561,46966.824007710005
1662948000,2022-09-12 02:00:00,BTC/GBP,18877,18877,18683,18765,1.76566678,33132.737126700005
1662944400,2022-09-12 01:00:00,BTC/GBP,18642,19225,18598,18962,12.97421814,246017.12437068
1662940800,2022-09-12 00:00:00,BTC/GBP,18791,18810,18665,18665,2.07633815,38754.851569750004
1662937200,2022-09-11 23:00:00,BTC/GBP,18652,18799,18623,18799,2.01097421,37804.30417379
1662933600,2022-09-11 22:00:00,BTC/GBP,18614,18678,18554,18673,2.86621203,53520.77723619
1662930000,2022-09-11 21:00:00,BTC/GBP,18608,18692,18489,18498,3.91022715,72331.3818207
1662926400,2022-09-11 20:00:00,BTC/GBP,18622,18670,18496,18610,3.35498970,62436.358317
1662922800,2022-09-11 19:00:00,BTC/GBP,18612,18638,18590,18623,14.14821083,263482.13028709
1662919200,2022-09-11 18:00:00,BTC/GBP,18646,18686,18593,18593,1.44324000,26834.161320000003
1662915600,2022-09-11 17:00:00,BTC/GBP,18719,18859,18641,18651,0.44984977,8390.14806027
1662912000,2022-09-11 16:00:00,BTC/GBP,18660,18726,18631,18694,0.28170063,5266.11157722
1662908400,2022-09-11 15:00:00,BTC/GBP,18572,18732,18572,18663,0.73146547,13651.340066609999
1662904800,2022-09-11 14:00:00,BTC/GBP,18586,18598,18526,18556,1.59790144,29650.65912064
1662901200,2022-09-11 13:00:00,BTC/GBP,18637,18637,18566,18587,1.27329258,23666.68918446
1662897600,2022-09-11 12:00:00,BTC/GBP,18632,18667,18568,18656,6.17417131,115185.33995936
1662894000,2022-09-11 11:00:00,BTC/GBP,18638,18707,18636,18645,2.42602549,45233.24526105
1662890400,2022-09-11 10:00:00,BTC/GBP,18653,18675,18617,18617,2.63397960,49036.798213199996
1662886800,2022-09-11 09:00:00,BTC/GBP,18691,18698,18654,18661,2.79537410,52164.4760801
1662883200,2022-09-11 08:00:00,BTC/GBP,18637,18729,18603,18703,0.35061284,6557.51194652
1662879600,2022-09-11 07:00:00,BTC/GBP,18501,18644,18501,18628,3.49368052,65080.28072656
1662876000,2022-09-11 06:00:00,BTC/GBP,18635,18651,18449,18507,0.70317899,13013.73356793
1662872400,2022-09-11 05:00:00,BTC/GBP,18642,18642,18608,18625,0.08141285,1516.31433125
1662868800,2022-09-11 04:00:00,BTC/GBP,18638,18654,18586,18603,0.33424000,6217.86672
1662865200,2022-09-11 03:00:00,BTC/GBP,18559,18596,18558,18571,12.46993196,231579.10642916
1662861600,2022-09-11 02:00:00,BTC/GBP,18606,18651,18535,18555,6.13005200,113743.11486
1662858000,2022-09-11 01:00:00,BTC/GBP,18575,18679,18575,18670,2.82866035,52811.088734499994
1662854400,2022-09-11 00:00:00,BTC/GBP,18688,18695,18591,18591,2.23582735,41566.266263850004
1662850800,2022-09-10 23:00:00,BTC/GBP,18770,18770,18693,18693,5.33289108,99687.73295843998
1662847200,2022-09-10 22:00:00,BTC/GBP,18707,18793,18647,18786,7.16885314,134674.07508804
1662843600,2022-09-10 21:00:00,BTC/GBP,18530,18796,18509,18641,7.87035399,146711.26872759
1662840000,2022-09-10 20:00:00,BTC/GBP,18609,18614,18446,18472,0.79542953,14693.17427816
1662836400,2022-09-10 19:00:00,BTC/GBP,18516,18634,18498,18615,0.69188761,12879.48786015
1662832800,2022-09-10 18:00:00,BTC/GBP,18355,18524,18355,18501,2.50367972,46320.57849972
1662829200,2022-09-10 17:00:00,BTC/GBP,18453,18453,18354,18355,1.74973942,32116.4670541
1662825600,2022-09-10 16:00:00,BTC/GBP,18334,18490,18272,18490,1.79775359,33240.463879099996
1662822000,2022-09-10 15:00:00,BTC/GBP,18334,18358,18285,18306,1.88366285,34482.332132100004
1662818400,2022-09-10 14:00:00,BTC/GBP,18259,18352,18250,18310,8.10753572,148448.97903319998
1662814800,2022-09-10 13:00:00,BTC/GBP,18385,18385,18240,18266,0.72537824,13249.758931839999
1662811200,2022-09-10 12:00:00,BTC/GBP,18371,18424,18323,18385,1.16464623,21412.02093855
1662807600,2022-09-10 11:00:00,BTC/GBP,18413,18444,18368,18369,4.61049731,84690.22508739
1662804000,2022-09-10 10:00:00,BTC/GBP,18402,18446,18352,18415,4.48248085,82544.88485275
1662800400,2022-09-10 09:00:00,BTC/GBP,18407,18436,18406,18406,6.48745926,119408.17513955999
1662796800,2022-09-10 08:00:00,BTC/GBP,18391,18448,18391,18406,1.67717224,30870.03224944
1662793200,2022-09-10 07:00:00,BTC/GBP,18572,18572,18342,18350,3.56112729,65346.6857715
1662789600,2022-09-10 06:00:00,BTC/GBP,18582,18589,18527,18539,0.49692007,9212.40117773
1662786000,2022-09-10 05:00:00,BTC/GBP,18508,18678,18492,18577,6.65596111,123647.78954047
1662782400,2022-09-10 04:00:00,BTC/GBP,18384,18486,18367,18441,6.78484321,125119.29363561
1662778800,2022-09-10 03:00:00,BTC/GBP,18368,18410,18362,18410,0.35671000,6567.0311
1662775200,2022-09-10 02:00:00,BTC/GBP,18363,18378,18289,18378,8.60553725,158152.5635805
1662771600,2022-09-10 01:00:00,BTC/GBP,18353,18381,18341,18353,5.38253686,98785.69899158001
1662768000,2022-09-10 00:00:00,BTC/GBP,18430,18430,18300,18320,7.32524410,134198.471912
1662764400,2022-09-09 23:00:00,BTC/GBP,18412,18624,18357,18433,14.22940354,262290.59545282
1662760800,2022-09-09 22:00:00,BTC/GBP,18323,18449,18323,18443,13.10186199,241637.64068157
1662757200,2022-09-09 21:00:00,BTC/GBP,18363,18377,18304,18353,1.12988711,20736.81812983
1662753600,2022-09-09 20:00:00,BTC/GBP,18320,18408,18320,18369,1.86211742,34205.23488798
1662750000,2022-09-09 19:00:00,BTC/GBP,18259,18369,18259,18336,0.22559828,4136.57006208
1662746400,2022-09-09 18:00:00,BTC/GBP,18325,18325,18244,18257,1.73827550,31735.695803500003
1662742800,2022-09-09 17:00:00,BTC/GBP,18346,18481,18313,18337,2.09618811,38437.80137307
1662739200,2022-09-09 16:00:00,BTC/GBP,18329,18455,18265,18344,6.56030507,120342.23620408
1662735600,2022-09-09 15:00:00,BTC/GBP,18211,18404,18193,18330,8.51743805,156124.6394565
1662732000,2022-09-09 14:00:00,BTC/GBP,18145,18217,18113,18217,3.92662383,71531.30631111
1662728400,2022-09-09 13:00:00,BTC/GBP,18191,18197,18079,18124,5.62927216,102024.92862784001
1662724800,2022-09-09 12:00:00,BTC/GBP,18110,18355,18110,18230,5.55881648,101337.2244304
1662721200,2022-09-09 11:00:00,BTC/GBP,18059,18192,18051,18116,4.48611739,81270.50263724
1662717600,2022-09-09 10:00:00,BTC/GBP,17843,18231,17842,18153,26.96318213,489462.64520589
1662714000,2022-09-09 09:00:00,BTC/GBP,17865,17882,17760,17857,2.87844968,51400.475935760005
1662710400,2022-09-09 08:00:00,BTC/GBP,17751,17998,17741,17849,3.58873555,64055.34083195
1662706800,2022-09-09 07:00:00,BTC/GBP,17843,17864,17724,17737,2.40519660,42660.9720942
1662703200,2022-09-09 06:00:00,BTC/GBP,17723,17914,17723,17828,4.72890711,84306.95595707999
1662699600,2022-09-09 05:00:00,BTC/GBP,17622,17835,17573,17706,4.66636098,82622.58751188
1662696000,2022-09-09 04:00:00,BTC/GBP,17304,17623,17304,17586,25.26052496,444231.59194656
1662692400,2022-09-09 03:00:00,BTC/GBP,16773,17161,16773,17134,14.15987599,242615.31521266
1662688800,2022-09-09 02:00:00,BTC/GBP,16768,16803,16754,16764,0.11925994,1999.2736341599998
1662685200,2022-09-09 01:00:00,BTC/GBP,16779,16788,16744,16744,0.42814933,7168.93238152
1662681600,2022-09-09 00:00:00,BTC/GBP,16769,16815,16764,16773,0.45520010,7635.0712773
1662678000,2022-09-08 23:00:00,BTC/GBP,16772,16785,16740,16774,0.24021923,4029.43736402
1662674400,2022-09-08 22:00:00,BTC/GBP,16804,16804,16742,16768,0.49955622,8376.55869696
1662670800,2022-09-08 21:00:00,BTC/GBP,16841,16841,16792,16807,0.39023039,6558.6021647299995
1662667200,2022-09-08 20:00:00,BTC/GBP,16816,16898,16806,16841,3.03376339,51091.60925099
1662663600,2022-09-08 19:00:00,BTC/GBP,16698,16821,16686,16821,10.85679734,182622.18805614
1662660000,2022-09-08 18:00:00,BTC/GBP,16683,16709,16665,16697,0.68167122,11381.86436034
1662656400,2022-09-08 17:00:00,BTC/GBP,16672,16712,16645,16688,5.47638392,91389.89485696
1662652800,2022-09-08 16:00:00,BTC/GBP,16761,16761,16654,16703,11.10435720,185476.07831160002
1662649200,2022-09-08 15:00:00,BTC/GBP,16813,16833,16747,16758,6.65038301,111447.11848158
1662645600,2022-09-08 14:00:00,BTC/GBP,16736,16802,16640,16802,14.15753329,237874.87433858
1662642000,2022-09-08 13:00:00,BTC/GBP,16649,16812,16553,16724,18.99794586,317721.64656264003
1662638400,2022-09-08 12:00:00,BTC/GBP,16724,16776,16601,16626,13.84009281,230105.38305906
1662634800,2022-09-08 11:00:00,BTC/GBP,16724,16790,16691,16709,2.32602936,38865.62457624
1662631200,2022-09-08 10:00:00,BTC/GBP,16700,16812,16694,16730,3.46669539,57997.8138747
1662627600,2022-09-08 09:00:00,BTC/GBP,16730,16749,16663,16693,2.81225467,46944.96720631
1662624000,2022-09-08 08:00:00,BTC/GBP,16682,16731,16661,16727,3.27895286,54847.04448922
1662620400,2022-09-08 07:00:00,BTC/GBP,16713,16733,16587,16692,6.51998899,108831.65622108
1662616800,2022-09-08 06:00:00,BTC/GBP,16763,16795,16713,16713,0.87370533,14602.23718029
1662613200,2022-09-08 05:00:00,BTC/GBP,16816,16829,16762,16767,1.08196536,18141.31319112
1662609600,2022-09-08 04:00:00,BTC/GBP,16706,16833,16706,16833,2.06889402,34825.69303866
1662606000,2022-09-08 03:00:00,BTC/GBP,16716,16737,16706,16718,1.95992325,32765.9968935
1662602400,2022-09-08 02:00:00,BTC/GBP,16669,16728,16669,16708,0.23176091,3872.26128428
1662598800,2022-09-08 01:00:00,BTC/GBP,16763,16776,16657,16676,1.99047221,33193.11457396
1662595200,2022-09-08 00:00:00,BTC/GBP,16756,16824,16747,16767,0.57495773,9640.31625891
1662591600,2022-09-07 23:00:00,BTC/GBP,16751,16769,16719,16741,0.33869083,5670.02318503
1662588000,2022-09-07 22:00:00,BTC/GBP,16780,16826,16758,16761,2.22447285,37284.389438850005
1662584400,2022-09-07 21:00:00,BTC/GBP,16842,16871,16729,16778,3.21211578,53892.87855684
1662580800,2022-09-07 20:00:00,BTC/GBP,16476,16858,16476,16837,8.43500130,142020.1168881
1662577200,2022-09-07 19:00:00,BTC/GBP,16569,16667,16511,16511,3.50680155,57900.80039205
1662573600,2022-09-07 18:00:00,BTC/GBP,16527,16676,16485,16590,3.38438285,56146.9114815
