https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ICX,Volume USDT,tradecount
1663545600000,2022-09-19 00:00:00,ICX/USDT,0.24250000,0.24360000,0.24190000,0.24250000,186077.70000000,45143.72549000,275
1663459200000,2022-09-18 00:00:00,ICX/USDT,0.26360000,0.26420000,0.23910000,0.24250000,6817001.00000000,1728488.96567000,9210
1663372800000,2022-09-17 00:00:00,ICX/USDT,0.25740000,0.26500000,0.25730000,0.26350000,2944391.40000000,766743.32966000,3501
1663286400000,2022-09-16 00:00:00,ICX/USDT,0.25540000,0.26090000,0.25130000,0.25750000,6539301.40000000,1668638.69417000,8474
1663200000000,2022-09-15 00:00:00,ICX/USDT,0.26470000,0.26600000,0.25320000,0.25560000,9318497.30000000,2412916.38517000,11805
1663113600000,2022-09-14 00:00:00,ICX/USDT,0.26100000,0.26690000,0.25760000,0.26490000,3849999.40000000,1011762.97377000,6835
1663027200000,2022-09-13 00:00:00,ICX/USDT,0.29290000,0.29300000,0.26010000,0.26160000,13175337.50000000,3671701.13540000,17554
1662940800000,2022-09-12 00:00:00,ICX/USDT,0.28900000,0.29710000,0.28200000,0.29290000,8300306.00000000,2412261.41192000,11575
1662854400000,2022-09-11 00:00:00,ICX/USDT,0.28670000,0.29390000,0.28110000,0.28910000,7236915.30000000,2089768.56362000,9718
1662768000000,2022-09-10 00:00:00,ICX/USDT,0.28740000,0.29070000,0.28090000,0.28670000,8094021.20000000,2315500.61279000,10622
1662681600000,2022-09-09 00:00:00,ICX/USDT,0.27600000,0.28920000,0.27300000,0.28750000,6352077.90000000,1796866.22584000,9688
1662595200000,2022-09-08 00:00:00,ICX/USDT,0.26200000,0.27800000,0.25700000,0.27600000,4348249.80000000,1148426.30010000,6816
1662508800000,2022-09-07 00:00:00,ICX/USDT,0.25000000,0.26600000,0.24200000,0.26100000,3213101.80000000,816929.08950000,4809
1662422400000,2022-09-06 00:00:00,ICX/USDT,0.27700000,0.28100000,0.25000000,0.25000000,5219560.50000000,1377390.79910000,7966
1662336000000,2022-09-05 00:00:00,ICX/USDT,0.27200000,0.28600000,0.26800000,0.27600000,4831356.10000000,1337027.81530000,7151
1662249600000,2022-09-04 00:00:00,ICX/USDT,0.26600000,0.27400000,0.26400000,0.27200000,1404061.10000000,376505.17260000,2367
1662163200000,2022-09-03 00:00:00,ICX/USDT,0.26900000,0.27200000,0.26300000,0.26600000,1605469.40000000,426492.41100000,2606
1662076800000,2022-09-02 00:00:00,ICX/USDT,0.27100000,0.28000000,0.26700000,0.26900000,3235050.80000000,879983.79250000,4589
1661990400000,2022-09-01 00:00:00,ICX/USDT,0.27200000,0.27500000,0.26200000,0.27100000,2252872.50000000,604173.69060000,4303
1661904000000,2022-08-31 00:00:00,ICX/USDT,0.27200000,0.28300000,0.27100000,0.27200000,2267066.10000000,628932.08490000,4219
1661817600000,2022-08-30 00:00:00,ICX/USDT,0.27800000,0.28200000,0.26400000,0.27100000,3170085.30000000,868396.91720000,4530
1661731200000,2022-08-29 00:00:00,ICX/USDT,0.26100000,0.28000000,0.25800000,0.27800000,2099985.90000000,560824.67230000,3557
1661644800000,2022-08-28 00:00:00,ICX/USDT,0.26500000,0.27300000,0.26000000,0.26100000,2022385.20000000,539979.41740000,3459
1661558400000,2022-08-27 00:00:00,ICX/USDT,0.26600000,0.27000000,0.26100000,0.26600000,1781437.50000000,474059.06640000,3317
1661472000000,2022-08-26 00:00:00,ICX/USDT,0.29300000,0.29500000,0.26400000,0.26600000,3186267.40000000,901611.06990000,5198
1661385600000,2022-08-25 00:00:00,ICX/USDT,0.28500000,0.29800000,0.28500000,0.29400000,3781096.00000000,1108301.18300000,4865
1661299200000,2022-08-24 00:00:00,ICX/USDT,0.28700000,0.29300000,0.27700000,0.28500000,2914178.10000000,831725.74190000,4178
1661212800000,2022-08-23 00:00:00,ICX/USDT,0.28100000,0.28800000,0.27000000,0.28700000,2337613.20000000,655049.22860000,3792
1661126400000,2022-08-22 00:00:00,ICX/USDT,0.28600000,0.28700000,0.26700000,0.28100000,3838717.60000000,1062010.80880000,5479
1661040000000,2022-08-21 00:00:00,ICX/USDT,0.28300000,0.29200000,0.28100000,0.28700000,2661060.80000000,764388.35990000,3994
1660953600000,2022-08-20 00:00:00,ICX/USDT,0.28500000,0.29200000,0.27700000,0.28300000,3607558.00000000,1028539.59730000,6540
1660867200000,2022-08-19 00:00:00,ICX/USDT,0.31100000,0.31400000,0.28100000,0.28400000,6419904.90000000,1874862.75920000,10310
1660780800000,2022-08-18 00:00:00,ICX/USDT,0.32400000,0.33100000,0.30500000,0.31200000,2767998.50000000,887552.03250000,4738
1660694400000,2022-08-17 00:00:00,ICX/USDT,0.34000000,0.35100000,0.31900000,0.32400000,5231233.80000000,1759844.13270000,9823
1660608000000,2022-08-16 00:00:00,ICX/USDT,0.35400000,0.35700000,0.33400000,0.34100000,3857350.10000000,1321744.74800000,6584
1660521600000,2022-08-15 00:00:00,ICX/USDT,0.35400000,0.38700000,0.34800000,0.35400000,8616292.00000000,3129384.00960000,14034
1660435200000,2022-08-14 00:00:00,ICX/USDT,0.36000000,0.37400000,0.35200000,0.35400000,3399310.20000000,1227325.25480000,6163
1660348800000,2022-08-13 00:00:00,ICX/USDT,0.36400000,0.36500000,0.35600000,0.36000000,3302114.40000000,1191410.47850000,5808
1660262400000,2022-08-12 00:00:00,ICX/USDT,0.35200000,0.37300000,0.34300000,0.36400000,5836375.90000000,2098492.51630000,10229
1660176000000,2022-08-11 00:00:00,ICX/USDT,0.34800000,0.36700000,0.33900000,0.35100000,8428177.40000000,2971130.83670000,13791
1660089600000,2022-08-10 00:00:00,ICX/USDT,0.32200000,0.35200000,0.31200000,0.34900000,6932414.40000000,2299739.49620000,9407
1660003200000,2022-08-09 00:00:00,ICX/USDT,0.34200000,0.34500000,0.31600000,0.32300000,4266326.10000000,1395041.88100000,6723
1659916800000,2022-08-08 00:00:00,ICX/USDT,0.33800000,0.34900000,0.33600000,0.34200000,2508809.70000000,859538.41050000,4914
1659830400000,2022-08-07 00:00:00,ICX/USDT,0.33800000,0.34200000,0.33000000,0.33800000,1796285.60000000,605046.53250000,3779
1659744000000,2022-08-06 00:00:00,ICX/USDT,0.34000000,0.35900000,0.33500000,0.33800000,7019182.70000000,2437354.83820000,9083
1659657600000,2022-08-05 00:00:00,ICX/USDT,0.32500000,0.34000000,0.32400000,0.34000000,3654074.10000000,1216503.68390000,7104
1659571200000,2022-08-04 00:00:00,ICX/USDT,0.31700000,0.34000000,0.31500000,0.32600000,6442243.10000000,2078914.73590000,9008
1659484800000,2022-08-03 00:00:00,ICX/USDT,0.32000000,0.33200000,0.30700000,0.31800000,4948958.10000000,1587690.58280000,7385
1659398400000,2022-08-02 00:00:00,ICX/USDT,0.33600000,0.34600000,0.30800000,0.31900000,8068029.30000000,2580233.83930000,13662
1659312000000,2022-08-01 00:00:00,ICX/USDT,0.31700000,0.34200000,0.31500000,0.33700000,8953911.50000000,2940597.61710000,15994
1659225600000,2022-07-31 00:00:00,ICX/USDT,0.30800000,0.33500000,0.30400000,0.31700000,7140202.70000000,2265339.27090000,12189
1659139200000,2022-07-30 00:00:00,ICX/USDT,0.30800000,0.33200000,0.29000000,0.30800000,12844948.20000000,4093251.46430000,15921
1659052800000,2022-07-29 00:00:00,ICX/USDT,0.29800000,0.31400000,0.29500000,0.30800000,6795041.00000000,2055248.58260000,10496
1658966400000,2022-07-28 00:00:00,ICX/USDT,0.28800000,0.30300000,0.28100000,0.29800000,6769676.50000000,1970097.18110000,8860
1658880000000,2022-07-27 00:00:00,ICX/USDT,0.27200000,0.28800000,0.26500000,0.28800000,3491106.60000000,967685.98550000,5140
1658793600000,2022-07-26 00:00:00,ICX/USDT,0.26500000,0.27200000,0.26000000,0.27100000,3553747.50000000,940485.14730000,5989
1658707200000,2022-07-25 00:00:00,ICX/USDT,0.28400000,0.28600000,0.26500000,0.26600000,4433093.80000000,1216404.15120000,6013
1658620800000,2022-07-24 00:00:00,ICX/USDT,0.28200000,0.28900000,0.28100000,0.28500000,2441859.80000000,696685.91280000,4566
1658534400000,2022-07-23 00:00:00,ICX/USDT,0.28300000,0.29200000,0.27500000,0.28200000,4143655.60000000,1171338.74940000,5621
1658448000000,2022-07-22 00:00:00,ICX/USDT,0.29200000,0.30200000,0.28100000,0.28300000,7473544.30000000,2183874.23310000,8595
1658361600000,2022-07-21 00:00:00,ICX/USDT,0.29200000,0.29700000,0.28200000,0.29200000,4584812.30000000,1322553.99170000,7257
1658275200000,2022-07-20 00:00:00,ICX/USDT,0.31300000,0.32400000,0.29000000,0.29100000,7135492.30000000,2198571.53580000,11260
1658188800000,2022-07-19 00:00:00,ICX/USDT,0.29700000,0.31800000,0.28900000,0.31200000,9071689.40000000,2735238.46180000,13018
1658102400000,2022-07-18 00:00:00,ICX/USDT,0.27800000,0.30100000,0.27700000,0.29800000,6174966.70000000,1803878.55940000,10104
1658016000000,2022-07-17 00:00:00,ICX/USDT,0.28400000,0.29000000,0.27700000,0.27800000,2722862.70000000,768209.58220000,4527
1657929600000,2022-07-16 00:00:00,ICX/USDT,0.28000000,0.28700000,0.27200000,0.28300000,3948851.00000000,1100390.37820000,5580
