https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SRM,Volume USDT
1660780800000.0,2022-08-18 00:00:00,SRM/USDT,0.996,1.012,0.958,0.965,290500.0,280332.5
1660694400000.0,2022-08-17 00:00:00,SRM/USDT,1.027,1.061,0.987,0.996,333005.4618473896,331673.44
1660608000000.0,2022-08-16 00:00:00,SRM/USDT,1.052,1.062,1.015,1.027,269566.37000973715,276844.662
1660521600000.0,2022-08-15 00:00:00,SRM/USDT,1.04,1.104,1.029,1.052,302594.1549429657,318329.051
1660435200000.0,2022-08-14 00:00:00,SRM/USDT,1.076,1.106,1.03,1.04,314505.3807692308,327085.596
1660348800000.0,2022-08-13 00:00:00,SRM/USDT,1.076,1.117,1.073,1.076,289828.5892193308,311855.562
1660262400000.0,2022-08-12 00:00:00,SRM/USDT,1.05,1.082,1.024,1.076,239793.25,258017.537
1660176000000.0,2022-08-11 00:00:00,SRM/USDT,1.023,1.081,1.022,1.05,460486.48190476187,483510.806
1660089600000.0,2022-08-10 00:00:00,SRM/USDT,0.975,1.024,0.944,1.023,229658.61681329427,234940.765
1660003200000.0,2022-08-09 00:00:00,SRM/USDT,1.029,1.045,0.955,0.975,373054.49025641027,363728.128
1659916800000.0,2022-08-08 00:00:00,SRM/USDT,1.008,1.05,1.007,1.029,153343.09620991256,157790.046
1659830400000.0,2022-08-07 00:00:00,SRM/USDT,1.01,1.027,0.985,1.008,105676.87996031746,106522.295
1659744000000.0,2022-08-06 00:00:00,SRM/USDT,0.999,1.131,0.993,1.01,982594.6584158415,992420.605
1659657600000.0,2022-08-05 00:00:00,SRM/USDT,0.955,1.003,0.95,0.999,242499.94094094093,242257.441
1659571200000.0,2022-08-04 00:00:00,SRM/USDT,0.937,0.965,0.928,0.955,195781.58010471208,186971.409
1659484800000.0,2022-08-03 00:00:00,SRM/USDT,0.949,0.97,0.921,0.937,288225.5923159018,270067.38
1659398400000.0,2022-08-02 00:00:00,SRM/USDT,1.016,1.057,0.934,0.949,569547.0737618546,540500.173
1659312000000.0,2022-08-01 00:00:00,SRM/USDT,0.992,1.025,0.983,1.016,435255.4537401575,442219.541
1659225600000.0,2022-07-31 00:00:00,SRM/USDT,0.996,1.041,0.987,0.992,661119.8135080645,655830.855
1659139200000.0,2022-07-30 00:00:00,SRM/USDT,1.009,1.062,0.986,0.996,578338.6044176706,576025.25
1659052800000.0,2022-07-29 00:00:00,SRM/USDT,1.003,1.053,0.979,1.009,642028.5312190288,647806.788
1658966400000.0,2022-07-28 00:00:00,SRM/USDT,0.972,1.027,0.947,1.003,282176.14855433704,283022.677
1658880000000.0,2022-07-27 00:00:00,SRM/USDT,0.89,0.973,0.873,0.972,192309.1327160494,186924.477
1658793600000.0,2022-07-26 00:00:00,SRM/USDT,0.898,0.898,0.848,0.89,258176.7438202247,229777.302
1658707200000.0,2022-07-25 00:00:00,SRM/USDT,0.986,0.989,0.897,0.898,229329.0556792873,205937.492
1658620800000.0,2022-07-24 00:00:00,SRM/USDT,0.99,1.014,0.98,0.986,156121.28904665314,153935.591
1658534400000.0,2022-07-23 00:00:00,SRM/USDT,0.986,1.013,0.957,0.99,317088.25757575757,313917.375
1658448000000.0,2022-07-22 00:00:00,SRM/USDT,1.03,1.068,0.972,0.986,371917.07099391485,366710.232
1658361600000.0,2022-07-21 00:00:00,SRM/USDT,1.029,1.044,0.981,1.03,386850.2883495146,398455.797
1658275200000.0,2022-07-20 00:00:00,SRM/USDT,1.122,1.173,1.021,1.029,544867.3605442178,560668.514
1658188800000.0,2022-07-19 00:00:00,SRM/USDT,1.087,1.149,1.038,1.122,668986.7219251336,750603.102
1658102400000.0,2022-07-18 00:00:00,SRM/USDT,1.033,1.099,1.031,1.087,367277.6568537259,399230.813
1658016000000.0,2022-07-17 00:00:00,SRM/USDT,1.116,1.131,1.031,1.033,385304.0367860601,398019.07
1657929600000.0,2022-07-16 00:00:00,SRM/USDT,1.052,1.163,1.049,1.116,782264.4856630823,873007.166
1657843200000.0,2022-07-15 00:00:00,SRM/USDT,1.072,1.108,1.035,1.052,730763.3422053232,768763.036
1657756800000.0,2022-07-14 00:00:00,SRM/USDT,1.104,1.117,1.02,1.072,1041485.8516791045,1116472.833
1657670400000.0,2022-07-13 00:00:00,SRM/USDT,0.973,1.114,0.961,1.104,1420465.796195652,1568194.239
1657584000000.0,2022-07-12 00:00:00,SRM/USDT,0.937,1.003,0.931,0.973,740938.2877697842,720932.954
1657497600000.0,2022-07-11 00:00:00,SRM/USDT,0.982,1.097,0.922,0.937,1404211.0864461043,1315745.788
1657411200000.0,2022-07-10 00:00:00,SRM/USDT,0.998,1.03,0.952,0.982,835366.1191446028,820329.529
1657324800000.0,2022-07-09 00:00:00,SRM/USDT,0.883,1.053,0.868,0.998,2474901.0450901804,2469951.243
1657238400000.0,2022-07-08 00:00:00,SRM/USDT,0.774,0.927,0.77,0.883,2054992.139297848,1814558.059
1657152000000.0,2022-07-07 00:00:00,SRM/USDT,0.755,0.779,0.75,0.774,556483.3436692506,430718.108
1657065600000.0,2022-07-06 00:00:00,SRM/USDT,0.746,0.763,0.731,0.755,536007.9245033113,404685.983
1656979200000.0,2022-07-05 00:00:00,SRM/USDT,0.764,0.767,0.692,0.746,813955.3297587131,607210.676
1656892800000.0,2022-07-04 00:00:00,SRM/USDT,0.771,0.788,0.724,0.764,2185931.0549738216,1670051.326
1656806400000.0,2022-07-03 00:00:00,SRM/USDT,0.776,0.784,0.752,0.771,654285.0505836576,504453.774
1656720000000.0,2022-07-02 00:00:00,SRM/USDT,0.793,0.805,0.728,0.776,1925604.6030927834,1494269.172
1656633600000.0,2022-07-01 00:00:00,SRM/USDT,0.854,0.873,0.768,0.793,2483079.636822194,1969082.152
1656547200000.0,2022-06-30 00:00:00,SRM/USDT,0.888,0.888,0.807,0.854,409139.299765808,349404.962
1656460800000.0,2022-06-29 00:00:00,SRM/USDT,0.925,0.944,0.866,0.888,613413.5844594595,544711.263
1656374400000.0,2022-06-28 00:00:00,SRM/USDT,0.965,1.008,0.92,0.925,680210.6994594594,629194.897
1656288000000.0,2022-06-27 00:00:00,SRM/USDT,0.924,0.988,0.92,0.965,497082.5212435233,479684.633
1656201600000.0,2022-06-26 00:00:00,SRM/USDT,0.968,1.041,0.919,0.924,876072.4729437229,809490.965
1656115200000.0,2022-06-25 00:00:00,SRM/USDT,0.939,0.975,0.914,0.968,423952.11053719005,410385.643
1656028800000.0,2022-06-24 00:00:00,SRM/USDT,0.902,0.96,0.887,0.939,456380.7188498403,428541.495
1655942400000.0,2022-06-23 00:00:00,SRM/USDT,0.851,0.909,0.849,0.902,354914.4922394678,320132.872
1655856000000.0,2022-06-22 00:00:00,SRM/USDT,0.896,0.905,0.843,0.851,585618.0728554642,498360.98
1655769600000.0,2022-06-21 00:00:00,SRM/USDT,0.886,0.94,0.866,0.896,450844.50223214284,403956.674
1655683200000.0,2022-06-20 00:00:00,SRM/USDT,0.86,0.907,0.815,0.886,684291.2595936795,606282.056
1655596800000.0,2022-06-19 00:00:00,SRM/USDT,0.832,0.861,0.744,0.86,611425.1127906976,525825.597
1655510400000.0,2022-06-18 00:00:00,SRM/USDT,0.893,0.904,0.785,0.832,620497.1141826924,516253.599
1655424000000.0,2022-06-17 00:00:00,SRM/USDT,0.854,0.92,0.846,0.893,582464.8499440089,520141.111
1655337600000.0,2022-06-16 00:00:00,SRM/USDT,0.971,0.979,0.842,0.854,828867.1838407494,707852.575
1655251200000.0,2022-06-15 00:00:00,SRM/USDT,0.921,0.977,0.841,0.971,732263.8125643666,711028.162
1655164800000.0,2022-06-14 00:00:00,SRM/USDT,0.877,0.924,0.815,0.921,888081.8143322476,817923.351
1655078400000.0,2022-06-13 00:00:00,SRM/USDT,0.965,0.968,0.84,0.877,843983.2554161915,740173.315
1654992000000.0,2022-06-12 00:00:00,SRM/USDT,0.95,1.102,0.893,0.965,2080609.0352331607,2007787.719
1654905600000.0,2022-06-11 00:00:00,SRM/USDT,0.94,0.982,0.867,0.95,643493.9431578948,611319.246
1654819200000.0,2022-06-10 00:00:00,SRM/USDT,1.026,1.029,0.923,0.94,556460.4893617021,523072.86
1654732800000.0,2022-06-09 00:00:00,SRM/USDT,1.02,1.075,1.012,1.026,296453.3343079922,304161.121
1654646400000.0,2022-06-08 00:00:00,SRM/USDT,1.046,1.058,1.01,1.02,308285.1294117647,314450.832
1654560000000.0,2022-06-07 00:00:00,SRM/USDT,1.102,1.103,1.008,1.046,499882.73996175907,522877.346
1654473600000.0,2022-06-06 00:00:00,SRM/USDT,1.037,1.126,1.033,1.102,1126619.7114337566,1241534.922
1654387200000.0,2022-06-05 00:00:00,SRM/USDT,1.025,1.051,1.003,1.037,487446.8784956606,505482.413
1654300800000.0,2022-06-04 00:00:00,SRM/USDT,1.024,1.027,0.993,1.025,377513.37463414634,386951.209
1654214400000.0,2022-06-03 00:00:00,SRM/USDT,1.086,1.095,1.012,1.024,559565.4072265625,572994.977
1654128000000.0,2022-06-02 00:00:00,SRM/USDT,1.025,1.106,1.019,1.086,957412.7753222835,1039750.274
1654041600000.0,2022-06-01 00:00:00,SRM/USDT,1.128,1.162,1.006,1.025,1149954.2653658537,1178703.122
1653955200000.0,2022-05-31 00:00:00,SRM/USDT,1.155,1.186,1.096,1.128,837188.4893617022,944348.616
1653868800000.0,2022-05-30 00:00:00,SRM/USDT,1.039,1.161,1.025,1.155,864066.5627705627,997996.88
1653782400000.0,2022-05-29 00:00:00,SRM/USDT,1.029,1.045,0.998,1.039,422221.3561116459,438687.989
1653696000000.0,2022-05-28 00:00:00,SRM/USDT,1.006,1.038,0.996,1.029,530029.7619047619,545400.625
1653609600000.0,2022-05-27 00:00:00,SRM/USDT,1.04,1.054,0.995,1.006,948575.1709741551,954266.622
1653523200000.0,2022-05-26 00:00:00,SRM/USDT,1.126,1.14,1.009,1.04,894167.325,929934.018
1653436800000.0,2022-05-25 00:00:00,SRM/USDT,1.137,1.157,1.101,1.126,687231.4245115453,773822.584
1653350400000.0,2022-05-24 00:00:00,SRM/USDT,1.124,1.144,1.077,1.137,547789.8610378188,622837.072
1653264000000.0,2022-05-23 00:00:00,SRM/USDT,1.162,1.226,1.11,1.124,631904.1192170818,710260.23
1653177600000.0,2022-05-22 00:00:00,SRM/USDT,1.11,1.18,1.106,1.162,520500.80206540454,604821.932
1653091200000.0,2022-05-21 00:00:00,SRM/USDT,1.091,1.128,1.069,1.11,589714.7648648648,654583.389
1653004800000.0,2022-05-20 00:00:00,SRM/USDT,1.153,1.174,1.077,1.091,681204.1365719524,743193.713
1652918400000.0,2022-05-19 00:00:00,SRM/USDT,1.122,1.177,1.087,1.153,753636.0190806591,868942.33
1652832000000.0,2022-05-18 00:00:00,SRM/USDT,1.258,1.269,1.117,1.122,636892.968805704,714593.911
1652745600000.0,2022-05-17 00:00:00,SRM/USDT,1.214,1.284,1.192,1.258,560978.46581876,705710.91
1652659200000.0,2022-05-16 00:00:00,SRM/USDT,1.362,1.362,1.197,1.214,746092.2528830313,905755.995
1652572800000.0,2022-05-15 00:00:00,SRM/USDT,1.308,1.363,1.265,1.362,636513.9779735681,866932.038
1652486400000.0,2022-05-14 00:00:00,SRM/USDT,1.192,1.332,1.187,1.308,1105248.866207951,1445665.517
1652400000000.0,2022-05-13 00:00:00,SRM/USDT,1.035,1.224,1.024,1.192,1314097.8548657717,1566404.643
1652313600000.0,2022-05-12 00:00:00,SRM/USDT,1.161,1.205,0.986,1.035,1697329.4975845413,1756736.03
1652227200000.0,2022-05-11 00:00:00,SRM/USDT,1.456,1.479,1.107,1.161,1561767.3316106803,1813211.872
1652140800000.0,2022-05-10 00:00:00,SRM/USDT,1.412,1.573,1.381,1.456,1175714.4368131869,1711840.22
1652054400000.0,2022-05-09 00:00:00,SRM/USDT,1.689,1.714,1.4,1.412,835195.7613314448,1179296.415
1651968000000.0,2022-05-08 00:00:00,SRM/USDT,1.72,1.729,1.661,1.689,451296.2273534636,762239.328
1651881600000.0,2022-05-07 00:00:00,SRM/USDT,1.766,1.796,1.682,1.72,384828.92441860464,661905.75
1651795200000.0,2022-05-06 00:00:00,SRM/USDT,1.809,1.817,1.708,1.766,529640.9722536807,935345.957
1651708800000.0,2022-05-05 00:00:00,SRM/USDT,2.023,2.051,1.764,1.81,595078.8458563535,1077092.711
1651622400000.0,2022-05-04 00:00:00,SRM/USDT,1.819,2.03,1.815,2.023,435127.87345526443,880263.688
1651536000000.0,2022-05-03 00:00:00,SRM/USDT,1.855,1.899,1.796,1.819,361533.74271577795,657629.878
1651449600000.0,2022-05-02 00:00:00,SRM/USDT,1.909,1.936,1.788,1.855,476696.31212938007,884271.659
1651363200000.0,2022-05-01 00:00:00,SRM/USDT,1.816,1.922,1.767,1.909,409192.7008905186,781148.866
1651276800000.0,2022-04-30 00:00:00,SRM/USDT,1.991,2.165,1.78,1.816,741217.6426211454,1346051.239
1651190400000.0,2022-04-29 00:00:00,SRM/USDT,2.158,2.198,1.962,1.991,719290.4756403817,1432107.337
1651104000000.0,2022-04-28 00:00:00,SRM/USDT,2.145,2.269,2.125,2.158,565741.4703429102,1220870.093
1651017600000.0,2022-04-27 00:00:00,SRM/USDT,2.092,2.175,2.076,2.145,382207.9738927739,819836.104
1650931200000.0,2022-04-26 00:00:00,SRM/USDT,2.276,2.295,2.067,2.092,439244.6223709369,918899.75
1650844800000.0,2022-04-25 00:00:00,SRM/USDT,2.309,2.313,2.116,2.276,363503.6493848858,827334.306
1650758400000.0,2022-04-24 00:00:00,SRM/USDT,2.353,2.392,2.298,2.309,219106.06582936336,505915.906
1650672000000.0,2022-04-23 00:00:00,SRM/USDT,2.438,2.443,2.33,2.353,189684.69060773478,446328.077
1650585600000.0,2022-04-22 00:00:00,SRM/USDT,2.44,2.552,2.389,2.438,387464.8305988515,944639.257
1650499200000.0,2022-04-21 00:00:00,SRM/USDT,2.427,2.651,2.383,2.44,735110.2266393442,1793668.953
1650412800000.0,2022-04-20 00:00:00,SRM/USDT,2.474,2.518,2.367,2.427,344850.5953852493,836952.395
1650326400000.0,2022-04-19 00:00:00,SRM/USDT,2.387,2.483,2.352,2.474,308385.4749393694,762945.665
1650240000000.0,2022-04-18 00:00:00,SRM/USDT,2.362,2.405,2.226,2.387,403079.685379137,962151.209
1650153600000.0,2022-04-17 00:00:00,SRM/USDT,2.482,2.507,2.34,2.362,318640.9801016088,752629.995
1650067200000.0,2022-04-16 00:00:00,SRM/USDT,2.448,2.501,2.415,2.482,555447.3460918614,1378620.313
1649980800000.0,2022-04-15 00:00:00,SRM/USDT,2.431,2.482,2.382,2.448,273223.8537581699,668851.994
1649894400000.0,2022-04-14 00:00:00,SRM/USDT,2.575,2.581,2.393,2.431,411272.4866310161,999803.415
1649808000000.0,2022-04-13 00:00:00,SRM/USDT,2.365,2.577,2.364,2.574,828769.7964257963,2133253.456
1649721600000.0,2022-04-12 00:00:00,SRM/USDT,2.262,2.398,2.222,2.365,520960.9340380549,1232072.609
1649635200000.0,2022-04-11 00:00:00,SRM/USDT,2.55,2.559,2.231,2.262,682630.5057471264,1544110.204
1649548800000.0,2022-04-10 00:00:00,SRM/USDT,2.681,2.683,2.538,2.55,284265.24705882353,724876.38
1649462400000.0,2022-04-09 00:00:00,SRM/USDT,2.615,2.698,2.594,2.681,400852.89705333835,1074686.617
1649376000000.0,2022-04-08 00:00:00,SRM/USDT,2.683,2.773,2.588,2.615,720828.0340344168,1884965.309
1649289600000.0,2022-04-07 00:00:00,SRM/USDT,2.535,2.724,2.485,2.683,700088.5128587403,1878337.48
1649203200000.0,2022-04-06 00:00:00,SRM/USDT,2.927,2.927,2.52,2.535,938606.0666666667,2379366.379
1649116800000.0,2022-04-05 00:00:00,SRM/USDT,3.117,3.132,2.909,2.927,612646.7236077895,1793216.96
1649030400000.0,2022-04-04 00:00:00,SRM/USDT,3.296,3.296,2.961,3.117,822298.6875200514,2563105.009
1648944000000.0,2022-04-03 00:00:00,SRM/USDT,3.296,3.408,3.231,3.296,632226.7894417476,2083819.498
1648857600000.0,2022-04-02 00:00:00,SRM/USDT,3.436,3.599,3.282,3.296,1008446.2211771846,3323838.745
1648771200000.0,2022-04-01 00:00:00,SRM/USDT,3.233,3.445,3.061,3.436,1059454.9618742724,3640287.249
1648684800000.0,2022-03-31 00:00:00,SRM/USDT,3.45,3.59,3.187,3.233,1455480.6838849366,4705569.051
1648598400000.0,2022-03-30 00:00:00,SRM/USDT,3.312,3.701,3.176,3.45,2037835.5130434781,7030532.52
1648512000000.0,2022-03-29 00:00:00,SRM/USDT,3.366,3.55,3.194,3.312,1245753.788647343,4125936.548
1648425600000.0,2022-03-28 00:00:00,SRM/USDT,3.102,3.5,3.034,3.366,1049358.7448009506,3532141.535
1648339200000.0,2022-03-27 00:00:00,SRM/USDT,3.032,3.13,2.834,3.102,486747.91779497097,1509892.041
1648252800000.0,2022-03-26 00:00:00,SRM/USDT,3.108,3.156,2.994,3.032,495915.4551451187,1503615.66
1648166400000.0,2022-03-25 00:00:00,SRM/USDT,3.077,3.292,2.96,3.108,981048.0527670528,3049097.348
1648080000000.0,2022-03-24 00:00:00,SRM/USDT,3.141,3.191,2.869,3.077,1067474.723756906,3284619.725
1647993600000.0,2022-03-23 00:00:00,SRM/USDT,2.501,3.145,2.475,3.141,1425785.8022922636,4478393.205
1647907200000.0,2022-03-22 00:00:00,SRM/USDT,2.474,2.601,2.394,2.501,964274.7556977209,2411651.164
1647820800000.0,2022-03-21 00:00:00,SRM/USDT,2.593,2.699,2.443,2.474,942550.8451899758,2331870.791
1647734400000.0,2022-03-20 00:00:00,SRM/USDT,2.698,2.989,2.563,2.593,1815694.8665638256,4708096.789
1647648000000.0,2022-03-19 00:00:00,SRM/USDT,2.166,2.711,2.166,2.699,2283614.3015931826,6163475.0
1647561600000.0,2022-03-18 00:00:00,SRM/USDT,1.884,2.192,1.852,2.166,1455894.5203139428,3153467.531
1647475200000.0,2022-03-17 00:00:00,SRM/USDT,1.894,1.918,1.85,1.884,320461.43046709127,603749.335
1647388800000.0,2022-03-16 00:00:00,SRM/USDT,1.831,1.895,1.793,1.894,544499.0374868005,1031281.177
1647302400000.0,2022-03-15 00:00:00,SRM/USDT,1.813,1.848,1.75,1.831,323492.167667941,592314.159
1647216000000.0,2022-03-14 00:00:00,SRM/USDT,1.766,1.823,1.746,1.813,355913.0027578599,645270.274
1647129600000.0,2022-03-13 00:00:00,SRM/USDT,1.833,1.872,1.759,1.767,220600.37125070745,389800.856
1647043200000.0,2022-03-12 00:00:00,SRM/USDT,1.85,1.879,1.829,1.833,234667.25313693398,430145.075
1646956800000.0,2022-03-11 00:00:00,SRM/USDT,1.88,1.885,1.792,1.85,493804.98864864866,913539.229
1646870400000.0,2022-03-10 00:00:00,SRM/USDT,1.93,1.945,1.809,1.88,605058.5957446808,1137510.16
1646784000000.0,2022-03-09 00:00:00,SRM/USDT,1.805,1.936,1.801,1.93,517175.5264248705,998148.766
1646697600000.0,2022-03-08 00:00:00,SRM/USDT,1.784,1.843,1.771,1.805,647782.6858725762,1169247.748
1646611200000.0,2022-03-07 00:00:00,SRM/USDT,1.832,1.884,1.743,1.784,668828.1793721974,1193189.472
1646524800000.0,2022-03-06 00:00:00,SRM/USDT,1.878,1.887,1.81,1.832,380212.4601528384,696549.227
1646438400000.0,2022-03-05 00:00:00,SRM/USDT,1.836,1.887,1.804,1.878,291720.0862619809,547850.322
1646352000000.0,2022-03-04 00:00:00,SRM/USDT,1.976,1.979,1.812,1.836,672922.2750544662,1235485.297
1646265600000.0,2022-03-03 00:00:00,SRM/USDT,2.077,2.084,1.933,1.976,670491.3481781377,1324890.904
1646179200000.0,2022-03-02 00:00:00,SRM/USDT,2.094,2.124,2.025,2.077,1014888.9455946075,2107924.34
1646092800000.0,2022-03-01 00:00:00,SRM/USDT,2.093,2.143,2.029,2.094,739649.1571155683,1548825.335
1646006400000.0,2022-02-28 00:00:00,SRM/USDT,1.903,2.095,1.876,2.093,743903.0802675586,1556989.147
1645920000000.0,2022-02-27 00:00:00,SRM/USDT,1.981,2.04,1.874,1.903,585844.253284288,1114861.614
1645833600000.0,2022-02-26 00:00:00,SRM/USDT,1.944,2.023,1.934,1.981,512079.07067137805,1014428.639
1645747200000.0,2022-02-25 00:00:00,SRM/USDT,1.839,1.971,1.815,1.944,729824.1121399177,1418778.074
1645660800000.0,2022-02-24 00:00:00,SRM/USDT,1.874,1.892,1.657,1.839,1107704.3817292007,2037068.358
1645574400000.0,2022-02-23 00:00:00,SRM/USDT,1.953,2.031,1.865,1.874,616145.2433297759,1154656.186
1645488000000.0,2022-02-22 00:00:00,SRM/USDT,1.906,1.982,1.845,1.953,877258.5980542754,1713286.042
1645401600000.0,2022-02-21 00:00:00,SRM/USDT,2.06,2.146,1.903,1.906,723033.0351521511,1378100.965
1645315200000.0,2022-02-20 00:00:00,SRM/USDT,2.153,2.155,2.022,2.06,398510.52815533977,820931.688
1645228800000.0,2022-02-19 00:00:00,SRM/USDT,2.157,2.184,2.09,2.153,258418.2025081282,556374.39
1645142400000.0,2022-02-18 00:00:00,SRM/USDT,2.209,2.256,2.124,2.157,409804.48678720446,883948.278
1645056000000.0,2022-02-17 00:00:00,SRM/USDT,2.428,2.448,2.185,2.209,443812.0950656405,980380.918
1644969600000.0,2022-02-16 00:00:00,SRM/USDT,2.453,2.48,2.36,2.428,503182.6157331137,1221727.391
1644883200000.0,2022-02-15 00:00:00,SRM/USDT,2.266,2.465,2.262,2.453,485814.10110069305,1191701.99
1644796800000.0,2022-02-14 00:00:00,SRM/USDT,2.254,2.294,2.187,2.266,486578.5344218888,1102586.959
1644710400000.0,2022-02-13 00:00:00,SRM/USDT,2.287,2.332,2.205,2.254,397599.9977817214,896190.395
1644624000000.0,2022-02-12 00:00:00,SRM/USDT,2.332,2.349,2.226,2.287,594612.1241801487,1359877.928
1644537600000.0,2022-02-11 00:00:00,SRM/USDT,2.487,2.546,2.253,2.332,873032.4258147514,2035911.617
1644451200000.0,2022-02-10 00:00:00,SRM/USDT,2.642,2.721,2.473,2.487,643877.9437072778,1601324.446
1644364800000.0,2022-02-09 00:00:00,SRM/USDT,2.553,2.68,2.481,2.642,428224.2494322483,1131368.467
1644278400000.0,2022-02-08 00:00:00,SRM/USDT,2.687,2.696,2.457,2.553,723095.7081864474,1846063.343
1644192000000.0,2022-02-07 00:00:00,SRM/USDT,2.561,2.819,2.5,2.687,599339.7164123558,1610425.818
1644105600000.0,2022-02-06 00:00:00,SRM/USDT,2.528,2.605,2.439,2.561,370384.8227254978,948555.531
1644019200000.0,2022-02-05 00:00:00,SRM/USDT,2.433,2.605,2.41,2.528,467543.37420886074,1181949.65
1643932800000.0,2022-02-04 00:00:00,SRM/USDT,2.264,2.439,2.23,2.433,573974.1792026305,1396479.178
1643846400000.0,2022-02-03 00:00:00,SRM/USDT,2.26,2.269,2.163,2.264,440305.31448763254,996851.232
1643760000000.0,2022-02-02 00:00:00,SRM/USDT,2.365,2.459,2.234,2.26,586643.3061946903,1325813.872
1643673600000.0,2022-02-01 00:00:00,SRM/USDT,2.315,2.408,2.297,2.365,377622.85412262153,893078.05
1643587200000.0,2022-01-31 00:00:00,SRM/USDT,2.31,2.317,2.188,2.315,135563.9161987041,313830.466
1643500800000.0,2022-01-30 00:00:00,SRM/USDT,2.256,2.364,2.219,2.308,244095.2512998267,563371.84
1643414400000.0,2022-01-29 00:00:00,SRM/USDT,2.198,2.299,2.194,2.256,235631.90292553193,531585.573
1643328000000.0,2022-01-28 00:00:00,SRM/USDT,2.121,2.216,2.087,2.198,345817.91310282075,760107.773
1643241600000.0,2022-01-27 00:00:00,SRM/USDT,2.116,2.169,2.034,2.121,398395.34559170203,844996.528
1643155200000.0,2022-01-26 00:00:00,SRM/USDT,2.101,2.285,2.076,2.116,970809.5236294896,2054232.952
1643068800000.0,2022-01-25 00:00:00,SRM/USDT,2.117,2.153,2.047,2.101,619556.6020942408,1301688.421
