https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CHR,Volume USDT
1663099200,2022-09-13 20:00:00,CHR/USDT,0.167562,0.167562,0.16628,0.166428,20862.5101,3478.4979296954
1663095600,2022-09-13 19:00:00,CHR/USDT,0.165301,0.168026,0.164503,0.16781,179288.86115314,29756.54804566736973
1663092000,2022-09-13 18:00:00,CHR/USDT,0.167806,0.168572,0.16531,0.165734,44517.41469803,7467.93533237371204
1663088400,2022-09-13 17:00:00,CHR/USDT,0.167446,0.169026,0.167277,0.168083,290571.02797994,49025.29690516659354
1663084800,2022-09-13 16:00:00,CHR/USDT,0.167251,0.168444,0.166965,0.167447,23873.8727409,4005.69458562382796
1663081200,2022-09-13 15:00:00,CHR/USDT,0.167546,0.168026,0.167049,0.167399,63361.43988013,10609.37146227114418
1663077600,2022-09-13 14:00:00,CHR/USDT,0.168764,0.169937,0.166485,0.167727,46368.35309218,7842.73381961966096
1663074000,2022-09-13 13:00:00,CHR/USDT,0.167748,0.170175,0.166942,0.168795,63036.29054874,10628.46986682685123
1663070400,2022-09-13 12:00:00,CHR/USDT,0.179709,0.181036,0.1646,0.168053,438690.75608438,74559.27082061732381
1663066800,2022-09-13 11:00:00,CHR/USDT,0.180394,0.18114,0.17938,0.179529,105135.80880415,18979.41164270025785
1663063200,2022-09-13 10:00:00,CHR/USDT,0.17958,0.18077,0.1792,0.180701,3724.38271527,672.88717984847303
1663059600,2022-09-13 09:00:00,CHR/USDT,0.180869,0.181927,0.178499,0.179103,35269.8781639,6341.78587308303272
1663056000,2022-09-13 08:00:00,CHR/USDT,0.182298,0.1826,0.18042,0.180658,14653.39405915,2666.68254713191057
1663052400,2022-09-13 07:00:00,CHR/USDT,0.18,0.18256,0.179589,0.182325,8696.7878,1575.6953009019
1663048800,2022-09-13 06:00:00,CHR/USDT,0.179201,0.182,0.17894,0.179882,40267.96339719,7241.28544339016068
1663045200,2022-09-13 05:00:00,CHR/USDT,0.180436,0.181139,0.17938,0.17938,12004.64043918,2162.82944324796334
1663041600,2022-09-13 04:00:00,CHR/USDT,0.181022,0.18214,0.179598,0.179845,7566.73757464,1366.83403919711472
1663038000,2022-09-13 03:00:00,CHR/USDT,0.179099,0.180945,0.178368,0.180763,1098.22371405,197.249936168897
1663034400,2022-09-13 02:00:00,CHR/USDT,0.17766,0.179562,0.176119,0.179181,11761.65123716,2097.84922752882307
1663030800,2022-09-13 01:00:00,CHR/USDT,0.178452,0.179261,0.176428,0.177667,9259.14763726,1646.87917487791352
1663027200,2022-09-13 00:00:00,CHR/USDT,0.183628,0.183628,0.176634,0.178494,45998.21625074,8259.22815063131741
1663023600,2022-09-12 23:00:00,CHR/USDT,0.183146,0.18458,0.182845,0.183511,19275.9766,3540.8432784466
1663020000,2022-09-12 22:00:00,CHR/USDT,0.183538,0.184322,0.182476,0.183446,9174.5167,1682.9406273064
1663016400,2022-09-12 21:00:00,CHR/USDT,0.185237,0.185237,0.183435,0.184147,48313.40029705,8880.93901861063325
1663012800,2022-09-12 20:00:00,CHR/USDT,0.184055,0.18568,0.183546,0.185424,35839.04722449,6628.41673663179936
1663009200,2022-09-12 19:00:00,CHR/USDT,0.184127,0.18462,0.183399,0.184198,15768.08982398,2897.73428769987941
1663005600,2022-09-12 18:00:00,CHR/USDT,0.184311,0.184691,0.182946,0.184671,3873.3718,711.6564541253
1663002000,2022-09-12 17:00:00,CHR/USDT,0.183878,0.184941,0.183282,0.184426,3564.3077,657.0467592876
1662998400,2022-09-12 16:00:00,CHR/USDT,0.184504,0.185068,0.181164,0.184479,102025.40279785,18680.93180379782259
1662994800,2022-09-12 15:00:00,CHR/USDT,0.187396,0.187533,0.183958,0.184458,17836.4423,3321.6340838772
1662991200,2022-09-12 14:00:00,CHR/USDT,0.188149,0.189688,0.18688,0.187396,5231.9848,982.4000693317
1662987600,2022-09-12 13:00:00,CHR/USDT,0.187891,0.189207,0.187278,0.188753,36851.36872747,6965.78488305551629
1662984000,2022-09-12 12:00:00,CHR/USDT,0.187674,0.1885,0.187038,0.188215,1740.4658,326.1714739337
1662980400,2022-09-12 11:00:00,CHR/USDT,0.188405,0.188804,0.186927,0.187788,15674.91300069,2948.11409007497652
1662976800,2022-09-12 10:00:00,CHR/USDT,0.187462,0.189505,0.185819,0.18809,107810.10720022,20281.26685543633667
1662973200,2022-09-12 09:00:00,CHR/USDT,0.188036,0.188036,0.186549,0.187508,6669.1037,1249.1815497722
1662969600,2022-09-12 08:00:00,CHR/USDT,0.186315,0.188212,0.185376,0.188014,2603.29861253,484.46930681229523
1662966000,2022-09-12 07:00:00,CHR/USDT,0.185753,0.186656,0.185228,0.186268,24888.72418484,4632.91349234657712
1662962400,2022-09-12 06:00:00,CHR/USDT,0.185024,0.186579,0.184438,0.185811,5841.8029769,1084.6634441547484
1662958800,2022-09-12 05:00:00,CHR/USDT,0.184155,0.185081,0.183748,0.185035,218.5099,40.3866738923
1662955200,2022-09-12 04:00:00,CHR/USDT,0.183958,0.184939,0.183958,0.184385,1097.99642372,202.44481093893028
1662951600,2022-09-12 03:00:00,CHR/USDT,0.185596,0.186045,0.182132,0.183878,5120.5031,944.0203331486
1662948000,2022-09-12 02:00:00,CHR/USDT,0.188098,0.188684,0.184042,0.185278,6297.82433494,1170.13049028436982
1662944400,2022-09-12 01:00:00,CHR/USDT,0.181208,0.188652,0.180198,0.187748,22890.2788,4225.2698703388
1662940800,2022-09-12 00:00:00,CHR/USDT,0.183893,0.184691,0.181304,0.181304,19553.9363,3587.787305854
1662937200,2022-09-11 23:00:00,CHR/USDT,0.182476,0.184042,0.181373,0.184031,1035.261,188.9313477329
1662933600,2022-09-11 22:00:00,CHR/USDT,0.182416,0.184042,0.182363,0.182495,16272.77920005,2981.62307377441815
1662930000,2022-09-11 21:00:00,CHR/USDT,0.184698,0.185331,0.181164,0.182091,29770.6811,5462.3163306026
1662926400,2022-09-11 20:00:00,CHR/USDT,0.185996,0.18621,0.182946,0.185068,20869.37345921,3853.23035947661875
1662922800,2022-09-11 19:00:00,CHR/USDT,0.185849,0.186398,0.185543,0.186195,837.05761385,155.85933353147495
1662919200,2022-09-11 18:00:00,CHR/USDT,0.186995,0.18711,0.18568,0.18568,1866.0442,348.4600169565
1662915600,2022-09-11 17:00:00,CHR/USDT,0.187913,0.188975,0.186996,0.186996,287892.27925839,54096.6326775088724
1662912000,2022-09-11 16:00:00,CHR/USDT,0.186352,0.18794,0.186352,0.18794,46891.55729189,8759.72774584163511
1662908400,2022-09-11 15:00:00,CHR/USDT,0.185749,0.186909,0.185376,0.186436,947.2549,176.671478548
1662904800,2022-09-11 14:00:00,CHR/USDT,0.186795,0.187349,0.18568,0.185735,5984.5899,1115.1677326826
1662901200,2022-09-11 13:00:00,CHR/USDT,0.18713,0.18713,0.185933,0.186694,428.0016,79.804519656
1662897600,2022-09-11 12:00:00,CHR/USDT,0.187317,0.187943,0.186248,0.187825,4457.9328,835.2998248888
1662894000,2022-09-11 11:00:00,CHR/USDT,0.186868,0.187695,0.186868,0.187566,16989.60849678,3181.49104882463748
1662890400,2022-09-11 10:00:00,CHR/USDT,0.187001,0.18715,0.185926,0.186749,470.82500984,87.77431940582968
1662886800,2022-09-11 09:00:00,CHR/USDT,0.188089,0.188089,0.186794,0.186794,850.44600757,159.23646939090233
1662883200,2022-09-11 08:00:00,CHR/USDT,0.186064,0.188724,0.185608,0.188623,62184.23996829,11669.86426468903507
1662879600,2022-09-11 07:00:00,CHR/USDT,0.183649,0.186314,0.183649,0.186206,21035.55328988,3895.68506798419528
1662876000,2022-09-11 06:00:00,CHR/USDT,0.18644,0.186909,0.181497,0.183814,105298.7163,19338.1723391206
1662872400,2022-09-11 05:00:00,CHR/USDT,0.186888,0.186888,0.185611,0.185955,3200.8968,594.9949349844
1662868800,2022-09-11 04:00:00,CHR/USDT,0.186995,0.187951,0.186995,0.18713,260.2912,48.8118732842
1662865200,2022-09-11 03:00:00,CHR/USDT,0.186317,0.186927,0.186295,0.186779,8779.23596763,1636.63462384514528
1662861600,2022-09-11 02:00:00,CHR/USDT,0.187119,0.187355,0.185362,0.185475,5302.18020989,984.42130710778505
1662858000,2022-09-11 01:00:00,CHR/USDT,0.18824,0.18903,0.186549,0.186549,63315.3731,11886.3606223838
1662854400,2022-09-11 00:00:00,CHR/USDT,0.186053,0.188229,0.186053,0.187943,182837.47931551,34122.22760571165094
1662850800,2022-09-10 23:00:00,CHR/USDT,0.186793,0.186942,0.185356,0.185766,5304.8833,988.1335400421
1662847200,2022-09-10 22:00:00,CHR/USDT,0.185061,0.187421,0.185061,0.187041,889.5074,165.7666932012
1662843600,2022-09-10 21:00:00,CHR/USDT,0.184224,0.185819,0.183965,0.18452,10678.68074357,1969.66077811369748
1662840000,2022-09-10 20:00:00,CHR/USDT,0.184555,0.184731,0.182964,0.183878,11241.21449598,2075.31270686307857
1662836400,2022-09-10 19:00:00,CHR/USDT,0.184995,0.185034,0.184231,0.184612,4825.98030757,891.51882137550022
1662832800,2022-09-10 18:00:00,CHR/USDT,0.184277,0.185177,0.184224,0.184995,2708.8319211,500.95645625560523
1662829200,2022-09-10 17:00:00,CHR/USDT,0.185847,0.185847,0.183615,0.183615,13355.86366838,2475.38003709277962
1662825600,2022-09-10 16:00:00,CHR/USDT,0.185452,0.186011,0.183714,0.185761,32818.94162669,6077.94923121232416
1662822000,2022-09-10 15:00:00,CHR/USDT,0.187445,0.18788,0.18531,0.185504,42550.22344921,7934.02406464670575
1662818400,2022-09-10 14:00:00,CHR/USDT,0.186484,0.188319,0.18637,0.186549,3217.0944369,602.06845287139288
1662814800,2022-09-10 13:00:00,CHR/USDT,0.190065,0.190065,0.186248,0.186752,32919.01147688,6175.84075986366664
1662811200,2022-09-10 12:00:00,CHR/USDT,0.190226,0.192166,0.1885,0.189934,179782.37838202,34260.67084486726147
1662807600,2022-09-10 11:00:00,CHR/USDT,0.188937,0.190067,0.188468,0.189968,4455.61214227,843.43248503973209
1662804000,2022-09-10 10:00:00,CHR/USDT,0.189266,0.189373,0.188,0.188604,49526.11489876,9371.39096810077748
1662800400,2022-09-10 09:00:00,CHR/USDT,0.189142,0.191112,0.189142,0.189669,28890.2987,5494.6087408777
1662796800,2022-09-10 08:00:00,CHR/USDT,0.186363,0.191094,0.186211,0.188706,78652.33248043,14972.67732955585568
1662793200,2022-09-10 07:00:00,CHR/USDT,0.18937,0.189504,0.184551,0.186248,37151.73431611,6900.049855536505
1662789600,2022-09-10 06:00:00,CHR/USDT,0.187202,0.189877,0.187099,0.18927,8515.6148,1610.1660751988
1662786000,2022-09-10 05:00:00,CHR/USDT,0.184848,0.187702,0.184848,0.187109,18743.31553266,3508.21574245104312
1662782400,2022-09-10 04:00:00,CHR/USDT,0.186976,0.189005,0.184551,0.185274,7755.06492892,1455.99902089586271
1662778800,2022-09-10 03:00:00,CHR/USDT,0.187964,0.188596,0.186914,0.186972,5643.424911,1062.782121974845
1662775200,2022-09-10 02:00:00,CHR/USDT,0.187674,0.188395,0.186909,0.188292,321.34496474,60.27129137841548
1662771600,2022-09-10 01:00:00,CHR/USDT,0.187933,0.18927,0.186794,0.186794,19784.8969,3736.2720248169
1662768000,2022-09-10 00:00:00,CHR/USDT,0.186653,0.188159,0.185673,0.188159,9731.28206713,1815.89779006069811
1662764400,2022-09-09 23:00:00,CHR/USDT,0.185053,0.187323,0.183775,0.18656,5282.14654528,981.79764559433097
1662760800,2022-09-09 22:00:00,CHR/USDT,0.185104,0.185746,0.184988,0.185561,164.75271064,30.53936694362722
1662757200,2022-09-09 21:00:00,CHR/USDT,0.184905,0.185556,0.184728,0.184812,2612.84260936,483.37190988015184
1662753600,2022-09-09 20:00:00,CHR/USDT,0.184551,0.185935,0.184549,0.184961,3165.25925548,586.33213337372311
1662750000,2022-09-09 19:00:00,CHR/USDT,0.183367,0.184412,0.183296,0.184412,4111.0241055,754.43260411889148
1662746400,2022-09-09 18:00:00,CHR/USDT,0.182688,0.183549,0.182688,0.183397,4243.49494322,776.47247019579638
1662742800,2022-09-09 17:00:00,CHR/USDT,0.184671,0.185068,0.182476,0.182935,9713.1104807,1793.17187383517474
1662739200,2022-09-09 16:00:00,CHR/USDT,0.18456,0.184671,0.182844,0.184671,18909.92234727,3479.65141741760622
1662735600,2022-09-09 15:00:00,CHR/USDT,0.186165,0.186232,0.184412,0.184935,8815.23577321,1635.21314962174676
1662732000,2022-09-09 14:00:00,CHR/USDT,0.185712,0.18702,0.184972,0.186234,3422.8288013,637.58416720511954
1662728400,2022-09-09 13:00:00,CHR/USDT,0.185356,0.185712,0.183952,0.185712,38997.56162215,7212.22051663237534
1662724800,2022-09-09 12:00:00,CHR/USDT,0.183703,0.187458,0.183703,0.185376,32695.01635528,6081.24513691987824
1662721200,2022-09-09 11:00:00,CHR/USDT,0.183751,0.184097,0.18271,0.183897,70080.86790175,12863.02733313308859
1662717600,2022-09-09 10:00:00,CHR/USDT,0.184069,0.184663,0.182946,0.183665,5072.2799553,930.82896814240939
1662714000,2022-09-09 09:00:00,CHR/USDT,0.185213,0.185213,0.183586,0.183993,2917.16659079,536.65932151034956
1662710400,2022-09-09 08:00:00,CHR/USDT,0.182841,0.186,0.182837,0.185176,46076.86511083,8463.69294339250474
1662706800,2022-09-09 07:00:00,CHR/USDT,0.184153,0.184153,0.182382,0.183164,41496.67181496,7595.88898371026744
1662703200,2022-09-09 06:00:00,CHR/USDT,0.184365,0.184727,0.183806,0.184205,16490.72225296,3040.3886369742704
1662699600,2022-09-09 05:00:00,CHR/USDT,0.183935,0.184719,0.18356,0.183887,29933.24047038,5503.2755045160327
1662696000,2022-09-09 04:00:00,CHR/USDT,0.181754,0.184243,0.181521,0.183839,10815.55000779,1982.15448264424551
1662692400,2022-09-09 03:00:00,CHR/USDT,0.179229,0.18214,0.178643,0.1815,5773.24435606,1040.98717287438168
1662688800,2022-09-09 02:00:00,CHR/USDT,0.179188,0.180037,0.178499,0.179119,16976.82952113,3041.3067900734874
1662685200,2022-09-09 01:00:00,CHR/USDT,0.179759,0.181042,0.179134,0.179134,77520.41080073,13963.89417244347026
1662681600,2022-09-09 00:00:00,CHR/USDT,0.177207,0.17975,0.177207,0.179571,76375.57500219,13667.30528018756178
1662678000,2022-09-08 23:00:00,CHR/USDT,0.176639,0.17726,0.176024,0.177171,2066.78026165,365.54324709651016
1662674400,2022-09-08 22:00:00,CHR/USDT,0.176766,0.176992,0.176,0.176453,1315.29735194,232.26151039373968
1662670800,2022-09-08 21:00:00,CHR/USDT,0.17665,0.17686,0.176,0.176323,24408.0541,4305.9421588574
1662667200,2022-09-08 20:00:00,CHR/USDT,0.176831,0.177566,0.176571,0.176845,39639.10486208,7012.58840876243071
1662663600,2022-09-08 19:00:00,CHR/USDT,0.175431,0.177221,0.175122,0.177221,1249.79865824,220.33903313974989
1662660000,2022-09-08 18:00:00,CHR/USDT,0.175124,0.175908,0.174386,0.175327,1284.3063,224.8429214742
1662656400,2022-09-08 17:00:00,CHR/USDT,0.174983,0.175683,0.174241,0.175116,5120.41987138,894.2912211378287
1662652800,2022-09-08 16:00:00,CHR/USDT,0.175915,0.175985,0.173399,0.17523,35808.11994679,6246.12095835171103
1662649200,2022-09-08 15:00:00,CHR/USDT,0.177659,0.177851,0.175996,0.175996,8106.5595418,1437.07209993575008
