https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume IXS,Volume USDT
1663459200,2022-09-18 00:00:00,IXS/USDT,0.05784,0.0579,0.05675,0.05675,153310.4148,8807.422418195
1663372800,2022-09-17 00:00:00,IXS/USDT,0.05789,0.06125,0.05622,0.05774,4321036.0798,250189.228845287
1663286400,2022-09-16 00:00:00,IXS/USDT,0.05726,0.05965,0.05537,0.05761,4175408.8294,237882.585656426
1663200000,2022-09-15 00:00:00,IXS/USDT,0.06408,0.0653,0.0557,0.05719,4954809.8988,298768.363671059
1663113600,2022-09-14 00:00:00,IXS/USDT,0.0572,0.075,0.05713,0.06387,5990449.217,363897.573372512
1663027200,2022-09-13 00:00:00,IXS/USDT,0.0631,0.06466,0.0559,0.05721,4543220.1531,273013.434735822
1662940800,2022-09-12 00:00:00,IXS/USDT,0.06817,0.07009,0.06096,0.06331,3559573.9564,233166.978961025
1662854400,2022-09-11 00:00:00,IXS/USDT,0.06875,0.0729,0.0666,0.0685,3043773.2664,211645.498986358
1662768000,2022-09-10 00:00:00,IXS/USDT,0.06878,0.07,0.0655,0.06809,2380114.4718,161160.560184025
1662681600,2022-09-09 00:00:00,IXS/USDT,0.069,0.0729,0.0672,0.0692,2300488.2178,160540.296460833
1662595200,2022-09-08 00:00:00,IXS/USDT,0.06581,0.0718,0.06515,0.06945,2224199.7772,150142.517665888
1662508800,2022-09-07 00:00:00,IXS/USDT,0.06855,0.07576,0.06375,0.06665,2947795.5737,199000.419203295
1662422400,2022-09-06 00:00:00,IXS/USDT,0.06719,0.07916,0.06459,0.06772,3553030.6979,242685.500545107
1662336000,2022-09-05 00:00:00,IXS/USDT,0.06901,0.07026,0.0659,0.06701,3268407.5847,222886.579910567
1662249600,2022-09-04 00:00:00,IXS/USDT,0.068,0.07,0.0659,0.06915,3315933.7151,225089.284475586
1662163200,2022-09-03 00:00:00,IXS/USDT,0.07145,0.07307,0.0678,0.06813,3574476.1447,248919.773364221
1662076800,2022-09-02 00:00:00,IXS/USDT,0.07119,0.07348,0.06831,0.07162,3743184.6923,265665.339479121
1661990400,2022-09-01 00:00:00,IXS/USDT,0.07927,0.0826,0.0692,0.07092,3596508.806,272548.555440499
1661904000,2022-08-31 00:00:00,IXS/USDT,0.08149,0.0848,0.07792,0.07859,2632281.8243,212495.008830166
1661817600,2022-08-30 00:00:00,IXS/USDT,0.08622,0.08754,0.08088,0.08234,1964186.4037,166012.920201372
1661731200,2022-08-29 00:00:00,IXS/USDT,0.08533,0.08871,0.08136,0.08696,2505479.4162,210630.166904468
1661644800,2022-08-28 00:00:00,IXS/USDT,0.07966,0.0991,0.07811,0.08526,3029313.1423,253743.214049955
1661558400,2022-08-27 00:00:00,IXS/USDT,0.07931,0.08122,0.07693,0.07931,2683995.8757,212014.696861043
1661472000,2022-08-26 00:00:00,IXS/USDT,0.09729,0.0983,0.07877,0.08036,2795022.8895,253716.90107468
1661385600,2022-08-25 00:00:00,IXS/USDT,0.09523,0.0983,0.09511,0.09806,2198959.6394,211901.478657131
1661299200,2022-08-24 00:00:00,IXS/USDT,0.10494,0.10629,0.09118,0.09621,2760390.2418,270359.000772937
1661212800,2022-08-23 00:00:00,IXS/USDT,0.0956,0.11999,0.08589,0.10609,6316817.00199034,651244.210404232298
1661126400,2022-08-22 00:00:00,IXS/USDT,0.07076,0.1079,0.06827,0.09566,5287783.2166,400215.182948912
1661040000,2022-08-21 00:00:00,IXS/USDT,0.06573,0.07162,0.06563,0.0707,4764070.0107,325660.412539714
1660953600,2022-08-20 00:00:00,IXS/USDT,0.06398,0.0781,0.06366,0.06555,4837802.25758029,319222.548223760647
1660867200,2022-08-19 00:00:00,IXS/USDT,0.06971,0.06971,0.06322,0.06374,4780519.8565,312162.516333199
1660780800,2022-08-18 00:00:00,IXS/USDT,0.06952,0.07009,0.06861,0.06971,4405135.5407,306439.139828846
1660694400,2022-08-17 00:00:00,IXS/USDT,0.06957,0.07089,0.0659,0.06945,3930642.6171,271618.174567787
1660608000,2022-08-16 00:00:00,IXS/USDT,0.0673,0.0709,0.06568,0.06924,3131279.5202,211868.407064622
1660521600,2022-08-15 00:00:00,IXS/USDT,0.06717,0.06989,0.0657,0.06734,3078025.1092,207185.148831881
1660435200,2022-08-14 00:00:00,IXS/USDT,0.06826,0.07055,0.0651,0.06705,2650825.4003,182006.971213749
1660348800,2022-08-13 00:00:00,IXS/USDT,0.06462,0.0691,0.06426,0.06792,2965923.9767,197839.891561458
1660262400,2022-08-12 00:00:00,IXS/USDT,0.06377,0.0648,0.06186,0.0647,3140406.5698,199175.432182413
1660176000,2022-08-11 00:00:00,IXS/USDT,0.063,0.0663,0.0621,0.0634,3846291.0193,245925.9965776335666
1660089600,2022-08-10 00:00:00,IXS/USDT,0.05708,0.0643,0.05671,0.06324,4923120.77615935,295853.861083386839
1660003200,2022-08-09 00:00:00,IXS/USDT,0.0566,0.0639,0.0546,0.05642,6905880.2118,400458.895130718
1659916800,2022-08-08 00:00:00,IXS/USDT,0.04849,0.0599,0.04705,0.05666,7308828.9392,389873.637986925
1659830400,2022-08-07 00:00:00,IXS/USDT,0.04926,0.0501,0.0476,0.04865,6872449.6456,335737.467937845
1659744000,2022-08-06 00:00:00,IXS/USDT,0.04494,0.0499,0.0436,0.04918,6630415.7023,313406.974704536
1659657600,2022-08-05 00:00:00,IXS/USDT,0.03942,0.0517,0.03932,0.04491,7228461.0768,316247.770028028
1659571200,2022-08-04 00:00:00,IXS/USDT,0.0359,0.044,0.0357,0.03938,5807867.7676,221100.148748916
1659484800,2022-08-03 00:00:00,IXS/USDT,0.03515,0.0376,0.0335,0.0364,355153.7157,12715.715423843
1659398400,2022-08-02 00:00:00,IXS/USDT,0.0385,0.03934,0.0323,0.0355,622391.8301,22148.264133249
