https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume VEMP,Volume USDT
1660867200,2022-08-19 00:00:00,VEMP/USDT,0.02716,0.02716,0.02407,0.02411,3700637.152,93696.595117144
1660780800,2022-08-18 00:00:00,VEMP/USDT,0.02728,0.0292,0.0268,0.02716,5118373.6825,140799.558481261
1660694400,2022-08-17 00:00:00,VEMP/USDT,0.02872,0.02976,0.02667,0.02728,5317710.7672,150333.917966459
1660608000,2022-08-16 00:00:00,VEMP/USDT,0.02957,0.03026,0.02819,0.02853,4940228.2096,143219.937732011
1660521600,2022-08-15 00:00:00,VEMP/USDT,0.03095,0.03147,0.02949,0.02958,5136673.832,155154.873546897
1660435200,2022-08-14 00:00:00,VEMP/USDT,0.0326,0.0328,0.03086,0.03095,3996122.5647,128701.723244022
1660348800,2022-08-13 00:00:00,VEMP/USDT,0.03307,0.03405,0.03233,0.0326,5385311.7351,177106.187296789
1660262400,2022-08-12 00:00:00,VEMP/USDT,0.0323,0.03314,0.03158,0.03314,4381942.1084,142523.08429457
1660176000,2022-08-11 00:00:00,VEMP/USDT,0.0329,0.03405,0.03112,0.03229,4359273.5423,140804.053142919
1660089600,2022-08-10 00:00:00,VEMP/USDT,0.02945,0.03456,0.0278,0.03285,4497850.2565,141136.570401877
1660003200,2022-08-09 00:00:00,VEMP/USDT,0.03323,0.03384,0.02873,0.02945,4727287.7379,145287.49980903
1659916800,2022-08-08 00:00:00,VEMP/USDT,0.03159,0.03372,0.03105,0.03321,4412705.9756,142402.568210871
1659830400,2022-08-07 00:00:00,VEMP/USDT,0.0314,0.03229,0.0308,0.03159,3788209.9742,119644.540930148
1659744000,2022-08-06 00:00:00,VEMP/USDT,0.03209,0.0338,0.03097,0.03139,4514217.2667,145429.180726164
1659657600,2022-08-05 00:00:00,VEMP/USDT,0.028,0.0453,0.02773,0.03208,6677125.0702,211814.150544479
1659571200,2022-08-04 00:00:00,VEMP/USDT,0.02864,0.02933,0.02752,0.02801,4480769.551,126786.215675124
1659484800,2022-08-03 00:00:00,VEMP/USDT,0.02939,0.02962,0.02863,0.02865,3881926.5164,113179.650482185
1659398400,2022-08-02 00:00:00,VEMP/USDT,0.02976,0.03067,0.02853,0.02939,4850447.7121,141857.648448888
1659312000,2022-08-01 00:00:00,VEMP/USDT,0.0309,0.03133,0.02921,0.02977,4572123.3727,139096.820355017
1659225600,2022-07-31 00:00:00,VEMP/USDT,0.03211,0.03266,0.03088,0.03092,4971799.4784,157649.411008348
1659139200,2022-07-30 00:00:00,VEMP/USDT,0.03347,0.03384,0.03179,0.0324,4454990.4473,146792.581448162
1659052800,2022-07-29 00:00:00,VEMP/USDT,0.03353,0.03405,0.03149,0.03351,4056905.568,134140.237610413
1658966400,2022-07-28 00:00:00,VEMP/USDT,0.03407,0.03568,0.03176,0.03353,4787353.5834,161824.579368191
1658880000,2022-07-27 00:00:00,VEMP/USDT,0.02938,0.03422,0.02893,0.03422,4575380.7384,140733.411646172
1658793600,2022-07-26 00:00:00,VEMP/USDT,0.02872,0.0318,0.02716,0.02936,8933793.0984,253304.065052152
1658707200,2022-07-25 00:00:00,VEMP/USDT,0.03269,0.03284,0.02859,0.02918,10830062.8666,336457.119598162
1658620800,2022-07-24 00:00:00,VEMP/USDT,0.03196,0.03381,0.03093,0.03269,8289665.247,269925.486323323
1658534400,2022-07-23 00:00:00,VEMP/USDT,0.03254,0.03386,0.03032,0.032,10649304.271,340662.921828289
1658448000,2022-07-22 00:00:00,VEMP/USDT,0.03111,0.03613,0.03011,0.03254,11955641.9695,392174.442923525
1658361600,2022-07-21 00:00:00,VEMP/USDT,0.03077,0.0348,0.02727,0.03111,9205209.2531,271286.512857861
1658275200,2022-07-20 00:00:00,VEMP/USDT,0.02651,0.0453,0.026,0.03059,12543848.9081,381725.914792511
1658188800,2022-07-19 00:00:00,VEMP/USDT,0.02685,0.02886,0.02555,0.02651,11572811.56153447,306254.0036301010634
1658102400,2022-07-18 00:00:00,VEMP/USDT,0.02301,0.02694,0.02262,0.02659,12154536.37722943,304219.6180865087773
1658016000,2022-07-17 00:00:00,VEMP/USDT,0.02368,0.02426,0.02277,0.0229,12692017.13823443,299642.9758731760372
1657929600,2022-07-16 00:00:00,VEMP/USDT,0.02269,0.02426,0.02186,0.02368,8424443.2056,189822.808644887
1657843200,2022-07-15 00:00:00,VEMP/USDT,0.02204,0.02339,0.02171,0.02269,8785370.2704336,195109.0948899104949
1657756800,2022-07-14 00:00:00,VEMP/USDT,0.0209,0.02259,0.02057,0.02204,6941667.43197917,148581.0559990830705
1657670400,2022-07-13 00:00:00,VEMP/USDT,0.01983,0.0209,0.01876,0.0209,5418025.37777858,109358.9926432354943
1657584000,2022-07-12 00:00:00,VEMP/USDT,0.02098,0.02117,0.01963,0.01982,4632370.37890202,94243.3517813491444
1657497600,2022-07-11 00:00:00,VEMP/USDT,0.02169,0.02184,0.02085,0.02098,3943825.28631439,84525.0520371086541
1657411200,2022-07-10 00:00:00,VEMP/USDT,0.02265,0.02279,0.02131,0.0219,7218030.26624301,158628.1400143598099
1657324800,2022-07-09 00:00:00,VEMP/USDT,0.02256,0.02284,0.02217,0.02265,6212756.90138621,140674.6661841939209
1657238400,2022-07-08 00:00:00,VEMP/USDT,0.02418,0.02491,0.02172,0.02256,4859689.22226934,112812.8525479306718
1657152000,2022-07-07 00:00:00,VEMP/USDT,0.02237,0.0249,0.02204,0.02418,5753950.29264036,132302.915081185964
1657065600,2022-07-06 00:00:00,VEMP/USDT,0.02202,0.02264,0.02135,0.02237,4895555.07159579,107780.6271917060232
1656979200,2022-07-05 00:00:00,VEMP/USDT,0.02212,0.02259,0.02115,0.02201,5625080.43629185,123441.3902663920533
1656892800,2022-07-04 00:00:00,VEMP/USDT,0.02105,0.0224,0.02071,0.0224,6855699.7057478,145855.8614365938297
1656806400,2022-07-03 00:00:00,VEMP/USDT,0.02113,0.02152,0.02045,0.02089,8501026.66373235,178212.8307307094842
1656720000,2022-07-02 00:00:00,VEMP/USDT,0.02103,0.02138,0.02051,0.02113,6711555.30144946,140025.3243173375906
1656633600,2022-07-01 00:00:00,VEMP/USDT,0.02138,0.02233,0.02079,0.02107,6116377.33958974,132094.1217497754748
1656547200,2022-06-30 00:00:00,VEMP/USDT,0.0221,0.02237,0.02035,0.02136,6931849.41074172,146000.1027366578339
1656460800,2022-06-29 00:00:00,VEMP/USDT,0.02308,0.02328,0.0219,0.02208,6277949.36119879,140864.8966413077753
1656374400,2022-06-28 00:00:00,VEMP/USDT,0.02378,0.02414,0.02298,0.02308,6758812.37059931,159123.0211962575338
1656288000,2022-06-27 00:00:00,VEMP/USDT,0.0246,0.02561,0.0235,0.02378,6857499.50801585,167303.0844315065944
1656201600,2022-06-26 00:00:00,VEMP/USDT,0.02436,0.02656,0.02385,0.02474,3587160.49194467,88994.8880860401302
1656115200,2022-06-25 00:00:00,VEMP/USDT,0.02423,0.02438,0.02306,0.02437,4015137.83522524,94988.3954821058614
1656028800,2022-06-24 00:00:00,VEMP/USDT,0.0229,0.02431,0.02275,0.02421,3659681.86644235,85830.623567926979
1655942400,2022-06-23 00:00:00,VEMP/USDT,0.02167,0.02311,0.02165,0.02294,5322826.92609503,120444.5498654364507
1655856000,2022-06-22 00:00:00,VEMP/USDT,0.02318,0.02322,0.02163,0.02163,3442945.90817384,76265.8202520326191
1655769600,2022-06-21 00:00:00,VEMP/USDT,0.02365,0.02479,0.0228,0.02304,3882557.78586619,92113.6340903553016
1655683200,2022-06-20 00:00:00,VEMP/USDT,0.0238,0.02461,0.02276,0.02365,3473445.87380997,81644.4576729498867
1655596800,2022-06-19 00:00:00,VEMP/USDT,0.02081,0.02433,0.01969,0.0238,4366720.07984431,94584.48921695919
1655510400,2022-06-18 00:00:00,VEMP/USDT,0.02402,0.02436,0.01976,0.02104,4678259.07739814,103546.0406758727751
1655424000,2022-06-17 00:00:00,VEMP/USDT,0.02348,0.02469,0.02343,0.02402,5557238.64538559,133355.2630934802814
1655337600,2022-06-16 00:00:00,VEMP/USDT,0.02431,0.02784,0.02298,0.02348,6908911.80610441,169940.5241482172285
1655251200,2022-06-15 00:00:00,VEMP/USDT,0.02404,0.02479,0.02068,0.02431,6472346.53174983,146718.1270575517923
1655164800,2022-06-14 00:00:00,VEMP/USDT,0.02307,0.02479,0.02153,0.02399,5148070.11061793,120822.2113088854885
1655078400,2022-06-13 00:00:00,VEMP/USDT,0.02765,0.02765,0.0227,0.02307,4528690.16617366,109223.0820950544682
1654992000,2022-06-12 00:00:00,VEMP/USDT,0.02913,0.02944,0.02689,0.028,4206521.24563637,117428.3029128897854
1654905600,2022-06-11 00:00:00,VEMP/USDT,0.03036,0.0309,0.02813,0.02924,5088169.633094,149754.1136462603143
1654819200,2022-06-10 00:00:00,VEMP/USDT,0.03324,0.03417,0.03025,0.03036,5660016.39678023,183398.9190269458255
1654732800,2022-06-09 00:00:00,VEMP/USDT,0.03332,0.03421,0.03281,0.03324,4708983.53856143,157148.7884493259815
1654646400,2022-06-08 00:00:00,VEMP/USDT,0.03387,0.03424,0.03267,0.03332,3404440.60665772,114095.6492907230129
1654560000,2022-06-07 00:00:00,VEMP/USDT,0.03462,0.03495,0.0325,0.03384,4329263.63509514,143642.4115717897482
1654473600,2022-06-06 00:00:00,VEMP/USDT,0.03405,0.03579,0.03342,0.03447,7030037.52562156,245199.3563495516984
1654387200,2022-06-05 00:00:00,VEMP/USDT,0.03457,0.03586,0.03227,0.03405,7828261.10380185,270297.9223531354873
1654300800,2022-06-04 00:00:00,VEMP/USDT,0.03284,0.03483,0.032,0.03483,7418495.19657777,245080.8115007904775
1654214400,2022-06-03 00:00:00,VEMP/USDT,0.03471,0.04025,0.03183,0.03278,7839612.86947904,264011.1973546193335
1654128000,2022-06-02 00:00:00,VEMP/USDT,0.0344,0.0351,0.03347,0.03471,7498850.50447332,256830.0877141438108
1654041600,2022-06-01 00:00:00,VEMP/USDT,0.03563,0.03815,0.03387,0.0344,6712721.62131465,239414.7052609202537
1653955200,2022-05-31 00:00:00,VEMP/USDT,0.03827,0.04071,0.035,0.03563,7248003.54053129,269098.2317116814918
1653868800,2022-05-30 00:00:00,VEMP/USDT,0.03352,0.03899,0.03343,0.03827,7113169.43502743,256726.5991504688319
1653782400,2022-05-29 00:00:00,VEMP/USDT,0.03391,0.03428,0.03222,0.03353,6711899.49833303,225610.6678019880932
1653696000,2022-05-28 00:00:00,VEMP/USDT,0.03344,0.03428,0.03256,0.03391,4935489.43524767,166024.3637285003209
1653609600,2022-05-27 00:00:00,VEMP/USDT,0.03421,0.0364,0.032,0.03344,5292472.52349622,178664.7788257696508
1653523200,2022-05-26 00:00:00,VEMP/USDT,0.03717,0.0384,0.03375,0.03422,3960703.97794391,140565.3861169324065
1653436800,2022-05-25 00:00:00,VEMP/USDT,0.03692,0.03842,0.0366,0.03704,5856800.33407437,217052.0452814132046
1653350400,2022-05-24 00:00:00,VEMP/USDT,0.0383,0.03907,0.03615,0.03702,5820602.48217419,217473.1794593347851
1653264000,2022-05-23 00:00:00,VEMP/USDT,0.04016,0.0407,0.03814,0.0383,6339240.83408944,252245.4969280108424
1653177600,2022-05-22 00:00:00,VEMP/USDT,0.03841,0.04155,0.03797,0.03972,5245839.11962718,205375.824834247764
1653091200,2022-05-21 00:00:00,VEMP/USDT,0.03646,0.04291,0.03529,0.03841,6254766.141105,234390.577376052815
1653004800,2022-05-20 00:00:00,VEMP/USDT,0.03898,0.03999,0.03492,0.0364,9695715.49177947,370118.1467761032673
1652918400,2022-05-19 00:00:00,VEMP/USDT,0.03652,0.04,0.03475,0.03898,13252460.33876065,494641.7695578188947
1652832000,2022-05-18 00:00:00,VEMP/USDT,0.03874,0.04164,0.03504,0.03652,11659122.17028405,440898.8983992301344
1652745600,2022-05-17 00:00:00,VEMP/USDT,0.0379,0.04116,0.03764,0.03874,12876876.44409929,502703.3466757575386
1652659200,2022-05-16 00:00:00,VEMP/USDT,0.04106,0.0413,0.03511,0.0379,12252350.47484863,463746.5542280610381
1652572800,2022-05-15 00:00:00,VEMP/USDT,0.03735,0.04152,0.03672,0.03958,9226343.8291873,348856.0599923983196
1652486400,2022-05-14 00:00:00,VEMP/USDT,0.04008,0.04321,0.03501,0.03715,11272465.31475875,442773.0748610758506
1652400000,2022-05-13 00:00:00,VEMP/USDT,0.03467,0.04497,0.03366,0.04003,13335635.60610948,524356.0239542900807
1652313600,2022-05-12 00:00:00,VEMP/USDT,0.03834,0.03922,0.02982,0.03504,12468803.3319045,418655.0693580515519
1652227200,2022-05-11 00:00:00,VEMP/USDT,0.05667,0.05969,0.036,0.03834,7507624.42195778,345968.3078924293402
1652140800,2022-05-10 00:00:00,VEMP/USDT,0.05908,0.06308,0.05623,0.05667,3956103.47196637,236722.0139192105427
1652054400,2022-05-09 00:00:00,VEMP/USDT,0.06796,0.06905,0.05612,0.05909,5512598.53581305,361056.7178912781968
1651968000,2022-05-08 00:00:00,VEMP/USDT,0.07038,0.07076,0.06787,0.06796,4458010.4507696,307796.5909750467727
1651881600,2022-05-07 00:00:00,VEMP/USDT,0.06967,0.0728,0.06866,0.06969,5354887.23316593,375266.9047232340862
1651795200,2022-05-06 00:00:00,VEMP/USDT,0.07349,0.07452,0.06881,0.06967,4805136.31777179,340971.1242004917144
1651708800,2022-05-05 00:00:00,VEMP/USDT,0.07927,0.08373,0.07154,0.07349,3043920.29904025,234142.5137457468607
1651622400,2022-05-04 00:00:00,VEMP/USDT,0.07205,0.07968,0.07183,0.07968,4592817.17317839,334211.803840353812
1651536000,2022-05-03 00:00:00,VEMP/USDT,0.07356,0.07575,0.07188,0.07205,4474443.81547093,329813.38217248
1651449600,2022-05-02 00:00:00,VEMP/USDT,0.0752,0.08254,0.07307,0.07356,4878694.95836351,374614.3158050311691
1651363200,2022-05-01 00:00:00,VEMP/USDT,0.07309,0.07533,0.07051,0.07501,3983957.09728422,290311.6132656504895
1651276800,2022-04-30 00:00:00,VEMP/USDT,0.08595,0.08669,0.06529,0.07256,7181883.97443404,584343.5116019196627
1651190400,2022-04-29 00:00:00,VEMP/USDT,0.09261,0.09392,0.08501,0.08595,5274783.65689216,470924.9025616775009
1651104000,2022-04-28 00:00:00,VEMP/USDT,0.09125,0.0984,0.09028,0.09261,6329189.15873728,579301.5598580877394
1651017600,2022-04-27 00:00:00,VEMP/USDT,0.09045,0.09229,0.0889,0.09125,5508597.51357071,500718.2848581969055
1650931200,2022-04-26 00:00:00,VEMP/USDT,0.10105,0.10437,0.08902,0.09044,5650893.35825339,547794.3939994543709
1650844800,2022-04-25 00:00:00,VEMP/USDT,0.1009,0.10396,0.09243,0.10164,3515530.30177709,341861.4135390389609
1650758400,2022-04-24 00:00:00,VEMP/USDT,0.10471,0.11081,0.09972,0.1009,4313896.44184534,442079.1139259272351
1650672000,2022-04-23 00:00:00,VEMP/USDT,0.10069,0.10896,0.10003,0.10419,3831850.83750024,395920.492151954119
1650585600,2022-04-22 00:00:00,VEMP/USDT,0.10842,0.10997,0.092,0.10079,4706224.34672099,485476.4703671896982
1650499200,2022-04-21 00:00:00,VEMP/USDT,0.12425,0.1285,0.10476,0.10843,3498672.57851002,418347.6003984984998
1650412800,2022-04-20 00:00:00,VEMP/USDT,0.11,0.13575,0.11,0.12425,7545747.88819142,884422.2833446539922
1650326400,2022-04-19 00:00:00,VEMP/USDT,0.1064,0.18,0.10343,0.11,7416792.02051834,858880.2684151967855
1650240000,2022-04-18 00:00:00,VEMP/USDT,0.10072,0.11247,0.09123,0.10603,5342989.67059886,530053.0082286883218
1650153600,2022-04-17 00:00:00,VEMP/USDT,0.10312,0.10696,0.0997,0.10072,3263641.85790995,336072.5593728004284
1650067200,2022-04-16 00:00:00,VEMP/USDT,0.10468,0.1188,0.09934,0.10311,4315814.59391362,469016.5769713928907
1649980800,2022-04-15 00:00:00,VEMP/USDT,0.09999,0.1084,0.0986,0.10468,5450832.52417005,559541.6990376583818
1649894400,2022-04-14 00:00:00,VEMP/USDT,0.11087,0.12261,0.09967,0.1,4536517.75819763,485463.7187754975827
1649808000,2022-04-13 00:00:00,VEMP/USDT,0.10398,0.12094,0.09392,0.11092,4569021.97473775,482700.9565928870408
1649721600,2022-04-12 00:00:00,VEMP/USDT,0.1048,0.12982,0.0916,0.10398,5125416.1171865,538247.8962926584572
1649635200,2022-04-11 00:00:00,VEMP/USDT,0.1488,0.152,0.09405,0.10484,9314327.29950285,1127098.1765347132236
1649548800,2022-04-10 00:00:00,VEMP/USDT,0.12997,0.15403,0.12801,0.14918,5884924.08158269,824778.311523852245
1649462400,2022-04-09 00:00:00,VEMP/USDT,0.15001,0.156,0.12861,0.13069,5753198.22458602,803931.5954966439541
1649376000,2022-04-08 00:00:00,VEMP/USDT,0.112,0.22,0.112,0.15029,20686416.06310035,3697484.5583298412503
