https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UMA,Volume BTC
1653696000,2022-05-28 00:00:00,UMA/BTC,0.00011000,0.00011000,0.00011000,0.00011000,0.00000000,0.0
1653609600,2022-05-27 00:00:00,UMA/BTC,0.00011000,0.00011000,0.00011000,0.00011000,0.00000000,0.0
1653523200,2022-05-26 00:00:00,UMA/BTC,0.00011251,0.00011251,0.00011000,0.00011000,54.86831122,0.0060355142342
1653436800,2022-05-25 00:00:00,UMA/BTC,0.00012074,0.00012075,0.00012074,0.00012075,25.87582877,0.0031245063239774998
1653350400,2022-05-24 00:00:00,UMA/BTC,0.00011502,0.00011502,0.00011500,0.00011500,25.87582877,0.00297572030855
1653264000,2022-05-23 00:00:00,UMA/BTC,0.00012000,0.00012600,0.00011520,0.00012600,72.76972482,0.009168985327319999
1653177600,2022-05-22 00:00:00,UMA/BTC,0.00012121,0.00013456,0.00012120,0.00013456,42.59508789,0.005731595026478401
1653091200,2022-05-21 00:00:00,UMA/BTC,0.00010431,0.00013125,0.00010431,0.00013125,436.92073628,0.05734584663675
1653004800,2022-05-20 00:00:00,UMA/BTC,0.00010483,0.00012000,0.00010269,0.00010320,89.96587781,0.009284478589992
1652918400,2022-05-19 00:00:00,UMA/BTC,0.00008400,0.00008400,0.00008400,0.00008400,0.00000000,0.0
1652832000,2022-05-18 00:00:00,UMA/BTC,0.00008400,0.00008400,0.00008400,0.00008400,0.00000000,0.0
1652745600,2022-05-17 00:00:00,UMA/BTC,0.00008400,0.00008400,0.00008400,0.00008400,0.00000000,0.0
1652659200,2022-05-16 00:00:00,UMA/BTC,0.00008400,0.00008400,0.00008400,0.00008400,0.00000000,0.0
1652572800,2022-05-15 00:00:00,UMA/BTC,0.00008400,0.00008400,0.00008400,0.00008400,105.31616220,0.0088465576248
1652486400,2022-05-14 00:00:00,UMA/BTC,0.00009827,0.00009827,0.00009827,0.00009827,0.00000000,0.0
1652400000,2022-05-13 00:00:00,UMA/BTC,0.00009294,0.00009975,0.00008002,0.00009827,545.82563864,0.0536382855091528
1652313600,2022-05-12 00:00:00,UMA/BTC,0.00008001,0.00008400,0.00007654,0.00007654,160.00390152,0.012246698622340799
1652227200,2022-05-11 00:00:00,UMA/BTC,0.00013212,0.00013212,0.00009500,0.00009975,735.07590255,0.0733238212793625
1652140800,2022-05-10 00:00:00,UMA/BTC,0.00013501,0.00014700,0.00013500,0.00013506,230.04373833,0.031069707298849798
1652054400,2022-05-09 00:00:00,UMA/BTC,0.00015750,0.00015750,0.00014000,0.00014000,333.27860890,0.046659005245999995
1651968000,2022-05-08 00:00:00,UMA/BTC,0.00015063,0.00015409,0.00015050,0.00015409,227.79185281,0.0351004465994929
1651881600,2022-05-07 00:00:00,UMA/BTC,0.00015000,0.00015000,0.00015000,0.00015000,13.33333334,0.0020000000009999996
1651795200,2022-05-06 00:00:00,UMA/BTC,0.00014700,0.00016063,0.00014700,0.00016063,87.03021495,0.013979663427418501
1651708800,2022-05-05 00:00:00,UMA/BTC,0.00013858,0.00013858,0.00013858,0.00013858,130.00000000,0.018015399999999997
1651622400,2022-05-04 00:00:00,UMA/BTC,0.00014233,0.00014378,0.00014233,0.00014378,1032.49495836,0.14845212511300082
1651536000,2022-05-03 00:00:00,UMA/BTC,0.00014000,0.00014000,0.00014000,0.00014000,14.28571428,0.0019999999992
1651449600,2022-05-02 00:00:00,UMA/BTC,0.00014524,0.00014700,0.00014524,0.00014700,149.94237600,0.022041529272
1651363200,2022-05-01 00:00:00,UMA/BTC,0.00014700,0.00014700,0.00013329,0.00013681,140.19656372,0.0191802918825332
1651276800,2022-04-30 00:00:00,UMA/BTC,0.00014571,0.00016275,0.00013519,0.00013519,65.93278242,0.008913452855359801
1651190400,2022-04-29 00:00:00,UMA/BTC,0.00013877,0.00013877,0.00013877,0.00013877,17.14285714,0.0023789142853178
1651104000,2022-04-28 00:00:00,UMA/BTC,0.00014500,0.00014500,0.00014050,0.00014050,31.31034482,0.0043991034472100005
1651017600,2022-04-27 00:00:00,UMA/BTC,0.00014697,0.00014697,0.00014697,0.00014697,0.00000000,0.0
1650931200,2022-04-26 00:00:00,UMA/BTC,0.00015569,0.00015569,0.00014697,0.00014697,199.95979572,0.0293880911769684
1650844800,2022-04-25 00:00:00,UMA/BTC,0.00014828,0.00014828,0.00014828,0.00014828,14.66666667,0.0021747733338276
1650758400,2022-04-24 00:00:00,UMA/BTC,0.00015500,0.00015500,0.00015398,0.00015398,18.70967744,0.0028809161322112
1650672000,2022-04-23 00:00:00,UMA/BTC,0.00016170,0.00016612,0.00016170,0.00016612,61.13349652,0.0101554964419024
1650585600,2022-04-22 00:00:00,UMA/BTC,0.00015391,0.00015391,0.00015391,0.00015391,0.00000000,0.0
1650499200,2022-04-21 00:00:00,UMA/BTC,0.00015391,0.00015391,0.00015391,0.00015391,5.00000000,0.0007695499999999999
1650412800,2022-04-20 00:00:00,UMA/BTC,0.00015400,0.00015400,0.00015118,0.00015118,21.29870130,0.0032199376625340003
1650326400,2022-04-19 00:00:00,UMA/BTC,0.00015505,0.00015505,0.00015505,0.00015505,0.00000000,0.0
1650240000,2022-04-18 00:00:00,UMA/BTC,0.00015500,0.00015734,0.00014645,0.00015505,170.90969763,0.026499548617531503
1650153600,2022-04-17 00:00:00,UMA/BTC,0.00015821,0.00015821,0.00015821,0.00015821,0.00000000,0.0
1650067200,2022-04-16 00:00:00,UMA/BTC,0.00015821,0.00015821,0.00015821,0.00015821,12.50000000,0.0019776249999999998
1649980800,2022-04-15 00:00:00,UMA/BTC,0.00015922,0.00016036,0.00015922,0.00016036,18.93880956,0.0030370275010415996
1649894400,2022-04-14 00:00:00,UMA/BTC,0.00015913,0.00016338,0.00015689,0.00015689,18.51429784,0.0029047081881176003
1649808000,2022-04-13 00:00:00,UMA/BTC,0.00016100,0.00016100,0.00016100,0.00016100,10.46907125,0.0016855204712500002
1649721600,2022-04-12 00:00:00,UMA/BTC,0.00015803,0.00016000,0.00015803,0.00016000,16.82002350,0.0026912037600000005
1649635200,2022-04-11 00:00:00,UMA/BTC,0.00016813,0.00016813,0.00015374,0.00015374,52.53244527,0.0080763381358098
1649548800,2022-04-10 00:00:00,UMA/BTC,0.00016967,0.00016967,0.00016547,0.00016547,331.65324112,0.0548786618081264
1649462400,2022-04-09 00:00:00,UMA/BTC,0.00016788,0.00016855,0.00016788,0.00016854,1675.66577215,0.28241670923816103
1649376000,2022-04-08 00:00:00,UMA/BTC,0.00016733,0.00016733,0.00016733,0.00016733,10.58049986,0.0017704350415738
1649289600,2022-04-07 00:00:00,UMA/BTC,0.00016053,0.00016398,0.00016053,0.00016398,27.36113091,0.0044866782466218
1649203200,2022-04-06 00:00:00,UMA/BTC,0.00017617,0.00017617,0.00017617,0.00017617,0.00000000,0.0
1649116800,2022-04-05 00:00:00,UMA/BTC,0.00017617,0.00017617,0.00017617,0.00017617,0.00000000,0.0
1649030400,2022-04-04 00:00:00,UMA/BTC,0.00017621,0.00017621,0.00017615,0.00017617,338.62236934,0.059655102806627794
1648944000,2022-04-03 00:00:00,UMA/BTC,0.00017680,0.00017680,0.00017678,0.00017678,184.80771084,0.0326703071222952
1648857600,2022-04-02 00:00:00,UMA/BTC,0.00017261,0.00017261,0.00017241,0.00017241,188.87746576,0.0325643638716816
1648771200,2022-04-01 00:00:00,UMA/BTC,0.00017206,0.00017206,0.00017206,0.00017206,58.91679006,0.0101372228977236
1648684800,2022-03-31 00:00:00,UMA/BTC,0.00017325,0.00017637,0.00017060,0.00017060,394.01829889,0.067219521790634
1648598400,2022-03-30 00:00:00,UMA/BTC,0.00016660,0.00017123,0.00016660,0.00017123,446.72836117,0.07649329728313911
1648512000,2022-03-29 00:00:00,UMA/BTC,0.00017026,0.00017026,0.00017026,0.00017026,136.98169444,0.023322503295354406
1648425600,2022-03-28 00:00:00,UMA/BTC,0.00017130,0.00017130,0.00016500,0.00016500,1923.48914715,0.31737570927975
