https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UMA,Volume BTC
1660176000,2022-08-11 00:00:00,UMA/BTC,0.00012920,0.00012920,0.00012920,0.00012920,0.00000000,0.0
1660089600,2022-08-10 00:00:00,UMA/BTC,0.00012920,0.00012920,0.00012920,0.00012920,3.33364882,0.000430707427544
1660003200,2022-08-09 00:00:00,UMA/BTC,0.00013404,0.00013404,0.00013404,0.00013404,0.00000000,0.0
1659916800,2022-08-08 00:00:00,UMA/BTC,0.00013404,0.00013404,0.00013404,0.00013404,1.49209192,0.00020000000095680002
1659830400,2022-08-07 00:00:00,UMA/BTC,0.00013404,0.00013404,0.00013404,0.00013404,1.49209192,0.00020000000095680002
1659744000,2022-08-06 00:00:00,UMA/BTC,0.00012997,0.00013404,0.00012997,0.00013404,70.53645230,0.009454706066292
1659657600,2022-08-05 00:00:00,UMA/BTC,0.00012910,0.00012910,0.00012909,0.00012909,41.99020768,0.0054205159094112
1659571200,2022-08-04 00:00:00,UMA/BTC,0.00012909,0.00012909,0.00012909,0.00012909,0.00000000,0.0
1659484800,2022-08-03 00:00:00,UMA/BTC,0.00012701,0.00012909,0.00012701,0.00012909,32.90223068,0.0042473489584812
1659398400,2022-08-02 00:00:00,UMA/BTC,0.00013104,0.00013307,0.00012836,0.00012836,16.53204654,0.0021220534938743998
1659312000,2022-08-01 00:00:00,UMA/BTC,0.00012480,0.00012480,0.00012480,0.00012480,0.00000000,0.0
1659225600,2022-07-31 00:00:00,UMA/BTC,0.00012480,0.00012480,0.00012480,0.00012480,1.60256411,0.000200000000928
1659139200,2022-07-30 00:00:00,UMA/BTC,0.00012524,0.00012524,0.00012377,0.00012480,164.93089496,0.020583375691008
1659052800,2022-07-29 00:00:00,UMA/BTC,0.00012313,0.00013491,0.00012232,0.00012630,127.26625347,0.016073727813261
1658966400,2022-07-28 00:00:00,UMA/BTC,0.00012200,0.00012200,0.00012200,0.00012200,1.63934427,0.00020000000094
1658880000,2022-07-27 00:00:00,UMA/BTC,0.00012200,0.00012200,0.00012200,0.00012200,1.63934427,0.00020000000094
1658793600,2022-07-26 00:00:00,UMA/BTC,0.00012200,0.00012200,0.00012200,0.00012200,18.03278688,0.00219999999936
1658707200,2022-07-25 00:00:00,UMA/BTC,0.00013125,0.00013125,0.00013125,0.00013125,1.52380953,0.0002000000008125
1658620800,2022-07-24 00:00:00,UMA/BTC,0.00012501,0.00013125,0.00012500,0.00013125,42.50891928,0.0055792956554999995
1658534400,2022-07-23 00:00:00,UMA/BTC,0.00011720,0.00014617,0.00011720,0.00014617,112.83375189,0.0164929095137613
1658448000,2022-07-22 00:00:00,UMA/BTC,0.00011618,0.00011618,0.00011384,0.00011411,124.66036293,0.014224994013942302
1658361600,2022-07-21 00:00:00,UMA/BTC,0.00011398,0.00011398,0.00011398,0.00011398,10.61808089,0.0012102488598422
1658275200,2022-07-20 00:00:00,UMA/BTC,0.00011500,0.00011500,0.00011500,0.00011500,24.34782608,0.0027999999992
1658188800,2022-07-19 00:00:00,UMA/BTC,0.00012200,0.00012200,0.00012200,0.00012200,1.63934427,0.00020000000094
1658102400,2022-07-18 00:00:00,UMA/BTC,0.00012760,0.00012760,0.00012084,0.00012200,59.40592481,0.00724752282682
1658016000,2022-07-17 00:00:00,UMA/BTC,0.00012760,0.00012760,0.00012760,0.00012760,0.00000000,0.0
1657929600,2022-07-16 00:00:00,UMA/BTC,0.00013125,0.00013125,0.00012712,0.00012760,63.21436743,0.008066153284068001
1657843200,2022-07-15 00:00:00,UMA/BTC,0.00012500,0.00012500,0.00012386,0.00012386,48.27668841,0.0059795506264626
1657756800,2022-07-14 00:00:00,UMA/BTC,0.00013076,0.00013076,0.00013076,0.00013076,1.52951974,0.0002000000012024
1657670400,2022-07-13 00:00:00,UMA/BTC,0.00013076,0.00013076,0.00013076,0.00013076,19.48997425,0.00254850903293
1657584000,2022-07-12 00:00:00,UMA/BTC,0.00012734,0.00012734,0.00012734,0.00012734,1.57059840,0.000200000000256
1657497600,2022-07-11 00:00:00,UMA/BTC,0.00012838,0.00012926,0.00012636,0.00012734,52.09990938,0.006634402460449201
1657411200,2022-07-10 00:00:00,UMA/BTC,0.00012595,0.00012595,0.00012595,0.00012595,54.96704521,0.0069230993441995
1657324800,2022-07-09 00:00:00,UMA/BTC,0.00012230,0.00012230,0.00012230,0.00012230,0.00000000,0.0
1657238400,2022-07-08 00:00:00,UMA/BTC,0.00012415,0.00012415,0.00012230,0.00012230,76.03450569,0.009299020045886999
1657152000,2022-07-07 00:00:00,UMA/BTC,0.00012970,0.00012970,0.00012958,0.00012958,8.30859952,0.0010766283258016
1657065600,2022-07-06 00:00:00,UMA/BTC,0.00012931,0.00012931,0.00012931,0.00012931,0.00000000,0.0
1656979200,2022-07-05 00:00:00,UMA/BTC,0.00013510,0.00013510,0.00012250,0.00012931,437.23894301,0.056539367720623096
1656892800,2022-07-04 00:00:00,UMA/BTC,0.00013820,0.00013822,0.00013820,0.00013822,18.94311501,0.0026183173566821996
1656806400,2022-07-03 00:00:00,UMA/BTC,0.00013146,0.00013708,0.00013146,0.00013635,88.31814798,0.012042179477073001
1656720000,2022-07-02 00:00:00,UMA/BTC,0.00012971,0.00013558,0.00012971,0.00013391,99.65962330,0.013345420156103
1656633600,2022-07-01 00:00:00,UMA/BTC,0.00013214,0.00013822,0.00013214,0.00013247,95.54979947,0.012657481935790901
1656547200,2022-06-30 00:00:00,UMA/BTC,0.00012585,0.00012585,0.00012585,0.00012585,1.58919349,0.0002000000007165
1656460800,2022-06-29 00:00:00,UMA/BTC,0.00012698,0.00012700,0.00012000,0.00012585,315.92216320,0.03975880423872
1656374400,2022-06-28 00:00:00,UMA/BTC,0.00012698,0.00012698,0.00012698,0.00012698,29.01619819,0.0036844768461662004
1656288000,2022-06-27 00:00:00,UMA/BTC,0.00013164,0.00013164,0.00013164,0.00013164,1.51929505,0.000200000000382
1656201600,2022-06-26 00:00:00,UMA/BTC,0.00013164,0.00013164,0.00013164,0.00013164,63.55561620,0.008366461316568001
1656115200,2022-06-25 00:00:00,UMA/BTC,0.00012782,0.00013148,0.00012782,0.00013144,187.23226484,0.0246098088905696
1656028800,2022-06-24 00:00:00,UMA/BTC,0.00012610,0.00013781,0.00012610,0.00013781,6.37608553,0.0008786883468893001
1655942400,2022-06-23 00:00:00,UMA/BTC,0.00012011,0.00012011,0.00012010,0.00012010,60.55366365,0.007272495004365
1655856000,2022-06-22 00:00:00,UMA/BTC,0.00011961,0.00012012,0.00011961,0.00012010,296.00927541,0.035550713976741
1655769600,2022-06-21 00:00:00,UMA/BTC,0.00012552,0.00012552,0.00011905,0.00011905,211.48479977,0.0251772654126185
1655683200,2022-06-20 00:00:00,UMA/BTC,0.00012551,0.00012551,0.00012551,0.00012551,0.00000000,0.0
1655596800,2022-06-19 00:00:00,UMA/BTC,0.00012552,0.00012552,0.00012551,0.00012551,57.81056521,0.007255804039507101
1655510400,2022-06-18 00:00:00,UMA/BTC,0.00012818,0.00012818,0.00012551,0.00012551,95.05192888,0.011929967593728802
1655424000,2022-06-17 00:00:00,UMA/BTC,0.00013125,0.00013125,0.00013125,0.00013125,1.52380953,0.0002000000008125
1655337600,2022-06-16 00:00:00,UMA/BTC,0.00012100,0.00013125,0.00012100,0.00013125,96.00000000,0.0126
1655251200,2022-06-15 00:00:00,UMA/BTC,0.00012501,0.00012501,0.00012500,0.00012500,26.74042076,0.003342552595
1655164800,2022-06-14 00:00:00,UMA/BTC,0.00008925,0.00015000,0.00008925,0.00015000,1881.70202611,0.28225530391649994
1655078400,2022-06-13 00:00:00,UMA/BTC,0.00009999,0.00009999,0.00008000,0.00008400,7029.67384659,0.59049260311356
1654992000,2022-06-12 00:00:00,UMA/BTC,0.00011079,0.00011079,0.00011079,0.00011079,1.80472839,0.00019994585832809999
1654905600,2022-06-11 00:00:00,UMA/BTC,0.00011082,0.00011082,0.00011082,0.00011082,1.80472839,0.0002000000001798
1654819200,2022-06-10 00:00:00,UMA/BTC,0.00011082,0.00011082,0.00011082,0.00011082,1.80472839,0.0002000000001798
1654732800,2022-06-09 00:00:00,UMA/BTC,0.00011082,0.00011082,0.00011082,0.00011082,1.80472839,0.0002000000001798
1654646400,2022-06-08 00:00:00,UMA/BTC,0.00011082,0.00011082,0.00011082,0.00011082,1.80472839,0.0002000000001798
1654560000,2022-06-07 00:00:00,UMA/BTC,0.00011082,0.00011082,0.00011082,0.00011082,1.80472839,0.0002000000001798
1654473600,2022-06-06 00:00:00,UMA/BTC,0.00011082,0.00011082,0.00011082,0.00011082,1.80472839,0.0002000000001798
1654387200,2022-06-05 00:00:00,UMA/BTC,0.00011082,0.00011082,0.00011082,0.00011082,9.07821526,0.0010060478151132
1654300800,2022-06-04 00:00:00,UMA/BTC,0.00011000,0.00011000,0.00011000,0.00011000,0.00000000,0.0
1654214400,2022-06-03 00:00:00,UMA/BTC,0.00011000,0.00011000,0.00011000,0.00011000,0.00000000,0.0
1654128000,2022-06-02 00:00:00,UMA/BTC,0.00011000,0.00011000,0.00011000,0.00011000,0.00000000,0.0
1654041600,2022-06-01 00:00:00,UMA/BTC,0.00011000,0.00011000,0.00011000,0.00011000,0.00000000,0.0
1653955200,2022-05-31 00:00:00,UMA/BTC,0.00011000,0.00011000,0.00011000,0.00011000,0.00000000,0.0
1653868800,2022-05-30 00:00:00,UMA/BTC,0.00011000,0.00011000,0.00011000,0.00011000,0.00000000,0.0
1653782400,2022-05-29 00:00:00,UMA/BTC,0.00011000,0.00011000,0.00011000,0.00011000,0.00000000,0.0
