https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNC,Volume USDT
1661817600,2022-08-30 00:00:00,BNC/USDT,0.1905,0.192,0.1854,0.1865,813211.7841,154065.0013112
1661731200,2022-08-29 00:00:00,BNC/USDT,0.1861,0.1918,0.1855,0.1903,609180.981,115349.13138654
1661644800,2022-08-28 00:00:00,BNC/USDT,0.188,0.1883,0.182,0.1862,192174.5938,35768.76452566
1661558400,2022-08-27 00:00:00,BNC/USDT,0.1906,0.1916,0.1863,0.1878,763058.173,144396.90684129
1661472000,2022-08-26 00:00:00,BNC/USDT,0.1971,0.1979,0.1905,0.191,879957.006,171181.1954038
1661385600,2022-08-25 00:00:00,BNC/USDT,0.1939,0.1998,0.1936,0.197,879665.6778,172979.26313998
1661299200,2022-08-24 00:00:00,BNC/USDT,0.1914,0.1951,0.1894,0.1938,839317.9259,161303.25587412
1661212800,2022-08-23 00:00:00,BNC/USDT,0.1953,0.1974,0.1883,0.1913,517586.0794,99727.26305936
1661126400,2022-08-22 00:00:00,BNC/USDT,0.1988,0.1997,0.1932,0.1954,575163.2665,112827.55418792
1661040000,2022-08-21 00:00:00,BNC/USDT,0.2025,0.2044,0.1958,0.1987,595568.4765,119825.52561303
1660953600,2022-08-20 00:00:00,BNC/USDT,0.1995,0.2064,0.1986,0.2024,840491.6674,170081.44502109
1660867200,2022-08-19 00:00:00,BNC/USDT,0.206,0.2062,0.198,0.1995,572365.108,114681.82000235
1660780800,2022-08-18 00:00:00,BNC/USDT,0.2114,0.2123,0.2059,0.206,562515.8627,118255.16935159
1660694400,2022-08-17 00:00:00,BNC/USDT,0.2145,0.2159,0.2105,0.2113,816677.5318,173390.92910871
1660608000,2022-08-16 00:00:00,BNC/USDT,0.2198,0.2214,0.2129,0.2147,748319.7004,162003.54612017
1660521600,2022-08-15 00:00:00,BNC/USDT,0.2171,0.22,0.2138,0.2198,835231.4205,181436.56231866
1660435200,2022-08-14 00:00:00,BNC/USDT,0.2235,0.2239,0.2131,0.2172,584904.1069,126976.91122078
1660348800,2022-08-13 00:00:00,BNC/USDT,0.2256,0.2295,0.2233,0.2234,790330.8815,179325.32667241
1660262400,2022-08-12 00:00:00,BNC/USDT,0.2251,0.23,0.2236,0.2253,848130.8999,192267.38035065
1660176000,2022-08-11 00:00:00,BNC/USDT,0.2178,0.226,0.2176,0.2251,861229.9135,191035.39373716
1660089600,2022-08-10 00:00:00,BNC/USDT,0.2153,0.2219,0.2146,0.2178,841594.1369,182826.50621055
1660003200,2022-08-09 00:00:00,BNC/USDT,0.229,0.2295,0.2138,0.2151,725084.0399,158421.9341804
1659916800,2022-08-08 00:00:00,BNC/USDT,0.2286,0.2312,0.2246,0.2291,370446.8396,84698.70333905
1659830400,2022-08-07 00:00:00,BNC/USDT,0.2399,0.2399,0.2231,0.2275,360547.2985,82852.43084917
1659744000,2022-08-06 00:00:00,BNC/USDT,0.2385,0.2421,0.2313,0.2399,130002.437,30734.26242517
1659657600,2022-08-05 00:00:00,BNC/USDT,0.2389,0.2479,0.233,0.2374,383622.9221,91502.29840646
1659571200,2022-08-04 00:00:00,BNC/USDT,0.2366,0.286,0.2281,0.2389,1405215.7565,340287.13292857
1659484800,2022-08-03 00:00:00,BNC/USDT,0.2311,0.2611,0.2229,0.2367,1883038.8372,449970.2160908
1659398400,2022-08-02 00:00:00,BNC/USDT,0.2245,0.2468,0.2071,0.2315,2799340.2861,627933.02821581
1659312000,2022-08-01 00:00:00,BNC/USDT,0.2257,0.2364,0.2174,0.2245,1762768.1621,398114.15017056
1659225600,2022-07-31 00:00:00,BNC/USDT,0.2242,0.2308,0.2218,0.2255,979869.6076,221293.21479948
1659139200,2022-07-30 00:00:00,BNC/USDT,0.228,0.2306,0.2239,0.2247,1007719.3981,229813.07229372
1659052800,2022-07-29 00:00:00,BNC/USDT,0.2248,0.2293,0.2169,0.2287,1035563.1573,232361.32700254
1658966400,2022-07-28 00:00:00,BNC/USDT,0.2218,0.2272,0.2197,0.225,961024.4375,214776.83259162
1658880000,2022-07-27 00:00:00,BNC/USDT,0.2092,0.2235,0.2085,0.2218,1068682.0973,231578.95602126
1658793600,2022-07-26 00:00:00,BNC/USDT,0.207,0.2097,0.2048,0.2089,790123.7433,163932.64346528
1658707200,2022-07-25 00:00:00,BNC/USDT,0.209,0.2091,0.206,0.2066,81688.0054,16950.95134601
1658620800,2022-07-24 00:00:00,BNC/USDT,0.2061,0.2107,0.2041,0.209,13069.202,2718.49446843
1658534400,2022-07-23 00:00:00,BNC/USDT,0.2133,0.2158,0.2008,0.2061,36007.3395,7516.36332343
1658448000,2022-07-22 00:00:00,BNC/USDT,0.2106,0.2153,0.2102,0.2124,25110.6865,5327.92964806
1658361600,2022-07-21 00:00:00,BNC/USDT,0.2141,0.2145,0.2092,0.2096,26965.9131,5731.94382265
1658275200,2022-07-20 00:00:00,BNC/USDT,0.2192,0.2378,0.2089,0.2141,107425.7629727,24130.437080030076
1658188800,2022-07-19 00:00:00,BNC/USDT,0.2254,0.2319,0.208,0.22,136473.73580567,30162.214660376985
1658102400,2022-07-18 00:00:00,BNC/USDT,0.2142,0.2258,0.2142,0.2254,51176.77355627,11248.124911622435
1658016000,2022-07-17 00:00:00,BNC/USDT,0.2114,0.2231,0.211,0.214,135475.62902776,29582.736581680086
1657929600,2022-07-16 00:00:00,BNC/USDT,0.2052,0.2127,0.2023,0.2114,68025.41714692,14155.834980928416
1657843200,2022-07-15 00:00:00,BNC/USDT,0.2067,0.2093,0.2023,0.2052,45486.43218256,9394.377140552734
1657756800,2022-07-14 00:00:00,BNC/USDT,0.203,0.2067,0.2028,0.2067,21332.85627539,4367.737563365103
1657670400,2022-07-13 00:00:00,BNC/USDT,0.2077,0.2082,0.2005,0.203,46104.72453391,9466.396206056075
1657584000,2022-07-12 00:00:00,BNC/USDT,0.2094,0.2105,0.2067,0.2088,13181.72484292,2745.876558386131
1657497600,2022-07-11 00:00:00,BNC/USDT,0.2128,0.2141,0.2086,0.2086,18471.35871151,3891.50559187861
1657411200,2022-07-10 00:00:00,BNC/USDT,0.2166,0.2174,0.2124,0.2124,24177.47733007,5195.469016260907
1657324800,2022-07-09 00:00:00,BNC/USDT,0.2223,0.2225,0.2163,0.2166,28124.06832662,6139.915480861475
1657238400,2022-07-08 00:00:00,BNC/USDT,0.2174,0.2234,0.2163,0.2211,51774.85703468,11409.406310953595
1657152000,2022-07-07 00:00:00,BNC/USDT,0.2074,0.232,0.2016,0.2174,305882.89476272,64804.035829830726
1657065600,2022-07-06 00:00:00,BNC/USDT,0.2067,0.2082,0.1995,0.2066,30347.32781209,6191.100704200933
1656979200,2022-07-05 00:00:00,BNC/USDT,0.2127,0.2147,0.2045,0.2052,15915.92560543,3320.008097063991
1656892800,2022-07-04 00:00:00,BNC/USDT,0.2074,0.217,0.2031,0.2127,53809.07701359,11300.025200479295
1656806400,2022-07-03 00:00:00,BNC/USDT,0.2048,0.2132,0.2007,0.2074,59945.35153204,12370.474221052124
1656720000,2022-07-02 00:00:00,BNC/USDT,0.2131,0.2159,0.2024,0.2062,45493.21598992,9540.329500173206
1656633600,2022-07-01 00:00:00,BNC/USDT,0.2092,0.2167,0.2092,0.2131,28561.73353708,6044.042129595008
1656547200,2022-06-30 00:00:00,BNC/USDT,0.2169,0.2221,0.204,0.2092,38983.3918236,8252.028164910107
1656460800,2022-06-29 00:00:00,BNC/USDT,0.2229,0.2255,0.214,0.2169,57914.42966979,12682.572013892569
1656374400,2022-06-28 00:00:00,BNC/USDT,0.2327,0.2947,0.219,0.2225,470150.20219049,121195.85088025332
1656288000,2022-06-27 00:00:00,BNC/USDT,0.2128,0.3004,0.2128,0.2353,339085.16725557,84852.295254457512
1656201600,2022-06-26 00:00:00,BNC/USDT,0.2208,0.2245,0.211,0.2128,49802.49241038,10804.325656003709
1656115200,2022-06-25 00:00:00,BNC/USDT,0.2166,0.2261,0.2136,0.2194,17316.43888448,3791.477332459802
1656028800,2022-06-24 00:00:00,BNC/USDT,0.2197,0.2206,0.2119,0.2166,49465.37380745,10680.286353627713
1655942400,2022-06-23 00:00:00,BNC/USDT,0.2203,0.2221,0.2098,0.2197,84278.01282082,18323.810787528123
1655856000,2022-06-22 00:00:00,BNC/USDT,0.2303,0.2304,0.2188,0.2194,27352.95367817,6094.032262457243
1655769600,2022-06-21 00:00:00,BNC/USDT,0.2319,0.2403,0.2269,0.2294,42740.62015701,10018.020768136844
1655683200,2022-06-20 00:00:00,BNC/USDT,0.2268,0.2342,0.226,0.2319,22300.95472104,5166.343434702056
1655596800,2022-06-19 00:00:00,BNC/USDT,0.2166,0.2322,0.2085,0.2267,70576.64118147,15443.183314371464
1655510400,2022-06-18 00:00:00,BNC/USDT,0.2336,0.2354,0.2149,0.2182,61318.06037316,13937.604870616792
1655424000,2022-06-17 00:00:00,BNC/USDT,0.24,0.2462,0.2303,0.2336,36637.89853253,8730.880574540399
1655337600,2022-06-16 00:00:00,BNC/USDT,0.2502,0.2528,0.238,0.24,15925.41335576,3892.793386810936
1655251200,2022-06-15 00:00:00,BNC/USDT,0.2501,0.253,0.239,0.2502,43288.67406482,10620.124919798679
1655164800,2022-06-14 00:00:00,BNC/USDT,0.2406,0.2567,0.2375,0.2502,27761.37176307,6892.706120086685
1655078400,2022-06-13 00:00:00,BNC/USDT,0.259,0.259,0.2307,0.2391,181537.61206834,44185.337958557479
1654992000,2022-06-12 00:00:00,BNC/USDT,0.2694,0.2821,0.2517,0.2592,94265.77361094,24921.182117036442
1654905600,2022-06-11 00:00:00,BNC/USDT,0.2974,0.2974,0.2593,0.2699,166589.83009624,46013.994621236913
1654819200,2022-06-10 00:00:00,BNC/USDT,0.3191,0.3241,0.2952,0.2974,30390.22834872,9580.390508736282
1654732800,2022-06-09 00:00:00,BNC/USDT,0.3223,0.3287,0.3097,0.319,28717.84590346,9210.535242207634
1654646400,2022-06-08 00:00:00,BNC/USDT,0.3271,0.3282,0.3102,0.3233,25823.89367184,8285.243327191277
1654560000,2022-06-07 00:00:00,BNC/USDT,0.3411,0.3411,0.32,0.3271,64815.61022724,21139.259722305258
1654473600,2022-06-06 00:00:00,BNC/USDT,0.3323,0.3469,0.3304,0.3424,47330.43773855,16014.634551989776
1654387200,2022-06-05 00:00:00,BNC/USDT,0.3452,0.3487,0.3246,0.3319,93307.7917558,31516.631672330645
1654300800,2022-06-04 00:00:00,BNC/USDT,0.3408,0.3461,0.3337,0.3452,25930.57620548,8827.709258602609
1654214400,2022-06-03 00:00:00,BNC/USDT,0.3526,0.3539,0.3344,0.3395,31067.73283016,10635.617000223212
1654128000,2022-06-02 00:00:00,BNC/USDT,0.3508,0.355,0.328,0.3526,77353.97975822,26653.967361803283
1654041600,2022-06-01 00:00:00,BNC/USDT,0.3973,0.4182,0.344,0.351,281280.37810893,109811.153560658499
1653955200,2022-05-31 00:00:00,BNC/USDT,0.329,1.0989,0.3273,0.3955,1317581.32519558,598412.669022685749
1653868800,2022-05-30 00:00:00,BNC/USDT,0.3157,0.3302,0.3157,0.3271,28879.49141833,9286.598052245704
1653782400,2022-05-29 00:00:00,BNC/USDT,0.3257,0.3273,0.31,0.3157,33503.44766136,10735.566809763249
1653696000,2022-05-28 00:00:00,BNC/USDT,0.3233,0.327,0.3155,0.327,20803.70674303,6708.887492557349
1653609600,2022-05-27 00:00:00,BNC/USDT,0.3391,0.3434,0.3185,0.3206,67543.40177997,22309.595357203745
1653523200,2022-05-26 00:00:00,BNC/USDT,0.3415,0.3575,0.3352,0.3379,82060.42232162,28121.918820945693
1653436800,2022-05-25 00:00:00,BNC/USDT,0.3448,0.3519,0.3366,0.3415,48531.11086911,16574.920254802512
1653350400,2022-05-24 00:00:00,BNC/USDT,0.3407,0.3484,0.3221,0.3436,41529.42322007,13908.792572406646
1653264000,2022-05-23 00:00:00,BNC/USDT,0.3336,0.37,0.3292,0.3407,104139.34269947,35356.99548730687
1653177600,2022-05-22 00:00:00,BNC/USDT,0.3258,0.3385,0.3244,0.3312,26986.44339135,8994.318092112439
1653091200,2022-05-21 00:00:00,BNC/USDT,0.3291,0.3331,0.3154,0.3252,28907.02668176,9412.574769700675
1653004800,2022-05-20 00:00:00,BNC/USDT,0.3386,0.3469,0.3291,0.3291,15674.65058581,5315.248463489437
1652918400,2022-05-19 00:00:00,BNC/USDT,0.3556,0.3592,0.3376,0.3416,30976.24826326,10769.698490264185
1652832000,2022-05-18 00:00:00,BNC/USDT,0.3623,0.3708,0.3469,0.3556,56986.41611949,20504.859990689545
1652745600,2022-05-17 00:00:00,BNC/USDT,0.3579,0.378,0.3482,0.3623,56886.41165045,20462.305843494045
1652659200,2022-05-16 00:00:00,BNC/USDT,0.3537,0.3782,0.3318,0.3606,107551.67328249,38237.997741432097
1652572800,2022-05-15 00:00:00,BNC/USDT,0.3289,0.3594,0.322,0.3518,38907.19179795,13339.031336986186
1652486400,2022-05-14 00:00:00,BNC/USDT,0.3326,0.3513,0.3196,0.3276,56628.5762403,18951.243524482467
1652400000,2022-05-13 00:00:00,BNC/USDT,0.324,0.3573,0.3229,0.3326,128228.05805645,43953.591650692051
1652313600,2022-05-12 00:00:00,BNC/USDT,0.359,0.3661,0.31,0.3229,92415.96540783,31014.776417586062
1652227200,2022-05-11 00:00:00,BNC/USDT,0.46,0.4848,0.35,0.3577,116103.29836942,47693.134249647475
1652140800,2022-05-10 00:00:00,BNC/USDT,0.4851,0.5057,0.4428,0.4616,66003.53548078,31847.873731118876
1652054400,2022-05-09 00:00:00,BNC/USDT,0.54,0.6767,0.4822,0.4842,281344.11406984,164094.767588265791
1651968000,2022-05-08 00:00:00,BNC/USDT,0.5331,0.5477,0.4931,0.535,80279.36434478,41526.229400367322
1651881600,2022-05-07 00:00:00,BNC/USDT,0.5537,0.556,0.493,0.538,76438.37013667,40629.688940819737
1651795200,2022-05-06 00:00:00,BNC/USDT,0.5662,0.5773,0.5386,0.5549,47358.22652042,26337.927779894952
1651708800,2022-05-05 00:00:00,BNC/USDT,0.6276,0.6298,0.5613,0.5614,24326.63977853,14428.597740990128
1651622400,2022-05-04 00:00:00,BNC/USDT,0.603,0.6363,0.5864,0.6276,20108.79652397,12230.432942046879
1651536000,2022-05-03 00:00:00,BNC/USDT,0.5973,0.6246,0.5922,0.5988,13558.99186209,8284.314318577217
1651449600,2022-05-02 00:00:00,BNC/USDT,0.6094,0.6174,0.5904,0.5994,11697.14393725,7082.13616442405
1651363200,2022-05-01 00:00:00,BNC/USDT,0.6319,0.6535,0.5939,0.6072,80826.16708419,50049.564140629266
1651276800,2022-04-30 00:00:00,BNC/USDT,0.6481,0.6679,0.5822,0.6296,80640.44279172,50152.796281528535
1651190400,2022-04-29 00:00:00,BNC/USDT,0.6293,0.6537,0.5829,0.6459,36060.57348167,22473.596241481629
1651104000,2022-04-28 00:00:00,BNC/USDT,0.6095,0.6688,0.6095,0.628,49674.45165245,31653.983662017446
1651017600,2022-04-27 00:00:00,BNC/USDT,0.645,0.6576,0.5977,0.6093,49372.21314498,30768.163373732618
1650931200,2022-04-26 00:00:00,BNC/USDT,0.6697,0.6775,0.6367,0.645,27878.90722753,18345.008373034884
1650844800,2022-04-25 00:00:00,BNC/USDT,0.6731,0.6775,0.6315,0.6697,28961.6328219,19089.841999838982
1650758400,2022-04-24 00:00:00,BNC/USDT,0.7191,0.7191,0.6686,0.6731,33909.56366176,23339.561426895876
1650672000,2022-04-23 00:00:00,BNC/USDT,0.7473,0.755,0.6934,0.7191,36789.23889058,26524.189216773758
1650585600,2022-04-22 00:00:00,BNC/USDT,0.7884,0.8018,0.7183,0.7448,29239.09993792,22220.103576540361
1650499200,2022-04-21 00:00:00,BNC/USDT,0.829,0.8478,0.7765,0.7872,56576.16447432,46488.762167136645
1650412800,2022-04-20 00:00:00,BNC/USDT,0.8307,0.9032,0.8021,0.829,128552.03631235,107383.325360886918
1650326400,2022-04-19 00:00:00,BNC/USDT,0.8321,0.858,0.8001,0.8342,52589.21266737,43374.802935350829
1650240000,2022-04-18 00:00:00,BNC/USDT,0.7789,0.8321,0.7501,0.8294,34922.526562,27197.003246691459
1650153600,2022-04-17 00:00:00,BNC/USDT,0.7887,0.8159,0.7735,0.7736,40861.56091249,32440.425526799476
1650067200,2022-04-16 00:00:00,BNC/USDT,0.7773,0.8041,0.7663,0.7887,25795.99561579,20243.523674759734
1649980800,2022-04-15 00:00:00,BNC/USDT,0.7986,0.8026,0.76,0.7773,49279.58291631,38606.059724898402
1649894400,2022-04-14 00:00:00,BNC/USDT,0.831,0.8593,0.7778,0.8026,61028.81688265,49868.041448066939
1649808000,2022-04-13 00:00:00,BNC/USDT,0.8216,0.8453,0.7905,0.831,55675.96040095,45294.074042771441
1649721600,2022-04-12 00:00:00,BNC/USDT,0.8519,0.8627,0.7999,0.8192,108011.3729659,89665.329295954087
1649635200,2022-04-11 00:00:00,BNC/USDT,0.9861,0.9862,0.8201,0.852,99030.12013439,88978.878720067859
1649548800,2022-04-10 00:00:00,BNC/USDT,0.9292,1.0679,0.9238,0.9816,135160.83740531,133079.539457940467
1649462400,2022-04-09 00:00:00,BNC/USDT,0.9276,0.9636,0.8919,0.9265,139852.38057743,129564.320706489495
1649376000,2022-04-08 00:00:00,BNC/USDT,0.967,1.001,0.9186,0.9274,93794.40596419,90277.372349695689
1649289600,2022-04-07 00:00:00,BNC/USDT,0.9872,1.0624,0.96,0.9661,214139.76438535,216590.138763947436
1649203200,2022-04-06 00:00:00,BNC/USDT,1.0875,1.17,0.9657,0.9862,396192.66050139,421978.077853959579
1649116800,2022-04-05 00:00:00,BNC/USDT,1.1064,1.2438,1.0776,1.0861,480701.9251619,556915.147830320208
1649030400,2022-04-04 00:00:00,BNC/USDT,1.1889,1.21,1.0407,1.1064,293194.83136337,329234.290441422193
1648944000,2022-04-03 00:00:00,BNC/USDT,1.0405,1.42,1.0401,1.1889,888758.21093401,1090503.720027549915
1648857600,2022-04-02 00:00:00,BNC/USDT,0.9601,1.1156,0.9103,1.0409,760572.71114253,779720.846332567976
1648771200,2022-04-01 00:00:00,BNC/USDT,1.2472,1.2578,0.8759,0.9584,1366253.44436425,1466726.308715349342
1648684800,2022-03-31 00:00:00,BNC/USDT,0.5,1.945,0.5,1.2471,5451046.19247259,7917006.260665006792
