https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DGB,Volume USDT
1663459200,2022-09-18 00:00:00,DGB/USDT,0.010057,0.010057,0.009935,0.009949,192708.19592613,1926.13665381738296
1663372800,2022-09-17 00:00:00,DGB/USDT,0.00981,0.0101,0.00981,0.010067,3257957.69523174,32409.63111374652137
1663286400,2022-09-16 00:00:00,DGB/USDT,0.009627,0.009857,0.009508,0.009807,8631878.76596694,83778.84544429908722
1663200000,2022-09-15 00:00:00,DGB/USDT,0.010135,0.010149,0.009586,0.009612,17009537.98250772,167710.83115740261041
1663113600,2022-09-14 00:00:00,DGB/USDT,0.009905,0.010187,0.009689,0.01015,16767895.39349252,167874.57015258004167
1663027200,2022-09-13 00:00:00,DGB/USDT,0.010894,0.011131,0.009883,0.009944,21155633.69971068,221524.25673474119702
1662940800,2022-09-12 00:00:00,DGB/USDT,0.010838,0.011202,0.010505,0.010872,14243716.73974894,155406.95580146334061
1662854400,2022-09-11 00:00:00,DGB/USDT,0.010765,0.011031,0.010602,0.01084,17285790.70976876,187823.97459548895039
1662768000,2022-09-10 00:00:00,DGB/USDT,0.010772,0.010893,0.01055,0.010738,12941024.23198381,138864.39857451300109
1662681600,2022-09-09 00:00:00,DGB/USDT,0.010008,0.010876,0.010003,0.010749,13375465.82633505,141152.16423551014526
1662595200,2022-09-08 00:00:00,DGB/USDT,0.009866,0.010101,0.009693,0.010013,12308338.59730323,121926.80152929161904
1662508800,2022-09-07 00:00:00,DGB/USDT,0.009478,0.009984,0.009256,0.009855,11234505.9617333,108138.98710260372363
1662422400,2022-09-06 00:00:00,DGB/USDT,0.010521,0.010731,0.009467,0.009489,20541048.91291068,207113.88481350856864
1662336000,2022-09-05 00:00:00,DGB/USDT,0.010739,0.010811,0.010318,0.010505,9077557.38098136,95478.32980822796
1662249600,2022-09-04 00:00:00,DGB/USDT,0.010408,0.010764,0.010233,0.0107,9025267.94432574,95276.42929710980004
1662163200,2022-09-03 00:00:00,DGB/USDT,0.010504,0.010565,0.010332,0.010406,4583528.71183147,47881.56112636407949
1662076800,2022-09-02 00:00:00,DGB/USDT,0.010518,0.010677,0.010313,0.01049,6439992.19366116,67455.09453475093135
1661990400,2022-09-01 00:00:00,DGB/USDT,0.010535,0.010627,0.010117,0.010542,8958446.43015328,93189.31467960850724
1661904000,2022-08-31 00:00:00,DGB/USDT,0.010187,0.0111,0.010187,0.010551,18035533.57149029,191170.93349454368637
1661817600,2022-08-30 00:00:00,DGB/USDT,0.010458,0.01166,0.009844,0.010176,39788506.31103397,425436.55764821361737
1661731200,2022-08-29 00:00:00,DGB/USDT,0.009776,0.0105,0.009752,0.010464,8785284.59673259,88579.53487645943823
1661644800,2022-08-28 00:00:00,DGB/USDT,0.010115,0.010404,0.009746,0.009766,8270407.1261959,83434.81601731847391
1661558400,2022-08-27 00:00:00,DGB/USDT,0.010105,0.01031,0.009871,0.010116,11017221.53777052,111541.16378237198522
1661472000,2022-08-26 00:00:00,DGB/USDT,0.011258,0.011269,0.009974,0.010103,19436897.78553487,206773.2242491793556
1661385600,2022-08-25 00:00:00,DGB/USDT,0.010872,0.011638,0.01087,0.011269,16027743.5024423,180628.33066332596283
1661299200,2022-08-24 00:00:00,DGB/USDT,0.011135,0.011274,0.010819,0.010842,13226723.38418341,146498.72913680966561
1661212800,2022-08-23 00:00:00,DGB/USDT,0.010962,0.011418,0.010514,0.011134,17756539.82388984,194685.57486331527394
1661126400,2022-08-22 00:00:00,DGB/USDT,0.010759,0.013,0.010156,0.010956,59206327.1258721,664006.38507391138276
1661040000,2022-08-21 00:00:00,DGB/USDT,0.010556,0.010934,0.010487,0.010765,9866690.85399184,105511.41751683777847
1660953600,2022-08-20 00:00:00,DGB/USDT,0.010467,0.012915,0.010202,0.01058,41091442.99940679,458111.5091648809748
1660867200,2022-08-19 00:00:00,DGB/USDT,0.011425,0.011476,0.010389,0.010475,13490273.82196345,145449.67373990784979
1660780800,2022-08-18 00:00:00,DGB/USDT,0.011915,0.012686,0.011068,0.011454,11365766.57665641,134767.31409737551425
1660694400,2022-08-17 00:00:00,DGB/USDT,0.012546,0.013121,0.011712,0.011918,14350967.02365182,176703.39380656299745
1660608000,2022-08-16 00:00:00,DGB/USDT,0.012605,0.013037,0.012491,0.012536,15258305.95791473,194204.2647826032654
1660521600,2022-08-15 00:00:00,DGB/USDT,0.013322,0.013569,0.012412,0.012607,20415562.52425727,262248.96746699020293
1660435200,2022-08-14 00:00:00,DGB/USDT,0.013374,0.013918,0.01296,0.013303,29136332.88291318,392823.45011429140137
1660348800,2022-08-13 00:00:00,DGB/USDT,0.013422,0.013646,0.013128,0.013368,12511890.68439873,167688.31898866634127
1660262400,2022-08-12 00:00:00,DGB/USDT,0.012876,0.013919,0.012657,0.013456,21272217.67287766,286459.35244511946501
1660176000,2022-08-11 00:00:00,DGB/USDT,0.01307,0.013292,0.012807,0.012873,23893754.99453346,312879.89754381926277
1660089600,2022-08-10 00:00:00,DGB/USDT,0.01295,0.013068,0.012193,0.013051,36692403.82078732,465222.60372837370589
1660003200,2022-08-09 00:00:00,DGB/USDT,0.012487,0.017,0.012369,0.012951,140778569.12548638,1970575.0963372582083
1659916800,2022-08-08 00:00:00,DGB/USDT,0.012334,0.012759,0.011469,0.012501,29330173.17443685,365574.66056993418863
1659830400,2022-08-07 00:00:00,DGB/USDT,0.012465,0.012888,0.012216,0.012313,13864156.21877535,172420.79323520367178
1659744000,2022-08-06 00:00:00,DGB/USDT,0.012615,0.012915,0.012233,0.012457,14514693.88062782,181315.7905148914491
1659657600,2022-08-05 00:00:00,DGB/USDT,0.011604,0.013,0.011588,0.012666,30227365.74126528,375018.42946443045062
1659571200,2022-08-04 00:00:00,DGB/USDT,0.011077,0.011999,0.011077,0.011584,16581303.02172128,192839.35353619251675
1659484800,2022-08-03 00:00:00,DGB/USDT,0.011127,0.011664,0.010864,0.011087,8150692.92152229,92425.97843156075445
1659398400,2022-08-02 00:00:00,DGB/USDT,0.011515,0.011586,0.010765,0.011093,17891963.78031612,199204.33588686885446
1659312000,2022-08-01 00:00:00,DGB/USDT,0.012265,0.012518,0.011074,0.011504,24457910.19577693,287092.4216981195251
1659225600,2022-07-31 00:00:00,DGB/USDT,0.011421,0.013343,0.011305,0.012304,41571716.39838532,516213.97582224046066
1659139200,2022-07-30 00:00:00,DGB/USDT,0.01132,0.012097,0.011076,0.011435,13766285.49353697,158613.67663806255071
1659052800,2022-07-29 00:00:00,DGB/USDT,0.011436,0.011887,0.011078,0.011318,20132801.64887269,229233.43521010964365
1658966400,2022-07-28 00:00:00,DGB/USDT,0.010647,0.012491,0.010455,0.011436,16278622.29389775,177926.24940844109504
1658880000,2022-07-27 00:00:00,DGB/USDT,0.010037,0.010696,0.00984,0.01064,14739092.89019937,149823.52460243141621
1658793600,2022-07-26 00:00:00,DGB/USDT,0.009931,0.010256,0.009544,0.010051,20442882.05895196,199951.00036041155553
1658707200,2022-07-25 00:00:00,DGB/USDT,0.010738,0.011024,0.009915,0.009944,19487469.2936395,206437.10145917110674
1658620800,2022-07-24 00:00:00,DGB/USDT,0.010662,0.010998,0.010597,0.010717,16610251.21313898,178496.64275499224236
1658534400,2022-07-23 00:00:00,DGB/USDT,0.010673,0.011875,0.01038,0.010652,31692376.31550262,338340.43717300776489
1658448000,2022-07-22 00:00:00,DGB/USDT,0.011194,0.011748,0.010627,0.010696,8098554.31855185,90602.67063524020712
1658361600,2022-07-21 00:00:00,DGB/USDT,0.010838,0.011267,0.01053,0.011194,6320103.45663808,68461.00608697475617
1658275200,2022-07-20 00:00:00,DGB/USDT,0.011521,0.012118,0.010735,0.010866,14753580.40217785,170513.95597597013779
1658188800,2022-07-19 00:00:00,DGB/USDT,0.011038,0.011638,0.010909,0.01152,20670526.15213377,233206.29134728335915
1658102400,2022-07-18 00:00:00,DGB/USDT,0.009981,0.011124,0.009981,0.011021,25485241.4804933,273469.78175872929634
1658016000,2022-07-17 00:00:00,DGB/USDT,0.010297,0.01068,0.009939,0.009987,19240384.29154564,199631.59405650217134
