https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CWAR,Volume USDT
1663459200,2022-09-18 00:00:00,CWAR/USDT,0.02714,0.02717,0.02696,0.02717,50664.3957,1372.879211438
1663372800,2022-09-17 00:00:00,CWAR/USDT,0.02636,0.03031,0.02628,0.02703,16485745.9521,467860.099148011
1663286400,2022-09-16 00:00:00,CWAR/USDT,0.02761,0.02773,0.026,0.02636,985348.8775,26390.287659677
1663200000,2022-09-15 00:00:00,CWAR/USDT,0.02739,0.028,0.02699,0.02773,990628.9502,27137.7375978
1663113600,2022-09-14 00:00:00,CWAR/USDT,0.0266,0.02789,0.02641,0.02743,1097314.1624,29691.996563956
1663027200,2022-09-13 00:00:00,CWAR/USDT,0.02859,0.02889,0.0264,0.0266,1722159.8522,47428.320878492
1662940800,2022-09-12 00:00:00,CWAR/USDT,0.03028,0.03028,0.02762,0.0287,1927917.5065,55460.269380972
1662854400,2022-09-11 00:00:00,CWAR/USDT,0.0301,0.03067,0.02988,0.03014,1093541.805,33007.845898282
1662768000,2022-09-10 00:00:00,CWAR/USDT,0.02943,0.03039,0.02933,0.0301,523096.0936,15585.590802504
1662681600,2022-09-09 00:00:00,CWAR/USDT,0.03015,0.031,0.02859,0.02956,3136506.967,94113.962713314
1662595200,2022-09-08 00:00:00,CWAR/USDT,0.02873,0.03033,0.028,0.03015,761202.4164,22250.36068047
1662508800,2022-09-07 00:00:00,CWAR/USDT,0.02851,0.02949,0.0281,0.02862,1400355.5482,40070.259293033
1662422400,2022-09-06 00:00:00,CWAR/USDT,0.02928,0.0298,0.02765,0.02839,2209178.41678481,63266.428909640237
1662336000,2022-09-05 00:00:00,CWAR/USDT,0.02939,0.03007,0.02908,0.02928,1563474.8389,46363.873820719
1662249600,2022-09-04 00:00:00,CWAR/USDT,0.02922,0.02981,0.02853,0.02939,1037184.9679,30270.602970699
1662163200,2022-09-03 00:00:00,CWAR/USDT,0.02906,0.0298,0.02867,0.02932,609649.7483,17785.628473036
1662076800,2022-09-02 00:00:00,CWAR/USDT,0.02889,0.02969,0.02822,0.02906,1054155.7335,30604.607113292
1661990400,2022-09-01 00:00:00,CWAR/USDT,0.0284,0.02899,0.0282,0.0289,438775.8868,12490.256825377
1661904000,2022-08-31 00:00:00,CWAR/USDT,0.02913,0.0296,0.0283,0.02842,533756.37954853,15427.1121867118857
1661817600,2022-08-30 00:00:00,CWAR/USDT,0.02986,0.0309,0.02856,0.02916,1065485.05021839,31518.5597952377477
1661731200,2022-08-29 00:00:00,CWAR/USDT,0.02878,0.0313,0.02821,0.0299,1811481.50608565,53368.9877710089749
1661644800,2022-08-28 00:00:00,CWAR/USDT,0.02991,0.032,0.02831,0.02878,2002597.05192828,58611.4704847249711
1661558400,2022-08-27 00:00:00,CWAR/USDT,0.02997,0.03072,0.02933,0.02989,725318.79384553,21800.6104611152056
1661472000,2022-08-26 00:00:00,CWAR/USDT,0.03133,0.03254,0.0299,0.02993,2096484.38193735,65308.0297367916451
1661385600,2022-08-25 00:00:00,CWAR/USDT,0.03217,0.03289,0.03021,0.03133,1778669.99753872,55641.8929294365678
1661299200,2022-08-24 00:00:00,CWAR/USDT,0.03183,0.03289,0.03154,0.03217,372902.15490734,11990.1913542524293
1661212800,2022-08-23 00:00:00,CWAR/USDT,0.03161,0.0327,0.0313,0.03181,657336.56836778,21081.0143636628504
1661126400,2022-08-22 00:00:00,CWAR/USDT,0.03171,0.03211,0.03075,0.03156,628581.10206181,19729.1005198378413
1661040000,2022-08-21 00:00:00,CWAR/USDT,0.03095,0.0321,0.03095,0.03173,492578.36820791,15580.062213880821
1660953600,2022-08-20 00:00:00,CWAR/USDT,0.03024,0.03146,0.0301,0.03097,1014427.11272752,31139.9383249623819
1660867200,2022-08-19 00:00:00,CWAR/USDT,0.0328,0.0331,0.02954,0.03023,1940290.10234893,59986.4762800332171
1660780800,2022-08-18 00:00:00,CWAR/USDT,0.034,0.0342,0.03269,0.0328,1098933.91236958,36859.3005586576539
1660694400,2022-08-17 00:00:00,CWAR/USDT,0.03503,0.03528,0.03382,0.03418,955182.78551351,32845.5871965917517
1660608000,2022-08-16 00:00:00,CWAR/USDT,0.03651,0.03666,0.0345,0.03487,1313559.38355147,46697.6581490701973
1660521600,2022-08-15 00:00:00,CWAR/USDT,0.03708,0.03769,0.03631,0.03637,1550443.09458329,57340.7892015770803
1660435200,2022-08-14 00:00:00,CWAR/USDT,0.03843,0.0387,0.03679,0.03701,1639399.02934071,61676.4938060631927
1660348800,2022-08-13 00:00:00,CWAR/USDT,0.03927,0.0401,0.038,0.03828,1102254.17910566,43081.7541405582647
1660262400,2022-08-12 00:00:00,CWAR/USDT,0.03834,0.0441,0.0374,0.03937,3987770.53694238,158709.6491823589688
1660176000,2022-08-11 00:00:00,CWAR/USDT,0.04009,0.04033,0.0383,0.03833,1078556.20369451,42625.1289504265785
1660089600,2022-08-10 00:00:00,CWAR/USDT,0.03715,0.04073,0.03688,0.04022,1747566.60617025,67586.2223775850645
1660003200,2022-08-09 00:00:00,CWAR/USDT,0.03891,0.03915,0.03691,0.03715,1276676.38590995,48245.905466361202
1659916800,2022-08-08 00:00:00,CWAR/USDT,0.03836,0.0397,0.03773,0.0391,888662.56479616,34368.5971097411445
1659830400,2022-08-07 00:00:00,CWAR/USDT,0.03887,0.04,0.03728,0.03837,1872686.62209718,72603.1337359872799
1659744000,2022-08-06 00:00:00,CWAR/USDT,0.03688,0.0418,0.03688,0.03887,3141957.49093124,122128.8875869922745
1659657600,2022-08-05 00:00:00,CWAR/USDT,0.03567,0.03789,0.03567,0.03661,756597.91149154,27776.957723635644
1659571200,2022-08-04 00:00:00,CWAR/USDT,0.03533,0.03602,0.03532,0.03545,328928.14485274,11705.8985068916302
1659484800,2022-08-03 00:00:00,CWAR/USDT,0.0359,0.0372,0.03529,0.03529,1133116.42463919,41174.264027259192
1659398400,2022-08-02 00:00:00,CWAR/USDT,0.03552,0.0365,0.0345,0.0359,725478.75488196,25610.000760179242
1659312000,2022-08-01 00:00:00,CWAR/USDT,0.03544,0.0361,0.0349,0.03552,711948.85377045,25236.7740425865924
1659225600,2022-07-31 00:00:00,CWAR/USDT,0.03482,0.0369,0.0345,0.03544,1021415.91861589,36488.5450303376926
1659139200,2022-07-30 00:00:00,CWAR/USDT,0.035,0.03699,0.03432,0.03482,1208957.45191371,42921.3595504851645
1659052800,2022-07-29 00:00:00,CWAR/USDT,0.03637,0.0377,0.03441,0.03499,2361164.05475301,85130.6085681972037
1658966400,2022-07-28 00:00:00,CWAR/USDT,0.03521,0.0368,0.035,0.03639,1521478.96265606,54451.2412572537563
1658880000,2022-07-27 00:00:00,CWAR/USDT,0.03201,0.0356,0.03187,0.03541,1442786.54043924,49149.6964805704541
1658793600,2022-07-26 00:00:00,CWAR/USDT,0.03187,0.0325,0.0314,0.03201,577779.90005573,18470.725262772254
1658707200,2022-07-25 00:00:00,CWAR/USDT,0.03327,0.03354,0.03186,0.03189,1217887.61238552,39600.7783182742272
1658620800,2022-07-24 00:00:00,CWAR/USDT,0.03238,0.0349,0.03201,0.03336,1114076.89892027,36756.8215536188868
1658534400,2022-07-23 00:00:00,CWAR/USDT,0.0323,0.03475,0.0312,0.0324,2286908.3604224,73779.2982040536486
1658448000,2022-07-22 00:00:00,CWAR/USDT,0.03177,0.03816,0.03165,0.03225,9491693.85281709,330315.3875921339367
1658361600,2022-07-21 00:00:00,CWAR/USDT,0.03056,0.03209,0.0295,0.03187,2110790.91368696,64875.1845622378283
1658275200,2022-07-20 00:00:00,CWAR/USDT,0.03167,0.03469,0.02983,0.03036,3406720.1422484,107933.2412530402869
1658188800,2022-07-19 00:00:00,CWAR/USDT,0.02949,0.03355,0.02808,0.03171,5458991.76659405,166325.5204406662063
1658102400,2022-07-18 00:00:00,CWAR/USDT,0.02805,0.03081,0.02791,0.0293,3489693.20108742,102493.3950572425005
1658016000,2022-07-17 00:00:00,CWAR/USDT,0.02842,0.0294,0.02762,0.02791,1079127.13521605,30757.4185107152726
1657929600,2022-07-16 00:00:00,CWAR/USDT,0.02859,0.02948,0.0275,0.02838,1759906.01698296,50191.963221179435
1657843200,2022-07-15 00:00:00,CWAR/USDT,0.02865,0.02957,0.02799,0.0286,1329138.15697129,38039.9713867476132
1657756800,2022-07-14 00:00:00,CWAR/USDT,0.02772,0.0301,0.02763,0.02879,2584065.37596074,74516.7378035942032
1657670400,2022-07-13 00:00:00,CWAR/USDT,0.02915,0.02939,0.02681,0.02774,3038997.44946086,84509.593317071629
1657584000,2022-07-12 00:00:00,CWAR/USDT,0.02917,0.032,0.02517,0.02907,5057080.09238998,142846.6806903446605
1657497600,2022-07-11 00:00:00,CWAR/USDT,0.03013,0.03067,0.02851,0.02921,1228667.33613881,36294.9810024472322
1657411200,2022-07-10 00:00:00,CWAR/USDT,0.03163,0.03187,0.02971,0.0305,1101900.09348821,33682.6469227674694
1657324800,2022-07-09 00:00:00,CWAR/USDT,0.0316,0.03291,0.03072,0.03161,1415869.94914222,44832.1036473085994
1657238400,2022-07-08 00:00:00,CWAR/USDT,0.03117,0.03456,0.03002,0.03163,3390206.84503168,107981.8439712389774
1657152000,2022-07-07 00:00:00,CWAR/USDT,0.03176,0.03219,0.02937,0.03122,2347281.83553822,72976.8735866779766
1657065600,2022-07-06 00:00:00,CWAR/USDT,0.03048,0.034,0.03023,0.03165,1858849.62091173,58895.1923083068685
1656979200,2022-07-05 00:00:00,CWAR/USDT,0.03192,0.03192,0.0289,0.03048,1397627.49413091,42577.1169399954545
1656892800,2022-07-04 00:00:00,CWAR/USDT,0.02973,0.03202,0.02956,0.03192,1009600.80729918,30976.2980352362254
1656806400,2022-07-03 00:00:00,CWAR/USDT,0.02933,0.03078,0.02915,0.0297,757696.04703871,22641.5427279910215
