https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UAH,Volume BTC
1663340400000,2022-09-16 15:00:00,BTC/UAH,790204.61,792794.02,788500.0,790242.75,1002231.9029950425,1.26825827
1663336800000,2022-09-16 14:00:00,BTC/UAH,785964.32,795243.95,785964.32,790184.65,1277386.8320907217,1.61656751
1663333200000,2022-09-16 13:00:00,BTC/UAH,789728.09,793763.57,785203.99,785203.99,1347933.1340340583,1.71666618
1663329600000,2022-09-16 12:00:00,BTC/UAH,797004.24,797101.17,789461.07,789508.22,1227430.6814892143,1.55467752
1663326000000,2022-09-16 11:00:00,BTC/UAH,791604.39,797297.74,790540.01,796699.81,1478891.621411303,1.85627209
1663322400000,2022-09-16 10:00:00,BTC/UAH,789951.68,792636.81,789516.19,791400.07,1272505.2385681556,1.60791651
1663318800000,2022-09-16 09:00:00,BTC/UAH,786433.49,791203.0,786433.49,790158.38,1057173.551342053,1.33792614
1663315200000,2022-09-16 08:00:00,BTC/UAH,787227.06,788986.99,785204.0,786754.35,1375921.8750586049,1.7488583
1663311600000,2022-09-16 07:00:00,BTC/UAH,788286.77,790183.99,787010.73,787778.05,1123855.51013392,1.4266144
1663308000000,2022-09-16 06:00:00,BTC/UAH,790613.96,792188.17,788387.02,788791.53,1189238.3672399197,1.50767132
1663304400000,2022-09-16 05:00:00,BTC/UAH,793407.98,793702.01,790011.21,790635.31,1177428.00302075,1.48921758
1663300800000,2022-09-16 04:00:00,BTC/UAH,789401.78,793910.12,789293.05,793356.03,1367072.1253806858,1.72315086
1663297200000,2022-09-16 03:00:00,BTC/UAH,789816.06,790426.76,787270.11,789297.26,1164450.247678,1.4753
1663293600000,2022-09-16 02:00:00,BTC/UAH,787527.64,790070.77,786961.07,789030.54,1216921.801842,1.5423
1663290000000,2022-09-16 01:00:00,BTC/UAH,789432.66,789432.66,784926.38,786460.88,1189049.8033769513,1.51189949
1663286400000,2022-09-16 00:00:00,BTC/UAH,785347.59,789918.03,783341.93,788779.8,1144168.4196866162,1.45055492
1663282800000,2022-09-15 23:00:00,BTC/UAH,788754.29,789772.5,784468.11,785400.6,1401176.6537627939,1.78402799
1663279200000,2022-09-15 22:00:00,BTC/UAH,791749.37,791778.85,783888.97,788389.33,1221315.8046746938,1.54912777
1663275600000,2022-09-15 21:00:00,BTC/UAH,792484.11,794960.0,790805.2,792210.7,1318544.6041049818,1.66438626
1663272000000,2022-09-15 20:00:00,BTC/UAH,790404.7,792551.73,789142.39,792070.75,1197271.064758345,1.51157086
1663268400000,2022-09-15 19:00:00,BTC/UAH,789006.41,791391.17,786553.98,790149.57,1262436.0089468588,1.59771777
1663264800000,2022-09-15 18:00:00,BTC/UAH,791275.7,792942.5,788150.01,788687.31,1006133.4253051648,1.27570637
1663261200000,2022-09-15 17:00:00,BTC/UAH,792846.04,795542.79,789736.96,790435.39,1207948.121419048,1.52820602
1663257600000,2022-09-15 16:00:00,BTC/UAH,792366.2,793093.96,784464.24,791882.33,1210705.7980770895,1.52889609
1663254000000,2022-09-15 15:00:00,BTC/UAH,788670.43,792069.0,782880.0,787353.43,1207300.688224611,1.53336563
1663250400000,2022-09-15 14:00:00,BTC/UAH,802496.93,804624.97,786851.68,788755.16,1276400.0482879435,1.61824621
1663246800000,2022-09-15 13:00:00,BTC/UAH,803166.59,803225.99,797678.89,801765.51,1281508.220820719,1.59835788
1663243200000,2022-09-15 12:00:00,BTC/UAH,801319.94,802964.56,800432.82,800687.63,1159956.169581,1.4487
1663239600000,2022-09-15 11:00:00,BTC/UAH,805617.49,807776.86,800894.55,801372.09,1247903.2939775095,1.55720833
1663236000000,2022-09-15 10:00:00,BTC/UAH,804165.94,807503.13,803471.48,804651.02,1121827.7394823146,1.39417923
1663232400000,2022-09-15 09:00:00,BTC/UAH,804897.16,806425.06,802281.68,804555.51,1214889.1586383036,1.51001285
1663228800000,2022-09-15 08:00:00,BTC/UAH,806650.58,807520.91,800920.57,805301.55,1247015.924799462,1.54850804
1663225200000,2022-09-15 07:00:00,BTC/UAH,802747.32,811125.25,802747.32,806211.02,1124146.2210774461,1.3943573
1663221600000,2022-09-15 06:00:00,BTC/UAH,804586.23,807777.0,799305.85,801887.16,1207095.857520966,1.50531885
1663218000000,2022-09-15 05:00:00,BTC/UAH,800692.27,806920.69,800345.81,805193.19,1019602.3999011785,1.26628294
1663214400000,2022-09-15 04:00:00,BTC/UAH,799773.46,807527.29,798635.69,801340.71,1326762.664855806,1.6556786
1663210800000,2022-09-15 03:00:00,BTC/UAH,803098.98,803098.98,797678.7,801265.0,1207479.3683948,1.50696632
1663207200000,2022-09-15 02:00:00,BTC/UAH,805260.56,806137.63,800864.66,802673.71,1140757.8218073023,1.42119744
1663203600000,2022-09-15 01:00:00,BTC/UAH,803386.27,806078.77,797453.68,805629.85,1139482.85984,1.4144
1663200000000,2022-09-15 00:00:00,BTC/UAH,804706.4,804706.4,802903.84,802976.25,403816.756125,0.5029
1663196400000,2022-09-14 23:00:00,BTC/UAH,807804.98,812503.1,804782.22,805359.96,1288026.8013112738,1.59931815
1663192800000,2022-09-14 22:00:00,BTC/UAH,802553.47,811161.95,800502.48,807143.25,1230918.1951906125,1.52503065
1663189200000,2022-09-14 21:00:00,BTC/UAH,794338.86,806826.72,794190.25,805193.79,991451.5476322538,1.23132041
1663185600000,2022-09-14 20:00:00,BTC/UAH,793942.14,795779.0,792624.1,794361.05,1228417.1812420061,1.54642172
1663182000000,2022-09-14 19:00:00,BTC/UAH,787268.34,796857.92,785635.56,794373.5,1152452.20990945,1.4507687
1663178400000,2022-09-14 18:00:00,BTC/UAH,803000.01,803720.88,787123.91,788116.26,1528453.720447947,1.93937595
1663174800000,2022-09-14 17:00:00,BTC/UAH,803964.42,804906.3,803000.01,803532.28,1095261.9622917797,1.36305907
1663171200000,2022-09-14 16:00:00,BTC/UAH,803322.56,804464.24,803000.01,804042.57,1263660.3670849062,1.57163366
1663167600000,2022-09-14 15:00:00,BTC/UAH,806498.28,808000.29,803000.01,803422.19,1199417.9644985532,1.49288628
1663164000000,2022-09-14 14:00:00,BTC/UAH,807164.06,807335.6,803000.01,806677.4,1259431.124696952,1.56125748
1663160400000,2022-09-14 13:00:00,BTC/UAH,807749.37,810653.63,803034.01,807953.99,1313857.7338475585,1.62615415
1663156800000,2022-09-14 12:00:00,BTC/UAH,807658.7,811926.51,805372.75,807425.13,1400335.2632028756,1.73432212
1663153200000,2022-09-14 11:00:00,BTC/UAH,820243.94,820243.94,807486.59,807486.59,1257918.4043397002,1.55781956
1663149600000,2022-09-14 10:00:00,BTC/UAH,820459.73,821975.0,818878.0,819832.4,1513735.18204716,1.8463959
1663146000000,2022-09-14 09:00:00,BTC/UAH,822331.42,824284.0,819512.15,820414.0,1344552.0972835,1.63887025
1663142400000,2022-09-14 08:00:00,BTC/UAH,815468.0,823631.6,814635.24,822116.16,1264799.3551159105,1.53846794
1663138800000,2022-09-14 07:00:00,BTC/UAH,816284.14,819307.26,811334.35,814289.72,1249771.626111981,1.53479971
1663135200000,2022-09-14 06:00:00,BTC/UAH,814277.18,818793.01,811656.45,814940.37,1534320.7914667814,1.88273995
1663131600000,2022-09-14 05:00:00,BTC/UAH,816407.9,817257.93,814216.32,814216.32,1381535.2035098495,1.69676678
1663128000000,2022-09-14 04:00:00,BTC/UAH,815548.05,817122.95,815548.05,816637.25,433638.69159468,0.53100528
1663120800000,2022-09-14 02:00:00,BTC/UAH,812560.0,820149.0,812560.0,817620.0,13821.947861999999,0.0169051
1663117200000,2022-09-14 01:00:00,BTC/UAH,808602.53,812497.01,808602.53,811600.0,94433.133648,0.11635428
1663113600000,2022-09-14 00:00:00,BTC/UAH,805000.0,805000.0,802982.0,803402.99,52992.7906156259,0.06596041
1663110000000,2022-09-13 23:00:00,BTC/UAH,806172.92,812479.19,805210.09,806442.56,1145793.5892480002,1.4208
1663106400000,2022-09-13 22:00:00,BTC/UAH,805181.86,817777.0,802000.01,806324.16,991486.5613671072,1.22963767
1663095600000,2022-09-13 19:00:00,BTC/UAH,806199.36,808816.99,801336.15,807223.02,1676347.0009099967,2.07668384
1663092000000,2022-09-13 18:00:00,BTC/UAH,823087.86,826982.19,805709.32,806543.57,1512046.0634713594,1.87472335
1663088400000,2022-09-13 17:00:00,BTC/UAH,822844.48,828944.58,822385.26,823518.33,1435466.9117173986,1.74309042
1663084800000,2022-09-13 16:00:00,BTC/UAH,827725.37,833100.55,822591.32,823085.55,1196888.008820868,1.45414776
1663081200000,2022-09-13 15:00:00,BTC/UAH,834118.77,836493.17,827242.99,827616.67,1519984.0996460996,1.83657985
1663077600000,2022-09-13 14:00:00,BTC/UAH,841596.27,845703.2,827473.01,834600.0,1340800.481982,1.60651867
1663074000000,2022-09-13 13:00:00,BTC/UAH,857059.93,858062.93,842157.04,842477.99,1616341.0846355213,1.91855586
1663070400000,2022-09-13 12:00:00,BTC/UAH,893359.68,899139.99,850000.0,855000.71,1519383.6800093765,1.77705546
1663066800000,2022-09-13 11:00:00,BTC/UAH,893565.01,899139.99,891146.1,893845.95,1544612.3799124544,1.72805211
1663063200000,2022-09-13 10:00:00,BTC/UAH,888192.57,894200.0,886505.01,893905.85,1709480.929372891,1.91237246
1663059600000,2022-09-13 09:00:00,BTC/UAH,881277.01,890358.11,881277.01,888236.24,1389327.564494268,1.56414195
1663056000000,2022-09-13 08:00:00,BTC/UAH,883552.87,886509.7,880000.01,883476.2,1437852.515024708,1.62749434
1663052400000,2022-09-13 07:00:00,BTC/UAH,884976.88,888760.99,883291.92,883746.75,1193818.0728427274,1.35085993
1663048800000,2022-09-13 06:00:00,BTC/UAH,888254.2,892000.0,882972.53,885353.18,1273170.7548571052,1.43803714
1663045200000,2022-09-13 05:00:00,BTC/UAH,884061.09,890000.0,883567.54,888390.86,1426387.2788186322,1.60558527
1663041600000,2022-09-13 04:00:00,BTC/UAH,881695.99,887818.0,880544.08,884220.5,1428824.629882995,1.61591439
1663038000000,2022-09-13 03:00:00,BTC/UAH,882487.56,883978.84,879695.32,881839.81,1220642.665002,1.3842
1663034400000,2022-09-13 02:00:00,BTC/UAH,881463.23,885904.84,875342.58,882730.58,1649970.6140349917,1.86916671
1663030800000,2022-09-13 01:00:00,BTC/UAH,880866.57,883971.98,879668.34,881832.54,1331414.049271056,1.5098264
1663027200000,2022-09-13 00:00:00,BTC/UAH,888104.6,888683.4,878061.09,880976.38,1222578.3454845354,1.38775383
1663023600000,2022-09-12 23:00:00,BTC/UAH,885169.54,888540.52,885034.73,887643.96,1178169.8281079999,1.3273
1663020000000,2022-09-12 22:00:00,BTC/UAH,886161.68,888031.66,883169.75,885272.51,1364559.046914,1.5414
1663016400000,2022-09-12 21:00:00,BTC/UAH,888417.34,888805.09,883407.3,886215.65,1304534.5078407384,1.47202829
1663012800000,2022-09-12 20:00:00,BTC/UAH,888704.9,889953.88,886739.01,888743.65,1422282.289985469,1.60032906
1663009200000,2022-09-12 19:00:00,BTC/UAH,887083.84,889931.0,886860.39,888553.67,1499370.910935109,1.68742864
1663005600000,2022-09-12 18:00:00,BTC/UAH,886599.98,887100.0,883050.01,886965.84,1585787.536965751,1.78787893
1663002000000,2022-09-12 17:00:00,BTC/UAH,881954.4,887100.0,879013.61,886113.58,1466787.07873311,1.65530369
1662998400000,2022-09-12 16:00:00,BTC/UAH,879571.99,882726.45,873738.11,881746.86,1523206.5553696896,1.72748736
1662994800000,2022-09-12 15:00:00,BTC/UAH,884638.08,886091.81,874710.3,878546.33,1171837.161895045,1.3338365
1662991200000,2022-09-12 14:00:00,BTC/UAH,886909.98,889342.6,882877.57,884561.06,1336476.1936830776,1.51089196
1662987600000,2022-09-12 13:00:00,BTC/UAH,885736.6,889560.0,881770.8,886906.49,1665545.395712413,1.87792672
1662984000000,2022-09-12 12:00:00,BTC/UAH,884615.56,888231.0,882462.21,885573.79,1437146.260809539,1.62284191
1662980400000,2022-09-12 11:00:00,BTC/UAH,878019.08,891352.0,873036.33,885438.22,1661397.3698526132,1.87635606
1662976800000,2022-09-12 10:00:00,BTC/UAH,878865.86,879495.17,868637.2,878423.11,1792524.9118530923,2.04061675
1662973200000,2022-09-12 09:00:00,BTC/UAH,881836.47,883482.65,876576.1,878530.04,953571.1241558656,1.08541664
1662969600000,2022-09-12 08:00:00,BTC/UAH,879013.27,882036.08,874635.51,880590.0,1318671.8395707002,1.49748673
1662966000000,2022-09-12 07:00:00,BTC/UAH,864586.55,880467.75,863814.7,878683.72,1216660.538192428,1.3846399
1662962400000,2022-09-12 06:00:00,BTC/UAH,861589.48,865052.74,860381.41,864553.15,1419002.9554097496,1.64131373
1662958800000,2022-09-12 05:00:00,BTC/UAH,860018.41,863131.66,857699.01,862188.09,1113033.5843518113,1.29094057
1662955200000,2022-09-12 04:00:00,BTC/UAH,857277.8,861588.37,857232.75,860010.64,1197372.431819832,1.3922763
1662951600000,2022-09-12 03:00:00,BTC/UAH,861787.86,866572.81,852992.01,857560.74,1227298.8334312732,1.43115091
1662948000000,2022-09-12 02:00:00,BTC/UAH,872264.4,873981.96,859366.69,862125.9,1266376.73451,1.4689
1662944400000,2022-09-12 01:00:00,BTC/UAH,858841.89,882308.9,857254.06,872310.55,1433468.6421096511,1.64330082
1662940800000,2022-09-12 00:00:00,BTC/UAH,863652.28,866469.69,858548.24,859398.47,1187774.6339809848,1.38210001
1662937200000,2022-09-11 23:00:00,BTC/UAH,859134.39,865231.0,857475.43,860309.9,1256479.3225661821,1.46049618
1662933600000,2022-09-11 22:00:00,BTC/UAH,854156.56,860772.94,854156.56,859387.58,1274300.505195306,1.4828007
1662930000000,2022-09-11 21:00:00,BTC/UAH,858280.82,863327.78,853656.14,853839.53,1462887.7750217183,1.71330528
1662926400000,2022-09-11 20:00:00,BTC/UAH,857605.43,862283.11,853290.68,858120.18,1126378.1506328143,1.31261119
1662922800000,2022-09-11 19:00:00,BTC/UAH,853914.98,858205.0,853914.98,857935.75,1336492.774635305,1.55780054
1662919200000,2022-09-11 18:00:00,BTC/UAH,858185.82,860300.62,854909.32,854909.32,1230274.825332526,1.43907055
1662915600000,2022-09-11 17:00:00,BTC/UAH,860854.0,865487.83,857747.97,858270.93,1448700.075043726,1.68792863
1662912000000,2022-09-11 16:00:00,BTC/UAH,858863.78,862249.43,857617.62,861383.8,1298729.829558134,1.50772493
1662908400000,2022-09-11 15:00:00,BTC/UAH,853979.2,862205.0,853869.04,858798.79,1468013.2008345872,1.70937968
1662904800000,2022-09-11 14:00:00,BTC/UAH,855722.06,856786.85,852436.49,854826.25,1406586.2394948625,1.64546449
1662901200000,2022-09-11 13:00:00,BTC/UAH,858739.73,859088.16,854806.07,855742.52,1250404.466580848,1.4611924
1662897600000,2022-09-11 12:00:00,BTC/UAH,858825.0,861196.0,856348.01,859186.56,1507832.830075181,1.75495393
1662894000000,2022-09-11 11:00:00,BTC/UAH,858118.22,862205.54,858118.22,859144.0,1270890.84971992,1.47925243
1662890400000,2022-09-11 10:00:00,BTC/UAH,859642.59,862239.65,858215.97,858911.0,1252065.43396134,1.45773594
1662886800000,2022-09-11 09:00:00,BTC/UAH,863351.82,863351.82,859532.99,859932.54,1321622.323353378,1.5368907
1662883200000,2022-09-11 08:00:00,BTC/UAH,859128.7,863405.45,857869.6,863304.15,1509466.4143145701,1.7484758
1662879600000,2022-09-11 07:00:00,BTC/UAH,853635.31,860340.41,853236.66,860095.91,1200380.8326506782,1.39563602
1662876000000,2022-09-11 06:00:00,BTC/UAH,859200.19,860901.65,850787.12,853763.47,1100785.3819149712,1.28933296
1662872400000,2022-09-11 05:00:00,BTC/UAH,857971.12,860613.99,857153.77,859928.02,1117148.9842014236,1.29911918
1662868800000,2022-09-11 04:00:00,BTC/UAH,857497.3,861413.62,857497.3,859088.99,1370031.9520302527,1.59474975
1662865200000,2022-09-11 03:00:00,BTC/UAH,856648.5,858700.6,856280.28,857941.76,1293044.2811233792,1.50714692
1662861600000,2022-09-11 02:00:00,BTC/UAH,859584.88,861428.65,855324.68,855709.97,1164706.840167,1.3611
1662858000000,2022-09-11 01:00:00,BTC/UAH,858156.98,863129.59,857940.53,862198.6,1254357.709003362,1.45483617
1662854400000,2022-09-11 00:00:00,BTC/UAH,863017.9,863833.07,858288.93,858288.93,1344512.3296209082,1.56650317
1662850800000,2022-09-10 23:00:00,BTC/UAH,866113.29,866999.99,863151.04,864489.85,1362666.7791654575,1.57626695
1662847200000,2022-09-10 22:00:00,BTC/UAH,861313.05,866500.0,860211.15,865543.48,1422832.2531001912,1.64385994
1662843600000,2022-09-10 21:00:00,BTC/UAH,854634.37,863149.0,854634.37,860251.35,1286665.281295128,1.49568528
1662840000000,2022-09-10 20:00:00,BTC/UAH,861568.97,861568.97,851711.37,854546.81,1207303.7331680001,1.4128
1662836400000,2022-09-10 19:00:00,BTC/UAH,855606.95,863417.3,855486.17,860963.66,1321299.0519153995,1.53467459
1662832800000,2022-09-10 18:00:00,BTC/UAH,849998.38,856116.51,849796.3,856116.51,1426552.4625644896,1.66630645
1662829200000,2022-09-10 17:00:00,BTC/UAH,853835.67,853835.67,848836.01,849915.9,1235264.79435435,1.4533965
1662825600000,2022-09-10 16:00:00,BTC/UAH,847240.62,855331.72,845258.07,854188.82,1461706.1627990834,1.71122137
1662822000000,2022-09-10 15:00:00,BTC/UAH,849408.0,850836.0,847041.01,847457.02,1236451.105731217,1.45901335
1662818400000,2022-09-10 14:00:00,BTC/UAH,847496.27,851184.41,846062.5,849421.42,1210050.0197728607,1.42455793
1662814800000,2022-09-10 13:00:00,BTC/UAH,853150.35,853150.35,846107.19,847835.0,1244532.3164508,1.46789448
1662811200000,2022-09-10 12:00:00,BTC/UAH,852568.15,853724.22,849899.03,852867.73,1245418.9937527194,1.46027215
1662807600000,2022-09-10 11:00:00,BTC/UAH,854184.2,855756.9,852533.7,853054.49,1393792.1761751538,1.63388411
1662804000000,2022-09-10 10:00:00,BTC/UAH,853864.19,855983.99,852349.47,854364.77,1332200.1610593642,1.55928733
1662800400000,2022-09-10 09:00:00,BTC/UAH,853971.87,856508.18,853640.14,853837.88,1270390.3316070258,1.48785895
1662796800000,2022-09-10 08:00:00,BTC/UAH,852500.9,856511.36,852025.24,854489.41,1328259.4996588796,1.55444817
1662793200000,2022-09-10 07:00:00,BTC/UAH,862014.97,863629.52,852657.71,852746.68,1436823.5117927457,1.68493592
1662789600000,2022-09-10 06:00:00,BTC/UAH,863692.91,864893.69,860503.73,862291.45,1389582.6716749999,1.6115
1662786000000,2022-09-10 05:00:00,BTC/UAH,859883.27,866741.0,859104.75,863521.11,1279006.6840299747,1.48115277
1662782400000,2022-09-10 04:00:00,BTC/UAH,854976.71,859795.53,853625.01,859512.25,1334341.5841705124,1.55244045
1662778800000,2022-09-10 03:00:00,BTC/UAH,854874.53,857515.81,853834.24,855577.32,1348660.5952071408,1.57631644
1662775200000,2022-09-10 02:00:00,BTC/UAH,854391.5,855006.68,852499.78,854875.74,1266840.359106,1.4819
1662771600000,2022-09-10 01:00:00,BTC/UAH,853363.16,856732.91,853363.16,855195.05,1233022.5577724867,1.44180273
1662768000000,2022-09-10 00:00:00,BTC/UAH,859333.99,859333.99,852294.24,853364.6,1383286.061808816,1.62097896
1662764400000,2022-09-09 23:00:00,BTC/UAH,858176.93,863469.2,853090.09,858615.36,1577844.0383483425,1.83766109
1662760800000,2022-09-09 22:00:00,BTC/UAH,854145.64,859388.7,852464.86,859226.91,1327322.122412446,1.54478649
1662757200000,2022-09-09 21:00:00,BTC/UAH,855428.97,855428.97,851877.98,854337.39,1279772.378134473,1.4979707
1662753600000,2022-09-09 20:00:00,BTC/UAH,853210.03,856788.99,850209.04,855759.75,1326139.4867497724,1.54966331
1662750000000,2022-09-09 19:00:00,BTC/UAH,849727.3,856213.51,849247.01,855488.25,1446966.7863029551,1.69139294
1662746400000,2022-09-09 18:00:00,BTC/UAH,854377.5,854377.5,847313.61,849646.62,1279762.166384325,1.50622875
1662742800000,2022-09-09 17:00:00,BTC/UAH,856434.99,857682.73,851129.34,855203.34,1423266.0609951857,1.66424287
1662739200000,2022-09-09 16:00:00,BTC/UAH,854060.01,857095.44,850084.18,855881.1,1243613.04062688,1.4530208
1662735600000,2022-09-09 15:00:00,BTC/UAH,849049.66,855108.88,845489.09,854156.0,1362485.34179476,1.59512471
1662732000000,2022-09-09 14:00:00,BTC/UAH,844025.97,849816.99,843082.66,849006.78,1395662.251532331,1.64387645
1662728400000,2022-09-09 13:00:00,BTC/UAH,847330.27,848403.05,841172.0,844936.94,1260146.4215585496,1.49140884
