https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume DAI
1663545600000,2022-09-19 00:00:00,DAI/ETH,0.00074655,0.00074972,0.00074108,0.00074108,0.0222574853134436,30.033849670000002
1663459200000,2022-09-18 00:00:00,DAI/ETH,0.00068143,0.00075361,0.00068143,0.00074821,21.340033454455156,28521.449131200003
1663372800000,2022-09-17 00:00:00,DAI/ETH,0.00069774,0.00070783,0.00067752,0.00068096,30.36616870775219,44593.17538145
1663286400000,2022-09-16 00:00:00,DAI/ETH,0.00068015,0.0007151,0.00067358,0.00069788,8.492533697050026,12169.04582027
1663200000000,2022-09-15 00:00:00,DAI/ETH,0.00061133,0.00068829,0.00060508,0.00068088,19.664087303036187,28880.4008093
1663113600000,2022-09-14 00:00:00,DAI/ETH,0.0006406,0.00066129,0.00060732,0.00061063,1.7728557673950094,2903.32241684
1663027200000,2022-09-13 00:00:00,DAI/ETH,0.00058288,0.00064907,0.0005704,0.0006386,15.822931808450672,24777.53180152
1662940800000,2022-09-12 00:00:00,DAI/ETH,0.00056779,0.00059985,0.00056169,0.00058348,2.791804823354328,4784.74810337
1662854400000,2022-09-11 00:00:00,DAI/ETH,0.00056367,0.00058883,0.00056043,0.00057447,1.8501861598194078,3220.68369074
1662768000000,2022-09-10 00:00:00,DAI/ETH,0.00058157,0.00059471,0.00055998,0.00056212,5.371515752381745,9555.81682271
1662681600000,2022-09-09 00:00:00,DAI/ETH,0.00061217,0.00062394,0.00057543,0.0005815,16.088516865634933,27667.26890049
1662595200000,2022-09-08 00:00:00,DAI/ETH,0.00061303,0.00063961,0.00060308,0.00061126,1.5217979932604644,2489.60833894
1662508800000,2022-09-07 00:00:00,DAI/ETH,0.00064375,0.0006776,0.00060536,0.00061405,84.781686486319,138069.67915694
1662422400000,2022-09-06 00:00:00,DAI/ETH,0.00061785,0.00064855,0.00059402,0.00064375,64.15834725558456,99663.45204751
1662336000000,2022-09-05 00:00:00,DAI/ETH,0.00063206,0.00064314,0.00061554,0.00061814,59.94503513797751,96976.46995499
1662249600000,2022-09-04 00:00:00,DAI/ETH,0.00064225,0.00065368,0.00063219,0.00063537,0.9047183036253384,1423.92354632
1662163200000,2022-09-03 00:00:00,DAI/ETH,0.00063512,0.00070321,0.00063317,0.00064974,17.93731150872772,27606.90662223
1662076800000,2022-09-02 00:00:00,DAI/ETH,0.00063121,0.00065133,0.00060819,0.00063998,85.5162071637988,133623.24941998
1661990400000,2022-09-01 00:00:00,DAI/ETH,0.00064504,0.00066723,0.00062733,0.00063058,20.031484551766773,31766.76163495
1661904000000,2022-08-31 00:00:00,DAI/ETH,0.00065585,0.00066236,0.00061914,0.00064355,1.3330708958452955,2071.43329321
1661817600000,2022-08-30 00:00:00,DAI/ETH,0.00064659,0.00067836,0.00062385,0.00066051,23.540731745769627,35640.23519064
1661731200000,2022-08-29 00:00:00,DAI/ETH,0.00070928,0.00070955,0.00064233,0.00064397,1.7914067508612874,2781.81708909
1661644800000,2022-08-28 00:00:00,DAI/ETH,0.0006703,0.00071,0.00066294,0.00070161,1.535153423624075,2188.04381868
1661558400000,2022-08-27 00:00:00,DAI/ETH,0.00066295,0.00069734,0.00065899,0.0006711,1.519150187084814,2263.67186274
1661472000000,2022-08-26 00:00:00,DAI/ETH,0.00059064,0.00070289,0.0005871,0.00066295,54.57693069751799,82324.35432162
1661385600000,2022-08-25 00:00:00,DAI/ETH,0.00060444,0.00061194,0.00058168,0.00058971,7.394678659310814,12539.51715133
1661299200000,2022-08-24 00:00:00,DAI/ETH,0.00060224,0.00062483,0.00059117,0.00060354,1.4978037858478632,2481.69762708
1661212800000,2022-08-23 00:00:00,DAI/ETH,0.00061748,0.00064111,0.00059908,0.0006013,29.6190086154267,49258.28806823
1661126400000,2022-08-22 00:00:00,DAI/ETH,0.00061823,0.00065882,0.00061359,0.00061359,6.580494468873776,10724.57906562
1661040000000,2022-08-21 00:00:00,DAI/ETH,0.00063405,0.00064154,0.00060873,0.00062455,1.3632239634230954,2182.72990701
1660953600000,2022-08-20 00:00:00,DAI/ETH,0.00062033,0.00065238,0.0006044,0.00063437,19.607975774620215,30909.36799442
1660867200000,2022-08-19 00:00:00,DAI/ETH,0.00054225,0.00062346,0.00054225,0.00062079,4.252689632332631,6850.4480296599995
1660780800000,2022-08-18 00:00:00,DAI/ETH,0.00054545,0.00054978,0.00053122,0.00054147,7.140652623118633,13187.53139254
1660694400000,2022-08-17 00:00:00,DAI/ETH,0.00053278,0.00054978,0.00051085,0.00054579,1.1919964816831912,2183.98373309
1660608000000,2022-08-16 00:00:00,DAI/ETH,0.00052658,0.00054051,0.00052144,0.00053303,2.2124846705987156,4150.76950753
1660521600000,2022-08-15 00:00:00,DAI/ETH,0.00051625,0.00053281,0.00049731,0.00052554,53.30882282112375,101436.2804375
1660435200000,2022-08-14 00:00:00,DAI/ETH,0.00050485,0.00052266,0.00049308,0.00051695,59.53736086060862,115170.44368045
1660348800000,2022-08-13 00:00:00,DAI/ETH,0.00051047,0.00051977,0.00049544,0.00050428,95.39246263893946,189165.66716693
1660262400000,2022-08-12 00:00:00,DAI/ETH,0.00053169,0.00053784,0.00050965,0.00050996,3.5663426343265026,6993.37719493
1660176000000,2022-08-11 00:00:00,DAI/ETH,0.00053966,0.00054006,0.00051722,0.00053114,3.766678024647591,7091.68585429
1660089600000,2022-08-10 00:00:00,DAI/ETH,0.00058772,0.00060061,0.00053102,0.00054018,4.555845911416384,8433.94037435
1660003200000,2022-08-09 00:00:00,DAI/ETH,0.00056347,0.00059823,0.0005585,0.00058752,7.5823598722375305,12905.70512023
1659916800000,2022-08-08 00:00:00,DAI/ETH,0.00058852,0.00058988,0.00055074,0.00056245,0.8133139560025026,1446.02001245
1659830400000,2022-08-07 00:00:00,DAI/ETH,0.00059092,0.00059905,0.0005782,0.00058742,1.633204649128149,2780.30140126
1659744000000,2022-08-06 00:00:00,DAI/ETH,0.00057459,0.00059267,0.00057117,0.00059267,2.107613267802125,3556.13286956
1659657600000,2022-08-05 00:00:00,DAI/ETH,0.00062107,0.00062249,0.0005762,0.0005762,161.00052293215452,279417.77669585997
1659571200000,2022-08-04 00:00:00,DAI/ETH,0.0006176,0.00063258,0.00060246,0.00062061,1.5884341216724691,2559.47232831
1659484800000,2022-08-03 00:00:00,DAI/ETH,0.00061235,0.00062893,0.00059373,0.00061847,1.8608112819049092,3008.73329653
1659398400000,2022-08-02 00:00:00,DAI/ETH,0.00061376,0.00063881,0.00059693,0.00061205,1.3200749542399932,2156.80900946
1659312000000,2022-08-01 00:00:00,DAI/ETH,0.00059604,0.00062029,0.0005864,0.00061267,1.2057493768235332,1968.02418402
1659225600000,2022-07-31 00:00:00,DAI/ETH,0.00059079,0.00059938,0.00057169,0.00059544,88.23099093871564,148177.80286631
1659139200000,2022-07-30 00:00:00,DAI/ETH,0.00057985,0.00059552,0.00057406,0.00058975,1.7160232686633226,2909.74695831
1659052800000,2022-07-29 00:00:00,DAI/ETH,0.00058021,0.00060294,0.00056734,0.00057967,1.4987783275490663,2585.57166586
1658966400000,2022-07-28 00:00:00,DAI/ETH,0.00061087,0.00062185,0.00055993,0.00057926,0.9338549495792176,1612.1516237600001
1658880000000,2022-07-27 00:00:00,DAI/ETH,0.00069066,0.00070375,0.00060989,0.00061103,90.65316503788323,148361.23437128
1658793600000,2022-07-26 00:00:00,DAI/ETH,0.00069302,0.00073573,0.00069066,0.00069066,84.78590900106188,122760.70570333
1658707200000,2022-07-25 00:00:00,DAI/ETH,0.00062463,0.00069428,0.00062216,0.00069301,2.4972260165534856,3603.44874757
1658620800000,2022-07-24 00:00:00,DAI/ETH,0.00064461,0.00064591,0.00060518,0.00062616,2.489173071473937,3975.29875986
1658534400000,2022-07-23 00:00:00,DAI/ETH,0.00065357,0.00067046,0.00062995,0.00064458,1.886761157392924,2927.11712649
