https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PDEX,Volume USDT
1663293600,2022-09-16 02:00:00,PDEX/USDT,1.3612,1.3639,1.3612,1.3612,98.0344,133.47142528
1663290000,2022-09-16 01:00:00,PDEX/USDT,1.3579,1.3621,1.3579,1.3621,754.0735,1024.53669649
1663286400,2022-09-16 00:00:00,PDEX/USDT,1.3796,1.3796,1.3578,1.3579,1573.7426,2152.04318565
1663282800,2022-09-15 23:00:00,PDEX/USDT,1.3896,1.3896,1.3735,1.3735,342.6965,472.69006738
1663279200,2022-09-15 22:00:00,PDEX/USDT,1.395,1.395,1.3784,1.3896,768.1084,1062.93666074
1663275600,2022-09-15 21:00:00,PDEX/USDT,1.3925,1.3997,1.3852,1.3997,1262.4774,1761.47829454
1663272000,2022-09-15 20:00:00,PDEX/USDT,1.3857,1.3925,1.3856,1.3925,376.7187,523.17803062
1663268400,2022-09-15 19:00:00,PDEX/USDT,1.3901,1.3901,1.3856,1.3856,850,1180.55673605
1663264800,2022-09-15 18:00:00,PDEX/USDT,1.3924,1.3933,1.3848,1.3933,560.5695,780.51287292
1663261200,2022-09-15 17:00:00,PDEX/USDT,1.3915,1.3918,1.3873,1.3873,95.2588,132.57169237
1663257600,2022-09-15 16:00:00,PDEX/USDT,1.3895,1.3915,1.3873,1.3915,512.0196,711.72895565
1663254000,2022-09-15 15:00:00,PDEX/USDT,1.3909,1.3963,1.3873,1.3873,82.5553,114.73970844
1663250400,2022-09-15 14:00:00,PDEX/USDT,1.3918,1.3982,1.3909,1.3975,61.52,85.89903748
1663246800,2022-09-15 13:00:00,PDEX/USDT,1.4001,1.4001,1.3929,1.3929,2.8049,3.91804689
1663243200,2022-09-15 12:00:00,PDEX/USDT,1.4,1.4,1.3992,1.3992,109.6215,153.38904296
1663239600,2022-09-15 11:00:00,PDEX/USDT,1.398,1.398,1.3937,1.3937,73.3609,102.54619419
1663236000,2022-09-15 10:00:00,PDEX/USDT,1.3928,1.3971,1.3894,1.3971,1125.7451,1572.00451964
1663232400,2022-09-15 09:00:00,PDEX/USDT,1.3877,1.3928,1.3877,1.3928,1.5774,2.19098676
1663228800,2022-09-15 08:00:00,PDEX/USDT,1.4028,1.4028,1.3893,1.3933,192.6085,268.53064097
1663225200,2022-09-15 07:00:00,PDEX/USDT,1.414,1.414,1.3943,1.4095,662.6362,928.8204807
1663221600,2022-09-15 06:00:00,PDEX/USDT,1.4095,1.4141,1.4095,1.4141,17.8938,25.27056864
1663218000,2022-09-15 05:00:00,PDEX/USDT,1.414,1.414,1.4095,1.4139,5.2833,7.46606779
1663214400,2022-09-15 04:00:00,PDEX/USDT,1.4178,1.4178,1.4095,1.4095,1.8193,2.56591189
1663210800,2022-09-15 03:00:00,PDEX/USDT,1.4242,1.4242,1.4197,1.4197,105.9716,150.48064417
1663207200,2022-09-15 02:00:00,PDEX/USDT,1.4242,1.4242,1.4242,1.4242,5.357,7.6294394
1663203600,2022-09-15 01:00:00,PDEX/USDT,1.4229,1.4256,1.4229,1.4256,16.5121,23.49633339
1663200000,2022-09-15 00:00:00,PDEX/USDT,1.4227,1.4256,1.4221,1.4256,25.6926,36.61974769
1663196400,2022-09-14 23:00:00,PDEX/USDT,1.414,1.4269,1.414,1.4236,95.7424,136.18983453
1663192800,2022-09-14 22:00:00,PDEX/USDT,1.4099,1.414,1.4099,1.414,102.5724,144.62639821
1663189200,2022-09-14 21:00:00,PDEX/USDT,1.4006,1.414,1.3887,1.4051,2913.8336,4070.54362379
1663185600,2022-09-14 20:00:00,PDEX/USDT,1.3947,1.3995,1.3886,1.3995,551.7186,768.3377155
1663182000,2022-09-14 19:00:00,PDEX/USDT,1.3947,1.3959,1.39,1.3959,264.8203,369.35558671
1663178400,2022-09-14 18:00:00,PDEX/USDT,1.4,1.4001,1.39,1.3947,255.5264,357.20714089
1663174800,2022-09-14 17:00:00,PDEX/USDT,1.4,1.4016,1.4,1.4016,52.3086,73.23231776
1663171200,2022-09-14 16:00:00,PDEX/USDT,1.4106,1.4106,1.4,1.4,120.9922,169.43646677
1663167600,2022-09-14 15:00:00,PDEX/USDT,1.4268,1.4358,1.4112,1.4157,3892.742,5543.09685122
