https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XRP3S,Volume USDT
1662760800,2022-09-09 22:00:00,XRP3S/USDT,16.3295,16.3295,15.9343,15.9343,19.301,312.45811969
1662757200,2022-09-09 21:00:00,XRP3S/USDT,16.3012,16.6244,16.0761,16.6244,17.5186,288.85373329
1662753600,2022-09-09 20:00:00,XRP3S/USDT,16.1899,16.2213,15.9649,16.2213,69.1868,1112.73390702
1662750000,2022-09-09 19:00:00,XRP3S/USDT,16.8439,16.8439,15.9101,16.1897,636.1399,10340.64781769
1662746400,2022-09-09 18:00:00,XRP3S/USDT,17.1661,17.2602,16.8488,16.8513,9.9895,170.76151835
1662742800,2022-09-09 17:00:00,XRP3S/USDT,17.0869,17.2608,16.9208,17.2608,464.5831,7967.51131566
1662739200,2022-09-09 16:00:00,XRP3S/USDT,16.7558,17.1408,16.7558,17.0718,101.8101,1732.62760794
1662735600,2022-09-09 15:00:00,XRP3S/USDT,16.7836,16.8769,16.4358,16.8769,9.3051,154.16695516
1662732000,2022-09-09 14:00:00,XRP3S/USDT,16.6308,16.6308,16.3454,16.6295,17.9225,295.52170301
1662728400,2022-09-09 13:00:00,XRP3S/USDT,16.3678,16.8355,16.3006,16.5736,51.0725,852.11884221
1662724800,2022-09-09 12:00:00,XRP3S/USDT,16.4132,16.4242,15.812,16.1259,226.3673,3635.41916524
1662721200,2022-09-09 11:00:00,XRP3S/USDT,15.828,16.3012,15.828,16.3012,44.3084,715.73010177
1662717600,2022-09-09 10:00:00,XRP3S/USDT,15.9345,15.9841,15.5271,15.7567,65.2546,1027.32705489
1662714000,2022-09-09 09:00:00,XRP3S/USDT,16.3012,17.0886,15.8163,16.0573,640.8418,10338.63566457
1662710400,2022-09-09 08:00:00,XRP3S/USDT,16.4297,16.4297,16.067,16.0748,54.7021,889.90355069
1662706800,2022-09-09 07:00:00,XRP3S/USDT,16.462,16.6245,16.462,16.6245,3.8366,63.49673942
1662703200,2022-09-09 06:00:00,XRP3S/USDT,16.5677,16.5678,16.2513,16.2525,95.6319,1562.28977307
1662699600,2022-09-09 05:00:00,XRP3S/USDT,16.6245,16.7886,16.3018,16.5205,414.0765,6868.25862809
1662696000,2022-09-09 04:00:00,XRP3S/USDT,17.146,18.9353,16.4145,16.4149,822.1071,13943.7703091
1662692400,2022-09-09 03:00:00,XRP3S/USDT,17.4496,17.9702,17.1461,17.3209,143.0039,2480.80064038
1662688800,2022-09-09 02:00:00,XRP3S/USDT,17.8859,17.8859,17.0879,17.5886,66.347,1164.94818985
1662685200,2022-09-09 01:00:00,XRP3S/USDT,17.8129,17.9969,17.7794,17.9467,31.9775,569.13613398
1662681600,2022-09-09 00:00:00,XRP3S/USDT,18.0114,18.1244,17.7667,17.7667,8.0106,143.58050934
1662678000,2022-09-08 23:00:00,XRP3S/USDT,17.7687,18.0726,17.7687,18.0726,6.1484,110.55119011
1662674400,2022-09-08 22:00:00,XRP3S/USDT,17.8609,18.2092,17.7667,17.7686,20.2793,365.59719231
1662670800,2022-09-08 21:00:00,XRP3S/USDT,17.8464,18.174,17.8464,17.8859,41.1616,739.33299185
1662667200,2022-09-08 20:00:00,XRP3S/USDT,17.8075,17.9529,17.4614,17.6544,108.5142,1919.9480833
1662663600,2022-09-08 19:00:00,XRP3S/USDT,18.6265,18.6636,17.5323,17.5656,190.8064,3489.38709673
1662660000,2022-09-08 18:00:00,XRP3S/USDT,19.0761,19.0761,18.5333,18.7056,105.3699,1972.92165196
1662656400,2022-09-08 17:00:00,XRP3S/USDT,19.3173,19.5192,19.0761,19.1285,20.8734,400.73276151
1662652800,2022-09-08 16:00:00,XRP3S/USDT,19.1451,19.645,19.0762,19.3829,24.6276,476.61095097
1662649200,2022-09-08 15:00:00,XRP3S/USDT,18.8736,19.2187,18.8736,19.1399,14.2023,270.12769129
1662645600,2022-09-08 14:00:00,XRP3S/USDT,18.9531,19.4646,18.7899,18.7899,55.2368,1048.45968937
1662642000,2022-09-08 13:00:00,XRP3S/USDT,19.5028,19.8053,18.7401,18.8624,606.1954,11739.5292193
1662638400,2022-09-08 12:00:00,XRP3S/USDT,19.2093,19.574,19.0371,19.5327,44.8435,868.53656885
1662634800,2022-09-08 11:00:00,XRP3S/USDT,19.0761,19.3015,19.0391,19.3015,11.9423,228.49418248
1662631200,2022-09-08 10:00:00,XRP3S/USDT,19.5625,19.6015,19.0979,19.0979,27.8329,532.86340568
1662627600,2022-09-08 09:00:00,XRP3S/USDT,19.1607,19.7306,19.1607,19.6384,37.271,723.38673545
1662624000,2022-09-08 08:00:00,XRP3S/USDT,19.2902,19.7393,19.0751,19.076,5.1738,100.04435337
1662620400,2022-09-08 07:00:00,XRP3S/USDT,19.263,19.689,19.2259,19.3829,53.2312,1030.65677278
1662616800,2022-09-08 06:00:00,XRP3S/USDT,18.7468,19.2476,18.4337,19.2476,31.3619,586.49666812
