https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LTC,Volume BTC
1663545600,2022-09-19 00:00:00,LTC/BTC,0.00272321,0.00272334,0.00271899,0.00272032,60.03329391,0.16330977008925118
1663459200,2022-09-18 00:00:00,LTC/BTC,0.00287350,0.00287364,0.00269888,0.00271709,1469.28335613,3.9921751141072614
1663372800,2022-09-17 00:00:00,LTC/BTC,0.00282371,0.00290984,0.00280817,0.00287139,393.31141547,1.1293504652664033
1663286400,2022-09-16 00:00:00,LTC/BTC,0.00285814,0.00287989,0.00280000,0.00281774,369.68323325,1.041671233657855
1663200000,2022-09-15 00:00:00,LTC/BTC,0.00297943,0.00298997,0.00284577,0.00285000,1128.99499871,3.2176357463235
1663113600,2022-09-14 00:00:00,LTC/BTC,0.00293556,0.00301015,0.00289010,0.00297459,1240.24498498,3.689220329871658
1663027200,2022-09-13 00:00:00,LTC/BTC,0.00273234,0.00303826,0.00272184,0.00292528,3961.17577772,11.587548279048763
1662940800,2022-09-12 00:00:00,LTC/BTC,0.00285270,0.00285270,0.00273231,0.00273900,536.97395196,1.4707716544184402
1662854400,2022-09-11 00:00:00,LTC/BTC,0.00295116,0.00299191,0.00285454,0.00286353,724.55659209,2.0747895381474777
1662768000,2022-09-10 00:00:00,LTC/BTC,0.00287451,0.00302842,0.00285638,0.00292561,982.08648321,2.873202036144008
1662681600,2022-09-09 00:00:00,LTC/BTC,0.00301257,0.00303088,0.00284581,0.00286548,1212.96603877,3.47572992477466
1662595200,2022-09-08 00:00:00,LTC/BTC,0.00294971,0.00301325,0.00293217,0.00301323,1264.94115840,3.811558646725632
1662508800,2022-09-07 00:00:00,LTC/BTC,0.00287249,0.00300465,0.00284398,0.00298078,1218.06260624,3.630776655428067
1662422400,2022-09-06 00:00:00,LTC/BTC,0.00305213,0.00311838,0.00288600,0.00289483,1349.70764019,3.9071741680512178
1662336000,2022-09-05 00:00:00,LTC/BTC,0.00304789,0.00307904,0.00300969,0.00303690,570.81559954,1.733509894243026
1662249600,2022-09-04 00:00:00,LTC/BTC,0.00298385,0.00305704,0.00297500,0.00304829,793.12423650,2.417672678880585
1662163200,2022-09-03 00:00:00,LTC/BTC,0.00304579,0.00310912,0.00300958,0.00309782,1114.19484963,3.451575089080806
1662076800,2022-09-02 00:00:00,LTC/BTC,0.00285947,0.00312092,0.00282649,0.00304788,4217.72815265,12.855129281898883
1661990400,2022-09-01 00:00:00,LTC/BTC,0.00267086,0.00288880,0.00267086,0.00286004,3012.75221248,8.616591837781298
1661904000,2022-08-31 00:00:00,LTC/BTC,0.00269409,0.00273445,0.00266769,0.00268098,716.76214462,1.9216249744833274
1661817600,2022-08-30 00:00:00,LTC/BTC,0.00273512,0.00273594,0.00265000,0.00268289,1568.49113189,4.208089172836361
1661731200,2022-08-29 00:00:00,LTC/BTC,0.00270476,0.00281424,0.00268801,0.00274798,1718.25541203,4.721731507150199
1661644800,2022-08-28 00:00:00,LTC/BTC,0.00264269,0.00279323,0.00263583,0.00272559,2096.81234910,5.71505077058347
1661558400,2022-08-27 00:00:00,LTC/BTC,0.00260390,0.00264828,0.00259098,0.00264828,255.16620439,0.6757515557619491
1661472000,2022-08-26 00:00:00,LTC/BTC,0.00262501,0.00266765,0.00258846,0.00260211,928.42460549,2.415862950191584
1661385600,2022-08-25 00:00:00,LTC/BTC,0.00264175,0.00264820,0.00259942,0.00264180,1012.29555183,2.674282388824494
1661299200,2022-08-24 00:00:00,LTC/BTC,0.00263348,0.00265295,0.00261451,0.00264046,851.51597804,2.2483938793754983
1661212800,2022-08-23 00:00:00,LTC/BTC,0.00268047,0.00268615,0.00257523,0.00264963,940.09270903,2.4908978446271592
1661126400,2022-08-22 00:00:00,LTC/BTC,0.00255954,0.00268585,0.00250300,0.00267253,1398.85955617,3.7384941296510097
1661040000,2022-08-21 00:00:00,LTC/BTC,0.00255200,0.00258484,0.00254643,0.00257750,538.99113153,1.3892496415185749
1660953600,2022-08-20 00:00:00,LTC/BTC,0.00260122,0.00263723,0.00253196,0.00255765,887.19335989,2.2691300969226584
1660867200,2022-08-19 00:00:00,LTC/BTC,0.00259073,0.00259952,0.00253000,0.00257543,1161.53457943,2.991451001901405
1660780800,2022-08-18 00:00:00,LTC/BTC,0.00259064,0.00262566,0.00255780,0.00259091,825.54712366,2.1389182981619306
1660694400,2022-08-17 00:00:00,LTC/BTC,0.00258214,0.00267486,0.00255891,0.00258729,1608.02837435,4.160435732672011
1660608000,2022-08-16 00:00:00,LTC/BTC,0.00251144,0.00257686,0.00251144,0.00256049,780.73216434,1.9990568994709266
1660521600,2022-08-15 00:00:00,LTC/BTC,0.00261077,0.00261077,0.00250000,0.00252344,781.63298619,1.9724039426712936
1660435200,2022-08-14 00:00:00,LTC/BTC,0.00264097,0.00267841,0.00258641,0.00260297,736.31663519,1.9166101119005146
1660348800,2022-08-13 00:00:00,LTC/BTC,0.00257954,0.00267197,0.00256801,0.00260862,1218.65205345,3.179000119670739
1660262400,2022-08-12 00:00:00,LTC/BTC,0.00257463,0.00260185,0.00255816,0.00257702,1428.26391718,3.6806646798512035
1660176000,2022-08-11 00:00:00,LTC/BTC,0.00256393,0.00259246,0.00251602,0.00258181,667.33066302,1.722920979091666
1660089600,2022-08-10 00:00:00,LTC/BTC,0.00255404,0.00260346,0.00253471,0.00258484,865.38145263,2.236872594016129
1660003200,2022-08-09 00:00:00,LTC/BTC,0.00262794,0.00263489,0.00254707,0.00255755,748.59342811,1.9145651220627304
