https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume TRX
1663545600000,2022-09-19 00:00:00,TRX/ETH,4.545e-05,4.564e-05,4.52e-05,4.522e-05,0.12295590872854799,2719.0603434
1663459200000,2022-09-18 00:00:00,TRX/ETH,4.249e-05,4.622e-05,4.247e-05,4.555e-05,3.638227247393562,79873.26558493
1663372800000,2022-09-17 00:00:00,TRX/ETH,4.283e-05,4.351e-05,4.207e-05,4.242e-05,2.137311647173483,50384.52727896
1663286400000,2022-09-16 00:00:00,TRX/ETH,4.169e-05,4.315e-05,4.149e-05,4.276e-05,9.708834501504324,227054.12772461
1663200000000,2022-09-15 00:00:00,TRX/ETH,3.771e-05,4.19e-05,3.721e-05,4.161e-05,32.737350921188494,786766.42444577
1663113600000,2022-09-14 00:00:00,TRX/ETH,3.862e-05,3.943e-05,3.743e-05,3.756e-05,5.270105943911538,140311.65984855
1663027200000,2022-09-13 00:00:00,TRX/ETH,3.728e-05,3.934e-05,3.637e-05,3.853e-05,19.105474814900113,495859.71489489
1662940800000,2022-09-12 00:00:00,TRX/ETH,3.641e-05,3.75e-05,3.627e-05,3.72e-05,5.092734681268032,136901.46992656
1662854400000,2022-09-11 00:00:00,TRX/ETH,3.645e-05,3.694e-05,3.601e-05,3.634e-05,4.464726798504431,122859.84585868
1662768000000,2022-09-10 00:00:00,TRX/ETH,3.702e-05,3.749e-05,3.614e-05,3.657e-05,11.815063651965662,323080.7670759
1662681600000,2022-09-09 00:00:00,TRX/ETH,3.75e-05,3.8e-05,3.627e-05,3.692e-05,5.672425328955543,153640.98940833
1662595200000,2022-09-08 00:00:00,TRX/ETH,3.783e-05,3.842e-05,3.672e-05,3.743e-05,9.404184312064205,251247.24317564
1662508800000,2022-09-07 00:00:00,TRX/ETH,3.892e-05,4.043e-05,3.733e-05,3.79e-05,12.203080655601688,321981.01993672
1662422400000,2022-09-06 00:00:00,TRX/ETH,3.885e-05,3.908e-05,3.77e-05,3.894e-05,12.029119420950833,308914.21214563
1662336000000,2022-09-05 00:00:00,TRX/ETH,4.016e-05,4.04e-05,3.869e-05,3.892e-05,3.1778100784107943,81649.79646482
1662249600000,2022-09-04 00:00:00,TRX/ETH,4.051e-05,4.075e-05,4.003e-05,4.024e-05,2.8601792453118726,71078.01305447
1662163200000,2022-09-03 00:00:00,TRX/ETH,3.986e-05,4.078e-05,3.961e-05,4.05e-05,2.5885534537980903,63914.90009378
1662076800000,2022-09-02 00:00:00,TRX/ETH,3.997e-05,4.032e-05,3.859e-05,3.976e-05,14.469016608663484,363908.86842715
1661990400000,2022-09-01 00:00:00,TRX/ETH,4.075e-05,4.128e-05,3.953e-05,3.989e-05,10.684879412047046,267858.59644139
1661904000000,2022-08-31 00:00:00,TRX/ETH,4.24e-05,4.253e-05,3.998e-05,4.084e-05,5.10834017257507,125081.78679175
1661817600000,2022-08-30 00:00:00,TRX/ETH,4.075e-05,4.365e-05,3.949e-05,4.247e-05,52.865298792680726,1244768.04315236
1661731200000,2022-08-29 00:00:00,TRX/ETH,4.293e-05,4.311e-05,4.062e-05,4.098e-05,16.71996877788048,408003.14245682
1661644800000,2022-08-28 00:00:00,TRX/ETH,4.224e-05,4.312e-05,4.175e-05,4.301e-05,4.163762376562806,96809.16941555
1661558400000,2022-08-27 00:00:00,TRX/ETH,4.076e-05,4.291e-05,4.076e-05,4.224e-05,5.390085016247501,127606.17936192
1661472000000,2022-08-26 00:00:00,TRX/ETH,3.863e-05,4.132e-05,3.839e-05,4.076e-05,8.238857238583085,202130.94304669
1661385600000,2022-08-25 00:00:00,TRX/ETH,3.905e-05,3.931e-05,3.8e-05,3.862e-05,3.196925337665999,82779.00926116
1661299200000,2022-08-24 00:00:00,TRX/ETH,3.982e-05,4.079e-05,3.875e-05,3.908e-05,6.266171111908904,160342.14718293
1661212800000,2022-08-23 00:00:00,TRX/ETH,4.046e-05,4.155e-05,3.972e-05,3.981e-05,4.880953942656675,122606.22815013
1661126400000,2022-08-22 00:00:00,TRX/ETH,4.07e-05,4.242e-05,4.023e-05,4.026e-05,5.6417497907634,140132.88104231
1661040000000,2022-08-21 00:00:00,TRX/ETH,4.179e-05,4.18e-05,4.002e-05,4.069e-05,4.312017026869773,105972.4017417
1660953600000,2022-08-20 00:00:00,TRX/ETH,3.98e-05,4.259e-05,3.944e-05,4.174e-05,8.671519533639087,207750.8273512
1660867200000,2022-08-19 00:00:00,TRX/ETH,3.645e-05,4.006e-05,3.627e-05,3.976e-05,6.549904103728293,164736.01870544
1660780800000,2022-08-18 00:00:00,TRX/ETH,3.725e-05,3.736e-05,3.634e-05,3.65e-05,2.70734975519451,74173.96589574
1660694400000,2022-08-17 00:00:00,TRX/ETH,3.722e-05,3.777e-05,3.62e-05,3.724e-05,5.530076965246266,148498.30733744
1660608000000,2022-08-16 00:00:00,TRX/ETH,3.631e-05,3.745e-05,3.606e-05,3.714e-05,6.325007615633912,170301.76671065998
1660521600000,2022-08-15 00:00:00,TRX/ETH,3.64e-05,3.659e-05,3.501e-05,3.62e-05,13.08467336688849,361455.06538365997
1660435200000,2022-08-14 00:00:00,TRX/ETH,3.53e-05,3.681e-05,3.485e-05,3.636e-05,14.016079364261852,385480.73059026
1660348800000,2022-08-13 00:00:00,TRX/ETH,3.6e-05,3.624e-05,3.484e-05,3.527e-05,6.815212444591667,193229.72624303
1660262400000,2022-08-12 00:00:00,TRX/ETH,3.736e-05,3.76e-05,3.594e-05,3.597e-05,7.013087100003498,194970.45037541
1660176000000,2022-08-11 00:00:00,TRX/ETH,3.794e-05,3.814e-05,3.668e-05,3.74e-05,6.869636734934622,183680.12660253
1660089600000,2022-08-10 00:00:00,TRX/ETH,4.021e-05,4.101e-05,3.733e-05,3.799e-05,30.152681295065022,793700.48157581
1660003200000,2022-08-09 00:00:00,TRX/ETH,3.952e-05,4.102e-05,3.934e-05,4.021e-05,8.442225012677195,209953.37012378
1659916800000,2022-08-08 00:00:00,TRX/ETH,4.103e-05,4.109e-05,3.904e-05,3.945e-05,5.763764354838445,146103.02547119
1659830400000,2022-08-07 00:00:00,TRX/ETH,4.114e-05,4.156e-05,4.062e-05,4.096e-05,4.475445439362662,109263.80467194
1659744000000,2022-08-06 00:00:00,TRX/ETH,4.019e-05,4.135e-05,3.992e-05,4.107e-05,11.928621458777203,290446.1032086
1659657600000,2022-08-05 00:00:00,TRX/ETH,4.28e-05,4.308e-05,4.006e-05,4.027e-05,22.28688227297878,553436.36138512
1659571200000,2022-08-04 00:00:00,TRX/ETH,4.194e-05,4.357e-05,4.094e-05,4.283e-05,18.670417522727707,435919.1576635
