https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KZT,Volume ETH
1663545600000,2022-09-19 00:00:00,ETH/KZT,681360.96,688859.99,653240.48,660801.78,858910.1536440001,1.2998
1663459200000,2022-09-18 00:00:00,ETH/KZT,693742.51,700485.83,637377.02,672748.18,14857323.710632782,22.08452457
1663372800000,2022-09-17 00:00:00,ETH/KZT,676560.41,700463.09,654849.0,692315.92,15958605.467675356,23.05104506
1663286400000,2022-09-16 00:00:00,ETH/KZT,701947.0,717244.61,672001.0,697304.68,16109155.31700468,23.10203241
1663200000000,2022-09-15 00:00:00,ETH/KZT,742102.74,786630.54,693179.44,701742.83,16026392.772756957,22.83798578
1663113600000,2022-09-14 00:00:00,ETH/KZT,782893.27,787804.15,722012.93,726579.43,16508984.574604312,22.72151384
1663027200000,2022-09-13 00:00:00,ETH/KZT,796612.75,898895.0,760000.0,782788.35,17068791.04917452,21.80511635
1662940800000,2022-09-12 00:00:00,ETH/KZT,803697.36,826336.6,775733.41,798709.97,18857766.533678878,23.61028063
1662854400000,2022-09-11 00:00:00,ETH/KZT,801364.77,825819.82,777476.18,811083.2,18710770.39373691,23.06886691
1662768000000,2022-09-10 00:00:00,ETH/KZT,794782.04,820028.53,786573.34,800452.81,18288025.395351004,22.8471
1662681600000,2022-09-09 00:00:00,ETH/KZT,736133.41,826301.51,715485.89,807410.69,18120696.953435812,22.44297379
1662595200000,2022-09-08 00:00:00,ETH/KZT,730619.64,775121.85,700000.0,730432.46,17019072.89227176,23.29999531
1662508800000,2022-09-07 00:00:00,ETH/KZT,717464.1,743978.29,688359.81,734190.95,16341151.064135022,22.25735834
1662422400000,2022-09-06 00:00:00,ETH/KZT,714985.09,799999.0,672001.0,705314.11,15804387.359737122,22.40758711
1662336000000,2022-09-05 00:00:00,ETH/KZT,721948.58,745987,687302.03,716947.98,16091931.932145238,22.44504815
1662249600000,2022-09-04 00:00:00,ETH/KZT,725308.6,775993.0,600001.0,723031.93,16690013.402937077,23.08336978
1662163200000,2022-09-03 00:00:00,ETH/KZT,728292.15,775993.0,673371.27,718137.15,16482956.091049451,22.95237907
1662076800000,2022-09-02 00:00:00,ETH/KZT,753544.03,775993.79,648851.0,736001.41,16601914.076596418,22.55690526
1661990400000,2022-09-01 00:00:00,ETH/KZT,756609.29,775841.64,729020.39,757245.44,17699993.39203361,23.37418287
1661904000000,2022-08-31 00:00:00,ETH/KZT,722356.92,899999.0,707838.66,754049.39,17178845.008493233,22.78212175
1661817600000,2022-08-30 00:00:00,ETH/KZT,639003.97,733338.0,636230.2,709928.84,16246288.74497771,22.88439042
1661731200000,2022-08-29 00:00:00,ETH/KZT,626192.27,733337.0,564548.03,669602.96,15955964.614900908,23.82899355
1661644800000,2022-08-28 00:00:00,ETH/KZT,694878.09,743132.0,417869.16,629854.22,15331276.429409565,24.34099184
1661558400000,2022-08-27 00:00:00,ETH/KZT,763645.68,772349.97,685000.1,693569.95,15755846.184698127,22.71702542
1661472000000,2022-08-26 00:00:00,ETH/KZT,774874.55,798660.0,732100.0,755946.92,16985278.348889902,22.46887698
1661385600000,2022-08-25 00:00:00,ETH/KZT,747667.48,789805.08,743172.79,764907.98,18086518.05990405,23.64535151
1661299200000,2022-08-24 00:00:00,ETH/KZT,764056.1,772287.46,719625.98,754140.45,16957316.181099955,22.48562079
1661212800000,2022-08-23 00:00:00,ETH/KZT,771615.8,818998.72,711001.0,771508.86,17881672.085587643,23.17753303
1661126400000,2022-08-22 00:00:00,ETH/KZT,814744.29,825180.17,792574.14,806651.46,1079783.644356,1.3386
1661040000000,2022-08-21 00:00:00,ETH/KZT,846099.32,881984.76,780000.0,812435.36,19105732.49014934,23.51661859
1660953600000,2022-08-20 00:00:00,ETH/KZT,819635.32,875978.16,800000.0,873777.05,19926193.355564546,22.80466551
1660867200000,2022-08-19 00:00:00,ETH/KZT,897560.61,919346.42,810000.0,840026.47,19277656.568135694,22.94886799
1660780800000,2022-08-18 00:00:00,ETH/KZT,918716.64,933381.45,860000.01,897099.44,20863719.598788206,23.25686392
1660694400000,2022-08-17 00:00:00,ETH/KZT,904498.72,922369.92,876750.57,914817.96,20786859.614304,22.7224
1660608000000,2022-08-16 00:00:00,ETH/KZT,912947.57,919349.23,850000.3,893911.12,20128185.917411003,22.51698795
1660521600000,2022-08-15 00:00:00,ETH/KZT,907587.18,919380.02,873046.54,895148.99,19669198.272168998,21.9731
1660435200000,2022-08-14 00:00:00,ETH/KZT,898043.56,949122.98,854085.43,892112.7,20498651.534481708,22.97764793
1660348800000,2022-08-13 00:00:00,ETH/KZT,864927.08,949122.97,830000.0,893697.89,20785654.21332227,23.2580321
1660262400000,2022-08-12 00:00:00,ETH/KZT,892676.01,919314.92,667825.68,860367.14,19400936.856195766,22.54960232
1660176000000,2022-08-11 00:00:00,ETH/KZT,865628.08,919372.44,865106.39,888795.78,18532096.06368917,20.85079214
1660089600000,2022-08-10 00:00:00,ETH/KZT,867278.44,899998.88,825805.47,871474.17,16984815.203693073,19.48975172
1660003200000,2022-08-09 00:00:00,ETH/KZT,807131.96,822501.64,806662.55,817237.41,1025714.6732910001,1.2551
1659916800000,2022-08-08 00:00:00,ETH/KZT,773888.36,824353.86,500001.0,808794.47,18559546.04220129,22.94717228
1659830400000,2022-08-07 00:00:00,ETH/KZT,675679.34,834998.98,660064.18,778906.36,17855176.79520607,22.92339325
1659744000000,2022-08-06 00:00:00,ETH/KZT,770408.97,830098.91,558038.61,717699.33,16551705.58652358,23.06217227
1659657600000,2022-08-05 00:00:00,ETH/KZT,721017.49,816948.35,720000.0,759304.94,17088378.161668476,22.50529038
1659571200000,2022-08-04 00:00:00,ETH/KZT,722410.97,776868.0,719561.32,731894.63,16528634.685629142,22.58335286
1659484800000,2022-08-03 00:00:00,ETH/KZT,756145.55,776868.0,637726.52,729926.45,16485143.515773095,22.58466386
1659398400000,2022-08-02 00:00:00,ETH/KZT,732339.72,834998.97,400011.1,761977.55,17634667.71793052,23.1432904
1659312000000,2022-08-01 00:00:00,ETH/KZT,817663.29,822493.61,731183.65,751682.42,17042951.794639613,22.67307488
1659225600000,2022-07-31 00:00:00,ETH/KZT,792401.59,823131.79,754086.01,815617.3,18215752.09301,22.3337
1659139200000,2022-07-30 00:00:00,ETH/KZT,795254.58,834998.96,775512.18,794423.84,12127703.560348835,15.26603678
1659052800000,2022-07-29 00:00:00,ETH/KZT,756572.01,809447.36,737861.32,775647.55,17630253.693408486,22.72972266
1658966400000,2022-07-28 00:00:00,ETH/KZT,683334.84,800000.0,660253.12,779732.12,17498122.603378877,22.44119763
1658880000000,2022-07-27 00:00:00,ETH/KZT,694436.89,769295.99,650859.15,709561.36,15805140.00304449,22.27452183
1658793600000,2022-07-26 00:00:00,ETH/KZT,748688.41,769295.99,650875.7,660259.57,15017197.391230153,22.74438429
