https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume BSV
1663545600000,2022-09-19 00:00:00,BSV/BTC,0.0024911,0.0025216,0.0024911,0.0025216,0.061338241226624,24.32512739
1663542000000,2022-09-18 23:00:00,BSV/BTC,0.0025049,0.0025117,0.0024848,0.0024859,0.0029472387661210004,1.18558219
1663538400000,2022-09-18 22:00:00,BSV/BTC,0.0025212,0.0025269,0.0024988,0.0025101,0.064401074617347,25.65677647
1663534800000,2022-09-18 21:00:00,BSV/BTC,0.0025568,0.0025568,0.0025007,0.0025222,0.25690586246006003,101.8578473
1663531200000,2022-09-18 20:00:00,BSV/BTC,0.0025566,0.0025624,0.0025362,0.0025584,0.29160599297856005,113.9798284
1663527600000,2022-09-18 19:00:00,BSV/BTC,0.0025731,0.0025732,0.0025496,0.0025496,0.005925470518103999,2.3240784899999998
1663524000000,2022-09-18 18:00:00,BSV/BTC,0.0025565,0.0025732,0.0025565,0.0025732,0.030056369773779994,11.680541649999999
1663520400000,2022-09-18 17:00:00,BSV/BTC,0.0025794,0.0025794,0.0025571,0.0025629,0.003369321713316,1.31465204
1663516800000,2022-09-18 16:00:00,BSV/BTC,0.002584,0.002584,0.002566,0.0025805,0.0025980243819399996,1.00679108
1663513200000,2022-09-18 15:00:00,BSV/BTC,0.0025898,0.0025974,0.0025792,0.0025904,0.002943356402624,1.13625556
1663509600000,2022-09-18 14:00:00,BSV/BTC,0.0025991,0.0026022,0.002588,0.0025961,0.002387323636997,0.91958077
1663506000000,2022-09-18 13:00:00,BSV/BTC,0.0025921,0.0025954,0.002586,0.0025928,0.135099863868984,52.10577903
1663502400000,2022-09-18 12:00:00,BSV/BTC,0.0026021,0.0026108,0.0025865,0.0025865,0.002359240772735,0.91213639
1663498800000,2022-09-18 11:00:00,BSV/BTC,0.0026036,0.0026112,0.0026018,0.0026092,0.007142342464224,2.73736872
1663495200000,2022-09-18 10:00:00,BSV/BTC,0.0026164,0.0026164,0.0025917,0.0026003,0.032468002531768,12.48625256
