https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TKO,Volume USDT
1663372800,2022-09-17 00:00:00,TKO/USDT,0.2617,0.2626,0.2617,0.2626,21.959,5.75778854
1663286400,2022-09-16 00:00:00,TKO/USDT,0.2605,0.2624,0.2568,0.2624,8861.2596,2299.98623158
1663200000,2022-09-15 00:00:00,TKO/USDT,0.2684,0.2684,0.2577,0.2599,8205.2453,2171.03871732
1663113600,2022-09-14 00:00:00,TKO/USDT,0.2626,0.2703,0.2615,0.2684,15780.6951,4209.21631976
1663027200,2022-09-13 00:00:00,TKO/USDT,0.2739,0.2767,0.2611,0.2636,15520.1534,4122.62962892
1662940800,2022-09-12 00:00:00,TKO/USDT,0.2835,0.2848,0.2727,0.2755,24878.0516,6893.81428316
1662854400,2022-09-11 00:00:00,TKO/USDT,0.2842,0.2974,0.2776,0.2845,36306.5107,10410.54137454
1662768000,2022-09-10 00:00:00,TKO/USDT,0.2757,0.3299,0.2687,0.2864,196528.6556,58153.849898
1662681600,2022-09-09 00:00:00,TKO/USDT,0.2621,0.2778,0.2621,0.2775,18436.981,5051.46298264
1662595200,2022-09-08 00:00:00,TKO/USDT,0.2645,0.2808,0.2585,0.2608,28800.2398,7707.76770197
1662508800,2022-09-07 00:00:00,TKO/USDT,0.2521,0.2667,0.247,0.264,27867.2915,7035.59993601
1662422400,2022-09-06 00:00:00,TKO/USDT,0.2692,0.2741,0.2505,0.2505,34749.7916,9032.70502418
1662336000,2022-09-05 00:00:00,TKO/USDT,0.2675,0.2689,0.2655,0.2689,5789.9434,1551.47303169
1662249600,2022-09-04 00:00:00,TKO/USDT,0.2689,0.2701,0.2665,0.2677,7477.1973,2004.67686457
1662163200,2022-09-03 00:00:00,TKO/USDT,0.27,0.2711,0.2675,0.2689,4257.8764,1146.86743934
1662076800,2022-09-02 00:00:00,TKO/USDT,0.2752,0.2803,0.2663,0.2685,31286.5395,8579.24552781
1661990400,2022-09-01 00:00:00,TKO/USDT,0.2828,0.2833,0.266,0.2756,19904.4306,5395.91379438
1661904000,2022-08-31 00:00:00,TKO/USDT,0.2852,0.2905,0.2795,0.2825,4193.2159,1194.94876586
1661817600,2022-08-30 00:00:00,TKO/USDT,0.2837,0.3015,0.2825,0.2832,27476.0804,8006.00120458
1661731200,2022-08-29 00:00:00,TKO/USDT,0.2755,0.284,0.2735,0.2828,2309.0573,640.47732088
1661644800,2022-08-28 00:00:00,TKO/USDT,0.2795,0.2902,0.2756,0.2756,5690.3184,1625.60279087
1661558400,2022-08-27 00:00:00,TKO/USDT,0.2734,0.2805,0.2707,0.2792,9076.2014,2495.21078245
1661472000,2022-08-26 00:00:00,TKO/USDT,0.2946,0.3,0.2735,0.2735,11015.9948,3085.73997131
1661385600,2022-08-25 00:00:00,TKO/USDT,0.2875,0.3072,0.2867,0.2945,15873.1903,4682.53836915
1661299200,2022-08-24 00:00:00,TKO/USDT,0.2864,0.3146,0.2824,0.286,17018.4498,4901.30283322
1661212800,2022-08-23 00:00:00,TKO/USDT,0.2796,0.2905,0.276,0.2875,6130.2543,1739.73853573
1661126400,2022-08-22 00:00:00,TKO/USDT,0.288,0.288,0.2722,0.2815,10037.4934,2804.93696987
1661040000,2022-08-21 00:00:00,TKO/USDT,0.289,0.306,0.2865,0.2887,13759.3874,4039.78494134
1660953600,2022-08-20 00:00:00,TKO/USDT,0.2734,0.327,0.2734,0.289,80942.7917,24204.79191938
1660867200,2022-08-19 00:00:00,TKO/USDT,0.2956,0.2956,0.2705,0.2725,35305.9984,9855.41965376
1660780800,2022-08-18 00:00:00,TKO/USDT,0.3023,0.3057,0.2956,0.2971,17056.8231,5119.22151963
1660694400,2022-08-17 00:00:00,TKO/USDT,0.3168,0.3251,0.2988,0.3015,18469.73,5758.91319741
1660608000,2022-08-16 00:00:00,TKO/USDT,0.3244,0.3276,0.3145,0.3145,12443.0011,3964.21916471
1660521600,2022-08-15 00:00:00,TKO/USDT,0.3254,0.3342,0.3208,0.3236,47683.2769,15484.4925147
1660435200,2022-08-14 00:00:00,TKO/USDT,0.3335,0.3509,0.3215,0.3258,101140.6443,34000.67753464
1660348800,2022-08-13 00:00:00,TKO/USDT,0.3279,0.3398,0.3279,0.3314,73077.5496,24533.54552246
1660262400,2022-08-12 00:00:00,TKO/USDT,0.3201,0.33,0.2881,0.3274,47790.7108,15260.21421308
1660176000,2022-08-11 00:00:00,TKO/USDT,0.3395,0.3763,0.3116,0.3201,42340.723,14341.56348216
1660089600,2022-08-10 00:00:00,TKO/USDT,0.3271,0.3411,0.315,0.3411,15720.0212,5082.28204727
1660003200,2022-08-09 00:00:00,TKO/USDT,0.3375,0.3547,0.3259,0.3259,78018.8158,25940.84036885
1659916800,2022-08-08 00:00:00,TKO/USDT,0.3382,0.3516,0.3348,0.3368,77804.1511,26980.70832679
1659830400,2022-08-07 00:00:00,TKO/USDT,0.3382,0.3423,0.3358,0.3396,11688.6844,3968.84111437
1659744000,2022-08-06 00:00:00,TKO/USDT,0.3376,0.3406,0.3315,0.3385,120679.5111,40462.16170127
1659657600,2022-08-05 00:00:00,TKO/USDT,0.3333,0.3416,0.3314,0.3364,14678.5688,4933.35527098
1659571200,2022-08-04 00:00:00,TKO/USDT,0.3322,0.3438,0.3285,0.3325,17678.4305,5921.23205975
1659484800,2022-08-03 00:00:00,TKO/USDT,0.3273,0.3396,0.3164,0.3305,19572.1769,6493.78254536
1659398400,2022-08-02 00:00:00,TKO/USDT,0.335,0.3364,0.3109,0.3274,28810.4726,9202.59024215
1659312000,2022-08-01 00:00:00,TKO/USDT,0.3424,0.3481,0.325,0.3349,50137.521,16857.05129611
1659225600,2022-07-31 00:00:00,TKO/USDT,0.3095,0.385,0.3065,0.3414,371154.8498,132979.08777708
1659139200,2022-07-30 00:00:00,TKO/USDT,0.3055,0.3272,0.3045,0.3084,51484.4136,16177.28188101
1659052800,2022-07-29 00:00:00,TKO/USDT,0.3036,0.316,0.2965,0.3041,36014.6987,11034.39673051
1658966400,2022-07-28 00:00:00,TKO/USDT,0.2937,0.3091,0.2895,0.3045,141005.7728,41981.60745701
1658880000,2022-07-27 00:00:00,TKO/USDT,0.2756,0.2948,0.2755,0.2935,87119.5791,25132.38673786
1658793600,2022-07-26 00:00:00,TKO/USDT,0.2815,0.2825,0.2703,0.2766,32056.3334,8828.40526976
1658707200,2022-07-25 00:00:00,TKO/USDT,0.2875,0.3169,0.2765,0.2809,148909.0293,43644.59132929
1658620800,2022-07-24 00:00:00,TKO/USDT,0.286,0.294,0.286,0.2877,39981.6101,11525.39558818
1658534400,2022-07-23 00:00:00,TKO/USDT,0.2922,0.299,0.2816,0.2855,18164.1806,5247.83673816
1658448000,2022-07-22 00:00:00,TKO/USDT,0.2976,0.3096,0.2885,0.2905,36172.2851,10797.285442
1658361600,2022-07-21 00:00:00,TKO/USDT,0.3005,0.3028,0.2795,0.2985,103088.5448,30497.02238542
1658275200,2022-07-20 00:00:00,TKO/USDT,0.3224,0.3476,0.2973,0.3015,168900.20001537,55222.354256654132
1658188800,2022-07-19 00:00:00,TKO/USDT,0.3146,0.3332,0.3026,0.3224,190445.08983346,61145.831691155228
1658102400,2022-07-18 00:00:00,TKO/USDT,0.2837,0.3305,0.2837,0.315,214129.20551407,65920.012145292158
1658016000,2022-07-17 00:00:00,TKO/USDT,0.2902,0.3045,0.2812,0.2825,109910.95334741,32682.564207173055
1657929600,2022-07-16 00:00:00,TKO/USDT,0.2839,0.294,0.2769,0.2905,145624.87471199,41132.315580572989
1657843200,2022-07-15 00:00:00,TKO/USDT,0.2828,0.3064,0.2787,0.2851,354488.05324963,104479.927119522166
1657756800,2022-07-14 00:00:00,TKO/USDT,0.2781,0.2914,0.2745,0.2855,78276.83858826,22456.952033262478
1657670400,2022-07-13 00:00:00,TKO/USDT,0.2583,0.2839,0.2508,0.2791,103388.21396808,27876.182630848994
1657584000,2022-07-12 00:00:00,TKO/USDT,0.2637,0.266,0.2575,0.2595,20566.62833255,5392.944265710264
1657497600,2022-07-11 00:00:00,TKO/USDT,0.2735,0.2754,0.2586,0.2645,5533.73264682,1494.348808525872
1657411200,2022-07-10 00:00:00,TKO/USDT,0.2835,0.2835,0.2492,0.2747,38087.75618108,10409.1157317797
1657324800,2022-07-09 00:00:00,TKO/USDT,0.2856,0.2905,0.2818,0.2839,13829.41004233,3939.619890198652
1657238400,2022-07-08 00:00:00,TKO/USDT,0.2907,0.2985,0.2824,0.2858,16969.67020665,4870.321841250986
1657152000,2022-07-07 00:00:00,TKO/USDT,0.2821,0.2954,0.2759,0.291,20334.7462322,5909.251504696593
1657065600,2022-07-06 00:00:00,TKO/USDT,0.2795,0.2835,0.2734,0.2834,15500.2607829,4303.375170528003
1656979200,2022-07-05 00:00:00,TKO/USDT,0.2855,0.2881,0.2713,0.2795,26981.71995051,7598.056194598225
1656892800,2022-07-04 00:00:00,TKO/USDT,0.2735,0.3133,0.2709,0.2845,16473.02330218,4646.352339243229
1656806400,2022-07-03 00:00:00,TKO/USDT,0.2745,0.2775,0.2676,0.2734,16011.28360398,4356.593132333325
1656720000,2022-07-02 00:00:00,TKO/USDT,0.27,0.2745,0.2661,0.273,3803.84135022,1024.365890494022
1656633600,2022-07-01 00:00:00,TKO/USDT,0.2755,0.2775,0.2665,0.2705,8784.19272735,2389.626591768503
1656547200,2022-06-30 00:00:00,TKO/USDT,0.2856,0.3299,0.2675,0.2765,99716.63611254,29850.182622718659
1656460800,2022-06-29 00:00:00,TKO/USDT,0.2865,0.2901,0.2812,0.2856,6067.48385553,1727.621035696112
1656374400,2022-06-28 00:00:00,TKO/USDT,0.3065,0.3094,0.2845,0.2845,30726.46908782,9288.594677397781
1656288000,2022-06-27 00:00:00,TKO/USDT,0.3012,0.3208,0.3012,0.3065,19914.14315343,6182.282579637065
1656201600,2022-06-26 00:00:00,TKO/USDT,0.3001,0.3355,0.2776,0.3012,195587.74663098,60483.314133355791
1656115200,2022-06-25 00:00:00,TKO/USDT,0.2885,0.3,0.2849,0.2995,28437.96434612,8257.108570063715
1656028800,2022-06-24 00:00:00,TKO/USDT,0.2865,0.3008,0.27,0.2889,117527.46343857,33723.774989096001
1655942400,2022-06-23 00:00:00,TKO/USDT,0.2665,0.311,0.2665,0.2865,154527.66387287,45041.158055699487
1655856000,2022-06-22 00:00:00,TKO/USDT,0.2702,0.279,0.2621,0.265,107054.99451064,28930.043987279683
1655769600,2022-06-21 00:00:00,TKO/USDT,0.2795,0.2892,0.261,0.2705,112076.28769077,31254.366332456275
1655683200,2022-06-20 00:00:00,TKO/USDT,0.2655,0.2965,0.2564,0.2805,106073.39230545,28312.38436998269
1655596800,2022-06-19 00:00:00,TKO/USDT,0.257,0.2775,0.251,0.2633,37935.15725061,9953.050533596167
1655510400,2022-06-18 00:00:00,TKO/USDT,0.2671,0.27,0.2446,0.2588,46036.61206411,11725.460886040855
1655424000,2022-06-17 00:00:00,TKO/USDT,0.2531,0.2915,0.2512,0.265,173143.57234895,47488.90385390149
1655337600,2022-06-16 00:00:00,TKO/USDT,0.2683,0.27,0.2462,0.2512,61114.63523236,15965.99096620094
1655251200,2022-06-15 00:00:00,TKO/USDT,0.257,0.2675,0.2352,0.2675,155970.49126046,39341.765129722684
1655164800,2022-06-14 00:00:00,TKO/USDT,0.2555,0.2705,0.2426,0.2595,88113.98875697,22601.587960450075
1655078400,2022-06-13 00:00:00,TKO/USDT,0.2766,0.2855,0.2433,0.2575,61712.00988762,16128.917738242876
1654992000,2022-06-12 00:00:00,TKO/USDT,0.2994,0.3006,0.2776,0.2776,38583.72790827,11189.08362581865
1654905600,2022-06-11 00:00:00,TKO/USDT,0.3354,0.3516,0.2975,0.2975,41257.19132283,13036.873022942311
1654819200,2022-06-10 00:00:00,TKO/USDT,0.3546,0.3701,0.3333,0.3354,80146.12944916,27641.083976656123
1654732800,2022-06-09 00:00:00,TKO/USDT,0.3496,0.3636,0.3475,0.3548,38698.83788475,13714.075625686892
