https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume DOG
1650020400000,2022-04-15 11:00:00,DOG/BTC,3.7282,3.7402,3.6513,3.6977,0.002899477501,0.00078413
1650016800000,2022-04-15 10:00:00,DOG/BTC,3.6065,3.7,3.6064,3.7,0.010430078,0.0028189400000000002
1650013200000,2022-04-15 09:00:00,DOG/BTC,3.6656,3.6836,3.6027,3.6064,0.002988948256,0.00082879
1650009600000,2022-04-15 08:00:00,DOG/BTC,3.6342,3.6999,3.5597,3.6999,0.003052491498,0.00082502
1650006000000,2022-04-15 07:00:00,DOG/BTC,3.6396,3.6396,3.5649,3.6356,0.0033247562000000004,0.0009145000000000001
1650002400000,2022-04-15 06:00:00,DOG/BTC,3.6416,3.6997,3.5504,3.5607,0.005358461823000001,0.00150489
1649998800000,2022-04-15 05:00:00,DOG/BTC,3.5895,3.65,3.55,3.65,0.0024750285,0.00067809
1649995200000,2022-04-15 04:00:00,DOG/BTC,3.5907,3.5907,3.55,3.5897,0.002928656745,0.00081585
1649991600000,2022-04-15 03:00:00,DOG/BTC,3.5576,3.5974,3.5501,3.5521,0.0026356582,0.000742
1649988000000,2022-04-15 02:00:00,DOG/BTC,3.6055,3.6055,3.5568,3.5576,0.0030073815839999998,0.00084534
1649984400000,2022-04-15 01:00:00,DOG/BTC,3.6,3.6162,3.5597,3.6056,0.0019478532880000002,0.00054023
1649980800000,2022-04-15 00:00:00,DOG/BTC,3.5733,3.6286,3.55,3.6,0.004254300000000001,0.00118175
1649977200000,2022-04-14 23:00:00,DOG/BTC,3.5639,3.6496,3.5639,3.6275,0.0029408505249999997,0.00081071
1649973600000,2022-04-14 22:00:00,DOG/BTC,3.55,3.6497,3.55,3.5638,0.003259700946,0.00091467
1649970000000,2022-04-14 21:00:00,DOG/BTC,3.5551,3.6359,3.5002,3.6112,0.003263549776,0.0009037299999999999
1649966400000,2022-04-14 20:00:00,DOG/BTC,3.565,3.5695,3.5002,3.5009,0.003021591781,0.00086309
1649962800000,2022-04-14 19:00:00,DOG/BTC,3.5017,3.5956,3.5002,3.5003,0.0026333456960000003,0.00075232
1649959200000,2022-04-14 18:00:00,DOG/BTC,3.5921,3.5999,3.5002,3.5671,0.0029672921349999997,0.00083185
1649955600000,2022-04-14 17:00:00,DOG/BTC,3.512,3.6047,3.4625,3.5997,0.025682311629,0.007134570000000001
1649952000000,2022-04-14 16:00:00,DOG/BTC,3.5067,3.5344,3.4509,3.5121,0.00300951849,0.0008569
1649948400000,2022-04-14 15:00:00,DOG/BTC,3.55,3.5611,3.45,3.5345,0.00499594506,0.00141348
1649944800000,2022-04-14 14:00:00,DOG/BTC,3.5092,3.55,3.4518,3.55,0.0026700969999999997,0.00075214
1649941200000,2022-04-14 13:00:00,DOG/BTC,3.5275,3.5275,3.4621,3.4626,0.002942621358,0.00084983
1649937600000,2022-04-14 12:00:00,DOG/BTC,3.5564,3.5564,3.4571,3.5302,0.0047347395419999995,0.00134121
1649934000000,2022-04-14 11:00:00,DOG/BTC,3.5,3.5997,3.4518,3.5019,0.003297949344,0.00094176
1649930400000,2022-04-14 10:00:00,DOG/BTC,3.3999,3.5666,3.3321,3.4868,0.07049908618,0.02021885
1649926800000,2022-04-14 09:00:00,DOG/BTC,3.422,3.4497,3.3321,3.3927,0.005487658323,0.00161749
1649923200000,2022-04-14 08:00:00,DOG/BTC,3.4062,3.4497,3.3501,3.4497,0.002964258216,0.00085928
1649919600000,2022-04-14 07:00:00,DOG/BTC,3.4104,3.411,3.3542,3.4063,0.002751234447,0.00080769
1649916000000,2022-04-14 06:00:00,DOG/BTC,3.3522,3.4498,3.3517,3.3541,0.002924473331,0.00087191
1649912400000,2022-04-14 05:00:00,DOG/BTC,3.4146,3.4497,3.3588,3.4497,0.0019013021550000001,0.00055115
1649908800000,2022-04-14 04:00:00,DOG/BTC,3.4153,3.4153,3.3565,3.4147,0.001088094155,0.00031865
1649905200000,2022-04-14 03:00:00,DOG/BTC,3.3537,3.427,3.3537,3.4154,0.002938746776,0.00086044
1649901600000,2022-04-14 02:00:00,DOG/BTC,3.4001,3.492,3.35,3.4271,0.004717574505,0.00137655
1649898000000,2022-04-14 01:00:00,DOG/BTC,3.45,3.492,3.3556,3.4488,0.002683925136,0.00077822
1649894400000,2022-04-14 00:00:00,DOG/BTC,3.4497,3.45,3.3547,3.45,0.0027621735,0.00080063
1649890800000,2022-04-13 23:00:00,DOG/BTC,3.3535,3.45,3.3535,3.3546,0.003107667894,0.00092639
1649887200000,2022-04-13 22:00:00,DOG/BTC,3.4064,3.4238,3.3529,3.3534,0.002608408656,0.00077784
1649883600000,2022-04-13 21:00:00,DOG/BTC,3.3809,3.4181,3.3501,3.4065,0.005465627055,0.00160447
1649880000000,2022-04-13 20:00:00,DOG/BTC,3.3813,3.4306,3.3809,3.3809,0.0031179674070000002,0.00092223
1649876400000,2022-04-13 19:00:00,DOG/BTC,3.3809,3.4499,3.3809,3.3812,0.0029261581040000003,0.00086542
1649872800000,2022-04-13 18:00:00,DOG/BTC,3.4137,3.4137,3.353,3.412,0.00244288964,0.00071597
1649869200000,2022-04-13 17:00:00,DOG/BTC,3.3812,3.4289,3.3525,3.4138,0.004414077538,0.00129301
1649865600000,2022-04-13 16:00:00,DOG/BTC,3.3805,3.4323,3.3805,3.429,0.00285261939,0.00083191
1649862000000,2022-04-13 15:00:00,DOG/BTC,3.4528,3.4529,3.375,3.3804,0.060518219472,0.01790268
1649858400000,2022-04-13 14:00:00,DOG/BTC,3.4604,3.4664,3.4067,3.4529,0.003017592897,0.00087393
1649854800000,2022-04-13 13:00:00,DOG/BTC,3.4322,3.4814,3.42,3.4665,0.0034695158550000003,0.00100087
1649851200000,2022-04-13 12:00:00,DOG/BTC,3.4744,3.4925,3.4316,3.478,0.0026708953200000004,0.00076794
1649847600000,2022-04-13 11:00:00,DOG/BTC,3.476,3.476,3.4246,3.4746,0.003546802188,0.00102078
1649844000000,2022-04-13 10:00:00,DOG/BTC,3.4807,3.5147,3.42,3.4761,0.006771651366,0.00194806
1649840400000,2022-04-13 09:00:00,DOG/BTC,3.5332,3.55,3.4502,3.4806,0.00353663766,0.0010161
1649836800000,2022-04-13 08:00:00,DOG/BTC,3.5279,3.5499,3.4537,3.5497,0.002986753077,0.00084141
1649833200000,2022-04-13 07:00:00,DOG/BTC,3.4557,3.5497,3.4501,3.4596,0.003125471832,0.00090342
1649829600000,2022-04-13 06:00:00,DOG/BTC,3.5497,3.55,3.45,3.4556,0.003346644932,0.00096847
1649826000000,2022-04-13 05:00:00,DOG/BTC,3.5496,3.55,3.4502,3.4502,0.00308051107,0.0008928499999999999
1649822400000,2022-04-13 04:00:00,DOG/BTC,3.5064,3.5499,3.4501,3.5496,0.0026700091199999996,0.0007522
1649818800000,2022-04-13 03:00:00,DOG/BTC,3.5259,3.5259,3.4503,3.5065,0.002320286115,0.00066171
1649815200000,2022-04-13 02:00:00,DOG/BTC,3.5997,3.5997,3.4501,3.5273,0.005936586992,0.00168304
1649293200000,2022-04-07 01:00:00,DOG/BTC,3.3051,3.3051,3.3051,3.3051,9.3336024e-05,2.824e-05
1649289600000,2022-04-07 00:00:00,DOG/BTC,3.3302,3.395,3.2544,3.3382,0.002802218608,0.00083944
1649286000000,2022-04-06 23:00:00,DOG/BTC,3.2537,3.3303,3.2506,3.3212,0.002627600592,0.00079116
1649282400000,2022-04-06 22:00:00,DOG/BTC,3.3587,3.3996,3.2519,3.3115,0.00292431942,0.00088308
1649278800000,2022-04-06 21:00:00,DOG/BTC,3.38,3.4,3.254,3.382,0.00294541762,0.00087091
1649275200000,2022-04-06 20:00:00,DOG/BTC,3.3997,3.3999,3.2531,3.3999,0.0027428693249999998,0.00080675
1649271600000,2022-04-06 19:00:00,DOG/BTC,3.3634,3.3997,3.2528,3.3764,0.002915723984,0.00086356
1649268000000,2022-04-06 18:00:00,DOG/BTC,3.3996,3.4,3.2555,3.3637,0.005277140745,0.0015688499999999999
1649264400000,2022-04-06 17:00:00,DOG/BTC,3.4085,3.4368,3.2522,3.3996,0.002850258636,0.00083841
1649260800000,2022-04-06 16:00:00,DOG/BTC,3.3959,3.4472,3.2322,3.3687,0.002822431608,0.00083784
1649257200000,2022-04-06 15:00:00,DOG/BTC,3.3657,3.4447,3.213,3.4439,0.002399227374,0.00069666
1649253600000,2022-04-06 14:00:00,DOG/BTC,3.4089,3.4212,3.2392,3.3658,0.002427213012,0.00072114
1649250000000,2022-04-06 13:00:00,DOG/BTC,3.4294,3.4739,3.2135,3.2135,0.049900352725,0.01552835
1649246400000,2022-04-06 12:00:00,DOG/BTC,3.402,3.4982,3.371,3.4603,0.011993295991,0.00346597
1649242800000,2022-04-06 11:00:00,DOG/BTC,3.4538,3.4538,3.3528,3.402,0.00224732718,0.00066059
1649239200000,2022-04-06 10:00:00,DOG/BTC,3.5185,3.5185,3.3527,3.4488,0.057464905751999994,0.01666229
1649235600000,2022-04-06 09:00:00,DOG/BTC,3.5632,3.5632,3.4529,3.4818,0.003975275514,0.00114173
1649232000000,2022-04-06 08:00:00,DOG/BTC,3.5206,3.6122,3.4526,3.5634,0.00292626408,0.0008212
1649228400000,2022-04-06 07:00:00,DOG/BTC,3.6036,3.6964,3.44,3.5201,0.005215168954,0.00148154
1649224800000,2022-04-06 06:00:00,DOG/BTC,3.5688,3.6488,3.4327,3.6095,0.00267774367,0.00074186
1649221200000,2022-04-06 05:00:00,DOG/BTC,3.5856,3.6565,3.4236,3.4524,0.002698085124,0.00078151
1649217600000,2022-04-06 04:00:00,DOG/BTC,3.5461,3.6255,3.4265,3.5793,0.002569185747,0.00071779
1649214000000,2022-04-06 03:00:00,DOG/BTC,3.5757,3.6035,3.4309,3.5462,0.00277100068,0.0007814
1649210400000,2022-04-06 02:00:00,DOG/BTC,3.5666,3.6292,3.4228,3.5758,0.013604095342000001,0.00380449
1649206800000,2022-04-06 01:00:00,DOG/BTC,3.6744,3.6869,3.5174,3.5701,0.015369851716,0.00430516
1649203200000,2022-04-06 00:00:00,DOG/BTC,3.7992,3.8861,3.4989,3.5318,0.002633945804,0.00074578
1649199600000,2022-04-05 23:00:00,DOG/BTC,3.7091,3.8708,3.4979,3.8708,0.00325108492,0.0008399
1649196000000,2022-04-05 22:00:00,DOG/BTC,3.6765,3.7525,3.4921,3.4984,0.0034224847200000005,0.0009783
1649192400000,2022-04-05 21:00:00,DOG/BTC,3.6751,3.7114,3.4849,3.6989,0.0033133636529999997,0.0008957699999999999
1649188800000,2022-04-05 20:00:00,DOG/BTC,3.6073,3.6198,3.4996,3.6198,0.003329781624,0.00091988
1649185200000,2022-04-05 19:00:00,DOG/BTC,3.646,3.6764,3.4791,3.6075,0.003228099225,0.00089483
1649181600000,2022-04-05 18:00:00,DOG/BTC,3.6854,3.8029,3.4632,3.4743,0.012391681581,0.00356667
1649178000000,2022-04-05 17:00:00,DOG/BTC,3.814,3.8991,3.417,3.5268,0.07994842964400001,0.02266883
1649174400000,2022-04-05 16:00:00,DOG/BTC,3.5431,3.7742,3.4143,3.7742,0.002979617674,0.00078947
1649170800000,2022-04-05 15:00:00,DOG/BTC,3.545,3.5954,3.4073,3.5816,0.005423509432,0.00151427
1649167200000,2022-04-05 14:00:00,DOG/BTC,3.4489,3.545,3.2779,3.469,0.00394331637,0.00113673
1649163600000,2022-04-05 13:00:00,DOG/BTC,3.328,3.4647,3.198,3.415,0.0027228819500000005,0.0007973300000000001
1649160000000,2022-04-05 12:00:00,DOG/BTC,3.2878,3.3282,3.1843,3.3281,0.0032843354850000004,0.00098685
1649156400000,2022-04-05 11:00:00,DOG/BTC,3.2934,3.3347,3.172,3.1842,0.004797411246,0.00150663
1649152800000,2022-04-05 10:00:00,DOG/BTC,3.2838,3.376,3.1483,3.3458,0.002883611188,0.00086186
1649149200000,2022-04-05 09:00:00,DOG/BTC,3.2593,3.2994,3.1725,3.257,0.00272288457,0.00083601
1649145600000,2022-04-05 08:00:00,DOG/BTC,3.2715,3.3138,3.1679,3.3008,0.002497352272,0.00075659
1649142000000,2022-04-05 07:00:00,DOG/BTC,3.2716,3.3178,3.1801,3.2716,0.002929815948,0.00089553
1649138400000,2022-04-05 06:00:00,DOG/BTC,3.3074,3.3476,3.1636,3.3084,0.014225392151999998,0.00429978
1649134800000,2022-04-05 05:00:00,DOG/BTC,3.2538,3.3503,3.132,3.3503,0.0028599835949999998,0.00085365
1649131200000,2022-04-05 04:00:00,DOG/BTC,3.2884,3.3064,3.1268,3.1288,0.002571654584,0.00082193
1649127600000,2022-04-05 03:00:00,DOG/BTC,3.2531,3.2984,3.133,3.2455,0.002768508865,0.00085303
1649124000000,2022-04-05 02:00:00,DOG/BTC,3.2727,3.3061,3.1311,3.2534,0.002898551662,0.00089093
1649120400000,2022-04-05 01:00:00,DOG/BTC,3.2691,3.2916,3.0998,3.2385,0.00250808871,0.00077446
1649116800000,2022-04-05 00:00:00,DOG/BTC,3.2051,3.3109,3.0913,3.0964,0.012985186896000001,0.00419364
1649113200000,2022-04-04 23:00:00,DOG/BTC,3.2195,3.2383,3.0814,3.2383,0.0022103988140000004,0.00068258
1649109600000,2022-04-04 22:00:00,DOG/BTC,3.1949,3.225,3.0678,3.2048,0.0024771822079999997,0.0007729599999999999
1649106000000,2022-04-04 21:00:00,DOG/BTC,3.0645,3.225,3.0645,3.0653,0.002241991073,0.00073141
1649102400000,2022-04-04 20:00:00,DOG/BTC,3.1663,3.2188,3.0633,3.2188,0.002752943076,0.00085527
1649098800000,2022-04-04 19:00:00,DOG/BTC,3.1927,3.2249,3.0655,3.2084,0.002533930152,0.00078978
1649095200000,2022-04-04 18:00:00,DOG/BTC,3.1643,3.2249,3.0597,3.0755,0.00244526854,0.00079508
1649091600000,2022-04-04 17:00:00,DOG/BTC,3.1743,3.1743,3.1222,3.1646,0.001960343116,0.0006194600000000001
1649088000000,2022-04-04 16:00:00,DOG/BTC,3.1217,3.1969,3.1217,3.1743,0.002416531104,0.00076128
1649084400000,2022-04-04 15:00:00,DOG/BTC,3.2844,3.2844,3.1007,3.1645,0.01836827696,0.00580448
1649080800000,2022-04-04 14:00:00,DOG/BTC,3.2668,3.3253,3.1844,3.2432,0.0026594239999999996,0.00082
1649077200000,2022-04-04 13:00:00,DOG/BTC,3.2981,3.3421,3.2022,3.2028,0.002643078672,0.00082524
1649073600000,2022-04-04 12:00:00,DOG/BTC,3.3448,3.3805,3.2019,3.2022,0.0026504929619999996,0.00082771
1649070000000,2022-04-04 11:00:00,DOG/BTC,3.2571,3.4233,3.1596,3.3313,0.002734364353,0.0008208099999999999
1649066400000,2022-04-04 10:00:00,DOG/BTC,3.0724,3.2571,3.0472,3.2571,0.00561654324,0.0017244
1649062800000,2022-04-04 09:00:00,DOG/BTC,3.0707,3.175,3.0686,3.1074,0.002960140314,0.00095261
1649059200000,2022-04-04 08:00:00,DOG/BTC,3.1399,3.1769,3.067,3.1385,0.002361313245,0.00075237
1649055600000,2022-04-04 07:00:00,DOG/BTC,3.1546,3.1793,3.0654,3.0675,0.0027260872499999997,0.0008887
1649052000000,2022-04-04 06:00:00,DOG/BTC,3.1512,3.1877,3.0871,3.0904,0.0023200868959999997,0.00075074
1649048400000,2022-04-04 05:00:00,DOG/BTC,3.0903,3.2077,3.0866,3.0885,0.0024709544249999996,0.00080005
1649044800000,2022-04-04 04:00:00,DOG/BTC,3.2027,3.2139,3.0791,3.1543,0.002100385284,0.00066588
1649041200000,2022-04-04 03:00:00,DOG/BTC,3.1621,3.2138,3.0815,3.1632,0.0024025136639999997,0.00075952
1649037600000,2022-04-04 02:00:00,DOG/BTC,3.1639,3.2112,3.0779,3.2112,0.002752769088,0.00085724
1649034000000,2022-04-04 01:00:00,DOG/BTC,3.1032,3.1908,3.0811,3.1768,0.003028411672,0.00095329
1649030400000,2022-04-04 00:00:00,DOG/BTC,3.1579,3.1986,3.0997,3.1642,0.00220813697,0.00069785
1649026800000,2022-04-03 23:00:00,DOG/BTC,3.1904,3.1986,3.0764,3.1579,0.002461204102,0.00077938
1649023200000,2022-04-03 22:00:00,DOG/BTC,3.0817,3.1904,3.0806,3.16,0.0021771452,0.00068897
1649019600000,2022-04-03 21:00:00,DOG/BTC,3.1938,3.2074,3.0759,3.1517,0.002629179657,0.00083421
1649016000000,2022-04-03 20:00:00,DOG/BTC,3.1444,3.206,3.0668,3.0743,0.0025958159479999997,0.0008443599999999999
1649012400000,2022-04-03 19:00:00,DOG/BTC,3.1523,3.1948,3.0658,3.0658,0.002137659708,0.00069726
1649008800000,2022-04-03 18:00:00,DOG/BTC,3.1495,3.2079,3.0779,3.1341,0.0023919764610000004,0.0007632100000000001
1649005200000,2022-04-03 17:00:00,DOG/BTC,3.2173,3.2173,3.0769,3.189,0.00287446893,0.00090137
1649001600000,2022-04-03 16:00:00,DOG/BTC,3.1444,3.2135,3.0676,3.1762,0.002703232058,0.00085109
1648998000000,2022-04-03 15:00:00,DOG/BTC,3.2201,3.2201,3.0533,3.0675,0.0026916085500000003,0.00087746
1648994400000,2022-04-03 14:00:00,DOG/BTC,3.0925,3.2607,3.0105,3.1789,0.003102701767,0.00097603
1648990800000,2022-04-03 13:00:00,DOG/BTC,3.0771,3.1314,2.9806,3.029,0.00218839192,0.00072248
1648987200000,2022-04-03 12:00:00,DOG/BTC,3.0576,3.1276,2.9735,3.1256,0.002772782272,0.0008871199999999999
1648983600000,2022-04-03 11:00:00,DOG/BTC,3.0923,3.1008,2.9651,3.094,0.0022681495199999998,0.00073308
1648980000000,2022-04-03 10:00:00,DOG/BTC,2.9827,3.0956,2.9827,2.9835,0.0027633176999999997,0.0009262
1648976400000,2022-04-03 09:00:00,DOG/BTC,3.0779,3.0914,2.9682,3.0894,0.002454899028,0.00079462
1648972800000,2022-04-03 08:00:00,DOG/BTC,3.0587,3.097,2.9591,3.0472,0.002255019416,0.00074003
1648969200000,2022-04-03 07:00:00,DOG/BTC,3.0545,3.1054,2.9564,2.9568,0.002704023168,0.00091451
1648965600000,2022-04-03 06:00:00,DOG/BTC,3.0502,3.1008,2.9304,3.0534,0.0024496512179999997,0.00080227
1648962000000,2022-04-03 05:00:00,DOG/BTC,3.0531,3.099,2.9303,3.0502,0.002686524654,0.00088077
1648958400000,2022-04-03 04:00:00,DOG/BTC,3.0819,3.0908,2.9285,3.0908,0.0021787667360000005,0.00070492
1648954800000,2022-04-03 03:00:00,DOG/BTC,3.063,3.0858,2.9215,2.9325,0.002511363675,0.00085639
1648951200000,2022-04-03 02:00:00,DOG/BTC,2.9754,3.0269,2.8814,2.9173,0.030439166546000002,0.01043402
1648947600000,2022-04-03 01:00:00,DOG/BTC,3.0484,3.0644,2.9751,2.9751,0.004055596818,0.00136318
1648944000000,2022-04-03 00:00:00,DOG/BTC,3.0549,3.1026,2.9855,2.9862,0.00227503647,0.00076185
1648940400000,2022-04-02 23:00:00,DOG/BTC,3.045,3.0998,2.9794,3.0682,0.0025564549220000003,0.00083321
1648936800000,2022-04-02 22:00:00,DOG/BTC,3.0549,3.1019,2.9783,3.1019,0.00281435387,0.0009073
1648933200000,2022-04-02 21:00:00,DOG/BTC,3.0505,3.093,2.9835,2.9841,0.0022541294580000005,0.00075538
1648929600000,2022-04-02 20:00:00,DOG/BTC,3.0489,3.0828,2.978,3.0506,0.002712257954,0.00088909
1648926000000,2022-04-02 19:00:00,DOG/BTC,3.0359,3.1028,2.9759,3.089,0.00232907511,0.00075399
1648922400000,2022-04-02 18:00:00,DOG/BTC,3.0371,3.0371,2.9886,3.036,0.00143660484,0.00047319
1648918800000,2022-04-02 17:00:00,DOG/BTC,2.9853,3.0387,2.9762,3.0372,0.006760624968,0.00222594
1648915200000,2022-04-02 16:00:00,DOG/BTC,3.0384,3.0586,2.9831,3.0388,0.0022920149,0.00075425
1648911600000,2022-04-02 15:00:00,DOG/BTC,3.0745,3.0874,3.0009,3.0326,0.004098437596,0.00135146
1648908000000,2022-04-02 14:00:00,DOG/BTC,3.0719,3.1208,3.0272,3.0279,0.002337962706,0.00077214
1648904400000,2022-04-02 13:00:00,DOG/BTC,3.0849,3.0849,3.0263,3.0271,0.002542945626,0.00084006
1648900800000,2022-04-02 12:00:00,DOG/BTC,3.0928,3.1007,3.025,3.0262,0.002493225656,0.00082388
1648897200000,2022-04-02 11:00:00,DOG/BTC,3.0935,3.1374,3.0223,3.0249,0.0025918855650000003,0.00085685
1648893600000,2022-04-02 10:00:00,DOG/BTC,3.0925,3.1339,3.0197,3.0266,0.002670762638,0.00088243
1648890000000,2022-04-02 09:00:00,DOG/BTC,3.0945,3.134,3.0161,3.0214,0.002313365124,0.00076566
1648886400000,2022-04-02 08:00:00,DOG/BTC,3.0929,3.1334,3.0144,3.0198,0.002726094252,0.00090274
1648882800000,2022-04-02 07:00:00,DOG/BTC,3.0301,3.1237,3.0301,3.031,0.00266094521,0.00087791
1648879200000,2022-04-02 06:00:00,DOG/BTC,3.0308,3.1429,3.0297,3.0992,0.00280988968,0.00090665
1648875600000,2022-04-02 05:00:00,DOG/BTC,3.1438,3.1469,3.0216,3.0985,0.0023371985500000004,0.0007543000000000001
1648872000000,2022-04-02 04:00:00,DOG/BTC,3.123,3.142,3.0109,3.0146,0.0025206577900000002,0.00083615
1648868400000,2022-04-02 03:00:00,DOG/BTC,3.1267,3.1312,3.003,3.0854,0.003125170806,0.00101289
1648864800000,2022-04-02 02:00:00,DOG/BTC,3.1141,3.1315,2.9939,3.0003,0.002290459023,0.00076341
