https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AAVE,Volume USDT
1663462800,2022-09-18 01:00:00,AAVE/USDT,80.805,80.96,80.781,80.937,0.02606309,2.10653028745
1663459200,2022-09-18 00:00:00,AAVE/USDT,81.392,81.462,80.673,80.789,119.54618195,9671.73949622663
1663455600,2022-09-17 23:00:00,AAVE/USDT,81.271,81.743,81.103,81.406,46.80793998,3812.54506666772
1663452000,2022-09-17 22:00:00,AAVE/USDT,80.808,81.314,80.808,81.288,61.06974976,4949.77438752414
1663448400,2022-09-17 21:00:00,AAVE/USDT,81.185,81.229,80.721,80.841,73.82841031,5988.05779126161
1663444800,2022-09-17 20:00:00,AAVE/USDT,81.109,81.208,80.929,81.208,43.33328042,3512.32430496493
1663441200,2022-09-17 19:00:00,AAVE/USDT,81.225,81.225,80.887,81.054,49.73975849,4027.3925990588
1663437600,2022-09-17 18:00:00,AAVE/USDT,81.329,81.461,81.117,81.205,50.68013698,4118.61289856904
1663434000,2022-09-17 17:00:00,AAVE/USDT,81.332,81.68,80.932,81.365,93.83793228,7621.38658007341
1663430400,2022-09-17 16:00:00,AAVE/USDT,80.368,81.369,80.363,81.269,161.24292932,13071.56481084753
1663426800,2022-09-17 15:00:00,AAVE/USDT,80.458,80.606,80.25,80.407,278.66653114,22424.31233730311
1663423200,2022-09-17 14:00:00,AAVE/USDT,79.711,80.512,79.661,80.46,273.26791883,21915.38904718477
1663419600,2022-09-17 13:00:00,AAVE/USDT,79.725,79.782,79.543,79.714,69.17094409,5509.49472731207
1663416000,2022-09-17 12:00:00,AAVE/USDT,79.436,79.751,79.108,79.695,228.22689161,18117.38125638256
1663412400,2022-09-17 11:00:00,AAVE/USDT,79.836,79.857,79.364,79.463,82.35585216,6559.48090566694
1663408800,2022-09-17 10:00:00,AAVE/USDT,80.015,80.235,79.447,79.872,136.8113777,10913.63472569572
1663405200,2022-09-17 09:00:00,AAVE/USDT,79.934,80.164,79.854,79.919,36.96505838,2957.74738585685
1663401600,2022-09-17 08:00:00,AAVE/USDT,79.967,80.215,79.92,79.928,77.35069769,6196.25210539912
1663398000,2022-09-17 07:00:00,AAVE/USDT,79.441,80.032,79.414,79.928,75.40394309,6005.55667185621
1663394400,2022-09-17 06:00:00,AAVE/USDT,79.353,79.593,79.173,79.383,132.30480045,10504.4118431911
1663390800,2022-09-17 05:00:00,AAVE/USDT,79.972,79.972,79.244,79.365,82.92888346,6599.35385165367
1663387200,2022-09-17 04:00:00,AAVE/USDT,79.806,80.418,79.806,79.98,62.49212916,5012.65462780474
1663383600,2022-09-17 03:00:00,AAVE/USDT,79.632,79.829,79.632,79.739,47.85744444,3813.93496119916
1663380000,2022-09-17 02:00:00,AAVE/USDT,80.277,80.286,79.548,79.667,208.30380437,16656.95682579999
1663376400,2022-09-17 01:00:00,AAVE/USDT,79.765,80.378,79.765,80.258,75.99480623,6080.33149587374
1663372800,2022-09-17 00:00:00,AAVE/USDT,79.386,80.764,79.264,79.729,257.53395603,20643.20351602375
1663369200,2022-09-16 23:00:00,AAVE/USDT,79.301,79.453,78.786,79.366,218.87636598,17311.56581504697
1663365600,2022-09-16 22:00:00,AAVE/USDT,79.769,79.862,79.235,79.282,85.33950789,6792.63233786276
1663362000,2022-09-16 21:00:00,AAVE/USDT,79.8,80.484,79.553,79.663,315.82232979,25257.75836373816
1663358400,2022-09-16 20:00:00,AAVE/USDT,78.867,79.803,78.823,79.8,299.01270497,23731.50575979417
1663354800,2022-09-16 19:00:00,AAVE/USDT,78.412,79.114,78.412,78.88,113.46741957,8958.53783991317
1663351200,2022-09-16 18:00:00,AAVE/USDT,78.072,78.834,77.551,78.372,189.76598647,14877.68751478033
1663347600,2022-09-16 17:00:00,AAVE/USDT,78.426,78.642,77.161,78.077,522.12771547,40734.72714357014
1663344000,2022-09-16 16:00:00,AAVE/USDT,79.388,79.388,77.379,78.419,613.29773513,47890.82787684099
1663340400,2022-09-16 15:00:00,AAVE/USDT,78.991,79.882,78.877,79.374,198.56698613,15769.29844119025
1663336800,2022-09-16 14:00:00,AAVE/USDT,77.784,79.66,77.574,79.019,620.97797644,48910.34167196467
1663333200,2022-09-16 13:00:00,AAVE/USDT,78.796,79.777,77.446,77.777,745.16229013,58729.80162755458
1663329600,2022-09-16 12:00:00,AAVE/USDT,79.743,80.011,78.564,78.749,808.44036133,64368.104807243
1663326000,2022-09-16 11:00:00,AAVE/USDT,78.922,79.864,78.708,79.727,808.39390997,63883.79601472409
1663322400,2022-09-16 10:00:00,AAVE/USDT,78.304,78.959,77.874,78.928,798.29497913,62836.46261117964
1663318800,2022-09-16 09:00:00,AAVE/USDT,77.388,78.609,77.344,78.322,266.84991928,20877.76545958456
1663315200,2022-09-16 08:00:00,AAVE/USDT,78.824,78.882,77.369,77.397,579.20956501,45270.97014733643
1663311600,2022-09-16 07:00:00,AAVE/USDT,78.908,79.109,78.821,78.824,128.27711061,10118.13199508923
1663308000,2022-09-16 06:00:00,AAVE/USDT,78.795,79.24,78.672,78.85,60.43133197,4769.22576845636
1663304400,2022-09-16 05:00:00,AAVE/USDT,78.748,79.254,78.702,78.769,133.22343866,10522.31678291929
1663300800,2022-09-16 04:00:00,AAVE/USDT,78.602,79.256,78.602,78.769,101.16930196,7991.81009163337
1663297200,2022-09-16 03:00:00,AAVE/USDT,78.299,78.662,78.124,78.602,54.66672762,4286.03150244925
1663293600,2022-09-16 02:00:00,AAVE/USDT,78.595,78.756,77.743,78.353,168.75205087,13186.94787904691
1663290000,2022-09-16 01:00:00,AAVE/USDT,79.113,79.21,78.502,78.663,180.88802986,14251.0288523827
1663286400,2022-09-16 00:00:00,AAVE/USDT,78.634,79.113,77.22,79.113,824.53817781,64465.57045595607
