https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume JPY
1663545600000.0,2022-09-19 00:00:00,ETH/JPY,190558.25,191465.05,190138.17,191253.73,0.26622718098099313,50916.94139
1663542000000.0,2022-09-18 23:00:00,ETH/JPY,191648.05,193527.81,190000.0,190558.25,52.88675381291547,10078007.25477
1663538400000.0,2022-09-18 22:00:00,ETH/JPY,190683.67,191730.84,190000.0,191648.05,41.7611726493956,8003447.30397
1663534800000.0,2022-09-18 21:00:00,ETH/JPY,196150.71,196174.26,189567.58,190683.67,4.359184588643589,831225.31557
1663531200000.0,2022-09-18 20:00:00,ETH/JPY,197526.75,197526.75,195661.85,196150.71,0.0070343174898525734,1379.78637
1663527600000.0,2022-09-18 19:00:00,ETH/JPY,196350.98,197851.64,195854.93,197526.75,0.22099044443347549,43651.52427
1663524000000.0,2022-09-18 18:00:00,ETH/JPY,197043.54,197816.45,195274.46,196350.98,2.125839719261905,417410.7122
1663520400000.0,2022-09-18 17:00:00,ETH/JPY,199565.37,199565.37,196420.41,197043.54,2.5449529670447455,501466.54176
1663516800000.0,2022-09-18 16:00:00,ETH/JPY,202646.89,203238.09,197777.67,199565.37,15.659834761211327,3125160.71826
1663513200000.0,2022-09-18 15:00:00,ETH/JPY,203195.18,203460.15,201808.11,202646.89,0.5216404378572007,105708.81243
1663509600000.0,2022-09-18 14:00:00,ETH/JPY,205264.78,205264.78,201824.59,203195.18,1.6506984205530861,335413.96269
1663506000000.0,2022-09-18 13:00:00,ETH/JPY,205583.48,205583.48,204849.62,205264.78,1.247536139663122,256075.23125
1663502400000.0,2022-09-18 12:00:00,ETH/JPY,205040.1,205583.48,203652.68,205583.48,0.6856391591386624,140956.08436
1663498800000.0,2022-09-18 11:00:00,ETH/JPY,204586.27,205040.1,204553.42,205040.1,1.9414163955245827,398068.21188
1663495200000.0,2022-09-18 10:00:00,ETH/JPY,203738.56,205861.02,202680.5,204586.27,0.11303551836591968,23125.51508
1663491600000.0,2022-09-18 09:00:00,ETH/JPY,207967.78,208219.88,203536.32,203738.56,6.529327498878956,1330275.78239
1663488000000.0,2022-09-18 08:00:00,ETH/JPY,207437.26,208165.85,207437.26,207967.78,1.931709930980655,401733.42595
1663484400000.0,2022-09-18 07:00:00,ETH/JPY,207501.31,207762.86,207437.26,207437.26,0.25,51859.315
1663480800000.0,2022-09-18 06:00:00,ETH/JPY,208090.91,208219.53,207470.63,207501.31,0.20819716983955427,43201.18548
1663477200000.0,2022-09-18 05:00:00,ETH/JPY,207830.12,208322.97,207658.18,208090.91,0.0,0.0
1663473600000.0,2022-09-18 04:00:00,ETH/JPY,207438.63,207830.12,207188.29,207830.12,0.009987118325293753,2075.624
1663470000000.0,2022-09-18 03:00:00,ETH/JPY,208112.29,208112.29,206395.68,207438.63,0.31475882110289677,65293.13863
1663466400000.0,2022-09-18 02:00:00,ETH/JPY,207561.36,208112.29,207561.36,208112.29,0.5455572363362106,113537.16578
1663462800000.0,2022-09-18 01:00:00,ETH/JPY,207636.93,208416.09,207295.31,207561.36,2.1817741765615724,452852.0153
1663459200000.0,2022-09-18 00:00:00,ETH/JPY,210125.74,210212.2,207169.15,207636.93,8.403157081401657,1744805.73869
1663455600000.0,2022-09-17 23:00:00,ETH/JPY,209588.88,210434.19,209306.08,210125.74,1.0104739791517214,212326.59262
1663452000000.0,2022-09-17 22:00:00,ETH/JPY,207655.66,209589.12,207610.46,209588.88,0.811570457841084,170096.1433
1663448400000.0,2022-09-17 21:00:00,ETH/JPY,209189.52,209189.52,206380.2,207655.66,4.396865642573865,913034.03694
1663444800000.0,2022-09-17 20:00:00,ETH/JPY,209492.83,209550.09,208843.87,209189.52,0.3219002995943583,67338.16916
1663441200000.0,2022-09-17 19:00:00,ETH/JPY,210005.15,210058.01,208541.74,209492.83,0.45066594240958036,94411.28366
1663437600000.0,2022-09-17 18:00:00,ETH/JPY,210415.54,210499.65,209632.66,210005.15,0.002000503416225745,420.11602
1663434000000.0,2022-09-17 17:00:00,ETH/JPY,209752.06,210459.43,209376.47,210415.54,0.3517261300187239,74008.64358
1663430400000.0,2022-09-17 16:00:00,ETH/JPY,206683.12,209768.6,206357.37,209752.06,46.971901557391135,9852453.11378
1663426800000.0,2022-09-17 15:00:00,ETH/JPY,206697.69,206978.31,205690.6,206683.12,0.8312767546764341,171810.87324
1663423200000.0,2022-09-17 14:00:00,ETH/JPY,203608.9,206807.57,203544.92,206697.69,3.4475806954591506,712606.96584
1663419600000.0,2022-09-17 13:00:00,ETH/JPY,203926.35,203926.35,203106.62,203608.9,0.03298503950465819,6716.04761
1663416000000.0,2022-09-17 12:00:00,ETH/JPY,203136.13,204133.29,201744.27,203926.35,0.2291318271523028,46726.01718
1663412400000.0,2022-09-17 11:00:00,ETH/JPY,204021.83,204021.83,202807.92,203136.13,1.1053132250279654,224529.05097
1663408800000.0,2022-09-17 10:00:00,ETH/JPY,204905.68,205018.97,202601.94,204021.83,12.759912434223338,2603300.68547
1663405200000.0,2022-09-17 09:00:00,ETH/JPY,205186.33,205366.18,204606.02,204905.68,2.3583454836391065,483238.385
1663401600000.0,2022-09-17 08:00:00,ETH/JPY,204855.21,205187.69,204572.59,205186.33,1.1286919039879508,231592.14948
1663398000000.0,2022-09-17 07:00:00,ETH/JPY,204764.67,204855.21,204099.14,204855.21,0.012970624471791564,2657.1
1663394400000.0,2022-09-17 06:00:00,ETH/JPY,204775.73,204787.26,203907.31,204764.67,2.106052627779978,431245.17133
1663390800000.0,2022-09-17 05:00:00,ETH/JPY,206183.01,206183.01,203983.05,204775.73,1.523828938224271,312043.18322
1663387200000.0,2022-09-17 04:00:00,ETH/JPY,205894.55,206717.29,205797.75,206183.01,0.6491393469811116,133841.50447
1663383600000.0,2022-09-17 03:00:00,ETH/JPY,205778.72,206198.21,205595.2,205894.55,0.02401519841103128,4944.59847
1663380000000.0,2022-09-17 02:00:00,ETH/JPY,206914.01,206914.01,205585.6,205778.72,0.20001045006014226,41157.8944
1663376400000.0,2022-09-17 01:00:00,ETH/JPY,206394.89,206971.04,205735.8,206914.01,5.040062770423327,1042859.59848
1663372800000.0,2022-09-17 00:00:00,ETH/JPY,205179.79,207793.63,204850.31,206394.89,19.681107719624258,4062080.06287
1663369200000.0,2022-09-16 23:00:00,ETH/JPY,204851.19,205179.79,203591.03,205179.79,0.5115438916279229,104958.46826
1663365600000.0,2022-09-16 22:00:00,ETH/JPY,205700.0,206053.22,204803.82,204851.19,4.170628232767406,854358.15653
1663362000000.0,2022-09-16 21:00:00,ETH/JPY,205195.55,206608.21,205195.55,205700.0,6.0080015980554204,1235845.92872
1663358400000.0,2022-09-16 20:00:00,ETH/JPY,204345.85,205198.99,204314.08,205195.55,0.7541799254905869,154754.36461
1663354800000.0,2022-09-16 19:00:00,ETH/JPY,203861.41,205173.22,203850.18,204345.85,1.1477365293692041,234535.19667
1663351200000.0,2022-09-16 18:00:00,ETH/JPY,203369.96,204611.33,201940.28,203861.41,0.40923094586660613,83426.39764
1663347600000.0,2022-09-16 17:00:00,ETH/JPY,204327.87,204588.6,201200.0,203369.96,0.7828039989780201,159198.81796
1663344000000.0,2022-09-16 16:00:00,ETH/JPY,207880.97,207880.97,202607.48,204327.87,0.2103407664358269,42978.48078
1663340400000.0,2022-09-16 15:00:00,ETH/JPY,207111.17,207880.97,206107.56,207880.97,0.994719020168128,206783.15479
1663336800000.0,2022-09-16 14:00:00,ETH/JPY,204961.62,208505.69,204000.0,207111.17,9.913114712885838,2053116.78653
1663333200000.0,2022-09-16 13:00:00,ETH/JPY,208703.8,209904.49,204235.3,204954.48,11.554521790692254,2368151.00526
1663329600000.0,2022-09-16 12:00:00,ETH/JPY,211468.77,211804.35,208227.55,208703.8,8.624092310298135,1799880.83671
1663326000000.0,2022-09-16 11:00:00,ETH/JPY,210237.81,211600.59,210162.6,211468.77,2.3769566520389747,502652.09955
1663322400000.0,2022-09-16 10:00:00,ETH/JPY,209897.31,211243.12,209252.68,210237.81,8.485871226493465,1784050.9826
1663318800000.0,2022-09-16 09:00:00,ETH/JPY,208286.84,209980.14,208138.22,209897.31,0.8289407094354855,173992.42506
1663315200000.0,2022-09-16 08:00:00,ETH/JPY,211295.62,211360.42,207308.54,208334.8,1.9007402633165462,395990.34261
1663311600000.0,2022-09-16 07:00:00,ETH/JPY,211445.31,211750.83,211000.0,211295.62,0.311850621607774,65892.67044
1663308000000.0,2022-09-16 06:00:00,ETH/JPY,211450.63,211627.87,210803.62,211445.31,25.637504438760075,5420930.07368
1663304400000.0,2022-09-16 05:00:00,ETH/JPY,210724.99,211566.14,210407.96,211450.63,33.961508482381916,7181182.36435
1663300800000.0,2022-09-16 04:00:00,ETH/JPY,211381.66,211750.29,210724.99,210724.99,5.280713597186551,1112778.31996
1663297200000.0,2022-09-16 03:00:00,ETH/JPY,210321.56,211384.84,209541.36,211381.66,7.374582583796531,1558851.50837
1663293600000.0,2022-09-16 02:00:00,ETH/JPY,210671.67,211162.72,208772.72,210321.56,0.8981932785207565,188909.41152
1663290000000.0,2022-09-16 01:00:00,ETH/JPY,212103.89,212103.89,210189.59,210671.67,0.4006496025308006,84405.52085
1663286400000.0,2022-09-16 00:00:00,ETH/JPY,211160.78,212103.89,206669.3,212103.89,25.52493861314849,5413938.77186
1663282800000.0,2022-09-15 23:00:00,ETH/JPY,211558.35,211796.77,209756.1,211160.78,0.1385419595911703,29254.62825
1663279200000.0,2022-09-15 22:00:00,ETH/JPY,213938.08,213938.08,209435.52,211558.35,13.894292106834827,2939453.51254
1663275600000.0,2022-09-15 21:00:00,ETH/JPY,215984.58,215984.58,213045.8,213938.08,4.0162307454568165,859224.69452
1663272000000.0,2022-09-15 20:00:00,ETH/JPY,215033.54,216229.65,214430.99,215984.58,0.2824139294573715,60997.05394
1663268400000.0,2022-09-15 19:00:00,ETH/JPY,215110.39,215716.7,214150.19,215033.54,0.002002758360393453,430.66022
1663264800000.0,2022-09-15 18:00:00,ETH/JPY,216410.58,216588.89,214318.07,215110.39,0.2063476957110254,44387.5333
1663261200000.0,2022-09-15 17:00:00,ETH/JPY,216241.95,217606.41,215990.12,216410.58,2.741871640795011,593370.03207
1663257600000.0,2022-09-15 16:00:00,ETH/JPY,213958.27,216379.6,213171.29,216241.95,2.1422831734083045,463251.49087
1663254000000.0,2022-09-15 15:00:00,ETH/JPY,213993.87,214859.6,209000.0,213958.27,9.418694196957192,2015207.51604
1663250400000.0,2022-09-15 14:00:00,ETH/JPY,227683.47,228247.64,212461.97,213993.87,14.406869920058925,3082981.84878
1663246800000.0,2022-09-15 13:00:00,ETH/JPY,227905.93,228181.36,225374.03,227683.47,3.8889915717201604,885459.09585
1663243200000.0,2022-09-15 12:00:00,ETH/JPY,228615.51,229581.7,226764.84,227905.93,24.689293952553147,5626836.4993
1663239600000.0,2022-09-15 11:00:00,ETH/JPY,227300.72,228739.79,225986.95,228615.51,2.669687312684953,610331.92653
1663236000000.0,2022-09-15 10:00:00,ETH/JPY,227661.85,228381.09,226518.0,227300.72,2.936218047395538,667404.47625
1663232400000.0,2022-09-15 09:00:00,ETH/JPY,230791.8,230791.8,227034.19,227661.85,8.207906922393892,1868627.27458
1663228800000.0,2022-09-15 08:00:00,ETH/JPY,234481.37,234745.12,229885.37,230791.8,104.50518844486677,24118940.55053
1663225200000.0,2022-09-15 07:00:00,ETH/JPY,229692.26,237330.92,229130.38,234481.37,11.387006981023696,2670040.99711
1663221600000.0,2022-09-15 06:00:00,ETH/JPY,232350.56,233498.87,225106.67,229692.26,36.552887072598786,8395915.24123
1663218000000.0,2022-09-15 05:00:00,ETH/JPY,230058.83,232543.85,229482.91,232350.56,14.506741647620732,3370649.5456
1663214400000.0,2022-09-15 04:00:00,ETH/JPY,230435.76,230659.55,228515.92,230058.83,5.490995532620939,1263252.00777
1663210800000.0,2022-09-15 03:00:00,ETH/JPY,231815.92,232055.44,227690.77,230435.76,0.2560266621812517,58997.69848
1663207200000.0,2022-09-15 02:00:00,ETH/JPY,232413.17,233012.01,229354.62,231815.92,84.92694378410249,19687417.6061
1663203600000.0,2022-09-15 01:00:00,ETH/JPY,233485.68,233632.17,229083.58,232413.17,0.7362895458979368,171123.3874
