https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume RBT
1646784000000,2022-03-09 00:00:00,RBT/BTC,0.9999,0.9999,0.99512,0.9999,0.002590780896,0.0025910399999999997
1646697600000,2022-03-08 00:00:00,RBT/BTC,1.0001,1.0001,0.9011,0.9999,1.159870761324,1.15998676
1646611200000,2022-03-07 00:00:00,RBT/BTC,1.0001,1.0001,0.99641,1.0,0.0509819,0.0509819
1646524800000,2022-03-06 00:00:00,RBT/BTC,1.0001,1.0001,1.0001,1.0001,0.000633713365,0.00063365
1646438400000,2022-03-05 00:00:00,RBT/BTC,1.0001,1.0001,1.0001,1.0001,0.000170307029,0.00017029
1646352000000,2022-03-04 00:00:00,RBT/BTC,1.0047,1.0047,0.99989,1.0001,0.058182607679,0.05817679
1646265600000,2022-03-03 00:00:00,RBT/BTC,0.99995,1.0047,0.99994,0.99994,0.0290140790508,0.02901582
1646179200000,2022-03-02 00:00:00,RBT/BTC,0.9964,1.0049,0.9964,0.99995,0.242589149936,0.24260128
1646092800000,2022-03-01 00:00:00,RBT/BTC,0.99995,1.0048,0.9964,1.0045,0.196721752115,0.19584047000000002
1646006400000,2022-02-28 00:00:00,RBT/BTC,0.99621,1.005,0.99611,0.99995,0.1140517871255,0.11405749
1645920000000,2022-02-27 00:00:00,RBT/BTC,1.0,1.005,0.99505,0.99992,1.9153708580720001,1.9155241
1645833600000,2022-02-26 00:00:00,RBT/BTC,0.9953,1.0034,0.995,1.0,1.21583549,1.21583549
1645747200000,2022-02-25 00:00:00,RBT/BTC,1.0035,1.0035,0.99521,1.0034,0.483384628746,0.48174669
1645660800000,2022-02-24 00:00:00,RBT/BTC,1.0,1.0048,0.995,1.0035,0.9941558595750001,0.99068845
1645574400000,2022-02-23 00:00:00,RBT/BTC,1.0,1.0,0.9955,0.9999,0.0006547645170000001,0.00065483
1645488000000,2022-02-22 00:00:00,RBT/BTC,0.99995,1.0045,0.98751,1.0,1.07959469,1.07959469
1645401600000,2022-02-21 00:00:00,RBT/BTC,1.0045,1.005,0.99547,0.99995,0.750164129918,0.75020164
1645315200000,2022-02-20 00:00:00,RBT/BTC,0.99502,1.0048,0.99502,0.99557,0.057175843948199995,0.05743026
1645228800000,2022-02-19 00:00:00,RBT/BTC,1.0048,1.0049,0.99502,1.0042,0.06573312444,0.0654582
1645142400000,2022-02-18 00:00:00,RBT/BTC,1.0008,1.005,0.995,0.99994,0.6382346936206,0.63827299
1645056000000,2022-02-17 00:00:00,RBT/BTC,1.0007,1.0008,1.0007,1.0008,0.0008727076079999999,0.00087201
1644969600000,2022-02-16 00:00:00,RBT/BTC,1.0006,1.0008,1.0005,1.0008,0.139537630872,0.13942609
1644883200000,2022-02-15 00:00:00,RBT/BTC,1.0006,1.0006,0.99502,1.0006,0.010794572859999999,0.0107881
1644796800000,2022-02-14 00:00:00,RBT/BTC,0.99575,1.0006,0.99573,1.0006,0.10334370904399999,0.10328174
1644710400000,2022-02-13 00:00:00,RBT/BTC,1.0006,1.0006,1.0006,1.0006,7.5855486e-05,7.581e-05
1644624000000,2022-02-12 00:00:00,RBT/BTC,1.0006,1.0006,0.99577,1.0006,0.007450497618,0.00744603
1644537600000,2022-02-11 00:00:00,RBT/BTC,1.0005,1.0007,0.99576,1.0006,0.10669817051399999,0.10663419
1644451200000,2022-02-10 00:00:00,RBT/BTC,1.0006,1.0006,0.99574,1.0005,0.058358154494999995,0.05832899
1644278400000,2022-02-08 00:00:00,RBT/BTC,0.9998,1.0008,0.9998,1.0008,0.07011322574399999,0.07005718
1644192000000,2022-02-07 00:00:00,RBT/BTC,0.9996,0.9998,0.99573,0.9998,0.174568289358,0.17460321
1644105600000,2022-02-06 00:00:00,RBT/BTC,0.9958,0.9996,0.99577,0.9996,0.044386378344000006,0.04440414
1644019200000,2022-02-05 00:00:00,RBT/BTC,0.99576,1.0035,0.99575,1.001,0.04789373589,0.04784589
1643932800000,2022-02-04 00:00:00,RBT/BTC,0.99573,1.0035,0.99571,1.0025,0.04163260195,0.04152878
1643846400000,2022-02-03 00:00:00,RBT/BTC,1.001,1.0035,0.99571,1.0014,0.10770356418600001,0.10755299
1643760000000,2022-02-02 00:00:00,RBT/BTC,0.99987,1.0025,0.99521,1.001,0.2859067211,0.2856211
1643673600000,2022-02-01 00:00:00,RBT/BTC,0.99989,0.99989,0.995,0.99989,0.013641989216100001,0.013643490000000001
1643587200000,2022-01-31 00:00:00,RBT/BTC,0.99988,0.99989,0.995,0.99988,0.009786855436400002,0.009788030000000001
1643500800000,2022-01-30 00:00:00,RBT/BTC,0.99989,0.9999,0.99989,0.9999,0.000113568642,0.00011358000000000001
1643414400000,2022-01-29 00:00:00,RBT/BTC,0.99541,1.0001,0.99,0.99991,0.2960196758312,0.29604632
1643328000000,2022-01-28 00:00:00,RBT/BTC,0.9985,1.0001,0.99531,1.0001,0.09219181826,0.0921826
1643241600000,2022-01-27 00:00:00,RBT/BTC,1.0019,1.0021,0.99531,0.99532,0.061033878375199996,0.06132086
