https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TRIAS,Volume USDT
1663156800,2022-09-14 12:00:00,TRIAS/USDT,1.04354,1.05476,1.03126,1.04981,14108.9811,14659.520645819
1663153200,2022-09-14 11:00:00,TRIAS/USDT,1.05969,1.0597,1.04019,1.04025,4417.7226,4622.359447395
1663149600,2022-09-14 10:00:00,TRIAS/USDT,1.04424,1.0598,1.04424,1.0597,11464.4325,12087.130589798
1663146000,2022-09-14 09:00:00,TRIAS/USDT,1.04656,1.05,1.04195,1.04427,5364.5696,5619.050104138
1663142400,2022-09-14 08:00:00,TRIAS/USDT,1.05628,1.05971,1.03,1.04791,43918.9666,45845.515727343
1663138800,2022-09-14 07:00:00,TRIAS/USDT,1.0568,1.07651,1.05,1.0509,40201.8007,42378.768528912
1663135200,2022-09-14 06:00:00,TRIAS/USDT,1.08069,1.08069,1.05,1.0567,30112.5778,31833.244081224
1663131600,2022-09-14 05:00:00,TRIAS/USDT,1.07579,1.08504,1.0665,1.07525,3793.4574,4084.633457636
1663128000,2022-09-14 04:00:00,TRIAS/USDT,1.07058,1.08091,1.06993,1.07818,4883.4269,5255.452728446
1663124400,2022-09-14 03:00:00,TRIAS/USDT,1.0694,1.07249,1.06,1.06976,7143.3934,7584.972251895
1663120800,2022-09-14 02:00:00,TRIAS/USDT,1.06864,1.07865,1.0668,1.07197,9296.6427,9965.457189615
1663117200,2022-09-14 01:00:00,TRIAS/USDT,1.07023,1.07651,1.06584,1.06864,6496.3539,6962.46437193
1663113600,2022-09-14 00:00:00,TRIAS/USDT,1.06661,1.06959,1.0625,1.06878,2964.0665,3165.778143058
1663110000,2022-09-13 23:00:00,TRIAS/USDT,1.07998,1.08,1.052,1.06659,25343.9882,27017.480530304
1663106400,2022-09-13 22:00:00,TRIAS/USDT,1.08,1.08,1.0774,1.07765,9398.7642,10140.802405325
1663102800,2022-09-13 21:00:00,TRIAS/USDT,1.09596,1.1,1.0797,1.08,26104.8928,28396.244044296
1663099200,2022-09-13 20:00:00,TRIAS/USDT,1.0806,1.09626,1.07612,1.09596,11211.0905,12205.002189934
1663095600,2022-09-13 19:00:00,TRIAS/USDT,1.08858,1.09377,1.07539,1.08093,11124.1702,12069.307489515
1663092000,2022-09-13 18:00:00,TRIAS/USDT,1.08938,1.09679,1.08551,1.08551,12030.3438,13093.79745212
1663088400,2022-09-13 17:00:00,TRIAS/USDT,1.0802,1.0966,1.0781,1.0856,20575.0583,22446.940224325
1663084800,2022-09-13 16:00:00,TRIAS/USDT,1.07468,1.09188,1.0626,1.0812,16024.4617,17301.220367266
1663081200,2022-09-13 15:00:00,TRIAS/USDT,1.07559,1.08,1.06002,1.075,27132.322,29110.158172681
1663077600,2022-09-13 14:00:00,TRIAS/USDT,1.0833,1.09187,1.047,1.07131,67340.7491,71929.180133194
1663074000,2022-09-13 13:00:00,TRIAS/USDT,1.07257,1.0916,1.07,1.0833,49460.9367,53485.645043111
1663070400,2022-09-13 12:00:00,TRIAS/USDT,1.13003,1.14729,1.065,1.07257,75438.0213,82841.7914450435086
1663066800,2022-09-13 11:00:00,TRIAS/USDT,1.14999,1.15359,1.12297,1.135,40894.5178,46645.000674776
1663063200,2022-09-13 10:00:00,TRIAS/USDT,1.14578,1.14999,1.13012,1.14999,12145.4525,13845.724242262
1663059600,2022-09-13 09:00:00,TRIAS/USDT,1.14366,1.15,1.1316,1.14024,16128.956,18424.252285313
1663056000,2022-09-13 08:00:00,TRIAS/USDT,1.14501,1.15986,1.14237,1.14282,5731.4265,6592.563800215
1663052400,2022-09-13 07:00:00,TRIAS/USDT,1.14838,1.15765,1.14165,1.14501,21648.3159,24847.237494554
1663048800,2022-09-13 06:00:00,TRIAS/USDT,1.1533,1.159,1.1481,1.15369,5051.5302,5831.849284593
1663045200,2022-09-13 05:00:00,TRIAS/USDT,1.15163,1.1572,1.14148,1.1533,8211.2197,9435.337251748
1663041600,2022-09-13 04:00:00,TRIAS/USDT,1.1404,1.15188,1.137,1.15163,5105.5749,5838.621480024
1663038000,2022-09-13 03:00:00,TRIAS/USDT,1.14139,1.14378,1.13117,1.14179,3346.1928,3801.294021337
1663034400,2022-09-13 02:00:00,TRIAS/USDT,1.13881,1.1418,1.13201,1.1418,3625.5743,4122.065560351
1663030800,2022-09-13 01:00:00,TRIAS/USDT,1.14377,1.15,1.13678,1.13915,3675.5122,4203.928232225
1663027200,2022-09-13 00:00:00,TRIAS/USDT,1.15399,1.16192,1.14081,1.14081,5750.7839,6619.62939008
1663023600,2022-09-12 23:00:00,TRIAS/USDT,1.14778,1.15398,1.14301,1.15398,847.8778,973.688690257
1663020000,2022-09-12 22:00:00,TRIAS/USDT,1.14975,1.16088,1.14109,1.14752,7243.4403,8312.690377148
1663016400,2022-09-12 21:00:00,TRIAS/USDT,1.16197,1.16318,1.149,1.14901,10383.0362,11987.431127512
1663012800,2022-09-12 20:00:00,TRIAS/USDT,1.17141,1.17627,1.149,1.16199,10722.3024,12503.383288247
1663009200,2022-09-12 19:00:00,TRIAS/USDT,1.15281,1.18499,1.15281,1.17627,26372.7334,30939.721446535
1663005600,2022-09-12 18:00:00,TRIAS/USDT,1.14556,1.165,1.13101,1.14702,35288.1829,40294.207319803
1663002000,2022-09-12 17:00:00,TRIAS/USDT,1.14246,1.15938,1.14246,1.15,14806.0306,17058.574195795
1662998400,2022-09-12 16:00:00,TRIAS/USDT,1.1444,1.19,1.12817,1.14246,72233.338,82725.132451995
1662994800,2022-09-12 15:00:00,TRIAS/USDT,1.17762,1.18,1.13222,1.14453,49927.6557,58093.761756859
1662991200,2022-09-12 14:00:00,TRIAS/USDT,1.16573,1.20593,1.1652,1.17999,77175.95094312,91759.4540755944312
1662987600,2022-09-12 13:00:00,TRIAS/USDT,1.15766,1.17,1.15715,1.17,15973.8087,18569.648083141
1662984000,2022-09-12 12:00:00,TRIAS/USDT,1.17103,1.18116,1.14501,1.15715,40378.8925,47088.58812557
1662980400,2022-09-12 11:00:00,TRIAS/USDT,1.12447,1.18199,1.114,1.16646,77447.8427,88887.651137558
1662976800,2022-09-12 10:00:00,TRIAS/USDT,1.13029,1.13129,1.11744,1.12581,4338.0909,4870.165694148
1662973200,2022-09-12 09:00:00,TRIAS/USDT,1.125,1.1349,1.11598,1.13031,8390.4448,9463.996281838
1662969600,2022-09-12 08:00:00,TRIAS/USDT,1.12536,1.1319,1.11399,1.1313,17845.4445,20030.966112828
1662966000,2022-09-12 07:00:00,TRIAS/USDT,1.12279,1.12536,1.10589,1.12536,23080.3324,25765.043598148
1662962400,2022-09-12 06:00:00,TRIAS/USDT,1.12793,1.12793,1.11236,1.12279,1685.8411,1884.800907222
1662958800,2022-09-12 05:00:00,TRIAS/USDT,1.12237,1.12889,1.11,1.12795,10078.7565,11317.762904179
1662955200,2022-09-12 04:00:00,TRIAS/USDT,1.11387,1.13557,1.11002,1.11732,23932.9985,26695.765862101
1662951600,2022-09-12 03:00:00,TRIAS/USDT,1.13268,1.13638,1.1119,1.1119,5864.605,6581.920744644
1662948000,2022-09-12 02:00:00,TRIAS/USDT,1.1422,1.1422,1.11761,1.13029,7464.3597,8424.125546246
1662944400,2022-09-12 01:00:00,TRIAS/USDT,1.12571,1.1511,1.12451,1.14161,8992.168,10238.418750761
1662940800,2022-09-12 00:00:00,TRIAS/USDT,1.13586,1.1366,1.1258,1.1258,1912.9199,2169.878533115
1662937200,2022-09-11 23:00:00,TRIAS/USDT,1.12976,1.13901,1.11411,1.1349,11284.028,12708.590433445
1662933600,2022-09-11 22:00:00,TRIAS/USDT,1.12672,1.13939,1.12297,1.12975,8933.6824,10114.445119803
1662930000,2022-09-11 21:00:00,TRIAS/USDT,1.1439,1.1498,1.10948,1.11938,19210.0994,21622.686449864
1662926400,2022-09-11 20:00:00,TRIAS/USDT,1.14158,1.14989,1.14158,1.14186,5065.1213,5801.727112252
1662922800,2022-09-11 19:00:00,TRIAS/USDT,1.14127,1.15979,1.13605,1.14631,11875.5105,13623.53439149
1662919200,2022-09-11 18:00:00,TRIAS/USDT,1.14005,1.15581,1.13501,1.14177,13576.0014,15577.903770413
1662915600,2022-09-11 17:00:00,TRIAS/USDT,1.14783,1.17,1.13194,1.14508,45397.3553,52452.746850072
1662912000,2022-09-11 16:00:00,TRIAS/USDT,1.13271,1.16193,1.12,1.14501,49979.0185,56777.405340908
1662908400,2022-09-11 15:00:00,TRIAS/USDT,1.12,1.1384,1.12,1.1327,9916.466,11218.644780199
1662904800,2022-09-11 14:00:00,TRIAS/USDT,1.12825,1.12847,1.11018,1.12,16269.0843,18215.148730916
1662901200,2022-09-11 13:00:00,TRIAS/USDT,1.13165,1.13189,1.127,1.12989,16508.8179,18648.13842048
1662897600,2022-09-11 12:00:00,TRIAS/USDT,1.13,1.13166,1.12299,1.13166,10248.893,11585.53231489
1662894000,2022-09-11 11:00:00,TRIAS/USDT,1.13679,1.13889,1.1234,1.131,1064.9438,1203.595298693
1662890400,2022-09-11 10:00:00,TRIAS/USDT,1.13119,1.14245,1.12822,1.13606,4578.1788,5198.544650984
1662886800,2022-09-11 09:00:00,TRIAS/USDT,1.13754,1.1434,1.13116,1.13525,8325.8081,9467.175562118
1662883200,2022-09-11 08:00:00,TRIAS/USDT,1.12,1.13939,1.11587,1.1376,12951.3057,14552.561407918
1662879600,2022-09-11 07:00:00,TRIAS/USDT,1.13392,1.14699,1.11656,1.12,17238.116,19409.70295062
1662876000,2022-09-11 06:00:00,TRIAS/USDT,1.14298,1.15032,1.13252,1.13498,4130.9191,4726.608704778
1662872400,2022-09-11 05:00:00,TRIAS/USDT,1.14285,1.15049,1.13424,1.14316,6130.7042,6994.903526003
1662868800,2022-09-11 04:00:00,TRIAS/USDT,1.14952,1.1543,1.14101,1.14101,1225.7502,1408.210713013
1662865200,2022-09-11 03:00:00,TRIAS/USDT,1.14969,1.15693,1.1424,1.1439,2570.5178,2952.297580291
1662861600,2022-09-11 02:00:00,TRIAS/USDT,1.14278,1.14998,1.14225,1.14998,3414.4475,3920.822908759
1662858000,2022-09-11 01:00:00,TRIAS/USDT,1.12936,1.1473,1.12936,1.1473,7436.4413,8475.693592096
1662854400,2022-09-11 00:00:00,TRIAS/USDT,1.13093,1.13571,1.12017,1.1301,8910.8376,10048.320284938
1662850800,2022-09-10 23:00:00,TRIAS/USDT,1.1455,1.15298,1.12752,1.1276,6253.8904,7148.909711295
1662847200,2022-09-10 22:00:00,TRIAS/USDT,1.12476,1.1473,1.12019,1.14113,8281.7054,9403.226465981
1662843600,2022-09-10 21:00:00,TRIAS/USDT,1.12818,1.13571,1.121,1.12856,5067.6645,5728.74547337
1662840000,2022-09-10 20:00:00,TRIAS/USDT,1.13272,1.13847,1.114,1.12819,8093.581,9112.101848923
1662836400,2022-09-10 19:00:00,TRIAS/USDT,1.12827,1.14057,1.09,1.13272,79230.7895,88473.801455755
1662832800,2022-09-10 18:00:00,TRIAS/USDT,1.1182,1.12959,1.11564,1.12959,7264.3315,8163.550315338
1662829200,2022-09-10 17:00:00,TRIAS/USDT,1.12701,1.12701,1.10365,1.11789,13901.1061,15482.872644754
1662825600,2022-09-10 16:00:00,TRIAS/USDT,1.12237,1.13848,1.1137,1.12692,54365.6465,61063.019408566
1662822000,2022-09-10 15:00:00,TRIAS/USDT,1.15204,1.15937,1.12237,1.12237,26815.3067,30574.33810433
1662818400,2022-09-10 14:00:00,TRIAS/USDT,1.15167,1.15908,1.142,1.15762,8696.702,9991.345015332
1662814800,2022-09-10 13:00:00,TRIAS/USDT,1.16851,1.17499,1.14715,1.14781,16248.5436,18830.967672759
1662811200,2022-09-10 12:00:00,TRIAS/USDT,1.15732,1.18,1.1501,1.16954,12454.3861,14484.930752801
1662807600,2022-09-10 11:00:00,TRIAS/USDT,1.16287,1.17038,1.1531,1.1531,14209.3952,16538.734157974
1662804000,2022-09-10 10:00:00,TRIAS/USDT,1.15013,1.1642,1.1501,1.15878,5538.5067,6425.826117806
1662800400,2022-09-10 09:00:00,TRIAS/USDT,1.15398,1.15938,1.14614,1.15013,6659.21,7668.410483421
1662796800,2022-09-10 08:00:00,TRIAS/USDT,1.1499,1.154,1.14209,1.15398,8240.0148,9465.67500374
1662793200,2022-09-10 07:00:00,TRIAS/USDT,1.17011,1.1748,1.14741,1.14989,10559.5227,12325.424044992
1662789600,2022-09-10 06:00:00,TRIAS/USDT,1.1757,1.185,1.169,1.17498,4479.2655,5259.636529053
1662786000,2022-09-10 05:00:00,TRIAS/USDT,1.16253,1.1819,1.1571,1.17592,20062.3353,23425.594586716
1662782400,2022-09-10 04:00:00,TRIAS/USDT,1.14082,1.165,1.13879,1.165,5586.5453,6447.01885317
1662778800,2022-09-10 03:00:00,TRIAS/USDT,1.15187,1.15528,1.14096,1.14201,4181.9854,4788.261643508
1662775200,2022-09-10 02:00:00,TRIAS/USDT,1.14289,1.15132,1.14113,1.15132,2412.6168,2769.201194333
1662771600,2022-09-10 01:00:00,TRIAS/USDT,1.14987,1.1577,1.14101,1.14101,7783.002,8922.576824888
1662768000,2022-09-10 00:00:00,TRIAS/USDT,1.15941,1.1649,1.137,1.14961,6837.7145,7871.766069729
1662764400,2022-09-09 23:00:00,TRIAS/USDT,1.15079,1.18215,1.145,1.16194,31112.0923,36364.023378549
1662760800,2022-09-09 22:00:00,TRIAS/USDT,1.14666,1.15966,1.13491,1.15084,9428.6119,10790.046469903
1662757200,2022-09-09 21:00:00,TRIAS/USDT,1.14501,1.15404,1.13001,1.14356,11578.6441,13230.148951141
1662753600,2022-09-09 20:00:00,TRIAS/USDT,1.15211,1.16118,1.14006,1.14828,16459.756,18928.604641521
1662750000,2022-09-09 19:00:00,TRIAS/USDT,1.15589,1.19298,1.14398,1.15675,31906.1757,37220.6284847
1662746400,2022-09-09 18:00:00,TRIAS/USDT,1.1472,1.156,1.141,1.15218,6899.7464,7926.619381814
1662742800,2022-09-09 17:00:00,TRIAS/USDT,1.15733,1.16557,1.14,1.14669,18575.748,21370.783405323
1662739200,2022-09-09 16:00:00,TRIAS/USDT,1.14492,1.16457,1.14,1.1633,31565.5472,36437.80489237
1662735600,2022-09-09 15:00:00,TRIAS/USDT,1.14788,1.15533,1.141,1.1491,24237.1822,27916.028172925
1662732000,2022-09-09 14:00:00,TRIAS/USDT,1.15086,1.15885,1.14121,1.14121,35004.8361,40271.441867553
1662728400,2022-09-09 13:00:00,TRIAS/USDT,1.14611,1.15302,1.14101,1.15088,12578.2905,14461.491855249
1662724800,2022-09-09 12:00:00,TRIAS/USDT,1.15411,1.1556,1.14101,1.1485,12949.8097,14896.917247848
1662721200,2022-09-09 11:00:00,TRIAS/USDT,1.17612,1.18462,1.13821,1.15411,34073.5765,39502.622897333
1662717600,2022-09-09 10:00:00,TRIAS/USDT,1.17751,1.18494,1.12511,1.17535,112575.0479,129182.415624319
1662714000,2022-09-09 09:00:00,TRIAS/USDT,1.20388,1.20439,1.16,1.17761,20702.2059,24432.623424318
1662710400,2022-09-09 08:00:00,TRIAS/USDT,1.2054,1.21774,1.19613,1.1997,19015.7228,22885.746427276
1662706800,2022-09-09 07:00:00,TRIAS/USDT,1.19752,1.2141,1.19084,1.21,31096.3116,37492.589278824
1662703200,2022-09-09 06:00:00,TRIAS/USDT,1.15783,1.20389,1.15,1.1971,52577.5535,62112.982757757
1662699600,2022-09-09 05:00:00,TRIAS/USDT,1.16999,1.19699,1.15784,1.15998,34053.4183,40103.386491534
1662696000,2022-09-09 04:00:00,TRIAS/USDT,1.17372,1.2,1.16361,1.16999,22497.4699,26582.371050345
1662692400,2022-09-09 03:00:00,TRIAS/USDT,1.16097,1.17374,1.15776,1.17374,3393.8477,3962.526713124
1662688800,2022-09-09 02:00:00,TRIAS/USDT,1.15849,1.1633,1.15,1.1603,9328.1839,10761.455926749
1662685200,2022-09-09 01:00:00,TRIAS/USDT,1.1663,1.1663,1.15312,1.16493,4841.4173,5607.332630715
1662681600,2022-09-09 00:00:00,TRIAS/USDT,1.17332,1.17374,1.15011,1.16629,19447.1033,22543.503874269
1662678000,2022-09-08 23:00:00,TRIAS/USDT,1.1444,1.18,1.1444,1.17022,48335.515,55812.327442955
1662674400,2022-09-08 22:00:00,TRIAS/USDT,1.14257,1.14392,1.13191,1.14077,7686.2544,8770.992205941
1662670800,2022-09-08 21:00:00,TRIAS/USDT,1.13532,1.14507,1.13532,1.13817,15949.5849,18190.93190017
1662667200,2022-09-08 20:00:00,TRIAS/USDT,1.10761,1.1652,1.09877,1.13532,30595.0352,34777.260769308
1662663600,2022-09-08 19:00:00,TRIAS/USDT,1.09999,1.10808,1.0928,1.10808,9905.8528,10893.195325307
1662660000,2022-09-08 18:00:00,TRIAS/USDT,1.09586,1.1,1.092,1.09901,10054.4357,11021.211220787
1662656400,2022-09-08 17:00:00,TRIAS/USDT,1.0809,1.1,1.07702,1.09586,110578.3285,120960.463875283
1662652800,2022-09-08 16:00:00,TRIAS/USDT,1.07001,1.08991,1.06258,1.08091,16246.915,17567.981634959
1662649200,2022-09-08 15:00:00,TRIAS/USDT,1.0636,1.09187,1.06342,1.07151,15741.0702,16994.910074722
1662645600,2022-09-08 14:00:00,TRIAS/USDT,1.06378,1.07029,1.0612,1.06552,15059.9258,16060.389267305
1662642000,2022-09-08 13:00:00,TRIAS/USDT,1.06147,1.07016,1.04888,1.06452,22210.4608,23539.650383946
1662638400,2022-09-08 12:00:00,TRIAS/USDT,1.06388,1.07138,1.0605,1.0605,5173.3082,5508.788587767
