https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume BTG
1663545600000,2022-09-19 00:00:00,BTG/BTC,0.0011198,0.00112,0.0011198,0.00112,0.031138360108799994,27.802107239999998
1663534800000,2022-09-18 21:00:00,BTG/BTC,0.0011152,0.001135,0.0011152,0.0011198,0.004331375302782,3.86799009
1663513200000,2022-09-18 15:00:00,BTG/BTC,0.001135,0.001135,0.001135,0.001135,0.014045407079999999,12.374808
1663509600000,2022-09-18 14:00:00,BTG/BTC,0.0011213,0.001144,0.0011213,0.001144,0.1630296833308,142.50846445
1663506000000,2022-09-18 13:00:00,BTG/BTC,0.0011213,0.0011213,0.0011213,0.0011213,0.00089704,0.8
1663491600000,2022-09-18 09:00:00,BTG/BTC,0.001144,0.001144,0.0011439,0.0011439,0.002841516234,2.48406
1663462800000,2022-09-18 01:00:00,BTG/BTC,0.0011462,0.0011462,0.0011462,0.0011462,0.00011498654329800001,0.10031979
1663455600000,2022-09-17 23:00:00,BTG/BTC,0.0011495,0.0011495,0.0011495,0.0011495,0.0019893442414999998,1.730617
1663437600000,2022-09-17 18:00:00,BTG/BTC,0.0011495,0.0011495,0.0011495,0.0011495,0.0037462204999999995,3.259
1663423200000,2022-09-17 14:00:00,BTG/BTC,0.001148,0.001148,0.001148,0.001148,0.036010150596,31.367727000000002
1663416000000,2022-09-17 12:00:00,BTG/BTC,0.0011495,0.0011495,0.001148,0.001148,0.029293408087999996,25.516906
1663398000000,2022-09-17 07:00:00,BTG/BTC,0.001147,0.001147,0.001147,0.001147,0.046427785407,40.477581
1663390800000,2022-09-17 05:00:00,BTG/BTC,0.001147,0.001147,0.001147,0.001147,0.0103484634,9.0222
1663362000000,2022-09-16 21:00:00,BTG/BTC,0.0011459,0.0011469,0.0011459,0.0011469,0.060761904130269,52.97925201
1663358400000,2022-09-16 20:00:00,BTG/BTC,0.0011459,0.001146,0.0011459,0.001146,0.012033,10.5
1663347600000,2022-09-16 17:00:00,BTG/BTC,0.0011333,0.0011333,0.0011333,0.0011333,0.001341130424494,1.18338518
1663344000000,2022-09-16 16:00:00,BTG/BTC,0.0011823,0.0011823,0.0011372,0.0011372,0.0025709170646920003,2.26074311
1663329600000,2022-09-16 12:00:00,BTG/BTC,0.0011901,0.0011901,0.0011901,0.0011901,0.00012053739814199999,0.10128342
1663315200000,2022-09-16 08:00:00,BTG/BTC,0.0011689,0.001169,0.0011575,0.0011575,0.02271015,19.62
1663308000000,2022-09-16 06:00:00,BTG/BTC,0.0011667,0.0011668,0.0011667,0.0011668,0.01621852,13.9
1663272000000,2022-09-15 20:00:00,BTG/BTC,0.0011844,0.0011844,0.0011844,0.0011844,0.00011846374722,0.10002005
1663261200000,2022-09-15 17:00:00,BTG/BTC,0.0011799,0.0011799,0.0011593,0.0011593,0.015049605699368,12.981631759999999
1663254000000,2022-09-15 15:00:00,BTG/BTC,0.0012268,0.0012268,0.0011714,0.0011714,0.000254043638234,0.21687181
1663246800000,2022-09-15 13:00:00,BTG/BTC,0.0011924,0.0011925,0.0011924,0.0011925,0.023179712862375,19.43791435
1663228800000,2022-09-15 08:00:00,BTG/BTC,0.0011883,0.0011883,0.0011883,0.0011883,0.0052090710939,4.383633
1663225200000,2022-09-15 07:00:00,BTG/BTC,0.001242,0.001242,0.0011883,0.0011883,0.0076130579865960005,6.406680120000001
1663192800000,2022-09-14 22:00:00,BTG/BTC,0.001226,0.001226,0.001226,0.001226,0.00022946755116000004,0.18716766
1663167600000,2022-09-14 15:00:00,BTG/BTC,0.0011765,0.0011765,0.0011765,0.0011765,0.003674919976585,3.12360389
1663153200000,2022-09-14 11:00:00,BTG/BTC,0.0011776,0.0011776,0.0011768,0.0011768,0.004554216,3.87
1663149600000,2022-09-14 10:00:00,BTG/BTC,0.0011808,0.0011808,0.0011808,0.0011808,0.00025446240000000003,0.2155
1663142400000,2022-09-14 08:00:00,BTG/BTC,0.0012108,0.0012211,0.0012108,0.0012211,0.0145311290752,11.900032
1663110000000,2022-09-13 23:00:00,BTG/BTC,0.0011972,0.0011972,0.0011972,0.0011972,0.00011997195074000001,0.10021045
1663092000000,2022-09-13 18:00:00,BTG/BTC,0.0012204,0.0012204,0.0012204,0.0012204,0.00019129806612,0.1567503
1663074000000,2022-09-13 13:00:00,BTG/BTC,0.0011396,0.0011398,0.0011297,0.0011297,0.0055705507,4.931
1663070400000,2022-09-13 12:00:00,BTG/BTC,0.0011706,0.0011706,0.0011209,0.0011509,0.011187100359544,9.72030616
1663038000000,2022-09-13 03:00:00,BTG/BTC,0.0011293,0.0011293,0.0011195,0.0011195,0.004796685826,4.284668
1663009200000,2022-09-12 19:00:00,BTG/BTC,0.0011882,0.0011882,0.0011882,0.0011882,0.000292159095514,0.24588377
1663005600000,2022-09-12 18:00:00,BTG/BTC,0.0011491,0.0011491,0.0011491,0.0011491,0.0011835729999999998,1.03
1662991200000,2022-09-12 14:00:00,BTG/BTC,0.0011605,0.0011605,0.0011462,0.0011462,0.006111882878948,5.33230054
1662973200000,2022-09-12 09:00:00,BTG/BTC,0.0011706,0.0011706,0.0011706,0.0011706,0.00181443,1.55
1662969600000,2022-09-12 08:00:00,BTG/BTC,0.0012055,0.0012055,0.0012055,0.0012055,0.001856409725,1.53995
1662955200000,2022-09-12 04:00:00,BTG/BTC,0.0011718,0.0011718,0.0011718,0.0011718,0.001804572,1.54
1662940800000,2022-09-12 00:00:00,BTG/BTC,0.0011881,0.0011881,0.0011881,0.0011881,0.001817650428,1.52988
1662933600000,2022-09-11 22:00:00,BTG/BTC,0.001191,0.001191,0.0011832,0.0011832,0.003591615432,3.03551
1662919200000,2022-09-11 18:00:00,BTG/BTC,0.0011979,0.0011979,0.0011979,0.0011979,0.00179685,1.5
1662908400000,2022-09-11 15:00:00,BTG/BTC,0.0011979,0.0011979,0.0011975,0.0011975,0.0104574801,8.732759999999999
1662904800000,2022-09-11 14:00:00,BTG/BTC,0.001187,0.001187,0.001187,0.001187,0.0017448899999999998,1.47
1662886800000,2022-09-11 09:00:00,BTG/BTC,0.0011887,0.0011887,0.0011887,0.0011887,0.001723615,1.45
1662868800000,2022-09-11 04:00:00,BTG/BTC,0.0011969,0.0011969,0.0011969,0.0011969,0.001711567,1.43
1662836400000,2022-09-10 19:00:00,BTG/BTC,0.0011978,0.0011978,0.0011978,0.0011978,0.00167692,1.4
1662825600000,2022-09-10 16:00:00,BTG/BTC,0.0011991,0.0011991,0.0011991,0.0011991,0.001663837213479,1.38757169
1662804000000,2022-09-10 10:00:00,BTG/BTC,0.0012543,0.0012543,0.0012543,0.0012543,0.000219073554486,0.17465802
