https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CLV,Volume USDT
1643673600,2022-02-01 00:00:00,CLV/USDT,0.3404,0.3686,0.3354,0.3516,1039901.7297111,359788.485411548338
1643587200,2022-01-31 00:00:00,CLV/USDT,0.3378,0.36,0.3144,0.3424,669118.98831878,224364.732523315594
1643500800,2022-01-30 00:00:00,CLV/USDT,0.3521,0.36,0.3295,0.3375,800438.2048936,277323.90282112749
1643414400,2022-01-29 00:00:00,CLV/USDT,0.3336,0.3549,0.3272,0.3515,600774.5918941,205809.949252077116
1643328000,2022-01-28 00:00:00,CLV/USDT,0.3248,0.3356,0.3135,0.3347,790107.10210631,256686.00099363094
1643241600,2022-01-27 00:00:00,CLV/USDT,0.3459,0.3714,0.3117,0.3249,1316307.30804789,442368.132493590787
1643155200,2022-01-26 00:00:00,CLV/USDT,0.3608,0.3844,0.3388,0.3472,1374759.475178,501072.384248707347
1643068800,2022-01-25 00:00:00,CLV/USDT,0.3749,0.3797,0.3539,0.3616,951061.29657712,349465.891296948125
1642982400,2022-01-24 00:00:00,CLV/USDT,0.4115,0.4287,0.3368,0.3762,1840156.33863579,683217.471048655247
1642896000,2022-01-23 00:00:00,CLV/USDT,0.4145,0.4474,0.3902,0.4108,827943.37930307,341531.75899806554
1642809600,2022-01-22 00:00:00,CLV/USDT,0.4475,0.4593,0.3519,0.4159,1507824.83605166,603357.048383655679
1642723200,2022-01-21 00:00:00,CLV/USDT,0.5369,0.54,0.4332,0.4478,1596491.42537364,773313.587284235719
1642636800,2022-01-20 00:00:00,CLV/USDT,0.573,0.5967,0.5357,0.5385,868398.25220499,501567.834696194752
1642550400,2022-01-19 00:00:00,CLV/USDT,0.5822,0.6441,0.5678,0.5715,2170396.53575488,1302624.008696399797
1642464000,2022-01-18 00:00:00,CLV/USDT,0.5686,0.6045,0.5488,0.5828,752856.775769,426046.024335912231
1642377600,2022-01-17 00:00:00,CLV/USDT,0.6241,0.6241,0.5588,0.5681,748240.50850567,443667.458211100992
1642291200,2022-01-16 00:00:00,CLV/USDT,0.6378,0.6575,0.6142,0.6252,917518.65855706,578369.583289064677
1642204800,2022-01-15 00:00:00,CLV/USDT,0.6702,0.6734,0.637,0.6388,1577792.17665412,1036050.132523382644
1642118400,2022-01-14 00:00:00,CLV/USDT,0.6441,0.7953,0.6433,0.6714,3677601.53665054,2587958.93477568635
1642032000,2022-01-13 00:00:00,CLV/USDT,0.6131,0.7757,0.5864,0.6435,3383337.32978522,2246917.953852152742
1641945600,2022-01-12 00:00:00,CLV/USDT,0.5825,0.6171,0.5744,0.6128,616951.87266908,367028.387337592419
1641859200,2022-01-11 00:00:00,CLV/USDT,0.5485,0.5901,0.5405,0.5824,486408.67984191,274642.958274533275
1641772800,2022-01-10 00:00:00,CLV/USDT,0.5869,0.5986,0.5332,0.5487,698938.4475384,393385.6063316714
1641686400,2022-01-09 00:00:00,CLV/USDT,0.5806,0.6068,0.572,0.5869,535507.43925112,316134.317390961499
1641600000,2022-01-08 00:00:00,CLV/USDT,0.6034,0.6183,0.5599,0.5807,681720.63942335,404477.365590926262
1641513600,2022-01-07 00:00:00,CLV/USDT,0.642,0.6441,0.5636,0.6029,1045539.91523153,623396.394901455636
1641427200,2022-01-06 00:00:00,CLV/USDT,0.6381,0.6467,0.5931,0.6412,1587475.27483905,983715.328449825841
1641340800,2022-01-05 00:00:00,CLV/USDT,0.7008,0.7274,0.6187,0.6371,1036531.6324787,718369.112802104427
1641254400,2022-01-04 00:00:00,CLV/USDT,0.7124,0.7281,0.7002,0.7009,770416.79753461,549566.774418224522
1641168000,2022-01-03 00:00:00,CLV/USDT,0.7427,0.7427,0.6882,0.7113,713282.16412146,513092.070793990886
1641081600,2022-01-02 00:00:00,CLV/USDT,0.7571,0.7657,0.7301,0.7438,696593.24506526,515338.70837953418
1640995200,2022-01-01 00:00:00,CLV/USDT,0.7043,0.7643,0.7023,0.7564,835596.17051118,603870.451348159193
1640908800,2021-12-31 00:00:00,CLV/USDT,0.7254,0.7381,0.6933,0.7037,882500.74145652,633150.891471492729
1640822400,2021-12-30 00:00:00,CLV/USDT,0.7118,0.7459,0.7039,0.7258,637133.50066949,462523.095279111822
1640736000,2021-12-29 00:00:00,CLV/USDT,0.7223,0.7481,0.7089,0.7116,773205.79951309,561598.116197886911
1640649600,2021-12-28 00:00:00,CLV/USDT,0.7848,0.7859,0.7124,0.7222,1191372.76423834,903390.177865664121
