https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume OOKI,Volume BTC
1663372800,2022-09-17 00:00:00,OOKI/BTC,0.0000002643,0.0000002948,0.0000002609,0.0000002948,30502.7717,0.00851188473793
1663286400,2022-09-16 00:00:00,OOKI/BTC,0.0000002832,0.0000002883,0.0000002601,0.0000002601,147392.555,0.0392864331423
1663200000,2022-09-15 00:00:00,OOKI/BTC,0.0000002854,0.0000002893,0.0000002772,0.0000002836,43163.3288,0.01216352778943
1663113600,2022-09-14 00:00:00,OOKI/BTC,0.0000002739,0.0000003224,0.0000002506,0.0000003014,453274.7978,0.12525380706967
1663027200,2022-09-13 00:00:00,OOKI/BTC,0.0000002676,0.0000002882,0.0000002673,0.000000278,41322.8057,0.01133155381817
1662940800,2022-09-12 00:00:00,OOKI/BTC,0.0000002843,0.0000002875,0.0000002671,0.0000002671,53423.7558,0.01468063652377
1662854400,2022-09-11 00:00:00,OOKI/BTC,0.0000002882,0.0000003077,0.0000002843,0.0000002877,193329.9979,0.05851945497393
1662768000,2022-09-10 00:00:00,OOKI/BTC,0.0000002911,0.0000003016,0.0000002843,0.0000002843,110467.3869,0.03195335078347
1662681600,2022-09-09 00:00:00,OOKI/BTC,0.0000003137,0.0000003137,0.0000002879,0.0000003021,84328.3549,0.02523861421783
1662595200,2022-09-08 00:00:00,OOKI/BTC,0.0000003116,0.0000003192,0.0000003043,0.0000003079,22606.6707,0.0070229798555
1662508800,2022-09-07 00:00:00,OOKI/BTC,0.0000003138,0.000000316,0.0000002971,0.0000003129,112985.9465,0.03464002778799
1662422400,2022-09-06 00:00:00,OOKI/BTC,0.0000003319,0.0000003319,0.0000003108,0.0000003139,40531.1201,0.01275680056303
1662336000,2022-09-05 00:00:00,OOKI/BTC,0.0000003169,0.0000003387,0.0000003096,0.0000003304,99052.2501,0.03182630950627
1662249600,2022-09-04 00:00:00,OOKI/BTC,0.0000003195,0.0000003255,0.000000315,0.000000315,2605.3877,0.00084085916629
1662163200,2022-09-03 00:00:00,OOKI/BTC,0.0000003251,0.0000003251,0.0000003142,0.0000003194,40805.7575,0.01299593813882
1662076800,2022-09-02 00:00:00,OOKI/BTC,0.0000003122,0.0000003659,0.0000003122,0.000000325,183454.3704,0.06310487301449
1661990400,2022-09-01 00:00:00,OOKI/BTC,0.000000312,0.000000318,0.0000002997,0.0000003172,161700.9881,0.04987180380027
