https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume INDI,Volume USDT
1660521600,2022-08-15 00:00:00,INDI/USDT,0.1453,0.1475,0.1449,0.1459,5194.7641,757.45685371
1660435200,2022-08-14 00:00:00,INDI/USDT,0.1458,0.1476,0.1451,0.1459,5582.1384,813.38908097
1660348800,2022-08-13 00:00:00,INDI/USDT,0.1481,0.1481,0.1459,0.1459,1148.1837,167.60290486
1660262400,2022-08-12 00:00:00,INDI/USDT,0.1467,0.1484,0.1467,0.1484,329.8115,48.89227958
1660176000,2022-08-11 00:00:00,INDI/USDT,0.1487,0.1488,0.1462,0.1467,11624.1875,1716.64847634
1660089600,2022-08-10 00:00:00,INDI/USDT,0.1469,0.1489,0.146,0.1485,31827.501,4723.14276878
1660003200,2022-08-09 00:00:00,INDI/USDT,0.1495,0.1495,0.147,0.147,4468.5687,661.73312865
1659916800,2022-08-08 00:00:00,INDI/USDT,0.1475,0.152,0.146,0.1472,29185.0779,4355.8696793
1659830400,2022-08-07 00:00:00,INDI/USDT,0.1462,0.1482,0.1462,0.1462,432.5762,64.00724983
1659744000,2022-08-06 00:00:00,INDI/USDT,0.1482,0.1622,0.1454,0.1457,20585.2325,3045.33243241
1659657600,2022-08-05 00:00:00,INDI/USDT,0.1491,0.1491,0.146,0.1482,12026.1861,1768.12955051
1659571200,2022-08-04 00:00:00,INDI/USDT,0.1475,0.1491,0.147,0.1491,17019.5294,2523.10609776
1659484800,2022-08-03 00:00:00,INDI/USDT,0.1443,0.1491,0.144,0.1489,143129.9136319,20988.91562460973
1659398400,2022-08-02 00:00:00,INDI/USDT,0.146,0.146,0.1435,0.1443,7895.0856,1138.70412151
1659312000,2022-08-01 00:00:00,INDI/USDT,0.1445,0.1461,0.1445,0.1461,2104.2943,304.23100205
1659225600,2022-07-31 00:00:00,INDI/USDT,0.1456,0.1477,0.1435,0.1447,40645.2066,5922.27900714
1659139200,2022-07-30 00:00:00,INDI/USDT,0.1468,0.1484,0.144,0.1455,26962.8324,3936.99540624
1659052800,2022-07-29 00:00:00,INDI/USDT,0.1452,0.1519,0.1436,0.1468,244189.4535,36255.74222004
1658966400,2022-07-28 00:00:00,INDI/USDT,0.1419,0.147,0.1397,0.146,60860.4437,8650.09816726
1658880000,2022-07-27 00:00:00,INDI/USDT,0.1419,0.1419,0.1401,0.1407,8765.9675,1243.24575996
1658793600,2022-07-26 00:00:00,INDI/USDT,0.1407,0.1419,0.1407,0.1407,1007.388,142.45987056
1658707200,2022-07-25 00:00:00,INDI/USDT,0.1419,0.1419,0.1407,0.1407,21721.3449,3069.98464382
1658620800,2022-07-24 00:00:00,INDI/USDT,0.1419,0.1419,0.1406,0.1418,7094.35520466,1006.273732255196
1658534400,2022-07-23 00:00:00,INDI/USDT,0.1419,0.1419,0.1412,0.1419,5471.4075,775.97978191
1658448000,2022-07-22 00:00:00,INDI/USDT,0.1437,0.1449,0.1419,0.1421,43042.9577,6140.71921127
1658361600,2022-07-21 00:00:00,INDI/USDT,0.1442,0.1455,0.1436,0.1436,12549.2977,1807.9595869
1658275200,2022-07-20 00:00:00,INDI/USDT,0.1452,0.1459,0.1414,0.1459,18100.1215,2618.55547951
1658188800,2022-07-19 00:00:00,INDI/USDT,0.1454,0.1467,0.145,0.1452,5380.1863,785.16151363
1658102400,2022-07-18 00:00:00,INDI/USDT,0.1482,0.1482,0.145,0.1451,13340.1045,1948.34476583
1658016000,2022-07-17 00:00:00,INDI/USDT,0.1465,0.1482,0.1462,0.1482,1916.8558,282.93464165
1657929600,2022-07-16 00:00:00,INDI/USDT,0.1465,0.1483,0.1464,0.1465,11986.5238,1767.09454183
1657843200,2022-07-15 00:00:00,INDI/USDT,0.1477,0.1495,0.1465,0.1465,11975.0929,1767.41316793
1657756800,2022-07-14 00:00:00,INDI/USDT,0.1488,0.1488,0.1476,0.1477,2240.3677,332.22210597
1657670400,2022-07-13 00:00:00,INDI/USDT,0.1484,0.1488,0.1474,0.1488,2708.7323,402.6746291
1657584000,2022-07-12 00:00:00,INDI/USDT,0.1487,0.1488,0.1441,0.1488,4395.4488,649.95302283
1657497600,2022-07-11 00:00:00,INDI/USDT,0.1485,0.1507,0.147,0.1487,3634.2856,538.08135884
1657411200,2022-07-10 00:00:00,INDI/USDT,0.1515,0.1525,0.1472,0.1472,38136.9119,5687.60053643
1657324800,2022-07-09 00:00:00,INDI/USDT,0.1508,0.152,0.1475,0.1497,41784.23317601,6259.235979348697
1657238400,2022-07-08 00:00:00,INDI/USDT,0.1542,0.1542,0.1514,0.1514,11808.1098,1818.60722304
1657152000,2022-07-07 00:00:00,INDI/USDT,0.1539,0.1542,0.1501,0.1542,48711.65674514,7456.877359460308
1657065600,2022-07-06 00:00:00,INDI/USDT,0.1548,0.1548,0.1522,0.1539,10770.81022012,1657.838964120366
1656979200,2022-07-05 00:00:00,INDI/USDT,0.157,0.157,0.1549,0.1558,2475.78688258,384.72638972065
1656892800,2022-07-04 00:00:00,INDI/USDT,0.1582,0.1592,0.1538,0.1573,58265.61208012,9126.167119233997
1656806400,2022-07-03 00:00:00,INDI/USDT,0.1586,0.1604,0.1565,0.1581,34516.79756204,5422.248250048845
1656720000,2022-07-02 00:00:00,INDI/USDT,0.1645,0.1646,0.1583,0.1586,39856.02038818,6360.97298170852
1656633600,2022-07-01 00:00:00,INDI/USDT,0.168,0.168,0.1645,0.1648,13937.59824843,2325.153681168448
1656547200,2022-06-30 00:00:00,INDI/USDT,0.1703,0.1703,0.1679,0.1679,22168.38551702,3746.269071593936
1656460800,2022-06-29 00:00:00,INDI/USDT,0.1712,0.1713,0.1693,0.1696,30642.02907904,5215.601517574271
1656374400,2022-06-28 00:00:00,INDI/USDT,0.1722,0.1725,0.1712,0.1712,10601.80719252,1822.060070987313
1656288000,2022-06-27 00:00:00,INDI/USDT,0.1724,0.1725,0.1715,0.1716,5320.08338434,914.619103292122
1656201600,2022-06-26 00:00:00,INDI/USDT,0.1732,0.1732,0.1695,0.1716,32989.4860879,5650.008420844565
1656115200,2022-06-25 00:00:00,INDI/USDT,0.1726,0.1734,0.1724,0.1732,12473.32160663,2156.335532516786
1656028800,2022-06-24 00:00:00,INDI/USDT,0.175,0.175,0.1722,0.1726,27174.62638154,4710.689599757273
1655942400,2022-06-23 00:00:00,INDI/USDT,0.1778,0.1787,0.1749,0.1754,61765.22333685,10918.992287649965
1655856000,2022-06-22 00:00:00,INDI/USDT,0.1828,0.1888,0.1772,0.1789,337461.58036649,62000.317958982101
1655769600,2022-06-21 00:00:00,INDI/USDT,0.1829,0.1849,0.1827,0.1828,4631.1778,850.38138803
1655683200,2022-06-20 00:00:00,INDI/USDT,0.1857,0.1859,0.1829,0.1829,6892.34771973,1271.539533328668
1655596800,2022-06-19 00:00:00,INDI/USDT,0.1857,0.1866,0.1852,0.1866,746.20455239,138.732473905018
1655510400,2022-06-18 00:00:00,INDI/USDT,0.1884,0.1894,0.1857,0.1857,10983.9867,2061.05562774
1655424000,2022-06-17 00:00:00,INDI/USDT,0.1896,0.1902,0.1884,0.1884,3775.18274485,714.959897279075
1655337600,2022-06-16 00:00:00,INDI/USDT,0.1952,0.1958,0.1896,0.1896,7809.01087465,1498.790436369845
1655251200,2022-06-15 00:00:00,INDI/USDT,0.1905,0.2041,0.1886,0.196,150085.48785753,29543.278378156465
1655164800,2022-06-14 00:00:00,INDI/USDT,0.1914,0.192,0.1906,0.1909,332.2324,63.58883076
1655078400,2022-06-13 00:00:00,INDI/USDT,0.1957,0.1957,0.1914,0.1914,1474.9985,286.73597168
1654992000,2022-06-12 00:00:00,INDI/USDT,0.1994,0.1994,0.1956,0.1957,5803.3725,1150.63128397
1654905600,2022-06-11 00:00:00,INDI/USDT,0.1999,0.2007,0.1994,0.1994,4020.06595977,803.752280026427
1654819200,2022-06-10 00:00:00,INDI/USDT,0.2009,0.201,0.1998,0.1998,971.29551234,194.535736517951
1654732800,2022-06-09 00:00:00,INDI/USDT,0.2009,0.2016,0.2004,0.201,2126.27475226,426.90934529785
1654646400,2022-06-08 00:00:00,INDI/USDT,0.201,0.2014,0.2004,0.2009,4483.1754,899.816305539512
1654560000,2022-06-07 00:00:00,INDI/USDT,0.2029,0.207,0.2003,0.201,156763.2538968,31892.417764072232
1654473600,2022-06-06 00:00:00,INDI/USDT,0.2054,0.2058,0.203,0.2038,46757.44625958,9551.959474620566
1654387200,2022-06-05 00:00:00,INDI/USDT,0.2044,0.2062,0.2037,0.2054,71231.28035767,14590.414549823904
1654300800,2022-06-04 00:00:00,INDI/USDT,0.204,0.2056,0.2036,0.2044,25465.83347842,5217.98749486689
1654214400,2022-06-03 00:00:00,INDI/USDT,0.2053,0.2053,0.204,0.2048,17925.89399912,3667.980474649512
1654128000,2022-06-02 00:00:00,INDI/USDT,0.2056,0.2058,0.2051,0.2058,4984.33898985,1024.385888376514
1654041600,2022-06-01 00:00:00,INDI/USDT,0.2087,0.2087,0.2053,0.2053,24698.07224711,5100.196768416649
1653955200,2022-05-31 00:00:00,INDI/USDT,0.2102,0.2112,0.2086,0.2089,6909.86038188,1451.411179668764
1653868800,2022-05-30 00:00:00,INDI/USDT,0.2104,0.2111,0.2086,0.2086,27140.70091278,5700.02735121802
1653782400,2022-05-29 00:00:00,INDI/USDT,0.2103,0.2109,0.209,0.2104,6813.14136372,1430.825128968548
1653696000,2022-05-28 00:00:00,INDI/USDT,0.211,0.2118,0.2091,0.2112,17076.19797506,3607.249116177708
1653609600,2022-05-27 00:00:00,INDI/USDT,0.2108,0.2117,0.2096,0.2096,4158.27052432,876.291614428544
1653523200,2022-05-26 00:00:00,INDI/USDT,0.2163,0.2163,0.2105,0.2105,18798.55525767,3985.159284918312
1653436800,2022-05-25 00:00:00,INDI/USDT,0.2179,0.2179,0.2163,0.2172,4442.91341581,965.134524803932
1653350400,2022-05-24 00:00:00,INDI/USDT,0.2183,0.2194,0.2175,0.2182,10141.04821475,2213.685660615328
1653264000,2022-05-23 00:00:00,INDI/USDT,0.2243,0.226,0.2184,0.2184,147088.42497782,32724.088182585319
1653177600,2022-05-22 00:00:00,INDI/USDT,0.2372,0.2384,0.2231,0.2255,351941.99960292,81527.670437492305
1653091200,2022-05-21 00:00:00,INDI/USDT,0.2374,0.2384,0.236,0.2372,96769.44394626,22947.21546570652
1653004800,2022-05-20 00:00:00,INDI/USDT,0.2287,0.2743,0.226,0.2384,156298.26659875,36829.160493225064
1652918400,2022-05-19 00:00:00,INDI/USDT,0.2235,0.2284,0.2222,0.2284,94153.00652083,21129.184021677227
1652832000,2022-05-18 00:00:00,INDI/USDT,0.217,0.2231,0.217,0.2225,93725.94802261,20664.78141861999
1652745600,2022-05-17 00:00:00,INDI/USDT,0.2175,0.22,0.2151,0.2184,65860.95494237,14347.618785812689
1652659200,2022-05-16 00:00:00,INDI/USDT,0.191,0.2264,0.1827,0.2165,192981.01751492,40092.433652990341
1652572800,2022-05-15 00:00:00,INDI/USDT,0.1917,0.198,0.1878,0.1919,260899.3044028,50171.421532055509
1652486400,2022-05-14 00:00:00,INDI/USDT,0.1905,0.193,0.1876,0.1917,59276.54105051,11281.803874504863
1652400000,2022-05-13 00:00:00,INDI/USDT,0.1895,0.1916,0.1884,0.1905,13957.60057453,2657.4788651357
1652313600,2022-05-12 00:00:00,INDI/USDT,0.205,0.2243,0.1883,0.1886,49616.80234111,10141.188235152439
1652227200,2022-05-11 00:00:00,INDI/USDT,0.2345,0.2405,0.2137,0.2209,72319.18446636,16630.379667725629
1652140800,2022-05-10 00:00:00,INDI/USDT,0.2341,0.235,0.2322,0.2329,32038.47405779,7478.724522018309
1652054400,2022-05-09 00:00:00,INDI/USDT,0.2406,0.2418,0.2338,0.2341,27043.25333244,6396.222006894835
1651968000,2022-05-08 00:00:00,INDI/USDT,0.2468,0.2475,0.2408,0.2408,18584.99626151,4515.399085756884
1651881600,2022-05-07 00:00:00,INDI/USDT,0.2484,0.2497,0.2466,0.2477,42089.82940471,10435.366055222496
1651795200,2022-05-06 00:00:00,INDI/USDT,0.2511,0.2511,0.2479,0.2482,10174.9710576,2528.551913428328
1651708800,2022-05-05 00:00:00,INDI/USDT,0.2601,0.261,0.2511,0.2511,13647.10846795,3506.08995787603
1651622400,2022-05-04 00:00:00,INDI/USDT,0.2595,0.2601,0.2589,0.2598,35117.08422629,9115.137141017099
1651536000,2022-05-03 00:00:00,INDI/USDT,0.2552,0.2625,0.255,0.2597,34451.96525402,8958.718420901552
1651449600,2022-05-02 00:00:00,INDI/USDT,0.2673,0.269,0.2497,0.2549,32341.43110865,8317.093879286604
1651363200,2022-05-01 00:00:00,INDI/USDT,0.2765,0.2811,0.2686,0.2686,97429.48611013,26966.633584382673
1651276800,2022-04-30 00:00:00,INDI/USDT,0.3077,0.3077,0.2766,0.2766,65718.2265261,19092.987820128863
1651190400,2022-04-29 00:00:00,INDI/USDT,0.3427,0.3436,0.3076,0.3082,232755.48500406,76632.091914146088
1651104000,2022-04-28 00:00:00,INDI/USDT,0.3253,0.4499,0.3161,0.342,1140138.79863596,405577.229568342973
1651017600,2022-04-27 00:00:00,INDI/USDT,0.3281,0.3281,0.3246,0.3246,13174.36780554,4291.34627511649
1650931200,2022-04-26 00:00:00,INDI/USDT,0.3345,0.34,0.3294,0.3294,88084.58459458,29632.978415535201
1650844800,2022-04-25 00:00:00,INDI/USDT,0.356,0.356,0.3294,0.3344,50615.66507148,17055.201330979033
1650758400,2022-04-24 00:00:00,INDI/USDT,0.384,0.384,0.355,0.355,282101.26556105,105258.918444736444
1650672000,2022-04-23 00:00:00,INDI/USDT,0.4992,0.5093,0.384,0.384,1087716.29262956,490276.738146952668
1650585600,2022-04-22 00:00:00,INDI/USDT,0.35,0.5384,0.3453,0.4995,4552186.21739033,1954119.599827511289
1650499200,2022-04-21 00:00:00,INDI/USDT,0.2762,0.3681,0.2539,0.35,1726135.11852578,555239.384304406976
1650412800,2022-04-20 00:00:00,INDI/USDT,0.2405,0.2879,0.2369,0.2755,1509403.50281818,388429.676834118218
1650326400,2022-04-19 00:00:00,INDI/USDT,0.1962,0.243,0.1958,0.2398,1317048.55409116,289580.824049543064
1650240000,2022-04-18 00:00:00,INDI/USDT,0.2034,0.2039,0.1934,0.196,188102.59418922,37276.48069794785
1650153600,2022-04-17 00:00:00,INDI/USDT,0.2045,0.2048,0.2032,0.2034,77776.44637763,15846.105904857917
1650067200,2022-04-16 00:00:00,INDI/USDT,0.2052,0.2053,0.2045,0.2048,25441.3543271,5212.246714195911
1649980800,2022-04-15 00:00:00,INDI/USDT,0.2091,0.2091,0.2051,0.2052,83024.96611218,17158.489655455357
1649894400,2022-04-14 00:00:00,INDI/USDT,0.2019,0.2096,0.2012,0.2091,200655.65375235,41339.923089334196
1649808000,2022-04-13 00:00:00,INDI/USDT,0.2075,0.2076,0.2,0.2018,170176.42751407,34446.355241044223
1649721600,2022-04-12 00:00:00,INDI/USDT,0.213,0.213,0.2051,0.2067,107295.48789352,22460.862329266462
1649635200,2022-04-11 00:00:00,INDI/USDT,0.2291,0.2296,0.2123,0.2132,239083.90711965,51854.966160733915
1649548800,2022-04-10 00:00:00,INDI/USDT,0.2333,0.2542,0.2287,0.2293,932718.99335385,226567.271996346563
1649462400,2022-04-09 00:00:00,INDI/USDT,0.2412,0.2412,0.2319,0.2335,147135.50480911,34592.940796219413
1649376000,2022-04-08 00:00:00,INDI/USDT,0.2718,0.2718,0.2117,0.2419,433118.00720487,109588.838868620666
1649289600,2022-04-07 00:00:00,INDI/USDT,0.2426,0.35,0.2413,0.271,1986031.32784158,542812.828397578911
1649203200,2022-04-06 00:00:00,INDI/USDT,0.22,0.35,0.22,0.2424,3079665.63220607,830448.60750892709
