https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WAL,Volume USDT
1663459200,2022-09-18 00:00:00,WAL/USDT,0.03119,0.0345,0.03071,0.03094,258891.2254,8390.275665491
1663372800,2022-09-17 00:00:00,WAL/USDT,0.02941,0.03145,0.02867,0.03086,716826.4735,21567.491142088
1663286400,2022-09-16 00:00:00,WAL/USDT,0.03185,0.0325,0.02824,0.029,1298235.5653,38913.974976844
1663200000,2022-09-15 00:00:00,WAL/USDT,0.0304,0.035,0.02915,0.03185,3263846.369,104730.160781971
1663113600,2022-09-14 00:00:00,WAL/USDT,0.02895,0.03288,0.02746,0.03039,2247507.6333,67597.763571946
1663027200,2022-09-13 00:00:00,WAL/USDT,0.02941,0.03068,0.02856,0.02871,583584.7244,17205.891531912
1662940800,2022-09-12 00:00:00,WAL/USDT,0.03015,0.03128,0.02935,0.02975,642639.8968,19423.16706918
1662854400,2022-09-11 00:00:00,WAL/USDT,0.02912,0.038,0.0286,0.03028,3092808.7534,98648.728383249
1662768000,2022-09-10 00:00:00,WAL/USDT,0.0304,0.0324,0.02751,0.02916,2101406.5878,62513.715379105
1662681600,2022-09-09 00:00:00,WAL/USDT,0.03197,0.055,0.0276,0.0304,9114381.9267,345795.144608846
1662595200,2022-09-08 00:00:00,WAL/USDT,0.03287,0.03391,0.03147,0.03197,723240.7148,23640.395864146
1662508800,2022-09-07 00:00:00,WAL/USDT,0.03031,0.03615,0.0299,0.03287,3950736.7676,132611.875738336
1662422400,2022-09-06 00:00:00,WAL/USDT,0.02951,0.037,0.02923,0.03061,2632938.5897,82670.350743288
1662336000,2022-09-05 00:00:00,WAL/USDT,0.02896,0.034,0.02856,0.02931,1556828.9558,48140.124005415
1662249600,2022-09-04 00:00:00,WAL/USDT,0.0313,0.03187,0.02869,0.02869,976545.8793,28938.802357542
1662163200,2022-09-03 00:00:00,WAL/USDT,0.03331,0.03599,0.03121,0.0313,2128088.77404848,71480.8263540376592
1662076800,2022-09-02 00:00:00,WAL/USDT,0.02988,0.039,0.02803,0.03331,2637434.3088,88520.294931441
1661990400,2022-09-01 00:00:00,WAL/USDT,0.03091,0.0315,0.0287,0.02988,433697.681,12964.35604827
1661904000,2022-08-31 00:00:00,WAL/USDT,0.0331,0.0331,0.02866,0.03087,696876.6068,21378.139939954
1661817600,2022-08-30 00:00:00,WAL/USDT,0.03463,0.03992,0.02974,0.03278,1344146.01809596,46037.4830717462464
1661731200,2022-08-29 00:00:00,WAL/USDT,0.03464,0.03511,0.0322,0.03463,324293.4496,10979.602864614
1661644800,2022-08-28 00:00:00,WAL/USDT,0.03555,0.03758,0.034,0.03469,478067.3737,16977.029945818
1661558400,2022-08-27 00:00:00,WAL/USDT,0.03714,0.03797,0.03464,0.03582,384269.108,13875.809496265
1661472000,2022-08-26 00:00:00,WAL/USDT,0.04262,0.04271,0.03654,0.03758,736568.1738,29234.972772661
1661385600,2022-08-25 00:00:00,WAL/USDT,0.0436,0.04379,0.0416,0.04262,473161.6085,20157.22125362
1661299200,2022-08-24 00:00:00,WAL/USDT,0.04589,0.0474,0.0425,0.04369,581155.4824,25784.613855472
1661212800,2022-08-23 00:00:00,WAL/USDT,0.04525,0.04769,0.04485,0.04642,246405.4807,11314.477896465
1661126400,2022-08-22 00:00:00,WAL/USDT,0.04663,0.047,0.04481,0.0453,210197.1723,9661.155749404
1661040000,2022-08-21 00:00:00,WAL/USDT,0.04689,0.0484,0.04441,0.0472,528989.0353,24582.811036987
1660953600,2022-08-20 00:00:00,WAL/USDT,0.04562,0.04849,0.04421,0.0468,860575.4313,39682.840219297
1660867200,2022-08-19 00:00:00,WAL/USDT,0.05908,0.05989,0.045,0.04562,2307976.8454,117146.407137199
1660780800,2022-08-18 00:00:00,WAL/USDT,0.06453,0.08999,0.0581,0.05908,4232252.0343,309117.232130653
1660694400,2022-08-17 00:00:00,WAL/USDT,0.0512,0.0958,0.048,0.06453,11215109.75437849,820260.6053165997435
1660608000,2022-08-16 00:00:00,WAL/USDT,0.05122,0.0558,0.04921,0.0512,843857.1564,44207.537541624
1660521600,2022-08-15 00:00:00,WAL/USDT,0.0526,0.05344,0.05035,0.0512,270079.49017271,13942.6046921763913
1660435200,2022-08-14 00:00:00,WAL/USDT,0.05641,0.05778,0.05138,0.05252,566696.9074,30717.145021055
1660348800,2022-08-13 00:00:00,WAL/USDT,0.05292,0.062,0.05208,0.05633,2032669.9913,114935.441103684
1660262400,2022-08-12 00:00:00,WAL/USDT,0.05,0.0558,0.04955,0.05292,5485509.6323,281350.22930274
1660176000,2022-08-11 00:00:00,WAL/USDT,0.04922,0.0514,0.0492,0.05,149746.6393,7527.718036981
1660089600,2022-08-10 00:00:00,WAL/USDT,0.04978,0.05199,0.04724,0.04944,290513.5697,14430.035269346
1660003200,2022-08-09 00:00:00,WAL/USDT,0.05135,0.05329,0.04971,0.0498,296829.7642,15147.55337463
1659916800,2022-08-08 00:00:00,WAL/USDT,0.05274,0.055,0.05081,0.05136,495023.7031,25992.691700828
1659830400,2022-08-07 00:00:00,WAL/USDT,0.04825,0.055,0.04751,0.05324,1240211.8234,64600.931662714
1659744000,2022-08-06 00:00:00,WAL/USDT,0.05001,0.05129,0.04764,0.04855,193951.6127,9457.72977003
1659657600,2022-08-05 00:00:00,WAL/USDT,0.05083,0.05237,0.04951,0.04951,287267.1521,14514.459357749
1659571200,2022-08-04 00:00:00,WAL/USDT,0.04854,0.0529,0.04832,0.05083,623662.5889,31692.355535764
1659484800,2022-08-03 00:00:00,WAL/USDT,0.05024,0.05191,0.04854,0.04854,220692.3176,11005.665857812
1659398400,2022-08-02 00:00:00,WAL/USDT,0.05386,0.05389,0.04956,0.05,684478.9005,35124.790349539
1659312000,2022-08-01 00:00:00,WAL/USDT,0.05319,0.05599,0.04999,0.05429,813647.608,42561.067746385
1659225600,2022-07-31 00:00:00,WAL/USDT,0.05503,0.05503,0.0517,0.05275,504191.2534,26818.632228896
1659139200,2022-07-30 00:00:00,WAL/USDT,0.0492,0.058,0.0492,0.05504,1125925.0613,59868.423639186
1659052800,2022-07-29 00:00:00,WAL/USDT,0.04889,0.05749,0.04759,0.0491,1322568.7909,68485.456357321
1658966400,2022-07-28 00:00:00,WAL/USDT,0.04479,0.0495,0.04479,0.04927,597153.3542,28007.004092007
1658880000,2022-07-27 00:00:00,WAL/USDT,0.04755,0.05047,0.04396,0.04478,728879.3551,33578.412271093
1658793600,2022-07-26 00:00:00,WAL/USDT,0.04828,0.04973,0.04691,0.04784,249411.8941,11966.583575546
1658707200,2022-07-25 00:00:00,WAL/USDT,0.05102,0.05244,0.04696,0.04828,862841.51695422,42453.0850699465524
1658620800,2022-07-24 00:00:00,WAL/USDT,0.05137,0.055,0.05005,0.05102,418871.8295,21943.543871974
1658534400,2022-07-23 00:00:00,WAL/USDT,0.05211,0.055,0.051,0.05183,374975.6376,19564.352118063
1658448000,2022-07-22 00:00:00,WAL/USDT,0.0543,0.05595,0.0518,0.05211,456057.0208,24345.950890665
1658361600,2022-07-21 00:00:00,WAL/USDT,0.05424,0.06654,0.053,0.05386,1818934.45252432,103956.378072435344
1658275200,2022-07-20 00:00:00,WAL/USDT,0.05415,0.06372,0.053,0.05425,1457763.06414782,82911.8333601456226
1658188800,2022-07-19 00:00:00,WAL/USDT,0.05201,0.0577,0.0512,0.0541,724711.39194242,38991.7093003517982
1658102400,2022-07-18 00:00:00,WAL/USDT,0.05422,0.0579,0.05059,0.052,857552.56111743,46387.9152898497959
1658016000,2022-07-17 00:00:00,WAL/USDT,0.05513,0.058,0.05227,0.0538,813208.70558373,44275.4075418916028
1657929600,2022-07-16 00:00:00,WAL/USDT,0.0549,0.05671,0.05201,0.0551,523665.74393449,28258.5360895729634
1657843200,2022-07-15 00:00:00,WAL/USDT,0.05619,0.05744,0.0528,0.0554,402498.61906894,22059.7966998207281
1657756800,2022-07-14 00:00:00,WAL/USDT,0.05486,0.0636,0.05362,0.05575,1549965.63831828,89237.2895545724447
1657670400,2022-07-13 00:00:00,WAL/USDT,0.05333,0.0597,0.05186,0.0547,995354.90878438,54041.6497754589378
1657584000,2022-07-12 00:00:00,WAL/USDT,0.05397,0.06913,0.05272,0.05383,3767744.33371395,222371.0105840810886
1657497600,2022-07-11 00:00:00,WAL/USDT,0.05325,0.059,0.0518,0.054,1168944.92638388,63767.9395150056439
1657411200,2022-07-10 00:00:00,WAL/USDT,0.05957,0.06108,0.05225,0.0533,4417544.05942006,258355.5738341784536
1657324800,2022-07-09 00:00:00,WAL/USDT,0.06468,0.0679,0.05676,0.05938,2620974.19554676,162767.4785620163954
1657238400,2022-07-08 00:00:00,WAL/USDT,0.05722,0.0785,0.05651,0.0647,6532128.16141176,409228.2779229810773
1657152000,2022-07-07 00:00:00,WAL/USDT,0.05474,0.0725,0.05461,0.05707,2424851.71950421,148679.0367703770973
1657065600,2022-07-06 00:00:00,WAL/USDT,0.05629,0.06263,0.0532,0.05457,877282.60637184,50448.082375059197
1656979200,2022-07-05 00:00:00,WAL/USDT,0.05371,0.05945,0.0526,0.05648,817766.85824194,45571.5867962871506
1656892800,2022-07-04 00:00:00,WAL/USDT,0.0536,0.05721,0.0518,0.05424,357275.24047066,19304.6300851107725
1656806400,2022-07-03 00:00:00,WAL/USDT,0.05398,0.0566,0.05174,0.05354,245777.05395836,13182.0898186552306
1656720000,2022-07-02 00:00:00,WAL/USDT,0.06048,0.06079,0.051,0.05347,594544.60753204,32797.3609551160398
1656633600,2022-07-01 00:00:00,WAL/USDT,0.06231,0.06531,0.05881,0.0605,350909.52795051,21773.1585745959634
1656547200,2022-06-30 00:00:00,WAL/USDT,0.067,0.07118,0.06104,0.06223,599486.7356325,39342.7361704200128
1656460800,2022-06-29 00:00:00,WAL/USDT,0.0663,0.072,0.05982,0.06695,1213420.2501078,78927.6633433121786
1656374400,2022-06-28 00:00:00,WAL/USDT,0.07065,0.08016,0.0577,0.06613,1081068.3447394,77425.6474806007166
1656288000,2022-06-27 00:00:00,WAL/USDT,0.0672,0.0747,0.06501,0.07065,718553.27271006,50349.9375069404976
1656201600,2022-06-26 00:00:00,WAL/USDT,0.0688,0.07114,0.0665,0.068,178891.99816316,12298.4912430030572
1656115200,2022-06-25 00:00:00,WAL/USDT,0.0714,0.07302,0.0663,0.06876,239693.98083433,16566.350173985509
1656028800,2022-06-24 00:00:00,WAL/USDT,0.07136,0.07477,0.069,0.07209,385431.57711826,27491.6545415509244
1655942400,2022-06-23 00:00:00,WAL/USDT,0.07274,0.0768,0.069,0.07204,515104.06595391,37574.6470417710591
1655856000,2022-06-22 00:00:00,WAL/USDT,0.07134,0.07633,0.07003,0.07272,473472.33684431,34771.0727558477263
1655769600,2022-06-21 00:00:00,WAL/USDT,0.08148,0.08219,0.06612,0.07139,1396736.48163641,106127.740883807298
1655683200,2022-06-20 00:00:00,WAL/USDT,0.08038,0.08757,0.07904,0.08076,796852.32150723,66011.4304772711996
1655596800,2022-06-19 00:00:00,WAL/USDT,0.0775,0.086,0.075,0.07943,940876.75233213,75556.8157088338131
1655510400,2022-06-18 00:00:00,WAL/USDT,0.09787,0.10498,0.0712,0.0774,2057669.69801462,174551.6040613025896
1655424000,2022-06-17 00:00:00,WAL/USDT,0.08985,0.115,0.08985,0.09829,2699496.88569396,264829.3046758788461
1655337600,2022-06-16 00:00:00,WAL/USDT,0.0886,0.1131,0.08541,0.08987,1911370.86486949,179148.904110008831
1655251200,2022-06-15 00:00:00,WAL/USDT,0.0891,0.0943,0.0787,0.088,1188181.24636048,101025.9460845021958
1655164800,2022-06-14 00:00:00,WAL/USDT,0.0922,0.1,0.0845,0.0894,1381275.10731516,126751.922636351498
1655078400,2022-06-13 00:00:00,WAL/USDT,0.0821,0.1028,0.0765,0.0929,1495962.36191914,131443.670035286303
1654992000,2022-06-12 00:00:00,WAL/USDT,0.0932,0.0962,0.0806,0.0829,914480.66296457,79461.908273907484
1654905600,2022-06-11 00:00:00,WAL/USDT,0.0871,0.1109,0.0828,0.0932,3183812.13436055,305605.262442524253
1654819200,2022-06-10 00:00:00,WAL/USDT,0.0932,0.0991,0.0789,0.0862,1187855.30641778,103178.162371583053
