https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume YFI,Volume USDT
1663545600000.0,2022-09-19 00:00:00,YFI/USDT,8350.0,8370.0,8330.0,8335.0,0.5516952609478104,4598.38
1663459200000.0,2022-09-18 00:00:00,YFI/USDT,9335.0,9355.0,7940.0,8350.0,2.562726347305389,21398.765
1663372800000.0,2022-09-17 00:00:00,YFI/USDT,8655.0,9385.0,8655.0,9335.0,3.2058253883235137,29926.38
1663286400000.0,2022-09-16 00:00:00,YFI/USDT,8530.0,8830.0,8400.0,8655.0,1.8333685730791451,15867.805
1663200000000.0,2022-09-15 00:00:00,YFI/USDT,9205.0,9210.0,8465.0,8530.0,6.332506447831184,54016.28
1663113600000.0,2022-09-14 00:00:00,YFI/USDT,9035.0,9340.0,8900.0,9205.0,3.2370168386746334,29796.74
1663027200000.0,2022-09-13 00:00:00,YFI/USDT,9765.0,10185.0,9010.0,9035.0,19.1559092418373,173073.64
1662940800000.0,2022-09-12 00:00:00,YFI/USDT,10185.0,10390.0,9720.0,9765.0,4.418615975422427,43147.785
1662854400000.0,2022-09-11 00:00:00,YFI/USDT,10420.0,10650.0,9905.0,10185.0,7.361066273932254,74972.46
1662768000000.0,2022-09-10 00:00:00,YFI/USDT,10430.0,10545.0,10135.0,10420.0,8.10534500959693,84457.695
1662681600000.0,2022-09-09 00:00:00,YFI/USDT,9255.0,11330.0,9250.0,10430.0,18.391102588686483,191819.2
1662595200000.0,2022-09-08 00:00:00,YFI/USDT,9360.0,9535.0,9025.0,9255.0,2.9775348460291733,27557.085
1662508800000.0,2022-09-07 00:00:00,YFI/USDT,8625.0,9595.0,8500.0,9360.0,7.959991987179486,74505.525
1662422400000.0,2022-09-06 00:00:00,YFI/USDT,9510.0,9760.0,8560.0,8625.0,8.43884115942029,72785.005
1662336000000.0,2022-09-05 00:00:00,YFI/USDT,9435.0,9615.0,9285.0,9510.0,5.273127760252366,50147.445
1662249600000.0,2022-09-04 00:00:00,YFI/USDT,9775.0,9845.0,9285.0,9435.0,5.277961314255432,49797.565
1662163200000.0,2022-09-03 00:00:00,YFI/USDT,10055.0,10085.0,9385.0,9775.0,8.006005115089513,78258.7
1662076800000.0,2022-09-02 00:00:00,YFI/USDT,9210.0,10445.0,9085.0,10055.0,10.62653505718548,106849.81
1661990400000.0,2022-09-01 00:00:00,YFI/USDT,9025.0,9315.0,8770.0,9210.0,3.687442996742671,33961.35
1661904000000.0,2022-08-31 00:00:00,YFI/USDT,8870.0,9275.0,8865.0,9025.0,3.8509606648199446,34754.92
1661817600000.0,2022-08-30 00:00:00,YFI/USDT,9085.0,9305.0,8605.0,8870.0,3.325348365276212,29495.84
1661731200000.0,2022-08-29 00:00:00,YFI/USDT,8495.0,9115.0,8410.0,9085.0,1.1196719867914144,10172.22
1661644800000.0,2022-08-28 00:00:00,YFI/USDT,8775.0,8975.0,8440.0,8495.0,1.4000694526191877,11893.59
1661558400000.0,2022-08-27 00:00:00,YFI/USDT,8975.0,9110.0,8605.0,8775.0,1.499157834757835,13155.11
1661472000000.0,2022-08-26 00:00:00,YFI/USDT,9795.0,9950.0,8885.0,8975.0,9.351100278551533,83926.125
1661385600000.0,2022-08-25 00:00:00,YFI/USDT,9360.0,10235.0,9345.0,9795.0,3.172294538029607,31072.625
