https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume IQN
1663293600000,2022-09-16 02:00:00,IQN/USDT,0.36969128,0.3713047,0.36766717,0.36766717,408.1105587,1110.0
1663290000000,2022-09-16 01:00:00,IQN/USDT,0.37039266,0.37039266,0.36808861,0.36908739,377.20731258,1022.0
1663286400000,2022-09-16 00:00:00,IQN/USDT,0.36893013,0.37070812,0.36779216,0.36807717,353.72216037,961.0
1663282800000,2022-09-15 23:00:00,IQN/USDT,0.37056358,0.37079868,0.36776136,0.36863407,395.17572304,1072.0
1663279200000,2022-09-15 22:00:00,IQN/USDT,0.36762463,0.37090776,0.36762463,0.36840373,449.08414687,1219.0
1663275600000,2022-09-15 21:00:00,IQN/USDT,0.37348177,0.37348177,0.36501187,0.36973364,412.4804977594187,1115.6152785
1663272000000,2022-09-15 20:00:00,IQN/USDT,0.37741604,0.38100895,0.37283097,0.37542391,303.34251928000003,808.0
1663268400000,2022-09-15 19:00:00,IQN/USDT,0.38273629,0.38273629,0.37000288,0.38057675,378.2061395707029,993.77100564
1663264800000,2022-09-15 18:00:00,IQN/USDT,0.38366585,0.3875172,0.37931676,0.38085978,396.83397593591485,1041.9424596
1663261200000,2022-09-15 17:00:00,IQN/USDT,0.3834632,0.38450373,0.37923029,0.38079658,398.31322267999997,1046.0
1663257600000,2022-09-15 16:00:00,IQN/USDT,0.38380288,0.38460874,0.37937657,0.37977105,481.5496914,1268.0
1663254000000,2022-09-15 15:00:00,IQN/USDT,0.3832756,0.38332671,0.3763353,0.3811764,395.37711958920136,1037.25498113
1663250400000,2022-09-15 14:00:00,IQN/USDT,0.38415293,0.38441276,0.37941638,0.38441276,408.63076388,1063.0
1663246800000,2022-09-15 13:00:00,IQN/USDT,0.37949478,0.38196595,0.37562937,0.38131557,419.44712699999997,1100.0
1663243200000,2022-09-15 12:00:00,IQN/USDT,0.37829158,0.38260641,0.37577665,0.37855274,356.21812834,941.0
1663239600000,2022-09-15 11:00:00,IQN/USDT,0.37411011,0.38167536,0.3689605,0.37998437,415.21472794414547,1092.7152818
1663236000000,2022-09-15 10:00:00,IQN/USDT,0.38657178,0.387397,0.37296073,0.37706067,345.4458888674523,916.1546572
1663232400000,2022-09-15 09:00:00,IQN/USDT,0.385818,0.38671058,0.38415455,0.38415455,396.44749559999997,1032.0
1663228800000,2022-09-15 08:00:00,IQN/USDT,0.38455354,0.38663635,0.38455354,0.38514593,352.40852595,915.0
1663225200000,2022-09-15 07:00:00,IQN/USDT,0.3856532,0.38919285,0.382,0.38508945,319.0259983479561,828.44647743
1663221600000,2022-09-15 06:00:00,IQN/USDT,0.39323281,0.39685628,0.38200001,0.38708756,400.94145319105456,1035.790076
1663218000000,2022-09-15 05:00:00,IQN/USDT,0.39609329,0.4148596,0.3808822,0.39117963,384.5765178456,983.12
1663214400000,2022-09-15 04:00:00,IQN/USDT,0.38173363,0.39931472,0.38160678,0.39931472,487.96258784,1222.0
1663210800000,2022-09-15 03:00:00,IQN/USDT,0.38137666,0.39949109,0.38137666,0.39816649,352.37734365,885.0
1663207200000,2022-09-15 02:00:00,IQN/USDT,0.39762195,0.39980804,0.38126066,0.38815003,445.98438446999995,1149.0
1663203600000,2022-09-15 01:00:00,IQN/USDT,0.38267875,0.40002459,0.38147096,0.3944255,481.987961,1222.0
1663200000000,2022-09-15 00:00:00,IQN/USDT,0.39500292,0.3998223,0.38140556,0.38462901,377.32105881,981.0
1663196400000,2022-09-14 23:00:00,IQN/USDT,0.38360354,0.39984419,0.38084459,0.39198904,304.57548408,777.0
1663192800000,2022-09-14 22:00:00,IQN/USDT,0.39676795,0.40017879,0.38106378,0.39999803,379.19813244,948.0
1663189200000,2022-09-14 21:00:00,IQN/USDT,0.40038153,0.40079371,0.3813687,0.39081689,238.39830289999998,610.0
1663185600000,2022-09-14 20:00:00,IQN/USDT,0.38333694,0.39957101,0.38090321,0.38600858,359.37398798,931.0
1663182000000,2022-09-14 19:00:00,IQN/USDT,0.40395062,0.40544052,0.38146994,0.38713843,409.20532051,1057.0
1663178400000,2022-09-14 18:00:00,IQN/USDT,0.39684168,0.40476863,0.39260955,0.40340866,425.59613629999996,1055.0
1663174800000,2022-09-14 17:00:00,IQN/USDT,0.39493037,0.40552278,0.39266275,0.39266275,385.98748325,983.0
1663171200000,2022-09-14 16:00:00,IQN/USDT,0.38097407,0.40470542,0.38096789,0.39932439,415.57479241039783,1040.69474046
1663167600000,2022-09-14 15:00:00,IQN/USDT,0.39900145,0.39900145,0.38161652,0.39839008,467.31156383999996,1173.0
1663164000000,2022-09-14 14:00:00,IQN/USDT,0.39005388,0.39966295,0.38138705,0.38863012,457.80628136,1178.0
1663160400000,2022-09-14 13:00:00,IQN/USDT,0.38300365,0.40053548,0.38050913,0.3902514,440.20357920000004,1128.0
1663156800000,2022-09-14 12:00:00,IQN/USDT,0.39780696,0.4001741,0.3807441,0.3807441,375.0329385,985.0
1663153200000,2022-09-14 11:00:00,IQN/USDT,0.39311945,0.4121013,0.38090876,0.39131837,539.1334605948919,1377.73614
1663149600000,2022-09-14 10:00:00,IQN/USDT,0.37715259,0.39955476,0.37679209,0.38323478,373.6539105,975.0
1663146000000,2022-09-14 09:00:00,IQN/USDT,0.3865476,0.3865476,0.37516969,0.38097273,550.88656758,1446.0
1663142400000,2022-09-14 08:00:00,IQN/USDT,0.38355209,0.38725506,0.37568597,0.37946279,301.29345526,794.0
1663138800000,2022-09-14 07:00:00,IQN/USDT,0.38321878,0.3857817,0.37539725,0.37623925,369.4669435,982.0
1663135200000,2022-09-14 06:00:00,IQN/USDT,0.38784681,0.3932329,0.37502352,0.38784141,443.50324563897004,1143.517
1663131600000,2022-09-14 05:00:00,IQN/USDT,0.3782285,0.39784829,0.37572144,0.38353496,438.38045927999997,1143.0
1663128000000,2022-09-14 04:00:00,IQN/USDT,0.39668363,0.39784831,0.37507219,0.37626952,136.96210528,364.0
1663120800000,2022-09-14 02:00:00,IQN/USDT,0.3674234,0.3674234,0.3674234,0.3674234,0.378745552071,1.030815
1663110000000,2022-09-13 23:00:00,IQN/USDT,0.39901843,0.4004342,0.38057202,0.4004342,412.8476602,1031.0
1663106400000,2022-09-13 22:00:00,IQN/USDT,0.3793767,0.40033554,0.3793767,0.3932668,216.43227735763264,550.3446448
1663095600000,2022-09-13 19:00:00,IQN/USDT,0.39144155,0.40469267,0.39144155,0.40309494,419.2187376,1040.0
1663092000000,2022-09-13 18:00:00,IQN/USDT,0.40536319,0.40937314,0.3947502,0.3947502,448.8528623866155,1137.05544009
1663088400000,2022-09-13 17:00:00,IQN/USDT,0.40492943,0.40791465,0.40165499,0.40656522,478.52726394,1177.0
1663084800000,2022-09-13 16:00:00,IQN/USDT,0.40469844,0.40956115,0.40159408,0.40921739,380.5721727,930.0
1663081200000,2022-09-13 15:00:00,IQN/USDT,0.4039367,0.40956125,0.40142866,0.40486346,426.32122338,1053.0
1663077600000,2022-09-13 14:00:00,IQN/USDT,0.40659096,0.40823866,0.4013686,0.40728178,418.27838806,1027.0
1663074000000,2022-09-13 13:00:00,IQN/USDT,0.41876073,0.42586165,0.40230309,0.40909012,458.31388122310534,1120.32498175
1663070400000,2022-09-13 12:00:00,IQN/USDT,0.43020001,0.4437919,0.41084505,0.42343727,457.3303853137908,1080.04282503
1663066800000,2022-09-13 11:00:00,IQN/USDT,0.44076638,0.44348575,0.43649034,0.44153794,583.27161874,1321.0
1663063200000,2022-09-13 10:00:00,IQN/USDT,0.43231031,0.44117728,0.42994094,0.43682455,559.135424,1280.0
1663059600000,2022-09-13 09:00:00,IQN/USDT,0.43079984,0.44060684,0.43079984,0.43932583,416.04156100999995,947.0
1663056000000,2022-09-13 08:00:00,IQN/USDT,0.43933156,0.44081574,0.43094395,0.43641998,484.4261778,1110.0
1663052400000,2022-09-13 07:00:00,IQN/USDT,0.4373336,0.44129637,0.43077928,0.43621547,531.5389745233297,1218.5238972
1663048800000,2022-09-13 06:00:00,IQN/USDT,0.42920148,0.44002728,0.42101833,0.43743968,567.79670464,1298.0
1663045200000,2022-09-13 05:00:00,IQN/USDT,0.4292798,0.42963569,0.41375801,0.42201138,618.6686830799999,1466.0
1663041600000,2022-09-13 04:00:00,IQN/USDT,0.42138677,0.42965985,0.41061679,0.42366653,522.80449802,1234.0
1663038000000,2022-09-13 03:00:00,IQN/USDT,0.4084695,0.43998,0.4084695,0.42555114,504.2726018898693,1184.98707791
1663034400000,2022-09-13 02:00:00,IQN/USDT,0.41302151,0.4347153,0.40947906,0.41283586,363.1513441186862,879.65067792
1663030800000,2022-09-13 01:00:00,IQN/USDT,0.42052419,0.42758024,0.409918,0.4141002,439.77441239999996,1062.0
1663027200000,2022-09-13 00:00:00,IQN/USDT,0.4098023,0.43019127,0.40868392,0.43019127,506.33512479,1177.0
1663023600000,2022-09-12 23:00:00,IQN/USDT,0.41876372,0.43204033,0.41058625,0.42170956,464.6170891201256,1101.74663605
1663020000000,2022-09-12 22:00:00,IQN/USDT,0.41153895,0.42383906,0.4089343,0.42073387,424.7039833432821,1009.43616292
1663016400000,2022-09-12 21:00:00,IQN/USDT,0.42360481,0.4242618,0.41031912,0.41031912,459.96773351999997,1121.0
1663012800000,2022-09-12 20:00:00,IQN/USDT,0.42847671,0.43378534,0.4113654,0.42243597,568.17637965,1345.0
1663009200000,2022-09-12 19:00:00,IQN/USDT,0.42876877,0.43355413,0.4223418,0.43278373,378.82685124598,875.326
1663005600000,2022-09-12 18:00:00,IQN/USDT,0.42912196,0.43354037,0.42634507,0.43293451,382.28117233,883.0
1663002000000,2022-09-12 17:00:00,IQN/USDT,0.43298745,0.433374,0.42634005,0.42634005,514.1661003,1206.0
1662998400000,2022-09-12 16:00:00,IQN/USDT,0.43001082,0.43359773,0.42631795,0.42768679,350.27548100999996,819.0
1662994800000,2022-09-12 15:00:00,IQN/USDT,0.4197456,0.43347546,0.4197456,0.43097452,438.30108684000004,1017.0
1662991200000,2022-09-12 14:00:00,IQN/USDT,0.42321961,0.4329659,0.41958937,0.41958937,510.2875124086941,1216.159295
1662987600000,2022-09-12 13:00:00,IQN/USDT,0.42543455,0.43033906,0.41980189,0.4221881,310.30825350000003,735.0
1662984000000,2022-09-12 12:00:00,IQN/USDT,0.4317782,0.4350994,0.42061467,0.4286906,482.5807805929096,1125.70879929
1662980400000,2022-09-12 11:00:00,IQN/USDT,0.42275111,0.42909371,0.4097326,0.42317198,411.03200916174586,971.3119691
1662976800000,2022-09-12 10:00:00,IQN/USDT,0.4169242,0.42891944,0.41583765,0.42343482,329.00885514,777.0
1662973200000,2022-09-12 09:00:00,IQN/USDT,0.41804519,0.42629164,0.41633833,0.42599944,517.5893196,1215.0
1662969600000,2022-09-12 08:00:00,IQN/USDT,0.41315697,0.42647853,0.41315697,0.42647853,480.64130331,1127.0
1662966000000,2022-09-12 07:00:00,IQN/USDT,0.41302579,0.4287,0.41240909,0.41486686,442.0689964672642,1065.56835238
1662962400000,2022-09-12 06:00:00,IQN/USDT,0.40953203,0.4179668,0.40506768,0.41359502,439.65150625999996,1063.0
1662958800000,2022-09-12 05:00:00,IQN/USDT,0.40587656,0.41837295,0.40587656,0.4120575,399.695775,970.0
1662955200000,2022-09-12 04:00:00,IQN/USDT,0.41059349,0.41770491,0.40526425,0.4094766,373.03318260000003,911.0
1662951600000,2022-09-12 03:00:00,IQN/USDT,0.41695914,0.41782724,0.40680567,0.41387369,498.71779645000004,1205.0
1662948000000,2022-09-12 02:00:00,IQN/USDT,0.41406296,0.41580594,0.3963904,0.3963904,301.8833796979804,761.58095579
1662944400000,2022-09-12 01:00:00,IQN/USDT,0.41264443,0.42713836,0.3966381,0.41520996,631.8804364564629,1521.83352359
1662940800000,2022-09-12 00:00:00,IQN/USDT,0.41474628,0.4219786,0.40390534,0.41325117,493.5522465815268,1194.31542464
1662937200000,2022-09-11 23:00:00,IQN/USDT,0.4100458,0.41524683,0.4005909,0.40451398,423.22178062009374,1046.2475997
1662933600000,2022-09-11 22:00:00,IQN/USDT,0.40486422,0.41564239,0.40426877,0.40916563,405.4340394544,990.88
1662930000000,2022-09-11 21:00:00,IQN/USDT,0.41136178,0.41944772,0.40472766,0.41522051,354.61838964960145,854.04834566
1662926400000,2022-09-11 20:00:00,IQN/USDT,0.41440915,0.41677021,0.4137418,0.41412669,490.31153359317045,1183.96506536
1662922800000,2022-09-11 19:00:00,IQN/USDT,0.41546206,0.4188158,0.41364172,0.41684214,404.10302735946,969.439
1662919200000,2022-09-11 18:00:00,IQN/USDT,0.413742,0.4172327,0.413742,0.41433479,446.23856883,1077.0
1662915600000,2022-09-11 17:00:00,IQN/USDT,0.41599002,0.4170026,0.41369746,0.41408338,503.2544172370767,1215.34560802
1662912000000,2022-09-11 16:00:00,IQN/USDT,0.41679303,0.41788923,0.4128605,0.414558,580.402414176534,1400.051173
1662908400000,2022-09-11 15:00:00,IQN/USDT,0.41393078,0.41505697,0.41061709,0.41407296,475.35575808,1148.0
1662904800000,2022-09-11 14:00:00,IQN/USDT,0.41120359,0.4155354,0.41076193,0.41281641,457.81339869000004,1109.0
1662901200000,2022-09-11 13:00:00,IQN/USDT,0.41100995,0.4163748,0.41100995,0.4147554,512.5669549751902,1235.82949125
1662897600000,2022-09-11 12:00:00,IQN/USDT,0.41118626,0.4152732,0.41077887,0.4122165,470.751243,1142.0
1662894000000,2022-09-11 11:00:00,IQN/USDT,0.41184448,0.4173487,0.4079006,0.41140878,489.73914803022654,1190.39547
1662890400000,2022-09-11 10:00:00,IQN/USDT,0.41310324,0.41532366,0.41112592,0.41274309,458.1448299,1110.0
1662886800000,2022-09-11 09:00:00,IQN/USDT,0.41327566,0.41944343,0.41095999,0.41326938,271.93791574012744,658.01612435
1662883200000,2022-09-11 08:00:00,IQN/USDT,0.41265492,0.41560671,0.4105682,0.4105682,312.8529684,762.0
1662879600000,2022-09-11 07:00:00,IQN/USDT,0.41367097,0.41367097,0.40806745,0.41282038,452.45113648,1096.0
1662876000000,2022-09-11 06:00:00,IQN/USDT,0.41182721,0.41402898,0.4065523,0.41274729,465.297697116594,1127.3186
1662872400000,2022-09-11 05:00:00,IQN/USDT,0.41124429,0.41388783,0.40706672,0.41388783,443.26881649847405,1070.9878
1662868800000,2022-09-11 04:00:00,IQN/USDT,0.40794332,0.4189036,0.40713248,0.41071353,479.03782462592375,1166.3551104
1662865200000,2022-09-11 03:00:00,IQN/USDT,0.41249764,0.41388804,0.4021831,0.4130338,277.823055232,672.64
1662861600000,2022-09-11 02:00:00,IQN/USDT,0.40872822,0.41392168,0.40697149,0.41102145,414.3096216,1008.0
1662858000000,2022-09-11 01:00:00,IQN/USDT,0.40874808,0.4139354,0.40728479,0.41304237,490.28129319,1187.0
1662854400000,2022-09-11 00:00:00,IQN/USDT,0.40838264,0.4132602,0.40710891,0.40883738,426.00854996,1042.0
1662850800000,2022-09-10 23:00:00,IQN/USDT,0.4113157,0.4159655,0.4020515,0.4124533,308.5150684,748.0
1662847200000,2022-09-10 22:00:00,IQN/USDT,0.4131193,0.41664412,0.4042355,0.40890339,545.4994357090889,1334.054569
1662843600000,2022-09-10 21:00:00,IQN/USDT,0.40795454,0.4168278,0.4060578,0.41314278,654.3864808148415,1583.92331294
1662840000000,2022-09-10 20:00:00,IQN/USDT,0.41420194,0.4154863,0.4044945,0.4127162,519.342175528151,1258.35180574
1662836400000,2022-09-10 19:00:00,IQN/USDT,0.41272645,0.4151498,0.4055399,0.41458392,496.90578338806034,1198.56501764
1662832800000,2022-09-10 18:00:00,IQN/USDT,0.40921655,0.41341252,0.4038079,0.40859311,319.2893859356155,781.43605
1662829200000,2022-09-10 17:00:00,IQN/USDT,0.41354884,0.4194384,0.4048037,0.41219408,489.15200603700407,1186.70313275
1662825600000,2022-09-10 16:00:00,IQN/USDT,0.4076966,0.4173269,0.4033123,0.41017223,602.3136968862954,1468.44094464
1662822000000,2022-09-10 15:00:00,IQN/USDT,0.40866289,0.4165517,0.4058393,0.41264916,685.7807024678459,1661.89773043
1662818400000,2022-09-10 14:00:00,IQN/USDT,0.40747793,0.41284851,0.4026523,0.40926954,664.3784371163462,1623.32734832
1662814800000,2022-09-10 13:00:00,IQN/USDT,0.4156218,0.418734,0.4060453,0.40808484,445.3265599466797,1091.2597487
1662811200000,2022-09-10 12:00:00,IQN/USDT,0.41290005,0.4169988,0.4087644,0.41144351,785.1808085189708,1908.3562857
1662807600000,2022-09-10 11:00:00,IQN/USDT,0.4187814,0.4193469,0.4066305,0.41349339,560.7927249993535,1356.231414
1662804000000,2022-09-10 10:00:00,IQN/USDT,0.4193576,0.4193576,0.4099567,0.41045688,629.3434383834425,1533.2754037
1662800400000,2022-09-10 09:00:00,IQN/USDT,0.4038547,0.4173018,0.4027382,0.41290958,685.3136785102834,1659.71852363
1662796800000,2022-09-10 08:00:00,IQN/USDT,0.4114114,0.41180345,0.4011358,0.40819068,500.74400062699135,1226.74040629
1662793200000,2022-09-10 07:00:00,IQN/USDT,0.41106419,0.4164605,0.4015903,0.40638109,648.7232060975481,1596.34201015
1662789600000,2022-09-10 06:00:00,IQN/USDT,0.41143902,0.4176642,0.3978239,0.4116722,656.1827089607071,1593.94466996
1662786000000,2022-09-10 05:00:00,IQN/USDT,0.40616514,0.41944342,0.4014843,0.40726923,594.2206236599275,1459.03638156
1662782400000,2022-09-10 04:00:00,IQN/USDT,0.4085339,0.4167643,0.3958335,0.4009313,620.615277166504,1547.93421508
1662778800000,2022-09-10 03:00:00,IQN/USDT,0.41199556,0.41199556,0.3952756,0.40722011,789.6296077556101,1939.07321462
1662775200000,2022-09-10 02:00:00,IQN/USDT,0.4193203,0.4193203,0.3954686,0.41187042,570.3179784991731,1384.70244719
1662771600000,2022-09-10 01:00:00,IQN/USDT,0.4063495,0.4184457,0.3967693,0.40829729,658.9764787079042,1613.96241133
1662768000000,2022-09-10 00:00:00,IQN/USDT,0.4107824,0.41944342,0.3985047,0.40422124,497.09195676756934,1229.75219404
1662764400000,2022-09-09 23:00:00,IQN/USDT,0.4009195,0.4157533,0.3951726,0.40642309,441.83512072209624,1087.13095194
1662760800000,2022-09-09 22:00:00,IQN/USDT,0.40190872,0.419436,0.3957084,0.40680755,675.2576198885694,1659.8945125
1662757200000,2022-09-09 21:00:00,IQN/USDT,0.4079419,0.4112415,0.3961446,0.4039387,597.6213996120266,1479.4853764
1662753600000,2022-09-09 20:00:00,IQN/USDT,0.40899606,0.4119435,0.3983056,0.40331707,717.9023954321444,1779.99506798
1662750000000,2022-09-09 19:00:00,IQN/USDT,0.40744413,0.4128879,0.3985441,0.40759373,717.0212844610586,1759.15680661
1662746400000,2022-09-09 18:00:00,IQN/USDT,0.40901517,0.4135293,0.4023812,0.40649675,529.5636766025108,1302.75008743
