https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume IOST,Volume BTC
1663459200,2022-09-18 00:00:00,IOST/BTC,0.0000006363,0.0000006365,0.0000006363,0.0000006365,29206.3492,0.0185887812658
1663372800,2022-09-17 00:00:00,IOST/BTC,0.0000006297,0.0000006348,0.0000006243,0.0000006337,241102.92585032,0.152040928356366504
1663286400,2022-09-16 00:00:00,IOST/BTC,0.000000621,0.0000006345,0.000000616,0.0000006299,8337.36739228,0.005239894403017172
1663200000,2022-09-15 00:00:00,IOST/BTC,0.00000063,0.00000063,0.0000006102,0.0000006225,10158.8355404,0.00630117915412588
1663113600,2022-09-14 00:00:00,IOST/BTC,0.0000006298,0.000000637,0.0000006198,0.0000006292,269040.67874591,0.169308958071866889
1663027200,2022-09-13 00:00:00,IOST/BTC,0.000000601,0.0000006456,0.00000059,0.0000006266,708002.23134227,0.438910011276132996
1662940800,2022-09-12 00:00:00,IOST/BTC,0.0000006142,0.000000619,0.0000005947,0.0000006001,422103.0487,0.25575371509412
1662854400,2022-09-11 00:00:00,IOST/BTC,0.000000617,0.0000006266,0.0000006076,0.0000006182,26655.7641466,0.01649541762250764
1662768000,2022-09-10 00:00:00,IOST/BTC,0.0000006226,0.0000006318,0.0000006114,0.0000006129,146576.2316,0.09093813124178
1662681600,2022-09-09 00:00:00,IOST/BTC,0.0000006641,0.0000006671,0.0000006184,0.0000006239,435813.25666065,0.278243206614014526
1662595200,2022-09-08 00:00:00,IOST/BTC,0.0000006545,0.000000664,0.0000006473,0.000000664,69691.477694,0.0454169346558266
1662508800,2022-09-07 00:00:00,IOST/BTC,0.0000006457,0.0000006638,0.00000064,0.0000006576,269384.13007784,0.176927599138198548
1662422400,2022-09-06 00:00:00,IOST/BTC,0.000000656,0.0000006641,0.000000643,0.0000006476,344403.72631148,0.225319492945334504
1662336000,2022-09-05 00:00:00,IOST/BTC,0.000000657,0.0000006593,0.0000006464,0.0000006535,22340.0599,0.01466186226643
1662249600,2022-09-04 00:00:00,IOST/BTC,0.0000006485,0.000000657,0.0000006473,0.0000006536,13738.03762273,0.008941630421138607
1662163200,2022-09-03 00:00:00,IOST/BTC,0.0000006449,0.0000006531,0.0000006411,0.0000006517,77825.25808728,0.050377350989926381
1662076800,2022-09-02 00:00:00,IOST/BTC,0.0000006498,0.0000006511,0.000000643,0.0000006461,27921.27724713,0.018120917751596796
1661990400,2022-09-01 00:00:00,IOST/BTC,0.000000653,0.000000657,0.0000006378,0.0000006491,121188.4339,0.07872842593769
1661904000,2022-08-31 00:00:00,IOST/BTC,0.0000006634,0.0000006763,0.0000006487,0.0000006487,593408.9844,0.39781961093112
1661817600,2022-08-30 00:00:00,IOST/BTC,0.0000006628,0.00000067,0.000000656,0.0000006601,888050.56916125,0.5885238111538465
1661731200,2022-08-29 00:00:00,IOST/BTC,0.0000006494,0.0000007876,0.0000006434,0.0000006615,7312998.09324746,5.2039714748019219
1661644800,2022-08-28 00:00:00,IOST/BTC,0.0000006485,0.0000006602,0.0000006482,0.0000006494,619988.4523,0.4039955173475
1661558400,2022-08-27 00:00:00,IOST/BTC,0.000000632,0.0000006518,0.000000632,0.0000006479,334090.2262,0.21595906562796
1661472000,2022-08-26 00:00:00,IOST/BTC,0.0000006474,0.000000653,0.0000006258,0.000000635,256395.89741743,0.1642892279931643
1661385600,2022-08-25 00:00:00,IOST/BTC,0.0000006289,0.000000653,0.0000006262,0.0000006454,129520.8352,0.08231149623419
