https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CAPP,Volume BTC
1663459200,2022-09-18 00:00:00,CAPP/BTC,0.000000026,0.000000026,0.0000000258,0.0000000258,19566.6699,0.00050484542348
1663455600,2022-09-17 23:00:00,CAPP/BTC,0.0000000262,0.0000000262,0.0000000262,0.0000000262,0,0
1663452000,2022-09-17 22:00:00,CAPP/BTC,0.0000000262,0.0000000262,0.0000000262,0.0000000262,0,0
1663448400,2022-09-17 21:00:00,CAPP/BTC,0.0000000262,0.0000000262,0.0000000262,0.0000000262,0,0
1663444800,2022-09-17 20:00:00,CAPP/BTC,0.0000000262,0.0000000262,0.0000000262,0.0000000262,4037.4618,0.00010578149916
1663441200,2022-09-17 19:00:00,CAPP/BTC,0.0000000272,0.0000000272,0.0000000259,0.0000000262,3698295.5113,0.09727393167541
1663437600,2022-09-17 18:00:00,CAPP/BTC,0.0000000276,0.0000000276,0.0000000272,0.0000000272,85655.7725,0.00234745447993
1663434000,2022-09-17 17:00:00,CAPP/BTC,0.0000000272,0.000000028,0.0000000272,0.0000000278,589635.6092,0.01635584961981
1663430400,2022-09-17 16:00:00,CAPP/BTC,0.0000000272,0.0000000272,0.0000000272,0.0000000272,2546.3324,0.00006926024128
1663426800,2022-09-17 15:00:00,CAPP/BTC,0.000000027,0.0000000274,0.000000027,0.0000000274,821565.5899,0.02242632237667
1663423200,2022-09-17 14:00:00,CAPP/BTC,0.0000000271,0.0000000271,0.0000000266,0.000000027,1115957.9561,0.0297698619973
1663419600,2022-09-17 13:00:00,CAPP/BTC,0.0000000273,0.0000000274,0.0000000272,0.0000000274,45507.4474,0.001239528275
1663416000,2022-09-17 12:00:00,CAPP/BTC,0.0000000276,0.0000000278,0.0000000269,0.0000000274,1248096.5541,0.03381373141628
1663412400,2022-09-17 11:00:00,CAPP/BTC,0.0000000274,0.000000028,0.0000000271,0.0000000277,408237.9077,0.0112398926566
1663408800,2022-09-17 10:00:00,CAPP/BTC,0.000000028,0.000000028,0.0000000275,0.0000000275,58741.677,0.00162374697835
1663405200,2022-09-17 09:00:00,CAPP/BTC,0.0000000282,0.0000000282,0.0000000278,0.0000000278,1098315.9986,0.03058324222713
1663401600,2022-09-17 08:00:00,CAPP/BTC,0.0000000283,0.0000000283,0.0000000282,0.0000000282,6607.8968,0.0001865775644
1663398000,2022-09-17 07:00:00,CAPP/BTC,0.0000000282,0.0000000284,0.0000000281,0.0000000284,43621.4862,0.00123548225907
1663394400,2022-09-17 06:00:00,CAPP/BTC,0.0000000293,0.0000000293,0.000000028,0.000000028,451545.2956,0.01287867351478
1663390800,2022-09-17 05:00:00,CAPP/BTC,0.0000000301,0.0000000301,0.0000000294,0.0000000294,774334.035,0.02321550271474
1663387200,2022-09-17 04:00:00,CAPP/BTC,0.0000000296,0.0000000302,0.0000000296,0.0000000302,112548.737,0.00337156751984
1663383600,2022-09-17 03:00:00,CAPP/BTC,0.0000000296,0.0000000296,0.0000000293,0.0000000293,24520.3007,0.00072058539675
1663380000,2022-09-17 02:00:00,CAPP/BTC,0.0000000296,0.0000000296,0.0000000296,0.0000000296,29369.5879,0.00086933980184
1663376400,2022-09-17 01:00:00,CAPP/BTC,0.0000000289,0.0000000302,0.0000000289,0.0000000297,1293445.9955,0.03763687714947
1663372800,2022-09-17 00:00:00,CAPP/BTC,0.0000000293,0.0000000293,0.0000000284,0.0000000289,874956.7111,0.02549492971924
1663369200,2022-09-16 23:00:00,CAPP/BTC,0.0000000264,0.0000000315,0.0000000264,0.0000000294,4176111.1159,0.1228673551502
1663365600,2022-09-16 22:00:00,CAPP/BTC,0.0000000262,0.0000000262,0.0000000261,0.0000000261,8423.5763,0.00022067321061
1663362000,2022-09-16 21:00:00,CAPP/BTC,0.0000000261,0.0000000265,0.0000000261,0.0000000263,128681.1277,0.00338249508333
1663358400,2022-09-16 20:00:00,CAPP/BTC,0.0000000258,0.0000000259,0.0000000258,0.0000000259,38358.5472,0.00099318521582
