https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNB,Volume USDT
1663545600000.0,2022-09-19 00:00:00,BNB/USDT,266.343,267.124,266.004,266.281,36.12474397347163,9619.33295
1663459200000.0,2022-09-18 00:00:00,BNB/USDT,279.07,280.172,262.597,266.343,9012.460378947448,2400405.73471
1663372800000.0,2022-09-17 00:00:00,BNB/USDT,274.934,279.842,274.793,279.07,2395.710734905221,668570.99479
1663286400000.0,2022-09-16 00:00:00,BNB/USDT,271.165,276.507,268.475,274.934,7201.627943106345,1979972.37691
1663200000000.0,2022-09-15 00:00:00,BNB/USDT,279.281,280.493,266.844,271.165,20663.351788947686,5603177.78785
1663113600000.0,2022-09-14 00:00:00,BNB/USDT,277.469,282.822,273.461,279.281,12626.34731950974,3526298.90574
1663027200000.0,2022-09-13 00:00:00,BNB/USDT,294.044,298.649,275.443,277.469,20830.21615960702,5779739.24759
1662940800000.0,2022-09-12 00:00:00,BNB/USDT,295.422,299.947,290.683,294.044,12946.943789160807,3806971.13954
1662854400000.0,2022-09-11 00:00:00,BNB/USDT,296.67,298.084,289.833,295.422,5108.731955880063,1509231.81187
1662768000000.0,2022-09-10 00:00:00,BNB/USDT,293.444,298.55,290.398,296.67,7010.56362598173,2079823.91092
1662681600000.0,2022-09-09 00:00:00,BNB/USDT,280.577,295.897,280.097,293.444,11050.276213519444,3242637.2532
1662595200000.0,2022-09-08 00:00:00,BNB/USDT,279.061,283.157,275.575,280.577,13958.479360104357,3916428.26342
1662508800000.0,2022-09-07 00:00:00,BNB/USDT,262.371,280.303,258.286,279.061,15378.77595407456,4291616.59652
1662422400000.0,2022-09-06 00:00:00,BNB/USDT,276.905,286.311,260.94,262.371,24897.95293001132,6532500.8082
1662336000000.0,2022-09-05 00:00:00,BNB/USDT,279.102,281.925,273.27,276.905,11181.034928477276,3096084.47687
1662249600000.0,2022-09-04 00:00:00,BNB/USDT,277.795,280.769,275.045,279.102,5891.424116882,1644308.25387
1662163200000.0,2022-09-03 00:00:00,BNB/USDT,277.454,278.75,274.26,277.795,2732.9136672006334,759189.75218
1662076800000.0,2022-09-02 00:00:00,BNB/USDT,278.384,283.583,273.714,277.454,11146.51035263503,3092643.88338
1661990400000.0,2022-09-01 00:00:00,BNB/USDT,279.169,280.376,270.66,278.384,16488.492030181333,4590132.36533
1661904000000.0,2022-08-31 00:00:00,BNB/USDT,281.654,289.997,277.665,279.169,11457.827758991867,3198670.31765
1661817600000.0,2022-08-30 00:00:00,BNB/USDT,285.881,291.97,276.667,281.654,9817.07618386389,2765018.77549
1661731200000.0,2022-08-29 00:00:00,BNB/USDT,276.519,286.76,272.314,285.881,11266.54664091003,3220891.62025
1661644800000.0,2022-08-28 00:00:00,BNB/USDT,277.981,284.08,275.67,276.519,7414.165359233904,2050157.59097
1661558400000.0,2022-08-27 00:00:00,BNB/USDT,279.563,284.551,273.364,277.981,8922.726654555527,2480348.47816
1661472000000.0,2022-08-26 00:00:00,BNB/USDT,301.289,302.242,277.25,279.563,21637.533757864952,6049053.84995
1661385600000.0,2022-08-25 00:00:00,BNB/USDT,296.376,307.579,295.896,301.289,13516.06698561846,4072242.30603
1661299200000.0,2022-08-24 00:00:00,BNB/USDT,299.388,300.333,294.298,296.373,8426.190322330307,2497295.3044
1661212800000.0,2022-08-23 00:00:00,BNB/USDT,299.942,301.666,293.774,299.388,9282.533454313467,2779079.12582
1661126400000.0,2022-08-22 00:00:00,BNB/USDT,301.834,304.904,288.844,299.942,14609.762176054037,4382081.28661
1661040000000.0,2022-08-21 00:00:00,BNB/USDT,283.673,304.251,283.46,301.834,18288.689342817575,5520148.2591
1660953600000.0,2022-08-20 00:00:00,BNB/USDT,279.213,289.059,276.783,283.673,12588.239667539738,3570943.71121
1660867200000.0,2022-08-19 00:00:00,BNB/USDT,298.073,298.199,274.637,279.213,30955.623785604534,8643212.58405
1660780800000.0,2022-08-18 00:00:00,BNB/USDT,306.96,310.512,295.69,298.073,16749.554544926912,4992589.97187
1660694400000.0,2022-08-17 00:00:00,BNB/USDT,316.106,324.212,304.215,306.96,17098.158782349496,5248450.81983
1660608000000.0,2022-08-16 00:00:00,BNB/USDT,319.372,322.366,311.886,316.106,10455.227092272846,3304960.01523
1660521600000.0,2022-08-15 00:00:00,BNB/USDT,317.665,327.406,313.635,319.387,12714.274356251195,4060773.94382
1660435200000.0,2022-08-14 00:00:00,BNB/USDT,324.208,330.865,315.794,317.665,13016.2230231848,4134798.48666
1660348800000.0,2022-08-13 00:00:00,BNB/USDT,328.046,332.868,322.776,324.208,15126.912537537628,4904266.05997
1660262400000.0,2022-08-12 00:00:00,BNB/USDT,323.51,328.077,317.609,328.046,11859.33146580053,3890406.25003
1660176000000.0,2022-08-11 00:00:00,BNB/USDT,328.826,334.732,321.914,323.51,12921.493681153597,4180232.42079
1660089600000.0,2022-08-10 00:00:00,BNB/USDT,324.47,336.755,313.55,328.826,23103.646714675844,7597079.7346
1660003200000.0,2022-08-09 00:00:00,BNB/USDT,324.796,328.446,312.419,324.47,14089.461063488148,4571607.43127
1659916800000.0,2022-08-08 00:00:00,BNB/USDT,322.818,333.777,321.175,324.799,20358.96918127827,6612572.83111
1659830400000.0,2022-08-07 00:00:00,BNB/USDT,315.25,326.084,308.235,322.818,11969.15435672732,3863858.47113
1659744000000.0,2022-08-06 00:00:00,BNB/USDT,315.905,322.983,312.717,315.25,13095.058421189533,4128217.16728
1659657600000.0,2022-08-05 00:00:00,BNB/USDT,311.896,321.453,308.14,315.894,19880.42336793355,6280106.45939
1659571200000.0,2022-08-04 00:00:00,BNB/USDT,297.556,313.467,297.191,311.896,29953.2834078026,9342309.28176
1659484800000.0,2022-08-03 00:00:00,BNB/USDT,283.774,305.817,278.144,297.556,20593.472367587954,6127711.26381
1659398400000.0,2022-08-02 00:00:00,BNB/USDT,283.229,291.15,274.322,283.774,19035.29058652308,5401720.5509
1659312000000.0,2022-08-01 00:00:00,BNB/USDT,283.378,290.554,277.912,283.229,16718.145974917825,4735063.76633
1659225600000.0,2022-07-31 00:00:00,BNB/USDT,287.733,297.123,282.137,283.378,16344.14949099789,4631572.39446
1659139200000.0,2022-07-30 00:00:00,BNB/USDT,293.677,300.244,284.993,287.707,18542.47887962406,5334800.97102
1659052800000.0,2022-07-29 00:00:00,BNB/USDT,277.166,302.102,274.874,293.677,29883.675512246446,8776148.17341
