https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MHC,Volume BTC
1663459200,2022-09-18 00:00:00,MHC/BTC,0.0000000886,0.000000089,0.0000000882,0.0000000887,99176.9997,0.00878486882892
1663372800,2022-09-17 00:00:00,MHC/BTC,0.0000000918,0.000000092,0.0000000884,0.0000000886,2991326.4962,0.26973578662521
1663286400,2022-09-16 00:00:00,MHC/BTC,0.0000000893,0.000000094,0.0000000875,0.0000000918,4439868.2301,0.40395623504286
1663200000,2022-09-15 00:00:00,MHC/BTC,0.0000000883,0.0000000895,0.0000000875,0.0000000893,2547619.4013,0.22565643689289
1663113600,2022-09-14 00:00:00,MHC/BTC,0.0000000908,0.0000000909,0.0000000876,0.0000000883,2593247.3287,0.23130697855808
1663027200,2022-09-13 00:00:00,MHC/BTC,0.0000000879,0.000000091,0.0000000866,0.0000000908,4348849.6791,0.38592707199211
1662940800,2022-09-12 00:00:00,MHC/BTC,0.0000000921,0.0000000923,0.0000000875,0.0000000879,3626471.2014,0.32582489124021
1662854400,2022-09-11 00:00:00,MHC/BTC,0.0000000917,0.0000000955,0.0000000915,0.000000092,3458887.9852,0.32242817444508
1662768000,2022-09-10 00:00:00,MHC/BTC,0.0000000913,0.0000000945,0.0000000908,0.0000000917,3205386.9806,0.29662671668704
1662681600,2022-09-09 00:00:00,MHC/BTC,0.0000000944,0.0000000945,0.0000000892,0.0000000913,3270260.4965,0.29825201330919
1662595200,2022-09-08 00:00:00,MHC/BTC,0.0000000953,0.000000096,0.0000000916,0.0000000944,3043863.0578,0.28563025280389
1662508800,2022-09-07 00:00:00,MHC/BTC,0.0000000903,0.0000000995,0.0000000903,0.0000000954,5453564.0671,0.51754555206355
1662422400,2022-09-06 00:00:00,MHC/BTC,0.0000000881,0.0000000907,0.0000000863,0.0000000903,4351149.7169,0.38595672700017
1662336000,2022-09-05 00:00:00,MHC/BTC,0.0000000916,0.0000000924,0.000000087,0.0000000882,3877898.8948,0.34809650223354
1662249600,2022-09-04 00:00:00,MHC/BTC,0.000000093,0.0000000935,0.0000000898,0.0000000916,3056876.478,0.28124397488443
1662163200,2022-09-03 00:00:00,MHC/BTC,0.0000000844,0.0000000934,0.0000000842,0.0000000929,3472788.1104,0.30857754113148
1662076800,2022-09-02 00:00:00,MHC/BTC,0.0000000881,0.0000000885,0.0000000842,0.0000000845,2749973.4584,0.23807899536583
1661990400,2022-09-01 00:00:00,MHC/BTC,0.0000000869,0.0000000904,0.0000000863,0.0000000881,2834778.4316,0.25009035015094
1661904000,2022-08-31 00:00:00,MHC/BTC,0.000000094,0.0000000942,0.0000000855,0.0000000869,5022443.0365,0.45065699302186
1661817600,2022-08-30 00:00:00,MHC/BTC,0.0000000973,0.0000000979,0.000000093,0.000000094,3513431.6584,0.33337315810522
1661731200,2022-08-29 00:00:00,MHC/BTC,0.000000097,0.000000098,0.000000095,0.0000000974,3546856.004,0.34231166584966
1661644800,2022-08-28 00:00:00,MHC/BTC,0.0000000992,0.0000001028,0.000000097,0.0000000972,1755317.8053,0.17596434160887
1661558400,2022-08-27 00:00:00,MHC/BTC,0.0000000983,0.0000001,0.000000097,0.0000000992,1779274.0192,0.17487874752306
1661472000,2022-08-26 00:00:00,MHC/BTC,0.000000096,0.000000101,0.0000000925,0.0000000983,3891478.7983,0.37622933398933
1661385600,2022-08-25 00:00:00,MHC/BTC,0.0000000933,0.0000000968,0.0000000925,0.000000096,1002580.9568,0.09502589548323
1661299200,2022-08-24 00:00:00,MHC/BTC,0.0000000962,0.0000000965,0.000000091,0.0000000932,1308442.8402,0.1220138502423
1661212800,2022-08-23 00:00:00,MHC/BTC,0.0000000999,0.000000104,0.000000095,0.0000000962,3487633.8559,0.34867263176938
1661126400,2022-08-22 00:00:00,MHC/BTC,0.0000000935,0.0000001044,0.0000000934,0.0000001,3099108.6323,0.30004132739797
1661040000,2022-08-21 00:00:00,MHC/BTC,0.0000000937,0.0000000947,0.0000000914,0.0000000935,629510.3778,0.05873922455175
1660953600,2022-08-20 00:00:00,MHC/BTC,0.0000000957,0.0000000961,0.0000000914,0.0000000936,777749.4874,0.0724986796983
1660867200,2022-08-19 00:00:00,MHC/BTC,0.00000009,0.0000000959,0.0000000883,0.0000000957,930097.5951,0.0853847995
1660780800,2022-08-18 00:00:00,MHC/BTC,0.0000000886,0.0000001046,0.0000000867,0.0000000898,5473390.8053,0.51717177821592
1660694400,2022-08-17 00:00:00,MHC/BTC,0.0000000898,0.0000000953,0.0000000881,0.0000000886,1390671.2403,0.12712291584957
1660608000,2022-08-16 00:00:00,MHC/BTC,0.0000000981,0.0000001255,0.0000000891,0.0000000898,6550939.963,0.67563465359341
1660521600,2022-08-15 00:00:00,MHC/BTC,0.0000000842,0.0000001276,0.0000000828,0.0000000981,13857930.8143,1.38193115341979
1660435200,2022-08-14 00:00:00,MHC/BTC,0.0000000834,0.0000000847,0.0000000818,0.0000000843,471975.5179,0.03950285929039
1660348800,2022-08-13 00:00:00,MHC/BTC,0.0000000829,0.0000000843,0.0000000805,0.0000000834,791434.9535,0.06530924354364
1660262400,2022-08-12 00:00:00,MHC/BTC,0.0000000832,0.0000000847,0.0000000815,0.0000000829,679702.565,0.05668007732357
1660176000,2022-08-11 00:00:00,MHC/BTC,0.0000000826,0.0000000835,0.0000000797,0.0000000829,985458.9868,0.08039652358609
1660089600,2022-08-10 00:00:00,MHC/BTC,0.0000000858,0.0000000881,0.0000000823,0.0000000828,809049.4124,0.06868001208557
1660003200,2022-08-09 00:00:00,MHC/BTC,0.0000000845,0.0000000863,0.000000082,0.0000000856,685510.6246,0.05797124261634
1659916800,2022-08-08 00:00:00,MHC/BTC,0.0000000875,0.0000000881,0.0000000738,0.0000000845,2612320.9331,0.2174940420352
1659830400,2022-08-07 00:00:00,MHC/BTC,0.0000000846,0.000000091,0.0000000827,0.0000000874,1331641.3806,0.11601475519962
1659744000,2022-08-06 00:00:00,MHC/BTC,0.0000000848,0.000000086,0.0000000826,0.0000000846,721168.8535,0.06090101926919
1659657600,2022-08-05 00:00:00,MHC/BTC,0.0000000855,0.0000000859,0.0000000798,0.0000000851,1965248.417,0.16262612762238
1659571200,2022-08-04 00:00:00,MHC/BTC,0.0000000844,0.0000000905,0.0000000839,0.0000000848,2141201.2032,0.18600598775561
1659484800,2022-08-03 00:00:00,MHC/BTC,0.0000000831,0.0000000908,0.0000000813,0.0000000847,2128099.0165,0.18387709880121
1659398400,2022-08-02 00:00:00,MHC/BTC,0.0000000841,0.0000000846,0.0000000811,0.000000083,1418273.1791,0.1166375004102
1659312000,2022-08-01 00:00:00,MHC/BTC,0.0000000859,0.0000000865,0.0000000826,0.0000000841,977387.1746,0.08225328694373
1659225600,2022-07-31 00:00:00,MHC/BTC,0.0000000864,0.0000000871,0.0000000836,0.0000000858,928654.6755,0.07936437215176
