https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ARNM,Volume USDT
1660262400,2022-08-12 00:00:00,ARNM/USDT,0.13538,0.13538,0.115,0.12771,2220828.2551,270937.680783774
1660176000,2022-08-11 00:00:00,ARNM/USDT,0.12702,0.175,0.12702,0.135,3291798.4156,465065.570563967
1660089600,2022-08-10 00:00:00,ARNM/USDT,0.11987,0.13221,0.112,0.12702,2954306.6334,359987.226720985
1660003200,2022-08-09 00:00:00,ARNM/USDT,0.12942,0.13698,0.11474,0.11987,3392946.6359,432129.56152351
1659916800,2022-08-08 00:00:00,ARNM/USDT,0.14335,0.153,0.12822,0.12923,3694406.8852,511374.759434426
1659830400,2022-08-07 00:00:00,ARNM/USDT,0.137,0.15899,0.13021,0.14355,2507103.151,345268.168874984
1659744000,2022-08-06 00:00:00,ARNM/USDT,0.16255,0.16294,0.12932,0.137,3439952.6889,487400.852231434
1659657600,2022-08-05 00:00:00,ARNM/USDT,0.17466,0.20334,0.1411,0.16255,5047144.6263,848370.171768882
1659571200,2022-08-04 00:00:00,ARNM/USDT,0.09346,0.34,0.09313,0.174,9467948.15992239,2076832.8638836698751
1659484800,2022-08-03 00:00:00,ARNM/USDT,0.09871,0.10977,0.09104,0.09359,1142541.5408,108806.315519566
1659398400,2022-08-02 00:00:00,ARNM/USDT,0.11021,0.1109,0.09558,0.09871,767947.0811,77762.4992341
1659312000,2022-08-01 00:00:00,ARNM/USDT,0.11018,0.11396,0.11,0.11045,1174645.3235,129793.964652877
1659225600,2022-07-31 00:00:00,ARNM/USDT,0.11281,0.11564,0.11,0.11009,887177.7922,99638.500586343
1659139200,2022-07-30 00:00:00,ARNM/USDT,0.11279,0.11657,0.1122,0.11281,1243527.0035,140588.084038809
1659052800,2022-07-29 00:00:00,ARNM/USDT,0.11389,0.1171,0.1122,0.11273,1216236.92904639,137724.6641613941945
1658966400,2022-07-28 00:00:00,ARNM/USDT,0.11587,0.12478,0.1122,0.11389,1499622.2884,173882.461749003
1658880000,2022-07-27 00:00:00,ARNM/USDT,0.11467,0.11999,0.11259,0.11587,1658893.5746,190894.046869914
1658793600,2022-07-26 00:00:00,ARNM/USDT,0.1156,0.1186,0.11,0.11467,1392564.8306,157739.773389271
1658707200,2022-07-25 00:00:00,ARNM/USDT,0.1124,0.1173,0.1111,0.1155,537570.6265,60912.00790198
1658620800,2022-07-24 00:00:00,ARNM/USDT,0.1194,0.1238,0.1108,0.1124,673394.6777,78196.05602734
1658534400,2022-07-23 00:00:00,ARNM/USDT,0.1202,0.1227,0.1188,0.1194,961680.0937,115576.30689873
1658448000,2022-07-22 00:00:00,ARNM/USDT,0.1252,0.1263,0.119,0.1202,957490.1213,116529.4225567
1658361600,2022-07-21 00:00:00,ARNM/USDT,0.142,0.1437,0.1221,0.1252,988099.1281,125673.11640744
1658275200,2022-07-20 00:00:00,ARNM/USDT,0.1399,0.1982,0.13,0.1416,1039054.90181956,146681.668416402949
1658188800,2022-07-19 00:00:00,ARNM/USDT,0.1319,0.1447,0.1311,0.1399,1099552.65762105,151930.696530431096
1658102400,2022-07-18 00:00:00,ARNM/USDT,0.1356,0.1402,0.1311,0.1319,895961.03306024,121065.034191857094
1658016000,2022-07-17 00:00:00,ARNM/USDT,0.1453,0.1464,0.1318,0.1356,1035618.46792451,144545.959847775361
1657929600,2022-07-16 00:00:00,ARNM/USDT,0.1425,0.154,0.14,0.1453,1083688.78215635,155006.575111940232
1657843200,2022-07-15 00:00:00,ARNM/USDT,0.1587,0.1891,0.14,0.1425,1142251.34871624,177796.113229581648
1657756800,2022-07-14 00:00:00,ARNM/USDT,0.1738,0.2,0.153,0.1587,1110977.21404285,182434.420195264777
1657670400,2022-07-13 00:00:00,ARNM/USDT,0.1502,0.2461,0.15,0.173,1264548.959215,201943.38827691111
1657584000,2022-07-12 00:00:00,ARNM/USDT,0.1627,0.164,0.15,0.1502,988188.26800632,155750.224308617874
1657497600,2022-07-11 00:00:00,ARNM/USDT,0.1623,0.1668,0.1602,0.1627,1019550.29303952,165828.403407127628
1657411200,2022-07-10 00:00:00,ARNM/USDT,0.1624,0.165,0.1603,0.1623,1041254.39349836,168420.686986195092
1657324800,2022-07-09 00:00:00,ARNM/USDT,0.1605,0.1628,0.1591,0.1624,1102141.55042964,177398.443570168742
1657238400,2022-07-08 00:00:00,ARNM/USDT,0.1703,0.1704,0.1569,0.1605,710054.0977543,117272.718894565141
1657152000,2022-07-07 00:00:00,ARNM/USDT,0.1647,0.1739,0.1644,0.1704,647965.62680259,108427.761823171058
1657065600,2022-07-06 00:00:00,ARNM/USDT,0.1642,0.1673,0.1623,0.1647,532525.82883274,87609.422762337782
1656979200,2022-07-05 00:00:00,ARNM/USDT,0.1756,0.1775,0.1537,0.1641,518734.5717886,89566.013017216356
1656892800,2022-07-04 00:00:00,ARNM/USDT,0.1711,0.1775,0.1701,0.1757,500372.74289002,86877.33395156756
1656806400,2022-07-03 00:00:00,ARNM/USDT,0.1757,0.1764,0.17,0.1711,493256.03609746,86118.450636419554
1656720000,2022-07-02 00:00:00,ARNM/USDT,0.1757,0.1776,0.1735,0.1756,491770.91419808,86348.433160744333
1656633600,2022-07-01 00:00:00,ARNM/USDT,0.172,0.185,0.1683,0.1757,475407.97543411,82861.961171857024
1656547200,2022-06-30 00:00:00,ARNM/USDT,0.1717,0.1726,0.1683,0.172,432779.14353117,74043.414158146998
1656460800,2022-06-29 00:00:00,ARNM/USDT,0.1753,0.1754,0.1705,0.1717,409231.6666087,70637.815163146036
1656374400,2022-06-28 00:00:00,ARNM/USDT,0.174,0.177,0.1707,0.1753,154372.58605408,26861.838539274975
1656288000,2022-06-27 00:00:00,ARNM/USDT,0.1773,0.1779,0.1706,0.174,196618.16151433,34279.496597259307
1656201600,2022-06-26 00:00:00,ARNM/USDT,0.1773,0.178,0.1745,0.1773,266416.96628076,47059.825819896128
1656115200,2022-06-25 00:00:00,ARNM/USDT,0.1767,0.1779,0.1745,0.1773,241182.4280173,42600.02766137767
1656028800,2022-06-24 00:00:00,ARNM/USDT,0.176,0.1779,0.175,0.1767,265014.00569085,46682.81369990699
1655942400,2022-06-23 00:00:00,ARNM/USDT,0.1802,0.1858,0.175,0.176,249261.6576758,44792.417303495676
1655856000,2022-06-22 00:00:00,ARNM/USDT,0.1845,0.1937,0.18,0.1802,287685.46248926,53027.642738574692
1655769600,2022-06-21 00:00:00,ARNM/USDT,0.1853,0.1934,0.1794,0.1845,269239.68474196,50137.73670492266
1655683200,2022-06-20 00:00:00,ARNM/USDT,0.1797,0.19,0.1745,0.1853,343489.27196627,62744.143511289735
1655596800,2022-06-19 00:00:00,ARNM/USDT,0.1772,0.1838,0.1746,0.1797,364711.76190947,65098.333067409747
1655510400,2022-06-18 00:00:00,ARNM/USDT,0.1908,0.2426,0.172,0.1772,535183.83099514,102434.18875505955
1655424000,2022-06-17 00:00:00,ARNM/USDT,0.185,0.315,0.1804,0.1886,641677.64160325,134760.835402928633
1655337600,2022-06-16 00:00:00,ARNM/USDT,0.1905,0.191,0.1849,0.185,382006.8248823,71501.966914244778
1655251200,2022-06-15 00:00:00,ARNM/USDT,0.1901,0.1943,0.1851,0.1905,356780.60503314,67745.962871009487
1655164800,2022-06-14 00:00:00,ARNM/USDT,0.1901,0.1944,0.185,0.1893,385621.72116278,73147.456762290205
1655078400,2022-06-13 00:00:00,ARNM/USDT,0.1926,0.1977,0.186,0.1901,655037.74944369,123533.649123171924
1654992000,2022-06-12 00:00:00,ARNM/USDT,0.2637,0.2641,0.1865,0.1926,660239.55054017,138449.610120207783
1654905600,2022-06-11 00:00:00,ARNM/USDT,0.3087,0.312,0.2536,0.2637,354066.40933176,103898.067397806144
1654819200,2022-06-10 00:00:00,ARNM/USDT,0.3076,0.3125,0.3056,0.3087,302751.22013971,93293.180716865768
1654732800,2022-06-09 00:00:00,ARNM/USDT,0.3098,0.3112,0.3022,0.3076,287698.19457695,87965.305613833933
1654646400,2022-06-08 00:00:00,ARNM/USDT,0.3132,0.325,0.301,0.3098,288247.49655226,89274.330939947715
1654560000,2022-06-07 00:00:00,ARNM/USDT,0.314,0.3356,0.3084,0.3132,280674.26514023,88798.229466978462
1654473600,2022-06-06 00:00:00,ARNM/USDT,0.3028,0.3295,0.3003,0.3162,323374.88319646,101396.345062734844
1654387200,2022-06-05 00:00:00,ARNM/USDT,0.3051,0.3525,0.3008,0.3028,343135.19106995,106541.656541476869
1654300800,2022-06-04 00:00:00,ARNM/USDT,0.3102,0.313,0.3002,0.3051,330990.2581,101833.10592403
1654214400,2022-06-03 00:00:00,ARNM/USDT,0.3351,0.341,0.3041,0.3102,440899.65944355,139998.299755107059
1654128000,2022-06-02 00:00:00,ARNM/USDT,0.3403,0.3422,0.3345,0.3351,491438.49716292,166294.68744323842
1654041600,2022-06-01 00:00:00,ARNM/USDT,0.3516,0.3525,0.3388,0.3403,498340.27570854,173141.93025806427
1653955200,2022-05-31 00:00:00,ARNM/USDT,0.3559,0.3567,0.35,0.3516,369807.42102458,129946.640663517686
1653868800,2022-05-30 00:00:00,ARNM/USDT,0.3566,0.3611,0.35,0.3557,400452.69033642,142018.017010827304
1653782400,2022-05-29 00:00:00,ARNM/USDT,0.3608,0.3637,0.3539,0.3566,425556.16782418,153325.787556293625
1653696000,2022-05-28 00:00:00,ARNM/USDT,0.3814,0.3858,0.357,0.3608,359398.9154903,134397.787824172964
1653609600,2022-05-27 00:00:00,ARNM/USDT,0.3756,0.3854,0.3753,0.3814,592345.94866156,223673.694365345509
1653523200,2022-05-26 00:00:00,ARNM/USDT,0.3826,0.394,0.3753,0.3756,659683.43180547,251742.495939477108
1653436800,2022-05-25 00:00:00,ARNM/USDT,0.3902,0.3904,0.375,0.3826,637046.2246552,241293.534221824845
1653350400,2022-05-24 00:00:00,ARNM/USDT,0.376,0.4019,0.3751,0.3902,502890.14651969,193052.411607330594
1653264000,2022-05-23 00:00:00,ARNM/USDT,0.3779,0.3871,0.375,0.376,469886.60058453,176939.951756506126
1653177600,2022-05-22 00:00:00,ARNM/USDT,0.3756,0.3874,0.3711,0.3779,456929.6040648,172345.365371096153
1653091200,2022-05-21 00:00:00,ARNM/USDT,0.3761,0.3792,0.375,0.3756,521842.90640855,196163.672797076878
1653004800,2022-05-20 00:00:00,ARNM/USDT,0.3776,0.4078,0.375,0.3762,569227.65751791,216461.555295564982
1652918400,2022-05-19 00:00:00,ARNM/USDT,0.3756,0.3869,0.375,0.3776,562370.88382511,211964.33278104101
1652832000,2022-05-18 00:00:00,ARNM/USDT,0.3763,0.3777,0.375,0.3756,539502.30626246,202904.09994803563
1652745600,2022-05-17 00:00:00,ARNM/USDT,0.3758,0.3794,0.375,0.3763,572050.34029686,215298.996121832969
1652659200,2022-05-16 00:00:00,ARNM/USDT,0.3767,0.3794,0.375,0.3758,712776.15659651,268197.942274800978
1652572800,2022-05-15 00:00:00,ARNM/USDT,0.377,0.3794,0.375,0.3767,711826.65211569,267886.208760467687
1652486400,2022-05-14 00:00:00,ARNM/USDT,0.3761,0.392,0.375,0.3766,730643.21934235,275253.498934912382
1652400000,2022-05-13 00:00:00,ARNM/USDT,0.375,0.3978,0.375,0.3761,649375.82629744,246738.180669403405
1652313600,2022-05-12 00:00:00,ARNM/USDT,0.3826,0.39,0.375,0.3762,840355.85212064,316296.296263932619
1652227200,2022-05-11 00:00:00,ARNM/USDT,0.3874,0.399,0.375,0.3826,632751.25823301,240066.65774998742
1652140800,2022-05-10 00:00:00,ARNM/USDT,0.4026,0.4303,0.382,0.3902,1012974.4740141,412036.167074048759
1652054400,2022-05-09 00:00:00,ARNM/USDT,0.4067,0.4399,0.4,0.4026,857157.82440593,349481.519444565263
1651968000,2022-05-08 00:00:00,ARNM/USDT,0.4032,0.4273,0.4001,0.4067,679312.45773037,275850.444682806433
1651881600,2022-05-07 00:00:00,ARNM/USDT,0.4156,0.425,0.4,0.4001,639902.91402811,261505.222316760151
1651795200,2022-05-06 00:00:00,ARNM/USDT,0.4106,0.4786,0.4011,0.4156,969560.39203148,406669.561248899584
1651708800,2022-05-05 00:00:00,ARNM/USDT,0.4426,0.4489,0.4011,0.4106,866622.74912391,364158.037351084309
1651622400,2022-05-04 00:00:00,ARNM/USDT,0.4293,0.47,0.4128,0.4426,712529.08577407,307586.963789487487
1651536000,2022-05-03 00:00:00,ARNM/USDT,0.4116,0.4653,0.4025,0.4293,597601.22106857,256687.107613705632
1651449600,2022-05-02 00:00:00,ARNM/USDT,0.4117,0.4435,0.4016,0.4116,477288.12682273,199169.848986171776
1651363200,2022-05-01 00:00:00,ARNM/USDT,0.4013,0.5302,0.4,0.4117,1050994.87771097,437562.187574089592
1651276800,2022-04-30 00:00:00,ARNM/USDT,0.45,0.4545,0.4,0.4013,733998.98402189,305285.894127937493
1651190400,2022-04-29 00:00:00,ARNM/USDT,0.5032,0.531,0.4408,0.45,806958.69181234,393294.026117464845
1651104000,2022-04-28 00:00:00,ARNM/USDT,0.5248,0.55,0.4682,0.5029,1232619.01320741,633828.926999998379
1651017600,2022-04-27 00:00:00,ARNM/USDT,0.5377,0.6626,0.5225,0.5248,1741104.34282771,972363.665309533874
1650931200,2022-04-26 00:00:00,ARNM/USDT,0.5494,0.5826,0.51,0.5364,1785735.56928284,969824.163220713291
1650844800,2022-04-25 00:00:00,ARNM/USDT,0.5233,0.6093,0.5101,0.549,1396028.75934852,743884.72530492823
1650758400,2022-04-24 00:00:00,ARNM/USDT,0.5189,0.5244,0.5048,0.5234,1427283.20274141,736004.196216043814
1650672000,2022-04-23 00:00:00,ARNM/USDT,0.5655,0.5707,0.5026,0.5189,1290322.43346191,675906.098764766899
1650585600,2022-04-22 00:00:00,ARNM/USDT,0.5496,0.5923,0.537,0.5655,604924.52171231,336010.198294498146
1650499200,2022-04-21 00:00:00,ARNM/USDT,0.6321,0.661,0.534,0.5496,941168.77060399,563018.301205385704
1650412800,2022-04-20 00:00:00,ARNM/USDT,0.7833,0.84,0.6103,0.6321,1109176.49616544,786201.93873167309
1650326400,2022-04-19 00:00:00,ARNM/USDT,0.75,0.9,0.75,0.7832,1320752.92875344,1079160.803995011398
1650240000,2022-04-18 00:00:00,ARNM/USDT,0.8745,0.94,0.72,0.75,1738137.49188623,1428274.810754029303
1650153600,2022-04-17 00:00:00,ARNM/USDT,0.9264,1.1308,0.8681,0.8701,2256412.6248786,2255754.96651252731
1650067200,2022-04-16 00:00:00,ARNM/USDT,0.8094,1.15,0.6672,0.9264,2425615.16691689,2123138.631399133992
1649980800,2022-04-15 00:00:00,ARNM/USDT,0.626,0.8606,0.535,0.8094,1735609.87978322,1133456.000714853463
1649894400,2022-04-14 00:00:00,ARNM/USDT,0.7228,0.7809,0.4961,0.626,1954030.20849757,1179913.718443368903
1649808000,2022-04-13 00:00:00,ARNM/USDT,0.9098,0.9345,0.667,0.726,2468760.22081157,2005203.087412169994
1649721600,2022-04-12 00:00:00,ARNM/USDT,0.375,3.275,0.375,0.91,15238983.42028579,19817371.445339000355
