https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume PRQ
1663545600000,2022-09-19 00:00:00,PRQ/BTC,5.65e-06,5.71e-06,5.58e-06,5.63e-06,0.048215320000000006,8564.0
1663459200000,2022-09-18 00:00:00,PRQ/BTC,5.71e-06,5.81e-06,5.51e-06,5.64e-06,1.1025238350513518,195482.94947719
1663372800000,2022-09-17 00:00:00,PRQ/BTC,5.74e-06,5.87e-06,5.5e-06,5.65e-06,1.0774281840605695,190695.25381603
1663286400000,2022-09-16 00:00:00,PRQ/BTC,6.09e-06,6.25e-06,5.57e-06,5.81e-06,1.145465569695365,197154.14280471
1663200000000,2022-09-15 00:00:00,PRQ/BTC,6.38e-06,6.87e-06,5.87e-06,6.19e-06,1.2204793472621083,197169.52298257
1663113600000,2022-09-14 00:00:00,PRQ/BTC,5.57e-06,6.87e-06,5.43e-06,6.2e-06,1.041390957136482,167966.28340911
1663027200000,2022-09-13 00:00:00,PRQ/BTC,5.44e-06,5.68e-06,5.2e-06,5.57e-06,0.9558805903137365,171612.31423945
1662940800000,2022-09-12 00:00:00,PRQ/BTC,5.53e-06,5.86e-06,5.3e-06,5.41e-06,1.058132983738587,195588.35189253
1662854400000,2022-09-11 00:00:00,PRQ/BTC,5.42e-06,6.8e-06,5.39e-06,5.54e-06,1.0490599004940384,189360.99286896
1662768000000,2022-09-10 00:00:00,PRQ/BTC,5.54e-06,5.87e-06,5.38e-06,5.45e-06,1.0604011969693325,194569.02696685
1662681600000,2022-09-09 00:00:00,PRQ/BTC,5.84e-06,6.39e-06,5.38e-06,5.47e-06,1.0485526463017512,191691.52583213
1662595200000,2022-09-08 00:00:00,PRQ/BTC,5.83e-06,5.99e-06,5.55e-06,5.79e-06,0.9749775388282206,168389.90307914
1662508800000,2022-09-07 00:00:00,PRQ/BTC,5.88e-06,6.34e-06,5.64e-06,5.82e-06,1.1097244314249965,190674.30093213
1662422400000,2022-09-06 00:00:00,PRQ/BTC,5.56e-06,6.42e-06,5.51e-06,5.83e-06,1.200733211050637,205957.6691339
1662336000000,2022-09-05 00:00:00,PRQ/BTC,5.77e-06,5.81e-06,5.51e-06,5.58e-06,1.0076647891801302,180585.08766669
1662249600000,2022-09-04 00:00:00,PRQ/BTC,5.65e-06,5.81e-06,5.55e-06,5.76e-06,1.1768147759102976,204308.12081776
1662163200000,2022-09-03 00:00:00,PRQ/BTC,5.59e-06,5.88e-06,5.42e-06,5.66e-06,1.112706691295485,196591.28821475
1662076800000,2022-09-02 00:00:00,PRQ/BTC,5.62e-06,5.72e-06,5.38e-06,5.62e-06,1.0736110408736164,191033.99303801
1661990400000,2022-09-01 00:00:00,PRQ/BTC,5.4e-06,5.82e-06,5.21e-06,5.66e-06,1.0736662071866108,189693.67618138
1661904000000,2022-08-31 00:00:00,PRQ/BTC,5.52e-06,5.88e-06,5.26e-06,5.45e-06,1.0301737219926772,189022.70128306
1661817600000,2022-08-30 00:00:00,PRQ/BTC,5.55e-06,5.74e-06,5.31e-06,5.53e-06,1.1327431967339314,204836.02110921
1661731200000,2022-08-29 00:00:00,PRQ/BTC,5.68e-06,5.73e-06,5.31e-06,5.61e-06,1.155519299000263,205974.91960789
1661644800000,2022-08-28 00:00:00,PRQ/BTC,5.51e-06,5.75e-06,5.35e-06,5.48e-06,1.1099609805131405,202547.62418123
1661558400000,2022-08-27 00:00:00,PRQ/BTC,5.68e-06,5.83e-06,5.32e-06,5.56e-06,1.199965571790191,215821.14600543
1661472000000,2022-08-26 00:00:00,PRQ/BTC,6.21e-06,6.28e-06,5.15e-06,5.7e-06,1.331704190998881,233632.31421033
1661385600000,2022-08-25 00:00:00,PRQ/BTC,6.32e-06,6.34e-06,6.05e-06,6.24e-06,1.1733959617343808,188044.22463692
1661299200000,2022-08-24 00:00:00,PRQ/BTC,6.21e-06,6.41e-06,5.99e-06,6.26e-06,1.1852369996000542,189334.98396167
1661212800000,2022-08-23 00:00:00,PRQ/BTC,6.34e-06,6.86e-06,6.1e-06,6.24e-06,1.216331470194485,194924.91509527
1661126400000,2022-08-22 00:00:00,PRQ/BTC,6.44e-06,6.44e-06,5.8e-06,6.12e-06,0.0680053984851024,11111.99321652
1661040000000,2022-08-21 00:00:00,PRQ/BTC,5.63e-06,7.83e-06,5.5e-06,6.41e-06,1.3684067220260676,213479.98783558
1660953600000,2022-08-20 00:00:00,PRQ/BTC,5.96e-06,6.08e-06,5.51e-06,5.65e-06,1.1625363055376126,205758.63814825
1660867200000,2022-08-19 00:00:00,PRQ/BTC,6.05e-06,6.43e-06,5.9e-06,5.99e-06,1.180779308919712,197125.0933088
1660780800000,2022-08-18 00:00:00,PRQ/BTC,6.16e-06,6.25e-06,6e-06,6.03e-06,1.1528184802442383,191180.51081994
1660694400000,2022-08-17 00:00:00,PRQ/BTC,6.31e-06,6.38e-06,6.16e-06,6.16e-06,1.1641639160512594,188987.64870962
1660608000000,2022-08-16 00:00:00,PRQ/BTC,6.24e-06,6.44e-06,6.07e-06,6.35e-06,1.1863602367238542,186828.38373604
1660521600000,2022-08-15 00:00:00,PRQ/BTC,6.23e-06,6.35e-06,6.1e-06,6.28e-06,1.191526355275577,189733.49606299
1660435200000,2022-08-14 00:00:00,PRQ/BTC,6.54e-06,6.84e-06,5.87e-06,6.28e-06,1.2196242858367627,194207.68882751
1660348800000,2022-08-13 00:00:00,PRQ/BTC,6.62e-06,6.64e-06,6.41e-06,6.55e-06,1.2603458678526929,192419.21646606
1660262400000,2022-08-12 00:00:00,PRQ/BTC,6.64e-06,6.83e-06,6.49e-06,6.65e-06,1.290259983214762,194024.05762628
1660176000000,2022-08-11 00:00:00,PRQ/BTC,6.45e-06,7.09e-06,6.4e-06,6.58e-06,1.2615385638106469,191723.18598946
1660089600000,2022-08-10 00:00:00,PRQ/BTC,6.56e-06,6.61e-06,6.17e-06,6.49e-06,1.009846383425177,155600.36724579
1660003200000,2022-08-09 00:00:00,PRQ/BTC,6.37e-06,6.42e-06,6.36e-06,6.39e-06,0.08567073,13407.0
1659916800000,2022-08-08 00:00:00,PRQ/BTC,6.65e-06,6.83e-06,6.14e-06,6.31e-06,1.2607915021643408,199808.47894839
1659830400000,2022-08-07 00:00:00,PRQ/BTC,6.79e-06,6.99e-06,6.5e-06,6.78e-06,1.356683388411102,200100.7947509
1659744000000,2022-08-06 00:00:00,PRQ/BTC,6.84e-06,6.92e-06,6.68e-06,6.82e-06,1.3184783208468387,193325.26698634
1659657600000,2022-08-05 00:00:00,PRQ/BTC,7.06e-06,7.12e-06,6.77e-06,6.82e-06,1.2755483780741041,187030.55396981
1659571200000,2022-08-04 00:00:00,PRQ/BTC,6.82e-06,7.2e-06,6.67e-06,7.08e-06,1.4433704275299095,203865.87959462
1659484800000,2022-08-03 00:00:00,PRQ/BTC,6.78e-06,7.25e-06,6.64e-06,6.71e-06,1.268290167907234,189014.92815309
1659398400000,2022-08-02 00:00:00,PRQ/BTC,7.31e-06,7.63e-06,6.65e-06,6.81e-06,1.3581862999856842,199439.98531361
1659312000000,2022-08-01 00:00:00,PRQ/BTC,7.08e-06,7.53e-06,6.69e-06,7.49e-06,1.5485450096374267,206748.33239485
1659225600000,2022-07-31 00:00:00,PRQ/BTC,7.06e-06,7.16e-06,6.93e-06,7.07e-06,1.437631555499232,203342.51138603
1659139200000,2022-07-30 00:00:00,PRQ/BTC,6.97e-06,7.22e-06,6.77e-06,7.04e-06,1.4686665655411903,208617.40987801
1659052800000,2022-07-29 00:00:00,PRQ/BTC,7.46e-06,8.02e-06,6.9e-06,6.97e-06,1.308956569903929,187798.64704504
1658966400000,2022-07-28 00:00:00,PRQ/BTC,8.07e-06,8.94e-06,7.43e-06,7.46e-06,1.3518846101666548,181217.77616175
1658880000000,2022-07-27 00:00:00,PRQ/BTC,8.71e-06,9e-06,7.97e-06,8.02e-06,1.5859509603899193,197749.49630797
1658793600000,2022-07-26 00:00:00,PRQ/BTC,7.25e-06,9.16e-06,7.17e-06,8.96e-06,1.7606180691628035,196497.55236192
1658707200000,2022-07-25 00:00:00,PRQ/BTC,7.93e-06,8.8e-06,6.9e-06,7.23e-06,1.4792442521168256,204598.09849472
1658620800000,2022-07-24 00:00:00,PRQ/BTC,7.94e-06,1.486e-05,7.5e-06,7.94e-06,1.6533334116056606,208228.38937099
1658534400000,2022-07-23 00:00:00,PRQ/BTC,9.06e-06,9.18e-06,7.8e-06,7.98e-06,1.539167877011268,192878.1800766
1658448000000,2022-07-22 00:00:00,PRQ/BTC,8.93e-06,9.2e-06,8.3e-06,8.95e-06,1.6682130123906445,186392.51535091
1658361600000,2022-07-21 00:00:00,PRQ/BTC,9.16e-06,9.71e-06,8.54e-06,8.91e-06,1.728827186403903,194032.23191963
1658275200000,2022-07-20 00:00:00,PRQ/BTC,8.85e-06,1e-05,8.7e-06,9.3e-06,1.837861940994168,197619.56354776
1658188800000,2022-07-19 00:00:00,PRQ/BTC,9.93e-06,1.023e-05,8.47e-06,8.94e-06,1.6666203959589807,186422.86308266
1658102400000,2022-07-18 00:00:00,PRQ/BTC,1.066e-05,1.097e-05,9.44e-06,9.77e-06,1.8390896906427303,188238.45349465
1658016000000,2022-07-17 00:00:00,PRQ/BTC,1.003e-05,1.121e-05,1.002e-05,1.053e-05,2.0726902835616277,196836.68409892
1657929600000,2022-07-16 00:00:00,PRQ/BTC,1.171e-05,1.267e-05,9.1e-06,1.007e-05,1.9687768661974294,195509.12276042
1657843200000,2022-07-15 00:00:00,PRQ/BTC,1.106e-05,1.177e-05,9.54e-06,1.161e-05,2.20225989789122,189686.46837995
1657756800000,2022-07-14 00:00:00,PRQ/BTC,1.052e-05,1.44e-05,8.9e-06,1.054e-05,1.9959835682680007,189372.25505389
1657670400000,2022-07-13 00:00:00,PRQ/BTC,7.31e-06,1.51e-05,6.88e-06,1.034e-05,2.285039121630793,220990.24387145
1657584000000,2022-07-12 00:00:00,PRQ/BTC,7.75e-06,7.89e-06,6.89e-06,7.14e-06,1.3844287734260299,193897.58731457
1657497600000,2022-07-11 00:00:00,PRQ/BTC,7.22e-06,8.36e-06,7.2e-06,7.63e-06,1.5934697119475993,208842.68832865
1657411200000,2022-07-10 00:00:00,PRQ/BTC,8.05e-06,8.33e-06,7.1e-06,7.23e-06,1.3678535568308572,189191.36332377
1657324800000,2022-07-09 00:00:00,PRQ/BTC,8.02e-06,8.63e-06,7.16e-06,8.01e-06,1.4117580771401672,176249.44783273
1657238400000,2022-07-08 00:00:00,PRQ/BTC,1.09e-05,1.299e-05,5.3e-06,8.33e-06,1.6294100182012092,195607.44516221
1657152000000,2022-07-07 00:00:00,PRQ/BTC,5.49e-06,1.134e-05,5.39e-06,1.13e-05,2.214682595854267,195989.61025259
1657065600000,2022-07-06 00:00:00,PRQ/BTC,5.67e-06,5.86e-06,5.37e-06,5.52e-06,1.001765342464296,181479.2287073
1656979200000,2022-07-05 00:00:00,PRQ/BTC,5.35e-06,5.94e-06,5.31e-06,5.76e-06,1.1633698015551936,201973.92388111
