https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DEGO,Volume USDT
1663459200,2022-09-18 00:00:00,DEGO/USDT,1.7633,1.7633,1.746,1.7485,4640.6703,8116.43084278
1663372800,2022-09-17 00:00:00,DEGO/USDT,1.6393,1.7898,1.6393,1.7633,116052.0068,199917.03544281
1663286400,2022-09-16 00:00:00,DEGO/USDT,1.7065,1.749,1.6305,1.6392,123098.199,207402.50424298
1663200000,2022-09-15 00:00:00,DEGO/USDT,1.793,1.8001,1.6936,1.7067,109240.2176,190128.62641639
1663113600,2022-09-14 00:00:00,DEGO/USDT,1.7464,1.8421,1.72,1.7929,119707.4839,210503.03450742
1663027200,2022-09-13 00:00:00,DEGO/USDT,1.8467,1.878,1.7321,1.7465,106699.5386,191713.55312879
1662940800,2022-09-12 00:00:00,DEGO/USDT,1.8917,1.8999,1.8262,1.8467,103668.9606,193901.9336598
1662854400,2022-09-11 00:00:00,DEGO/USDT,1.8792,1.923,1.8331,1.8915,110541.6091,208044.07096642
1662768000,2022-09-10 00:00:00,DEGO/USDT,1.913,1.9133,1.8367,1.879,104189.2217,194171.38692885
1662681600,2022-09-09 00:00:00,DEGO/USDT,1.8268,1.9134,1.8191,1.9132,107868.775,200803.4715795
1662595200,2022-09-08 00:00:00,DEGO/USDT,1.79,1.8391,1.7663,1.8268,106684.0766,192045.21574522
1662508800,2022-09-07 00:00:00,DEGO/USDT,1.7408,1.8112,1.707,1.7899,117044.7534,204522.55275217
1662422400,2022-09-06 00:00:00,DEGO/USDT,1.8409,1.8805,1.7343,1.7403,109238.6805,199456.53248013
1662336000,2022-09-05 00:00:00,DEGO/USDT,1.8551,1.8786,1.8112,1.8381,115866.6572,213363.15687457
1662249600,2022-09-04 00:00:00,DEGO/USDT,1.7876,1.8714,1.761,1.8551,114439.7761,208197.91648353
1662163200,2022-09-03 00:00:00,DEGO/USDT,1.8297,1.8465,1.775,1.7875,106942.4626,193487.90893024
1662076800,2022-09-02 00:00:00,DEGO/USDT,1.8101,1.8886,1.7783,1.8293,109575.4055,201153.20197379
1661990400,2022-09-01 00:00:00,DEGO/USDT,1.8154,1.8332,1.7332,1.8099,77677.402,139962.72341938
1661904000,2022-08-31 00:00:00,DEGO/USDT,1.8179,1.8747,1.7884,1.8031,6718.4166,12265.04370525
1661817600,2022-08-30 00:00:00,DEGO/USDT,1.8588,1.9322,1.75,1.8031,10978.1083,20139.82335187
1661731200,2022-08-29 00:00:00,DEGO/USDT,1.79,1.8911,1.7315,1.8554,97774.5025,176329.725875
1661644800,2022-08-28 00:00:00,DEGO/USDT,1.803,2.044,1.7882,1.7978,114853.091,212262.5528099
1661558400,2022-08-27 00:00:00,DEGO/USDT,1.8936,1.899,1.775,1.8031,114629.1383,210046.24704451
1661472000,2022-08-26 00:00:00,DEGO/USDT,1.9882,2.0018,1.89,1.9035,120452.1636,233104.7639904
1661385600,2022-08-25 00:00:00,DEGO/USDT,2.0937,2.1106,1.9831,1.9883,109873.9589,223167.32088027
1661299200,2022-08-24 00:00:00,DEGO/USDT,1.9725,2.16,1.9268,2.0891,119444.6115,242646.26957433
1661212800,2022-08-23 00:00:00,DEGO/USDT,1.9293,1.9787,1.8839,1.9724,152371.4422,295684.87362085
1661126400,2022-08-22 00:00:00,DEGO/USDT,2.0033,2.0131,1.8609,1.9294,110916.2067,213076.59958489
1661040000,2022-08-21 00:00:00,DEGO/USDT,1.986,2.0237,1.9083,2.0035,103856.5238,205199.69040399
