https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MKR,Volume EUR
1663545600,2022-09-19 00:00:00,MKR/EUR,635.14,635.14,635.14,635.14,0.00000000,0.0
1663542000,2022-09-18 23:00:00,MKR/EUR,636.78,636.78,635.14,635.14,0.47184410,299.687061674
1663538400,2022-09-18 22:00:00,MKR/EUR,621.05,621.05,621.05,621.05,0.00000000,0.0
1663534800,2022-09-18 21:00:00,MKR/EUR,641.15,641.15,610.00,621.05,1.74314659,1082.5811897195
1663531200,2022-09-18 20:00:00,MKR/EUR,646.38,646.38,646.38,646.38,0.00000000,0.0
1663527600,2022-09-18 19:00:00,MKR/EUR,646.38,646.38,646.38,646.38,0.51460762,332.6320734156
1663524000,2022-09-18 18:00:00,MKR/EUR,650.78,650.78,650.78,650.78,0.20323771,132.2630369138
1663520400,2022-09-18 17:00:00,MKR/EUR,650.00,654.95,650.00,652.17,0.69450319,452.9341454223
1663516800,2022-09-18 16:00:00,MKR/EUR,669.61,669.61,669.61,669.61,0.00000000,0.0
1663513200,2022-09-18 15:00:00,MKR/EUR,669.61,669.61,669.61,669.61,0.00000000,0.0
1663509600,2022-09-18 14:00:00,MKR/EUR,669.61,669.61,669.61,669.61,0.00000000,0.0
1663506000,2022-09-18 13:00:00,MKR/EUR,669.61,669.61,669.61,669.61,0.00000000,0.0
1663502400,2022-09-18 12:00:00,MKR/EUR,668.69,669.61,666.84,669.61,0.57856881,387.41546086410006
1663498800,2022-09-18 11:00:00,MKR/EUR,667.93,667.93,667.93,667.93,0.00000000,0.0
1663495200,2022-09-18 10:00:00,MKR/EUR,667.93,667.93,667.93,667.93,0.00000000,0.0
1663491600,2022-09-18 09:00:00,MKR/EUR,671.94,671.94,667.93,667.93,0.57328122,382.9117252746
1663488000,2022-09-18 08:00:00,MKR/EUR,681.47,681.47,681.47,681.47,0.00000000,0.0
1663484400,2022-09-18 07:00:00,MKR/EUR,681.47,681.47,681.47,681.47,0.00000000,0.0
1663480800,2022-09-18 06:00:00,MKR/EUR,681.47,681.47,681.47,681.47,0.00000000,0.0
1663477200,2022-09-18 05:00:00,MKR/EUR,681.47,681.47,681.47,681.47,0.00000000,0.0
1663473600,2022-09-18 04:00:00,MKR/EUR,681.47,681.47,681.47,681.47,0.00000000,0.0
1663470000,2022-09-18 03:00:00,MKR/EUR,681.47,681.47,681.47,681.47,0.00000000,0.0
1663466400,2022-09-18 02:00:00,MKR/EUR,681.47,681.47,681.47,681.47,0.00000000,0.0
1663462800,2022-09-18 01:00:00,MKR/EUR,681.47,681.47,681.47,681.47,0.00000000,0.0
1663459200,2022-09-18 00:00:00,MKR/EUR,681.47,681.47,681.47,681.47,0.00000000,0.0
1663455600,2022-09-17 23:00:00,MKR/EUR,681.47,681.47,681.47,681.47,0.00000000,0.0
1663452000,2022-09-17 22:00:00,MKR/EUR,681.47,681.47,681.47,681.47,0.00000000,0.0
1663448400,2022-09-17 21:00:00,MKR/EUR,681.47,681.47,681.47,681.47,0.92000000,626.9524
1663444800,2022-09-17 20:00:00,MKR/EUR,686.00,686.02,686.00,686.02,1.01632104,697.2165598608
1663441200,2022-09-17 19:00:00,MKR/EUR,683.71,683.71,681.73,681.73,1.20385109,820.7014035857
1663437600,2022-09-17 18:00:00,MKR/EUR,681.81,681.81,681.81,681.81,0.58821081,401.04801236609995
1663434000,2022-09-17 17:00:00,MKR/EUR,686.15,686.15,686.15,686.15,0.16000000,109.78399999999999
1663430400,2022-09-17 16:00:00,MKR/EUR,682.91,683.42,681.48,681.48,1.01419096,691.1508554208001
1663426800,2022-09-17 15:00:00,MKR/EUR,676.23,676.46,676.23,676.46,0.15262436,103.2442745656
1663423200,2022-09-17 14:00:00,MKR/EUR,668.53,668.53,668.53,668.53,0.00000000,0.0
1663419600,2022-09-17 13:00:00,MKR/EUR,668.53,668.53,668.53,668.53,0.00000000,0.0
1663416000,2022-09-17 12:00:00,MKR/EUR,665.57,668.53,665.57,668.53,0.22095779,147.7169113487
1663412400,2022-09-17 11:00:00,MKR/EUR,665.54,665.54,665.54,665.54,0.00000000,0.0
1663408800,2022-09-17 10:00:00,MKR/EUR,665.54,665.54,665.54,665.54,6.44721711,4290.8808753894
1663405200,2022-09-17 09:00:00,MKR/EUR,670.05,670.05,670.05,670.05,0.00000000,0.0
1663401600,2022-09-17 08:00:00,MKR/EUR,672.32,672.32,670.05,670.05,1.70367652,1141.5484522259999
1663398000,2022-09-17 07:00:00,MKR/EUR,673.07,673.07,673.07,673.07,0.00000000,0.0
1663394400,2022-09-17 06:00:00,MKR/EUR,673.07,673.07,673.07,673.07,0.00000000,0.0
1663390800,2022-09-17 05:00:00,MKR/EUR,673.07,673.07,673.07,673.07,0.00000000,0.0
1663387200,2022-09-17 04:00:00,MKR/EUR,673.07,673.07,673.07,673.07,0.00000000,0.0
1663383600,2022-09-17 03:00:00,MKR/EUR,673.07,673.07,673.07,673.07,0.00000000,0.0
1663380000,2022-09-17 02:00:00,MKR/EUR,673.07,673.07,673.07,673.07,0.00000000,0.0
1663376400,2022-09-17 01:00:00,MKR/EUR,673.07,673.07,673.07,673.07,0.62299158,419.31694275060005
1663372800,2022-09-17 00:00:00,MKR/EUR,654.56,654.56,654.56,654.56,0.00000000,0.0
1663369200,2022-09-16 23:00:00,MKR/EUR,654.56,654.56,654.56,654.56,0.00000000,0.0
1663365600,2022-09-16 22:00:00,MKR/EUR,654.56,654.56,654.56,654.56,0.00000000,0.0
1663362000,2022-09-16 21:00:00,MKR/EUR,654.56,654.56,654.56,654.56,0.00000000,0.0
1663358400,2022-09-16 20:00:00,MKR/EUR,654.56,654.56,654.56,654.56,0.00000000,0.0
1663354800,2022-09-16 19:00:00,MKR/EUR,654.56,654.56,654.56,654.56,0.00000000,0.0
1663351200,2022-09-16 18:00:00,MKR/EUR,654.56,654.56,654.56,654.56,0.00000000,0.0
1663347600,2022-09-16 17:00:00,MKR/EUR,654.56,654.56,654.56,654.56,0.28820916,188.6501877696
1663344000,2022-09-16 16:00:00,MKR/EUR,663.96,663.96,654.87,654.87,1.46476176,959.2285337712
1663340400,2022-09-16 15:00:00,MKR/EUR,665.02,665.02,665.02,665.02,0.00000000,0.0
1663336800,2022-09-16 14:00:00,MKR/EUR,664.73,665.02,664.73,665.02,0.39514434,262.7788889868
1663333200,2022-09-16 13:00:00,MKR/EUR,672.79,672.79,672.79,672.79,0.00000000,0.0
1663329600,2022-09-16 12:00:00,MKR/EUR,672.79,672.79,672.79,672.79,0.00000000,0.0
1663326000,2022-09-16 11:00:00,MKR/EUR,670.22,672.95,670.22,672.79,1.91662857,1289.4885356103
1663322400,2022-09-16 10:00:00,MKR/EUR,667.09,669.24,667.09,668.91,11.04906301,7390.8287380191
1663318800,2022-09-16 09:00:00,MKR/EUR,661.77,665.73,661.16,665.73,1.50590232,1002.5243514936
1663315200,2022-09-16 08:00:00,MKR/EUR,668.39,668.40,668.39,668.40,0.37245028,248.945767152
1663311600,2022-09-16 07:00:00,MKR/EUR,669.48,669.48,665.90,666.75,0.35684169,237.92419680749998
1663308000,2022-09-16 06:00:00,MKR/EUR,665.70,665.70,665.70,665.70,0.00000000,0.0
1663304400,2022-09-16 05:00:00,MKR/EUR,665.80,665.80,665.70,665.70,0.38145805,253.93662388500002
1663300800,2022-09-16 04:00:00,MKR/EUR,655.00,655.00,655.00,655.00,0.00000000,0.0
1663297200,2022-09-16 03:00:00,MKR/EUR,655.00,655.00,655.00,655.00,0.00000000,0.0
1663293600,2022-09-16 02:00:00,MKR/EUR,655.00,655.00,655.00,655.00,0.00000000,0.0
1663290000,2022-09-16 01:00:00,MKR/EUR,655.00,655.00,655.00,655.00,0.00000000,0.0
1663286400,2022-09-16 00:00:00,MKR/EUR,655.00,655.00,655.00,655.00,1.00000000,655.0
1663282800,2022-09-15 23:00:00,MKR/EUR,663.79,663.79,663.79,663.79,0.00000000,0.0
1663279200,2022-09-15 22:00:00,MKR/EUR,668.64,668.75,663.68,663.79,0.45655437,303.05622526229996
1663275600,2022-09-15 21:00:00,MKR/EUR,668.48,668.48,668.48,668.48,0.16000000,106.9568
1663272000,2022-09-15 20:00:00,MKR/EUR,669.10,669.25,665.95,668.67,2.26350979,1513.5410912793
1663268400,2022-09-15 19:00:00,MKR/EUR,665.17,668.79,665.17,668.79,7.03356179,4703.9757895341
1663264800,2022-09-15 18:00:00,MKR/EUR,664.33,664.33,664.33,664.33,0.07451767,49.5043237111
1663261200,2022-09-15 17:00:00,MKR/EUR,665.37,667.05,664.75,667.05,1.05841496,706.0156990679999
1663257600,2022-09-15 16:00:00,MKR/EUR,664.49,664.49,664.49,664.49,0.25000000,166.1225
1663254000,2022-09-15 15:00:00,MKR/EUR,670.00,674.63,666.00,666.00,0.44274603,294.86885598000003
1663250400,2022-09-15 14:00:00,MKR/EUR,696.23,696.27,681.35,681.35,0.50149598,341.694285973
1663246800,2022-09-15 13:00:00,MKR/EUR,693.17,693.17,692.46,692.83,0.89415814,619.4995841362
1663243200,2022-09-15 12:00:00,MKR/EUR,697.31,697.31,697.31,697.31,0.00000000,0.0
1663239600,2022-09-15 11:00:00,MKR/EUR,697.31,697.31,697.31,697.31,0.00000000,0.0
1663236000,2022-09-15 10:00:00,MKR/EUR,697.34,697.34,697.31,697.31,0.13130250,91.55854627499998
1663232400,2022-09-15 09:00:00,MKR/EUR,698.55,698.55,698.55,698.55,0.00000000,0.0
1663228800,2022-09-15 08:00:00,MKR/EUR,698.55,698.55,698.55,698.55,0.21287432,148.703356236
1663225200,2022-09-15 07:00:00,MKR/EUR,714.77,714.77,714.77,714.77,0.01538956,10.999995801199999
1663221600,2022-09-15 06:00:00,MKR/EUR,691.75,691.75,691.75,691.75,0.00000000,0.0
1663218000,2022-09-15 05:00:00,MKR/EUR,691.75,691.75,691.75,691.75,0.03880029,26.840100607500002
1663214400,2022-09-15 04:00:00,MKR/EUR,689.71,690.26,685.00,685.00,5.53600000,3792.16
1663210800,2022-09-15 03:00:00,MKR/EUR,690.20,690.46,690.20,690.46,0.68996997,476.39666548620005
1663207200,2022-09-15 02:00:00,MKR/EUR,699.74,699.74,699.74,699.74,0.00000000,0.0
1663203600,2022-09-15 01:00:00,MKR/EUR,699.74,699.74,699.74,699.74,0.00000000,0.0
1663200000,2022-09-15 00:00:00,MKR/EUR,701.34,701.34,699.74,699.74,0.06900428,48.285054887200005
1663196400,2022-09-14 23:00:00,MKR/EUR,706.65,706.65,706.65,706.65,0.14177699,100.1867099835
1663192800,2022-09-14 22:00:00,MKR/EUR,701.12,707.83,701.12,707.83,0.68192346,482.68588269180003
1663189200,2022-09-14 21:00:00,MKR/EUR,688.42,688.42,688.42,688.42,0.00000000,0.0
1663185600,2022-09-14 20:00:00,MKR/EUR,688.42,688.42,688.42,688.42,0.00000000,0.0
1663182000,2022-09-14 19:00:00,MKR/EUR,688.42,688.42,688.42,688.42,0.00000000,0.0
1663178400,2022-09-14 18:00:00,MKR/EUR,689.38,689.38,688.42,688.42,0.23375415,160.92103194299997
1663174800,2022-09-14 17:00:00,MKR/EUR,695.95,695.95,695.95,695.95,0.00000000,0.0
1663171200,2022-09-14 16:00:00,MKR/EUR,696.67,696.67,695.95,695.95,5.00000000,3479.75
1663167600,2022-09-14 15:00:00,MKR/EUR,699.93,699.93,699.32,699.32,1.68603214,1179.0759961448
1663164000,2022-09-14 14:00:00,MKR/EUR,699.88,699.88,699.88,699.88,0.23421370,163.921484356
1663160400,2022-09-14 13:00:00,MKR/EUR,697.44,697.44,697.44,697.44,0.00000000,0.0
1663156800,2022-09-14 12:00:00,MKR/EUR,697.44,697.44,697.44,697.44,0.00000000,0.0
1663153200,2022-09-14 11:00:00,MKR/EUR,697.33,697.44,697.33,697.44,0.28568805,199.25027359200004
