https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MKR,Volume EUR
1663149600,2022-09-14 10:00:00,MKR/EUR,698.33,698.33,698.33,698.33,0.00000000,0.0
1663146000,2022-09-14 09:00:00,MKR/EUR,699.34,699.34,698.33,698.33,0.91672650,640.177616745
1663142400,2022-09-14 08:00:00,MKR/EUR,694.01,694.01,694.01,694.01,0.01440901,9.9999970301
1663138800,2022-09-14 07:00:00,MKR/EUR,699.93,699.93,694.75,694.75,2.96480957,2059.8014487575
1663135200,2022-09-14 06:00:00,MKR/EUR,703.17,703.17,703.17,703.17,0.09007821,63.3402949257
1663131600,2022-09-14 05:00:00,MKR/EUR,704.51,704.51,704.51,704.51,0.03534428,24.9003987028
1663128000,2022-09-14 04:00:00,MKR/EUR,697.93,697.93,697.93,697.93,0.00000000,0.0
1663124400,2022-09-14 03:00:00,MKR/EUR,697.93,697.93,697.93,697.93,0.00000000,0.0
1663120800,2022-09-14 02:00:00,MKR/EUR,697.93,697.93,697.93,697.93,0.00000000,0.0
1663117200,2022-09-14 01:00:00,MKR/EUR,697.93,697.93,697.93,697.93,0.00000000,0.0
1663113600,2022-09-14 00:00:00,MKR/EUR,697.93,697.93,697.93,697.93,0.17689662,123.46145799659999
1663110000,2022-09-13 23:00:00,MKR/EUR,693.75,693.98,690.00,690.00,0.38543927,265.9530963
1663106400,2022-09-13 22:00:00,MKR/EUR,704.89,704.89,704.89,704.89,0.00000000,0.0
1663102800,2022-09-13 21:00:00,MKR/EUR,705.02,705.02,704.89,704.89,0.13236770,93.304668053
1663099200,2022-09-13 20:00:00,MKR/EUR,706.13,706.13,706.13,706.13,0.26250000,185.359125
1663095600,2022-09-13 19:00:00,MKR/EUR,698.71,701.53,698.71,701.53,0.30914246,216.8727099638
1663092000,2022-09-13 18:00:00,MKR/EUR,713.20,713.20,713.20,713.20,0.00000000,0.0
1663088400,2022-09-13 17:00:00,MKR/EUR,714.51,714.51,713.20,713.20,0.11548638,82.364886216
1663084800,2022-09-13 16:00:00,MKR/EUR,706.85,706.85,706.85,706.85,0.00000000,0.0
1663081200,2022-09-13 15:00:00,MKR/EUR,706.85,706.85,706.85,706.85,0.00000000,0.0
1663077600,2022-09-13 14:00:00,MKR/EUR,706.85,706.85,706.85,706.85,0.00000000,0.0
1663074000,2022-09-13 13:00:00,MKR/EUR,706.72,706.88,706.52,706.85,2.60239165,1839.5005378025
1663070400,2022-09-13 12:00:00,MKR/EUR,704.09,710.64,700.00,707.01,9.95341020,7037.160545502
1663066800,2022-09-13 11:00:00,MKR/EUR,726.19,726.40,724.38,724.38,0.34678342,251.2029737796
1663063200,2022-09-13 10:00:00,MKR/EUR,728.83,728.83,728.83,728.83,0.00000000,0.0
1663059600,2022-09-13 09:00:00,MKR/EUR,725.15,728.83,725.15,728.83,0.24525191,178.7469495653
1663056000,2022-09-13 08:00:00,MKR/EUR,729.49,729.49,729.24,729.24,0.30920812,225.48692942879998
1663052400,2022-09-13 07:00:00,MKR/EUR,720.83,720.83,720.83,720.83,0.00000000,0.0
1663048800,2022-09-13 06:00:00,MKR/EUR,720.56,721.12,720.56,720.83,0.86763398,625.4166018034
1663045200,2022-09-13 05:00:00,MKR/EUR,722.00,722.00,722.00,722.00,0.00000000,0.0
1663041600,2022-09-13 04:00:00,MKR/EUR,721.89,722.00,720.95,722.00,2.00870890,1450.2878257999998
1663038000,2022-09-13 03:00:00,MKR/EUR,719.80,719.80,719.80,719.80,0.00000000,0.0
1663034400,2022-09-13 02:00:00,MKR/EUR,719.80,719.80,719.80,719.80,0.00000000,0.0
1663030800,2022-09-13 01:00:00,MKR/EUR,719.80,719.80,719.80,719.80,0.00000000,0.0
1663027200,2022-09-13 00:00:00,MKR/EUR,719.80,719.80,719.80,719.80,0.06946374,50.000000052
1663023600,2022-09-12 23:00:00,MKR/EUR,724.42,724.44,724.42,724.44,0.30335505,219.76253242200002
1663020000,2022-09-12 22:00:00,MKR/EUR,730.37,730.37,727.84,727.84,1.74968819,1273.4930522096001
1663016400,2022-09-12 21:00:00,MKR/EUR,735.71,735.71,735.71,735.71,0.00000000,0.0
1663012800,2022-09-12 20:00:00,MKR/EUR,735.71,735.71,735.71,735.71,0.00000000,0.0
1663009200,2022-09-12 19:00:00,MKR/EUR,737.37,738.00,735.71,735.71,1.96171244,1443.2514592324
1663005600,2022-09-12 18:00:00,MKR/EUR,735.20,735.39,729.74,732.04,18.34926567,13432.3964410668
1663002000,2022-09-12 17:00:00,MKR/EUR,729.19,730.05,729.19,730.05,1.80879735,1320.5125053675
1662998400,2022-09-12 16:00:00,MKR/EUR,724.86,727.99,724.86,727.99,0.42242713,307.5227263687
1662994800,2022-09-12 15:00:00,MKR/EUR,741.99,741.99,736.99,736.99,1.21849588,898.0192786012001
1662991200,2022-09-12 14:00:00,MKR/EUR,749.43,749.43,749.43,749.43,0.00000000,0.0
1662987600,2022-09-12 13:00:00,MKR/EUR,749.43,749.43,749.43,749.43,0.09247817,69.30591494309999
1662984000,2022-09-12 12:00:00,MKR/EUR,749.44,749.44,749.44,749.44,0.00000000,0.0
1662980400,2022-09-12 11:00:00,MKR/EUR,750.67,751.62,749.44,749.44,2.29008872,1716.2840903168
1662976800,2022-09-12 10:00:00,MKR/EUR,746.02,746.02,746.02,746.02,0.92576346,690.6380564292
1662973200,2022-09-12 09:00:00,MKR/EUR,743.91,744.17,743.91,744.17,4.16247345,3097.5878672865
1662969600,2022-09-12 08:00:00,MKR/EUR,742.58,744.62,742.58,744.62,1.76506293,1314.3011589366001
1662966000,2022-09-12 07:00:00,MKR/EUR,740.44,740.44,740.44,740.44,0.13378379,99.05886946760002
1662962400,2022-09-12 06:00:00,MKR/EUR,740.83,742.71,740.83,742.71,0.30227286,224.5010758506
1662958800,2022-09-12 05:00:00,MKR/EUR,737.57,737.57,737.57,737.57,0.00000000,0.0
1662955200,2022-09-12 04:00:00,MKR/EUR,737.57,737.57,737.57,737.57,0.00000000,0.0
1662951600,2022-09-12 03:00:00,MKR/EUR,741.20,741.20,737.57,737.57,0.42277027,311.8226680439
1662948000,2022-09-12 02:00:00,MKR/EUR,745.07,745.07,745.07,745.07,0.03935848,29.3248226936
1662944400,2022-09-12 01:00:00,MKR/EUR,747.04,747.04,747.04,747.04,0.00000000,0.0
1662940800,2022-09-12 00:00:00,MKR/EUR,747.04,747.04,747.04,747.04,0.00000000,0.0
1662937200,2022-09-11 23:00:00,MKR/EUR,746.98,747.04,746.98,747.04,1.60241828,1197.0705518912
1662933600,2022-09-11 22:00:00,MKR/EUR,746.46,746.46,746.46,746.46,0.26708522,199.36843332120003
1662930000,2022-09-11 21:00:00,MKR/EUR,749.38,749.38,739.06,739.06,0.13585789,100.4071321834
1662926400,2022-09-11 20:00:00,MKR/EUR,755.92,755.92,755.92,755.92,0.00000000,0.0
1662922800,2022-09-11 19:00:00,MKR/EUR,757.74,757.92,753.92,755.92,2.02488462,1530.6507819504
1662919200,2022-09-11 18:00:00,MKR/EUR,760.21,760.45,757.56,757.77,3.30425676,2503.8666450252
1662915600,2022-09-11 17:00:00,MKR/EUR,766.00,766.38,763.13,763.13,0.68070966,519.4699628358
1662912000,2022-09-11 16:00:00,MKR/EUR,760.58,760.58,760.58,760.58,0.00000000,0.0
1662908400,2022-09-11 15:00:00,MKR/EUR,760.58,760.58,760.58,760.58,0.00000000,0.0
1662904800,2022-09-11 14:00:00,MKR/EUR,760.58,760.58,760.58,760.58,0.13161919,100.1069235302
1662901200,2022-09-11 13:00:00,MKR/EUR,765.46,765.46,765.46,765.46,0.45279480,346.596307608
1662897600,2022-09-11 12:00:00,MKR/EUR,766.43,766.43,766.43,766.43,0.69758309,534.6486076686999
1662894000,2022-09-11 11:00:00,MKR/EUR,765.48,765.60,765.48,765.60,3.22858014,2471.800955184
1662890400,2022-09-11 10:00:00,MKR/EUR,760.91,760.91,760.91,760.91,0.00000000,0.0
1662886800,2022-09-11 09:00:00,MKR/EUR,760.91,760.91,760.91,760.91,0.54614797,415.5694518527
1662883200,2022-09-11 08:00:00,MKR/EUR,764.19,765.93,764.06,765.93,3.00590566,2302.3133221637995
1662879600,2022-09-11 07:00:00,MKR/EUR,749.59,749.59,749.59,749.59,0.00000000,0.0
1662876000,2022-09-11 06:00:00,MKR/EUR,763.80,763.80,749.59,749.59,0.73593259,551.6477101381
1662872400,2022-09-11 05:00:00,MKR/EUR,764.48,764.48,764.48,764.48,0.26655171,203.77345126080002
1662868800,2022-09-11 04:00:00,MKR/EUR,765.09,765.09,765.09,765.09,0.00000000,0.0
1662865200,2022-09-11 03:00:00,MKR/EUR,765.09,765.09,765.09,765.09,0.00000000,0.0
1662861600,2022-09-11 02:00:00,MKR/EUR,765.09,765.09,765.09,765.09,0.49373249,377.7497907741
1662858000,2022-09-11 01:00:00,MKR/EUR,764.93,764.93,764.93,764.93,0.00000000,0.0
1662854400,2022-09-11 00:00:00,MKR/EUR,764.93,764.93,764.93,764.93,0.43299519,331.2110106867
1662850800,2022-09-10 23:00:00,MKR/EUR,764.81,764.81,764.81,764.81,0.00000000,0.0
1662847200,2022-09-10 22:00:00,MKR/EUR,759.03,764.81,759.03,764.81,1.34485551,1028.5589426031
1662843600,2022-09-10 21:00:00,MKR/EUR,754.21,754.21,754.21,754.21,0.12999585,98.0441700285
1662840000,2022-09-10 20:00:00,MKR/EUR,760.37,760.37,760.37,760.37,0.00000000,0.0
1662836400,2022-09-10 19:00:00,MKR/EUR,760.37,760.37,760.37,760.37,0.14330320,108.963454184
1662832800,2022-09-10 18:00:00,MKR/EUR,756.38,756.38,756.38,756.38,0.65122160,492.57099380799997
1662829200,2022-09-10 17:00:00,MKR/EUR,753.62,753.62,753.62,753.62,0.00000000,0.0
1662825600,2022-09-10 16:00:00,MKR/EUR,753.66,753.66,753.62,753.62,0.22160298,167.0044377876
1662822000,2022-09-10 15:00:00,MKR/EUR,751.79,751.79,751.79,751.79,0.00000000,0.0
1662818400,2022-09-10 14:00:00,MKR/EUR,751.79,751.79,751.79,751.79,0.15235577,114.5395443283
1662814800,2022-09-10 13:00:00,MKR/EUR,759.61,759.61,746.91,746.91,1.16391575,869.3403128324999
1662811200,2022-09-10 12:00:00,MKR/EUR,760.00,760.00,760.00,760.00,0.00000000,0.0
1662807600,2022-09-10 11:00:00,MKR/EUR,760.00,760.00,760.00,760.00,0.00000000,0.0
1662804000,2022-09-10 10:00:00,MKR/EUR,762.52,762.52,760.00,760.00,2.94882094,2241.1039144
1662800400,2022-09-10 09:00:00,MKR/EUR,762.52,762.52,762.52,762.52,0.00000000,0.0
1662796800,2022-09-10 08:00:00,MKR/EUR,762.52,762.52,762.52,762.52,0.59960027,457.20719788040003
1662793200,2022-09-10 07:00:00,MKR/EUR,770.68,770.68,770.68,770.68,0.00000000,0.0
1662789600,2022-09-10 06:00:00,MKR/EUR,770.68,770.68,770.68,770.68,0.00000000,0.0
1662786000,2022-09-10 05:00:00,MKR/EUR,767.09,770.68,767.09,770.68,3.18365963,2453.5828036484
1662782400,2022-09-10 04:00:00,MKR/EUR,771.11,771.27,771.11,771.27,0.77551309,598.1299809243
1662778800,2022-09-10 03:00:00,MKR/EUR,777.38,777.38,777.38,777.38,0.00000000,0.0
1662775200,2022-09-10 02:00:00,MKR/EUR,777.38,777.38,777.38,777.38,0.00000000,0.0
1662771600,2022-09-10 01:00:00,MKR/EUR,777.38,777.38,777.38,777.38,0.13640233,106.03644329539999
1662768000,2022-09-10 00:00:00,MKR/EUR,775.91,775.91,775.91,775.91,0.00000000,0.0
1662764400,2022-09-09 23:00:00,MKR/EUR,775.91,775.91,775.91,775.91,0.88109477,683.6502429907
1662760800,2022-09-09 22:00:00,MKR/EUR,768.48,768.48,768.48,768.48,0.00000000,0.0
1662757200,2022-09-09 21:00:00,MKR/EUR,768.48,768.48,768.48,768.48,0.01554065,11.942678712
1662753600,2022-09-09 20:00:00,MKR/EUR,761.11,762.59,760.00,760.00,1.24086186,943.0550136
1662750000,2022-09-09 19:00:00,MKR/EUR,756.34,759.74,756.34,759.74,0.29188989,221.7604250286
1662746400,2022-09-09 18:00:00,MKR/EUR,766.27,766.27,766.27,766.27,0.00000000,0.0
1662742800,2022-09-09 17:00:00,MKR/EUR,766.27,766.27,766.27,766.27,0.00000000,0.0
1662739200,2022-09-09 16:00:00,MKR/EUR,762.58,766.89,762.58,766.27,3.02586943,2318.6329681261
1662735600,2022-09-09 15:00:00,MKR/EUR,768.57,768.57,768.57,768.57,0.34793944,267.4158154008
1662732000,2022-09-09 14:00:00,MKR/EUR,771.89,771.89,769.07,769.07,2.15160783,1654.7370338181001
1662728400,2022-09-09 13:00:00,MKR/EUR,769.21,769.21,767.17,767.17,2.58595389,1983.8662457913
1662724800,2022-09-09 12:00:00,MKR/EUR,766.32,778.92,766.08,772.76,7.86144383,6075.0093340708
1662721200,2022-09-09 11:00:00,MKR/EUR,756.96,787.11,756.96,774.06,6.48810314,5022.1811165484
1662717600,2022-09-09 10:00:00,MKR/EUR,753.65,754.33,751.89,751.89,1.50828514,1134.0645139146
1662714000,2022-09-09 09:00:00,MKR/EUR,747.58,747.58,747.58,747.58,0.40052209,299.42230404220004
1662710400,2022-09-09 08:00:00,MKR/EUR,746.59,749.40,743.74,749.40,1.23829252,927.9764144879999
1662706800,2022-09-09 07:00:00,MKR/EUR,749.44,749.44,747.74,748.11,3.22000543,2408.9182622373
1662703200,2022-09-09 06:00:00,MKR/EUR,752.89,752.89,750.24,750.94,3.27536402,2459.6018571788004
1662699600,2022-09-09 05:00:00,MKR/EUR,750.47,750.47,750.32,750.32,1.35118258,1013.8193134256
1662696000,2022-09-09 04:00:00,MKR/EUR,747.42,750.46,747.42,750.46,1.48160360,1111.884237656
1662692400,2022-09-09 03:00:00,MKR/EUR,742.60,742.60,742.60,742.60,0.14822103,110.068936878
1662688800,2022-09-09 02:00:00,MKR/EUR,724.02,724.02,724.02,724.02,0.00000000,0.0
1662685200,2022-09-09 01:00:00,MKR/EUR,724.02,724.02,724.02,724.02,0.00000000,0.0
1662681600,2022-09-09 00:00:00,MKR/EUR,724.02,724.02,724.02,724.02,0.00000000,0.0
1662678000,2022-09-08 23:00:00,MKR/EUR,724.02,724.02,724.02,724.02,0.00000000,0.0
1662674400,2022-09-08 22:00:00,MKR/EUR,727.01,727.41,724.02,724.02,4.89401717,3543.3663114233996
1662670800,2022-09-08 21:00:00,MKR/EUR,727.28,727.28,726.56,726.59,1.57946986,1147.6270055774
1662667200,2022-09-08 20:00:00,MKR/EUR,731.09,731.55,730.87,731.54,5.91516865,4327.182474221
1662663600,2022-09-08 19:00:00,MKR/EUR,727.20,728.77,727.20,728.77,0.47191456,343.9171738912
1662660000,2022-09-08 18:00:00,MKR/EUR,729.05,729.05,729.05,729.05,0.00000000,0.0
1662656400,2022-09-08 17:00:00,MKR/EUR,722.92,729.05,722.92,729.05,6.60261442,4813.636042901
1662652800,2022-09-08 16:00:00,MKR/EUR,734.52,734.52,734.52,734.52,0.00000000,0.0
1662649200,2022-09-08 15:00:00,MKR/EUR,734.52,734.52,734.52,734.52,0.00000000,0.0
1662645600,2022-09-08 14:00:00,MKR/EUR,734.52,734.52,734.52,734.52,0.00000000,0.0
1662642000,2022-09-08 13:00:00,MKR/EUR,725.67,734.52,725.66,734.52,1.90130379,1396.5456598308
1662638400,2022-09-08 12:00:00,MKR/EUR,727.41,727.41,727.41,727.41,0.06629185,48.2213546085
1662634800,2022-09-08 11:00:00,MKR/EUR,735.44,735.44,735.44,735.44,0.00000000,0.0
1662631200,2022-09-08 10:00:00,MKR/EUR,735.39,735.44,735.39,735.44,3.02098780,2221.755267632
1662627600,2022-09-08 09:00:00,MKR/EUR,734.20,734.20,734.20,734.20,0.05488154,40.294026668
1662624000,2022-09-08 08:00:00,MKR/EUR,733.25,733.66,733.25,733.66,0.76648803,562.3416080897999
1662620400,2022-09-08 07:00:00,MKR/EUR,748.51,748.51,748.51,748.51,0.00000000,0.0
