https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNB,Volume USDT
1663545600000.0,2022-09-19 00:00:00,BNB/USDT,266.343,267.771,266.004,267.531,316.4233663014753,84653.05961
1663542000000.0,2022-09-18 23:00:00,BNB/USDT,266.437,267.541,265.809,266.343,223.5742814340906,59547.44484
1663538400000.0,2022-09-18 22:00:00,BNB/USDT,266.521,266.719,263.7,266.439,159.04747848475634,42376.45112
1663534800000.0,2022-09-18 21:00:00,BNB/USDT,271.333,271.423,262.597,266.521,2539.9463098592605,676949.03045
1663531200000.0,2022-09-18 20:00:00,BNB/USDT,272.887,273.002,270.843,271.333,91.47307257134221,24819.6632
1663527600000.0,2022-09-18 19:00:00,BNB/USDT,272.405,273.558,271.557,272.887,75.01766584703559,20471.34578
1663524000000.0,2022-09-18 18:00:00,BNB/USDT,272.676,273.817,271.342,272.392,330.07021186378455,89908.48515
1663520400000.0,2022-09-18 17:00:00,BNB/USDT,274.722,275.228,272.014,272.676,737.2661270152123,201034.77845
1663516800000.0,2022-09-18 16:00:00,BNB/USDT,275.356,275.875,272.403,274.735,1368.1500980581286,375878.71719
1663513200000.0,2022-09-18 15:00:00,BNB/USDT,277.014,277.343,274.626,275.356,349.46291001467193,96226.70905
1663509600000.0,2022-09-18 14:00:00,BNB/USDT,279.217,280.172,276.418,277.014,371.4080567769138,102885.23144
1663506000000.0,2022-09-18 13:00:00,BNB/USDT,277.325,279.686,276.558,279.217,308.26795066202993,86073.65238
1663502400000.0,2022-09-18 12:00:00,BNB/USDT,276.628,277.366,275.326,277.325,213.65921575768502,59253.04201
1663498800000.0,2022-09-18 11:00:00,BNB/USDT,276.554,277.024,276.344,276.628,122.59043383171625,33911.94653
1663495200000.0,2022-09-18 10:00:00,BNB/USDT,274.874,277.647,274.214,276.554,433.11777927638,119780.45433
1663491600000.0,2022-09-18 09:00:00,BNB/USDT,278.309,278.678,274.752,274.874,306.9900836019412,84383.59224
1663488000000.0,2022-09-18 08:00:00,BNB/USDT,278.155,278.495,277.989,278.308,21.707247006913207,6041.3005
1663484400000.0,2022-09-18 07:00:00,BNB/USDT,277.975,278.736,277.776,278.155,151.52894742140177,42148.53437
1663480800000.0,2022-09-18 06:00:00,BNB/USDT,278.16,278.296,277.726,277.975,68.5413253709866,19052.77492
1663477200000.0,2022-09-18 05:00:00,BNB/USDT,277.885,278.482,277.745,278.16,42.5367035878631,11832.00947
1663473600000.0,2022-09-18 04:00:00,BNB/USDT,277.439,278.537,277.203,277.885,561.1844466955755,155944.73997
1663470000000.0,2022-09-18 03:00:00,BNB/USDT,277.814,277.984,277.108,277.439,62.153370758977644,17243.76903
1663466400000.0,2022-09-18 02:00:00,BNB/USDT,276.895,277.883,276.77,277.814,12.419102888983277,3450.20065
1663462800000.0,2022-09-18 01:00:00,BNB/USDT,277.142,278.336,276.572,276.895,20.555107531735857,5691.6065
1663459200000.0,2022-09-18 00:00:00,BNB/USDT,279.07,279.187,276.932,277.142,236.34185774801367,65500.25514
1663455600000.0,2022-09-17 23:00:00,BNB/USDT,279.329,279.72,278.984,279.07,108.2158027734977,30199.78408
1663452000000.0,2022-09-17 22:00:00,BNB/USDT,278.083,279.488,277.786,279.329,38.59884147367441,10781.77579
1663448400000.0,2022-09-17 21:00:00,BNB/USDT,279.52,279.521,277.692,278.083,79.0924433712237,21994.26393
1663444800000.0,2022-09-17 20:00:00,BNB/USDT,278.718,279.553,278.718,279.52,75.49164657269606,21101.42505
1663441200000.0,2022-09-17 19:00:00,BNB/USDT,278.563,278.88,278.106,278.718,46.2867472499085,12900.94962
1663437600000.0,2022-09-17 18:00:00,BNB/USDT,278.832,278.963,278.113,278.563,63.19941402842446,17605.01837
1663434000000.0,2022-09-17 17:00:00,BNB/USDT,278.871,279.3,278.102,278.832,61.11331909536925,17040.34899
1663430400000.0,2022-09-17 16:00:00,BNB/USDT,277.627,279.842,277.425,278.871,271.14076945971436,75613.29752
1663426800000.0,2022-09-17 15:00:00,BNB/USDT,277.981,278.173,276.913,277.627,176.2817823914821,48940.5824
