https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BAL,Volume USDT
1663545600000.0,2022-09-19 00:00:00,BAL/USDT,5.475,5.4925,5.455,5.4625,0.0,0.0
1663459200000.0,2022-09-18 00:00:00,BAL/USDT,6.0025,6.045,5.2375,5.475,983.2226347031965,5383.143925
1663372800000.0,2022-09-17 00:00:00,BAL/USDT,5.9075,6.0125,5.845,6.0025,817.7830737192836,4908.7429
1663286400000.0,2022-09-16 00:00:00,BAL/USDT,6.0,6.0725,5.8,5.9075,756.9854337706306,4471.89145
1663200000000.0,2022-09-15 00:00:00,BAL/USDT,6.47,6.5725,5.965,6.0,4153.352779166667,24920.116675
1663113600000.0,2022-09-14 00:00:00,BAL/USDT,6.4825,6.59,6.2575,6.47,173.49046367851625,1122.4833
1663027200000.0,2022-09-13 00:00:00,BAL/USDT,7.1275,7.27,6.4075,6.4825,2886.587416120324,18712.302925
1662940800000.0,2022-09-12 00:00:00,BAL/USDT,7.5825,7.6975,6.995,7.1275,2654.7435671694143,18921.684775
1662854400000.0,2022-09-11 00:00:00,BAL/USDT,7.6575,8.0025,7.3875,7.5825,1429.503778437191,10839.2124
1662768000000.0,2022-09-10 00:00:00,BAL/USDT,7.565,7.85,7.46,7.6575,2320.27920992491,17767.53805
1662681600000.0,2022-09-09 00:00:00,BAL/USDT,7.3175,7.72,7.2575,7.565,2440.116844018506,18459.483925
1662595200000.0,2022-09-08 00:00:00,BAL/USDT,7.0875,7.8075,7.06,7.3175,3184.6511889306457,23303.685075
1662508800000.0,2022-09-07 00:00:00,BAL/USDT,6.7775,7.24,6.6075,7.0875,874.4529523809523,6197.6853
1662422400000.0,2022-09-06 00:00:00,BAL/USDT,7.375,7.6775,6.765,6.7775,3399.4513426779786,23039.781475
1662336000000.0,2022-09-05 00:00:00,BAL/USDT,7.1775,7.4775,6.9075,7.375,1979.1837050847457,14596.479825
1662249600000.0,2022-09-04 00:00:00,BAL/USDT,7.185,7.215,7.045,7.1775,232.5147927551376,1668.874925
1662163200000.0,2022-09-03 00:00:00,BAL/USDT,7.6625,7.71,7.135,7.185,297.24887961029924,2135.7332
1662076800000.0,2022-09-02 00:00:00,BAL/USDT,7.805,7.8525,7.4575,7.6625,400.7084502446982,3070.4285
1661990400000.0,2022-09-01 00:00:00,BAL/USDT,7.1025,7.98,6.995,7.805,12998.258190262653,101451.405175
1661904000000.0,2022-08-31 00:00:00,BAL/USDT,6.645,7.46,6.5925,7.1025,1999.3924428018304,14200.684825
1661817600000.0,2022-08-30 00:00:00,BAL/USDT,6.51,6.885,6.34,6.645,4087.0541534988715,27158.47485
1661731200000.0,2022-08-29 00:00:00,BAL/USDT,5.695,6.6125,5.635,6.51,744.1584447004609,4844.471475
1661644800000.0,2022-08-28 00:00:00,BAL/USDT,5.955,6.18,5.6925,5.695,740.9440079016681,4219.676125
1661558400000.0,2022-08-27 00:00:00,BAL/USDT,5.855,5.97,5.675,5.955,389.80005457598656,2321.259325
