https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume POLS,Volume BTC
1663459200,2022-09-18 00:00:00,POLS/BTC,0.00002491,0.00002493,0.0000249,0.0000249,40.5168,0.001009273643
1663372800,2022-09-17 00:00:00,POLS/BTC,0.00002499,0.00002551,0.00002474,0.00002501,5522.9229,0.138705919492
1663286400,2022-09-16 00:00:00,POLS/BTC,0.00002508,0.00002523,0.00002487,0.00002487,2109.0958,0.052909531302
1663200000,2022-09-15 00:00:00,POLS/BTC,0.00002546,0.00002559,0.00002485,0.00002507,12592.3646,0.314815279098
1663113600,2022-09-14 00:00:00,POLS/BTC,0.00002485,0.0000273,0.00002453,0.00002558,31036.0675,0.81044241344
1663027200,2022-09-13 00:00:00,POLS/BTC,0.00002355,0.0000252,0.00002341,0.00002482,7525.3117,0.185075099621
1662940800,2022-09-12 00:00:00,POLS/BTC,0.00002519,0.00002527,0.00002355,0.00002362,54047.3556,1.309902890804
1662854400,2022-09-11 00:00:00,POLS/BTC,0.0000263,0.00003014,0.0000252,0.0000252,25683.5327,0.720142033458
1662768000,2022-09-10 00:00:00,POLS/BTC,0.0000243,0.00002832,0.00002399,0.0000263,62249.0317,1.645839094889
1662681600,2022-09-09 00:00:00,POLS/BTC,0.00002612,0.00002634,0.00002415,0.00002423,2005.78,0.050175126267
1662595200,2022-09-08 00:00:00,POLS/BTC,0.00002576,0.00002707,0.00002561,0.00002608,9687.4287,0.253556210005
1662508800,2022-09-07 00:00:00,POLS/BTC,0.00002549,0.00002576,0.00002519,0.00002573,3559.4765,0.090387860575
1662422400,2022-09-06 00:00:00,POLS/BTC,0.00002541,0.00002593,0.0000252,0.00002544,8050.2562,0.205545427329
1662336000,2022-09-05 00:00:00,POLS/BTC,0.00002568,0.00002575,0.00002519,0.00002541,301.1807,0.007649040244
1662249600,2022-09-04 00:00:00,POLS/BTC,0.00002542,0.00002577,0.0000254,0.00002562,572.437,0.014637753305
1662163200,2022-09-03 00:00:00,POLS/BTC,0.00002548,0.00002559,0.00002512,0.00002555,708.3976,0.017935493139
1662076800,2022-09-02 00:00:00,POLS/BTC,0.00002553,0.00002584,0.00002526,0.00002533,1915.1633,0.048869939648
1661990400,2022-09-01 00:00:00,POLS/BTC,0.00002524,0.00002553,0.00002503,0.00002544,29180.7268,0.741787486764
1661904000,2022-08-31 00:00:00,POLS/BTC,0.00002507,0.00002949,0.0000248,0.0000252,39799.8906,1.118468985161
1661817600,2022-08-30 00:00:00,POLS/BTC,0.00002492,0.00002551,0.0000247,0.00002498,5078.8911,0.12691686157
1661731200,2022-08-29 00:00:00,POLS/BTC,0.00002425,0.000025,0.00002384,0.00002487,3200.1929,0.077549075115
1661644800,2022-08-28 00:00:00,POLS/BTC,0.00002425,0.00002453,0.00002407,0.00002425,2642.7814,0.064429655191
1661558400,2022-08-27 00:00:00,POLS/BTC,0.0000247,0.00002629,0.0000241,0.0000241,8426.2632,0.209077879159
1661472000,2022-08-26 00:00:00,POLS/BTC,0.00002432,0.00003026,0.00002417,0.00002455,71745.239,1.931640298351
1661385600,2022-08-25 00:00:00,POLS/BTC,0.00002431,0.00002462,0.00002422,0.0000243,1863.519,0.045492381801
1661299200,2022-08-24 00:00:00,POLS/BTC,0.00002425,0.00002457,0.00002402,0.00002433,1558.2014,0.03787921489
1661212800,2022-08-23 00:00:00,POLS/BTC,0.00002412,0.00002435,0.00002388,0.00002431,432.1375,0.010443772589
1661126400,2022-08-22 00:00:00,POLS/BTC,0.00002431,0.0000244,0.00002371,0.0000241,561.3786,0.01346130879
1661040000,2022-08-21 00:00:00,POLS/BTC,0.00002425,0.00002465,0.0000241,0.0000244,1097.0031,0.026737561989
1660953600,2022-08-20 00:00:00,POLS/BTC,0.0000248,0.00002532,0.00002399,0.00002424,1588.4888,0.039311763355
1660867200,2022-08-19 00:00:00,POLS/BTC,0.00002444,0.00002522,0.00002417,0.00002478,4929.7736,0.121606943692
1660780800,2022-08-18 00:00:00,POLS/BTC,0.00002557,0.00002557,0.00002437,0.00002448,1389.9542,0.034796670833
1660694400,2022-08-17 00:00:00,POLS/BTC,0.00002631,0.00002648,0.00002545,0.00002545,4706.602,0.122037080751
1660608000,2022-08-16 00:00:00,POLS/BTC,0.00002631,0.00002678,0.00002621,0.00002641,627.2672,0.016624358955
1660521600,2022-08-15 00:00:00,POLS/BTC,0.00002697,0.00002722,0.0000263,0.0000263,1361.2235,0.03638139293
1660435200,2022-08-14 00:00:00,POLS/BTC,0.00002807,0.00002808,0.00002683,0.00002694,2945.2775,0.080010833185
1660348800,2022-08-13 00:00:00,POLS/BTC,0.00002732,0.0000305,0.00002706,0.00002822,10102.7772,0.29116402782
1660262400,2022-08-12 00:00:00,POLS/BTC,0.00002725,0.0000277,0.00002718,0.00002726,1702.7943,0.04661523172
1660176000,2022-08-11 00:00:00,POLS/BTC,0.00002832,0.00002845,0.00002662,0.00002725,6039.278,0.165569402802
1660089600,2022-08-10 00:00:00,POLS/BTC,0.00002738,0.00002884,0.00002722,0.00002833,4545.4087,0.127700288319
1660003200,2022-08-09 00:00:00,POLS/BTC,0.00002755,0.0000277,0.0000269,0.00002731,2809.639,0.076705884383
1659916800,2022-08-08 00:00:00,POLS/BTC,0.00002815,0.00002873,0.000027,0.00002748,14647.43,0.405477578158
1659830400,2022-08-07 00:00:00,POLS/BTC,0.00002915,0.00002929,0.000028,0.0000282,6105.1928,0.175115458962
1659744000,2022-08-06 00:00:00,POLS/BTC,0.00002784,0.00002962,0.00002771,0.00002915,9526.2732,0.276600970007
1659657600,2022-08-05 00:00:00,POLS/BTC,0.00002757,0.00002808,0.00002742,0.00002786,2122.2344,0.058995980753
1659571200,2022-08-04 00:00:00,POLS/BTC,0.00002776,0.00002824,0.00002739,0.00002755,3129.0507,0.087435475099
1659484800,2022-08-03 00:00:00,POLS/BTC,0.00002757,0.00002815,0.00002693,0.00002768,4581.7876,0.126861562934
1659398400,2022-08-02 00:00:00,POLS/BTC,0.0000278,0.00002887,0.00002676,0.00002767,7441.9083,0.207904828902
1659312000,2022-08-01 00:00:00,POLS/BTC,0.00002641,0.00002895,0.00002624,0.00002765,7308.1742,0.202621863118
1659225600,2022-07-31 00:00:00,POLS/BTC,0.00002621,0.00002801,0.00002613,0.00002644,6541.7896,0.176846286105
1659139200,2022-07-30 00:00:00,POLS/BTC,0.00002677,0.00002709,0.000026,0.00002618,8438.2358,0.225048148749
1659052800,2022-07-29 00:00:00,POLS/BTC,0.00002562,0.00002844,0.00002557,0.00002693,8756.5516,0.236639413147
1658966400,2022-07-28 00:00:00,POLS/BTC,0.0000261,0.00002629,0.00002551,0.00002551,6495.759,0.168317511313
1658880000,2022-07-27 00:00:00,POLS/BTC,0.00002642,0.000031,0.0000258,0.00002609,18439.1514,0.506238362648
1658793600,2022-07-26 00:00:00,POLS/BTC,0.00002711,0.00002885,0.00002598,0.00002649,2904.9452,0.079434278164
1658707200,2022-07-25 00:00:00,POLS/BTC,0.00002536,0.00002897,0.00002504,0.00002712,18909.0589,0.516915033518
1658620800,2022-07-24 00:00:00,POLS/BTC,0.00002577,0.00002631,0.00002535,0.00002538,1156.3293,0.029694184875
1658534400,2022-07-23 00:00:00,POLS/BTC,0.00002639,0.00002735,0.00002564,0.00002571,5285.2338,0.139288104462
1658448000,2022-07-22 00:00:00,POLS/BTC,0.00002546,0.00002856,0.0000254,0.0000264,15044.4185,0.406427752759
1658361600,2022-07-21 00:00:00,POLS/BTC,0.00002471,0.00002582,0.00002457,0.0000254,2356.3717,0.059328537788
1658275200,2022-07-20 00:00:00,POLS/BTC,0.00002542,0.00002791,0.0000246,0.0000246,6702.4622,0.176081785872
1658188800,2022-07-19 00:00:00,POLS/BTC,0.0000268,0.00002723,0.00002543,0.00002543,11093.0393,0.290373480977
1658102400,2022-07-18 00:00:00,POLS/BTC,0.00002694,0.000028,0.00002619,0.00002678,7407.8566,0.201703535904
1658016000,2022-07-17 00:00:00,POLS/BTC,0.00002587,0.00002796,0.00002553,0.0000269,6927.571,0.185558880547
1657929600,2022-07-16 00:00:00,POLS/BTC,0.00002496,0.00002719,0.00002462,0.00002594,3310.1737,0.085686997175
1657843200,2022-07-15 00:00:00,POLS/BTC,0.00002522,0.00002631,0.00002486,0.00002492,12079.5186,0.308603145012
1657756800,2022-07-14 00:00:00,POLS/BTC,0.00002587,0.0000262,0.00002478,0.00002521,7492.0481,0.189876309786
1657670400,2022-07-13 00:00:00,POLS/BTC,0.00002442,0.00003129,0.00002375,0.00002598,103514.5718,2.929046793939
1657584000,2022-07-12 00:00:00,POLS/BTC,0.00002577,0.00002609,0.00002421,0.00002442,2229.4331,0.055544969251
1657497600,2022-07-11 00:00:00,POLS/BTC,0.00002494,0.00002619,0.00002478,0.00002591,4273.2789,0.109552422565
1657411200,2022-07-10 00:00:00,POLS/BTC,0.00002522,0.00002533,0.00002449,0.00002495,641.1797,0.015962998159
1657324800,2022-07-09 00:00:00,POLS/BTC,0.00002513,0.000027,0.00002504,0.0000252,21152.6408,0.554248161331
1657238400,2022-07-08 00:00:00,POLS/BTC,0.00002518,0.00002544,0.00002468,0.00002512,3829.4392,0.095802889204
1657152000,2022-07-07 00:00:00,POLS/BTC,0.00002563,0.00002695,0.00002501,0.00002506,1281.3464632,0.033152022539552
1657065600,2022-07-06 00:00:00,POLS/BTC,0.00002518,0.00002636,0.00002516,0.00002571,11056.5436,0.281644464118
1656979200,2022-07-05 00:00:00,POLS/BTC,0.00002531,0.00002778,0.00002508,0.00002526,17133.05283786,0.4528215972074772
1656892800,2022-07-04 00:00:00,POLS/BTC,0.00002543,0.00002564,0.00002496,0.00002522,1738.48755151,0.0441065902101561
1656806400,2022-07-03 00:00:00,POLS/BTC,0.0000252,0.0000297,0.00002501,0.00002539,46928.55351627,1.3145147592378188
1656720000,2022-07-02 00:00:00,POLS/BTC,0.00002515,0.00002531,0.00002481,0.00002515,7980.00033294,0.1994303391368648
1656633600,2022-07-01 00:00:00,POLS/BTC,0.00002403,0.00002538,0.00002373,0.00002512,13877.07234029,0.3462041541536817
1656547200,2022-06-30 00:00:00,POLS/BTC,0.00002517,0.00002535,0.00002404,0.00002404,4510.10194347,0.1111306220917924
1656460800,2022-06-29 00:00:00,POLS/BTC,0.00002498,0.0000315,0.00002466,0.00002508,84301.94652139,2.351075801317755
1656374400,2022-06-28 00:00:00,POLS/BTC,0.00002373,0.00002727,0.00002324,0.00002498,21344.9332391,0.55144788459871
1656288000,2022-06-27 00:00:00,POLS/BTC,0.00002356,0.00002422,0.00002351,0.00002361,5753.0059,0.137647869826
1656201600,2022-06-26 00:00:00,POLS/BTC,0.00002542,0.00002553,0.00002345,0.00002345,4578.86166354,0.1142200504405631
1656115200,2022-06-25 00:00:00,POLS/BTC,0.00002459,0.00003004,0.00002392,0.00002536,57474.5837,1.571932128735
1656028800,2022-06-24 00:00:00,POLS/BTC,0.00002295,0.00002584,0.00002276,0.0000246,13301.08845109,0.3186521566980177
1655942400,2022-06-23 00:00:00,POLS/BTC,0.00002301,0.00002323,0.00002259,0.00002291,1634.381,0.037553355187
1655856000,2022-06-22 00:00:00,POLS/BTC,0.0000231,0.00002321,0.00002253,0.0000231,2905.32411152,0.0665464844849968
1655769600,2022-06-21 00:00:00,POLS/BTC,0.00002327,0.00002371,0.00002267,0.00002309,6948.24530095,0.1617993535703616
1655683200,2022-06-20 00:00:00,POLS/BTC,0.00002276,0.00002359,0.00002254,0.00002334,3944.3168,0.09144542786
1655596800,2022-06-19 00:00:00,POLS/BTC,0.00002209,0.00003303,0.00002202,0.00002262,58283.83006014,1.6575321264815846
1655510400,2022-06-18 00:00:00,POLS/BTC,0.00002117,0.00002247,0.00002063,0.00002217,15855.41778349,0.3436725296637623
1655424000,2022-06-17 00:00:00,POLS/BTC,0.00002047,0.00002131,0.0000202,0.0000212,11074.50714902,0.2311254109198279
1655337600,2022-06-16 00:00:00,POLS/BTC,0.0000209,0.00002092,0.00001998,0.00002042,15677.80085663,0.3193584887649868
