https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ZEC,Volume BTC
1663473600000,2022-09-18 04:00:00,ZEC/BTC,0.0029133,0.002952,0.00268,0.0027031,2.95493,0.007987471283
1663387200000,2022-09-17 04:00:00,ZEC/BTC,0.0028703,0.002952,0.0028394,0.0029133,0.647359,0.0018859509747000001
1663300800000,2022-09-16 04:00:00,ZEC/BTC,0.0029494,0.0029494,0.0028595,0.0028703,0.658955,0.0018913985364999999
1663214400000,2022-09-15 04:00:00,ZEC/BTC,0.0029761,0.0030547,0.0029297,0.0029494,10.646615,0.031401126281
1663128000000,2022-09-14 04:00:00,ZEC/BTC,0.002979,0.003071,0.0029761,0.0029761,2.519073,0.007497013155300001
1663041600000,2022-09-13 04:00:00,ZEC/BTC,0.0028203,0.003006,0.00276,0.002979,1.49031,0.00443963349
1662955200000,2022-09-12 04:00:00,ZEC/BTC,0.002952,0.0029528,0.00276,0.0028203,3.244901,0.0091515942903
1662868800000,2022-09-11 04:00:00,ZEC/BTC,0.0030096,0.0030384,0.0029356,0.002952,9.415345,0.02779409844
1662782400000,2022-09-10 04:00:00,ZEC/BTC,0.0030648,0.0030848,0.003,0.0030096,7.742172,0.0233008408512
1662696000000,2022-09-09 04:00:00,ZEC/BTC,0.0031253,0.0031368,0.0030161,0.0030648,19.559762,0.0599467585776
1662609600000,2022-09-08 04:00:00,ZEC/BTC,0.0030737,0.003171,0.0030576,0.0031253,13.069959,0.0408475428627
1662523200000,2022-09-07 04:00:00,ZEC/BTC,0.003104,0.003104,0.0030648,0.0030737,0.934302,0.0028717640574
1662436800000,2022-09-06 04:00:00,ZEC/BTC,0.003253,0.0032726,0.0030781,0.003104,48.734313,0.151271307552
1662350400000,2022-09-05 04:00:00,ZEC/BTC,0.0031885,0.0032923,0.00316,0.003253,107.220959,0.348789779627
1662264000000,2022-09-04 04:00:00,ZEC/BTC,0.0031567,0.00324,0.003141,0.0031885,5.386761,0.0171756874485
1662177600000,2022-09-03 04:00:00,ZEC/BTC,0.003025,0.00318,0.003025,0.0031567,9.910026,0.0312829790742
1662091200000,2022-09-02 04:00:00,ZEC/BTC,0.00291,0.00304,0.00291,0.003025,9.580398,0.028980703950000002
1662004800000,2022-09-01 04:00:00,ZEC/BTC,0.00296,0.00296,0.0028875,0.00291,139.67997,0.40646871269999996
1661918400000,2022-08-31 04:00:00,ZEC/BTC,0.0030121,0.00303,0.00294,0.00296,2.954583,0.00874556568
1661832000000,2022-08-30 04:00:00,ZEC/BTC,0.00315,0.00315,0.00301,0.0030121,79.946003,0.24080535563630004
1661745600000,2022-08-29 04:00:00,ZEC/BTC,0.00312,0.00315,0.00309,0.00315,2.935902,0.0092480913
1661659200000,2022-08-28 04:00:00,ZEC/BTC,0.00306,0.00313,0.00305,0.00312,7.749044,0.024177017279999997
1661572800000,2022-08-27 04:00:00,ZEC/BTC,0.00302,0.00308,0.00302,0.00306,2.681463,0.00820527678
1661486400000,2022-08-26 04:00:00,ZEC/BTC,0.00311,0.00313,0.003,0.00302,14.603677,0.04410310454
1661400000000,2022-08-25 04:00:00,ZEC/BTC,0.00318,0.00321,0.0031,0.00311,6.760954,0.021026566939999998
1661313600000,2022-08-24 04:00:00,ZEC/BTC,0.00307,0.0032,0.00307,0.00318,3.816007,0.01213490226
1661227200000,2022-08-23 04:00:00,ZEC/BTC,0.00305,0.0031,0.003,0.00307,11.78535,0.0361810245
1661140800000,2022-08-22 04:00:00,ZEC/BTC,0.00299,0.00307,0.00289,0.00305,9.33494,0.028471567
1661054400000,2022-08-21 04:00:00,ZEC/BTC,0.003,0.00306,0.00297,0.00299,7.017579,0.02098256121
1660968000000,2022-08-20 04:00:00,ZEC/BTC,0.003,0.00303,0.00295,0.003,6.653914,0.019961742
1660881600000,2022-08-19 04:00:00,ZEC/BTC,0.003,0.00303,0.00294,0.003,16.635051,0.049905153
1660795200000,2022-08-18 04:00:00,ZEC/BTC,0.00322,0.00326,0.00295,0.003,20.776184,0.062328552
1660708800000,2022-08-17 04:00:00,ZEC/BTC,0.00321,0.00326,0.00308,0.00322,18.532399,0.05967432478000001
1660622400000,2022-08-16 04:00:00,ZEC/BTC,0.00306,0.00322,0.00304,0.00321,15.346279,0.04926155559
1660536000000,2022-08-15 04:00:00,ZEC/BTC,0.00302,0.0034,0.00299,0.00306,27.195302,0.08321762412
1660449600000,2022-08-14 04:00:00,ZEC/BTC,0.00312,0.00314,0.00301,0.00302,14.674806,0.04431791412
1660363200000,2022-08-13 04:00:00,ZEC/BTC,0.0032,0.0032,0.00309,0.00312,2.643608,0.00824805696
1660276800000,2022-08-12 04:00:00,ZEC/BTC,0.00329,0.00332,0.00316,0.0032,65.309749,0.2089911968
1660190400000,2022-08-11 04:00:00,ZEC/BTC,0.00322,0.00337,0.00322,0.00329,4.232216,0.01392399064
1660104000000,2022-08-10 04:00:00,ZEC/BTC,0.00332,0.00332,0.00316,0.00322,46.373777,0.14932356194
1660017600000,2022-08-09 04:00:00,ZEC/BTC,0.00338,0.0035,0.00318,0.00332,275.531636,0.91476503152
1659931200000,2022-08-08 04:00:00,ZEC/BTC,0.00304,0.00342,0.00289,0.00338,21.366657,0.07221930066
1659844800000,2022-08-07 04:00:00,ZEC/BTC,0.00296,0.00316,0.00293,0.00304,102.219822,0.31074825888
1659758400000,2022-08-06 04:00:00,ZEC/BTC,0.00298,0.00302,0.0029,0.00296,1.464975,0.004336326
1659672000000,2022-08-05 04:00:00,ZEC/BTC,0.00293,0.003,0.00289,0.00298,0.998161,0.00297451978
1659585600000,2022-08-04 04:00:00,ZEC/BTC,0.00271,0.003,0.00269,0.00293,2.604535,0.007631287549999999
1659499200000,2022-08-03 04:00:00,ZEC/BTC,0.00267,0.00278,0.00266,0.00271,2.374411,0.00643465381
1659412800000,2022-08-02 04:00:00,ZEC/BTC,0.00255,0.00271,0.00247,0.00267,11.144471,0.02975573757
1659326400000,2022-08-01 04:00:00,ZEC/BTC,0.00276,0.0028,0.00255,0.00255,30.099253,0.07675309515
1659240000000,2022-07-31 04:00:00,ZEC/BTC,0.00274,0.00293,0.00269,0.00276,21.033371,0.05805210396
1659153600000,2022-07-30 04:00:00,ZEC/BTC,0.00269,0.00284,0.00266,0.00274,3.079727,0.00843845198
1659067200000,2022-07-29 04:00:00,ZEC/BTC,0.00271,0.00278,0.00263,0.00269,12.522384,0.03368521296
1658980800000,2022-07-28 04:00:00,ZEC/BTC,0.00271,0.00276,0.00266,0.00271,4.873309,0.013206667390000001
1658894400000,2022-07-27 04:00:00,ZEC/BTC,0.00247,0.00278,0.00247,0.00271,29.937104,0.08112955184000001
1658808000000,2022-07-26 04:00:00,ZEC/BTC,0.00247,0.00263,0.00246,0.00247,0.218459,0.00053959373
1658721600000,2022-07-25 04:00:00,ZEC/BTC,0.00253,0.00263,0.00243,0.00247,0.349465,0.00086317855
1658635200000,2022-07-24 04:00:00,ZEC/BTC,0.00264,0.00269,0.00253,0.00253,1.70073,0.004302846900000001
1658548800000,2022-07-23 04:00:00,ZEC/BTC,0.00269,0.00274,0.0024,0.00264,6.039596,0.015944533440000002
1658462400000,2022-07-22 04:00:00,ZEC/BTC,0.00269,0.00274,0.0025,0.00269,6.556107,0.017635927830000002
1658376000000,2022-07-21 04:00:00,ZEC/BTC,0.00265,0.00271,0.00262,0.00269,22.843721,0.06144960949
1658289600000,2022-07-20 04:00:00,ZEC/BTC,0.00279,0.00287,0.00263,0.00265,5.47951,0.0145207015
1658203200000,2022-07-19 04:00:00,ZEC/BTC,0.00288,0.003,0.00276,0.00279,109.617406,0.30583256274
1658116800000,2022-07-18 04:00:00,ZEC/BTC,0.00293,0.003,0.00276,0.00288,634.263957,1.82668019616
1658030400000,2022-07-17 04:00:00,ZEC/BTC,0.003,0.00301,0.00282,0.00293,9.058071,0.02654014803
1657944000000,2022-07-16 04:00:00,ZEC/BTC,0.00279,0.003,0.00279,0.003,1.111404,0.0033342120000000005
1657857600000,2022-07-15 04:00:00,ZEC/BTC,0.00282,0.00287,0.00276,0.00279,0.58739,0.0016388180999999998
1657771200000,2022-07-14 04:00:00,ZEC/BTC,0.0027,0.00287,0.00263,0.00282,4.125243,0.011633185260000001
