https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KNC,Volume ETH
1663459200,2022-09-18 00:00:00,KNC/ETH,0.0013044,0.0013238,0.0013044,0.0013238,12.4166,0.01630751135
1663455600,2022-09-17 23:00:00,KNC/ETH,0.0012972,0.0012972,0.0012972,0.0012972,0.2282,0.00029602104
1663452000,2022-09-17 22:00:00,KNC/ETH,0.001294,0.001294,0.0012889,0.0012889,40.3409,0.05199799109
1663448400,2022-09-17 21:00:00,KNC/ETH,0.0013029,0.0013045,0.0012954,0.0012954,80.3651,0.10414126629
1663444800,2022-09-17 20:00:00,KNC/ETH,0.001299,0.0013005,0.0012988,0.0013004,140.522,0.18270284747
1663441200,2022-09-17 19:00:00,KNC/ETH,0.0013065,0.0013065,0.0013065,0.0013065,3.8624,0.0050462256
1663437600,2022-09-17 18:00:00,KNC/ETH,0.0013115,0.0013115,0.0013111,0.0013111,11.2539,0.01475530001
1663434000,2022-09-17 17:00:00,KNC/ETH,0.0013201,0.0013206,0.0013201,0.0013206,25.977,0.03429255555
1663430400,2022-09-17 16:00:00,KNC/ETH,0.0013432,0.0013432,0.0013233,0.0013233,79.3854,0.1056682258
1663426800,2022-09-17 15:00:00,KNC/ETH,0.001351,0.001351,0.0013433,0.0013491,45.663,0.06163652529
1663423200,2022-09-17 14:00:00,KNC/ETH,0.0013749,0.0013749,0.0013749,0.0013749,0,0
1663419600,2022-09-17 13:00:00,KNC/ETH,0.0013749,0.0013749,0.0013749,0.0013749,1.3009,0.00178860741
1663416000,2022-09-17 12:00:00,KNC/ETH,0.0013583,0.0013583,0.0013583,0.0013583,0,0
1663412400,2022-09-17 11:00:00,KNC/ETH,0.0013583,0.0013583,0.0013583,0.0013583,0,0
1663408800,2022-09-17 10:00:00,KNC/ETH,0.0013603,0.0013603,0.0013583,0.0013583,0.7733,0.00105037359
1663405200,2022-09-17 09:00:00,KNC/ETH,0.001367,0.001367,0.0013603,0.0013603,41.3729,0.05645777795
1663401600,2022-09-17 08:00:00,KNC/ETH,0.001372,0.0013948,0.001372,0.0013729,140.4654,0.19384329004
1663398000,2022-09-17 07:00:00,KNC/ETH,0.0013625,0.0013722,0.0013567,0.0013722,164.9125,0.22547858936
1663394400,2022-09-17 06:00:00,KNC/ETH,0.0013573,0.0013648,0.0013473,0.0013473,125.3271,0.17013355363
1663390800,2022-09-17 05:00:00,KNC/ETH,0.0013264,0.0013264,0.0013264,0.0013264,0,0
1663387200,2022-09-17 04:00:00,KNC/ETH,0.0013264,0.0013264,0.0013264,0.0013264,31.6414,0.04196915296
1663383600,2022-09-17 03:00:00,KNC/ETH,0.0013222,0.0013222,0.0013222,0.0013222,0,0
1663380000,2022-09-17 02:00:00,KNC/ETH,0.0013222,0.0013222,0.0013222,0.0013222,0,0
1663376400,2022-09-17 01:00:00,KNC/ETH,0.0013222,0.0013222,0.0013222,0.0013222,0,0
1663372800,2022-09-17 00:00:00,KNC/ETH,0.0013059,0.0013222,0.0013058,0.0013222,6.9733,0.00913844668
1663369200,2022-09-16 23:00:00,KNC/ETH,0.001339,0.001339,0.001339,0.001339,0,0
1663365600,2022-09-16 22:00:00,KNC/ETH,0.0013128,0.001339,0.0013128,0.001339,14.0831,0.01852082622
1663362000,2022-09-16 21:00:00,KNC/ETH,0.001355,0.001355,0.001355,0.001355,0,0
1663358400,2022-09-16 20:00:00,KNC/ETH,0.001355,0.001355,0.001355,0.001355,0,0
1663354800,2022-09-16 19:00:00,KNC/ETH,0.001355,0.001355,0.001355,0.001355,1.9874,0.002692927
1663351200,2022-09-16 18:00:00,KNC/ETH,0.0013356,0.0013356,0.0013356,0.0013356,9.2615,0.0123696594
1663347600,2022-09-16 17:00:00,KNC/ETH,0.0013486,0.0013486,0.0013486,0.0013486,5.0154,0.00676376844
1663344000,2022-09-16 16:00:00,KNC/ETH,0.0013424,0.0013424,0.0013424,0.0013424,0,0
1663340400,2022-09-16 15:00:00,KNC/ETH,0.0013424,0.0013424,0.0013424,0.0013424,0,0
1663336800,2022-09-16 14:00:00,KNC/ETH,0.0013424,0.0013424,0.0013424,0.0013424,2.9374,0.00394316576
1663333200,2022-09-16 13:00:00,KNC/ETH,0.0013117,0.0013225,0.0013117,0.0013225,32.5886,0.04295152532
1663329600,2022-09-16 12:00:00,KNC/ETH,0.0013187,0.0013187,0.0013187,0.0013187,1.7637,0.00232579119
1663326000,2022-09-16 11:00:00,KNC/ETH,0.0013094,0.0013094,0.0013094,0.0013094,12.0434,0.01576962796
1663322400,2022-09-16 10:00:00,KNC/ETH,0.0013119,0.0013119,0.0013119,0.0013119,0,0
1663318800,2022-09-16 09:00:00,KNC/ETH,0.0013119,0.0013119,0.0013119,0.0013119,0,0
1663315200,2022-09-16 08:00:00,KNC/ETH,0.0013119,0.0013119,0.0013119,0.0013119,0,0
1663311600,2022-09-16 07:00:00,KNC/ETH,0.0013055,0.0013119,0.0012974,0.0013119,78.8601,0.10276182479
1663308000,2022-09-16 06:00:00,KNC/ETH,0.0013245,0.0013245,0.0013093,0.0013093,21.4687,0.02815457931
1663304400,2022-09-16 05:00:00,KNC/ETH,0.0013268,0.0013279,0.0013229,0.0013229,139.9703,0.18552018673
1663300800,2022-09-16 04:00:00,KNC/ETH,0.0013463,0.0013463,0.0013328,0.0013342,91.5415,0.12270619691
1663297200,2022-09-16 03:00:00,KNC/ETH,0.0013761,0.0013761,0.0013561,0.0013561,284.7835,0.38801450271
1663293600,2022-09-16 02:00:00,KNC/ETH,0.0013911,0.0014013,0.0013862,0.0013862,29.4836,0.04105822484
1663290000,2022-09-16 01:00:00,KNC/ETH,0.0013777,0.0013911,0.0013717,0.0013907,180.5267,0.24914478734
1663286400,2022-09-16 00:00:00,KNC/ETH,0.0013504,0.0013633,0.0013504,0.0013633,8.2742,0.01119350177
1663282800,2022-09-15 23:00:00,KNC/ETH,0.0013629,0.0013629,0.0013629,0.0013629,5.415,0.0073801035
1663279200,2022-09-15 22:00:00,KNC/ETH,0.0013729,0.0013778,0.0013722,0.0013722,23.0136,0.03161364914
1663275600,2022-09-15 21:00:00,KNC/ETH,0.001349,0.001349,0.001349,0.001349,0,0
1663272000,2022-09-15 20:00:00,KNC/ETH,0.0013655,0.0013655,0.001349,0.001349,76.3437,0.10342001625
1663268400,2022-09-15 19:00:00,KNC/ETH,0.0013598,0.0013766,0.0013598,0.001371,102.1469,0.13966052864
1663264800,2022-09-15 18:00:00,KNC/ETH,0.0013598,0.0013598,0.0013598,0.0013598,0,0
1663261200,2022-09-15 17:00:00,KNC/ETH,0.0013408,0.0013598,0.0013408,0.0013598,41.6785,0.0560284243
1663257600,2022-09-15 16:00:00,KNC/ETH,0.0013392,0.0013558,0.0013392,0.0013508,235.532,0.3183706229
1663254000,2022-09-15 15:00:00,KNC/ETH,0.001325,0.001325,0.0013232,0.0013232,27.4534,0.03633872713
1663250400,2022-09-15 14:00:00,KNC/ETH,0.0012722,0.001338,0.0012722,0.0013249,851.3739,1.10063592434
1663246800,2022-09-15 13:00:00,KNC/ETH,0.00125,0.00125,0.00125,0.00125,21.27,0.0265875
1663243200,2022-09-15 12:00:00,KNC/ETH,0.0012468,0.0012468,0.0012468,0.0012468,0,0
1663239600,2022-09-15 11:00:00,KNC/ETH,0.0012588,0.0012721,0.0012468,0.0012468,206.216,0.2595367337
1663236000,2022-09-15 10:00:00,KNC/ETH,0.0012455,0.0012639,0.0012432,0.0012588,271.8903,0.33948496815
