https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XPR,Volume BTC
1663459200,2022-09-18 00:00:00,XPR/BTC,0.0000001419,0.0000001419,0.0000001412,0.0000001418,21141.2169,0.00298928487289
1663372800,2022-09-17 00:00:00,XPR/BTC,0.0000001415,0.0000001447,0.00000014,0.0000001419,1385049.7551,0.19681759077536
1663286400,2022-09-16 00:00:00,XPR/BTC,0.0000001398,0.000000144,0.0000001375,0.0000001418,2899611.2132,0.40936678911886
1663200000,2022-09-15 00:00:00,XPR/BTC,0.0000001424,0.0000001539,0.0000001395,0.00000014,6916163.779,1.01454575649876
1663113600,2022-09-14 00:00:00,XPR/BTC,0.0000001401,0.000000148,0.0000001352,0.0000001422,4030955.9058,0.57742736499604
1663027200,2022-09-13 00:00:00,XPR/BTC,0.0000001386,0.0000001473,0.0000001337,0.0000001405,8089386.8155,1.13234538720623
1662940800,2022-09-12 00:00:00,XPR/BTC,0.0000001326,0.0000001519,0.0000001293,0.0000001387,10457220.2455,1.46487275755645
1662854400,2022-09-11 00:00:00,XPR/BTC,0.0000001346,0.0000001423,0.00000013,0.0000001327,6782301.6329,0.92000401391684
1662768000,2022-09-10 00:00:00,XPR/BTC,0.0000001364,0.0000001405,0.0000001332,0.0000001343,3060356.1038,0.41632517269643
1662681600,2022-09-09 00:00:00,XPR/BTC,0.000000142,0.0000001431,0.0000001332,0.0000001354,3767254.8304,0.51340807442838
1662595200,2022-09-08 00:00:00,XPR/BTC,0.0000001438,0.0000001438,0.0000001364,0.0000001409,4635314.7923,0.65247594230733
1662508800,2022-09-07 00:00:00,XPR/BTC,0.0000001478,0.0000001491,0.0000001414,0.0000001447,4431515.271,0.64589588098043
1662422400,2022-09-06 00:00:00,XPR/BTC,0.0000001481,0.000000155,0.0000001453,0.0000001475,7639129.8447,1.132359932887
1662336000,2022-09-05 00:00:00,XPR/BTC,0.0000001468,0.0000001626,0.0000001434,0.000000148,6705880.2889,1.01789821763261
1662249600,2022-09-04 00:00:00,XPR/BTC,0.0000001489,0.0000001492,0.000000145,0.0000001473,1163445.4505,0.17109745159561
1662163200,2022-09-03 00:00:00,XPR/BTC,0.0000001508,0.0000001531,0.0000001475,0.0000001487,955685.0912,0.14306819371511
1662076800,2022-09-02 00:00:00,XPR/BTC,0.000000143,0.0000001573,0.0000001412,0.0000001508,6125897.7024,0.90116919991985
1661990400,2022-09-01 00:00:00,XPR/BTC,0.0000001489,0.0000001489,0.0000001397,0.000000143,1613151.6626,0.2323968020412
1661904000,2022-08-31 00:00:00,XPR/BTC,0.000000151,0.0000001529,0.000000147,0.0000001493,690967.41164022,0.103534149211049638
1661817600,2022-08-30 00:00:00,XPR/BTC,0.000000159,0.0000001597,0.000000149,0.0000001514,2756937.06469383,0.423600181151987591
1661731200,2022-08-29 00:00:00,XPR/BTC,0.0000001533,0.0000001603,0.0000001473,0.0000001603,4272297.98268792,0.654830049186497383
1661644800,2022-08-28 00:00:00,XPR/BTC,0.0000001512,0.0000001581,0.0000001498,0.0000001535,2474322.80335154,0.381408173599938926
1661558400,2022-08-27 00:00:00,XPR/BTC,0.0000001543,0.000000161,0.0000001511,0.000000152,2601388.4313,0.40477113603189
1661472000,2022-08-26 00:00:00,XPR/BTC,0.0000001621,0.0000001643,0.0000001537,0.0000001537,3353848.17970363,0.534259580905218366
1661385600,2022-08-25 00:00:00,XPR/BTC,0.000000161,0.0000001656,0.0000001585,0.0000001619,1837692.81749943,0.298376389951496933
1661299200,2022-08-24 00:00:00,XPR/BTC,0.0000001682,0.0000001692,0.0000001593,0.0000001607,5358562.31068927,0.88141260871660894
1661212800,2022-08-23 00:00:00,XPR/BTC,0.0000001639,0.0000001754,0.0000001624,0.0000001683,4647052.52483999,0.779527509792815049
1661126400,2022-08-22 00:00:00,XPR/BTC,0.0000001733,0.0000001733,0.0000001622,0.0000001636,2073866.90792818,0.346125553463599426
1661040000,2022-08-21 00:00:00,XPR/BTC,0.0000001607,0.0000001935,0.00000016,0.0000001739,11544013.07323839,2.060711801455259137
1660953600,2022-08-20 00:00:00,XPR/BTC,0.0000001593,0.0000001698,0.0000001588,0.0000001602,5184497.9302,0.84045855495051
1660867200,2022-08-19 00:00:00,XPR/BTC,0.0000001615,0.0000001654,0.0000001541,0.0000001587,3753968.39578648,0.59704182785310682
1660780800,2022-08-18 00:00:00,XPR/BTC,0.0000001687,0.0000001772,0.0000001606,0.0000001606,4623113.85753962,0.788778580342739552
1660694400,2022-08-17 00:00:00,XPR/BTC,0.000000172,0.0000001805,0.0000001647,0.0000001676,7631888.38813216,1.326289932021201178
1660608000,2022-08-16 00:00:00,XPR/BTC,0.0000001761,0.0000001797,0.0000001682,0.0000001719,6120535.28401652,1.064666497053889172
1660521600,2022-08-15 00:00:00,XPR/BTC,0.0000001726,0.000000184,0.000000167,0.0000001758,8658880.97715407,1.536659410421319335
1660435200,2022-08-14 00:00:00,XPR/BTC,0.000000189,0.000000192,0.0000001709,0.0000001717,9289191.26432286,1.661550314615448334
1660348800,2022-08-13 00:00:00,XPR/BTC,0.0000001846,0.0000002058,0.0000001742,0.0000001899,17386409.40535428,3.310360625736385397
1660262400,2022-08-12 00:00:00,XPR/BTC,0.0000002064,0.000000221,0.0000001749,0.0000001856,34990802.02520681,6.810975534160341152
1660176000,2022-08-11 00:00:00,XPR/BTC,0.0000001649,0.0000002806,0.0000001559,0.0000002065,74577191.53703779,15.387634462665848437
1660089600,2022-08-10 00:00:00,XPR/BTC,0.0000001451,0.0000001684,0.000000145,0.0000001653,9162389.95685271,1.402194812417883476
1660003200,2022-08-09 00:00:00,XPR/BTC,0.000000144,0.0000001458,0.0000001415,0.0000001449,2204450.37934755,0.317285696468228085
1659916800,2022-08-08 00:00:00,XPR/BTC,0.0000001473,0.0000001529,0.0000001426,0.0000001442,3556998.19477496,0.522254522886859184
1659830400,2022-08-07 00:00:00,XPR/BTC,0.0000001413,0.0000001514,0.0000001362,0.0000001473,7742787.98681599,1.116690886203540886
1659744000,2022-08-06 00:00:00,XPR/BTC,0.0000001385,0.0000001423,0.0000001375,0.0000001413,2907238.30594192,0.405978434899727828
1659657600,2022-08-05 00:00:00,XPR/BTC,0.0000001353,0.0000001396,0.0000001332,0.0000001385,3020915.2211698,0.413832907472368059
1659571200,2022-08-04 00:00:00,XPR/BTC,0.0000001382,0.000000142,0.0000001243,0.0000001354,13645083.20800121,1.813466989530856519
1659484800,2022-08-03 00:00:00,XPR/BTC,0.0000001373,0.0000001388,0.0000001332,0.0000001375,3758421.87325761,0.510839364723618387
1659398400,2022-08-02 00:00:00,XPR/BTC,0.0000001403,0.000000143,0.0000001369,0.0000001378,2026172.83880535,0.282466716882667009
1659312000,2022-08-01 00:00:00,XPR/BTC,0.0000001343,0.0000001417,0.000000133,0.0000001396,7269991.59604595,0.990916724548194879
1659225600,2022-07-31 00:00:00,XPR/BTC,0.0000001346,0.0000001399,0.0000001308,0.0000001343,5987992.14043203,0.806049059703748947
1659139200,2022-07-30 00:00:00,XPR/BTC,0.0000001329,0.0000001416,0.0000001312,0.0000001344,7141922.28107959,0.967750095811218418
1659052800,2022-07-29 00:00:00,XPR/BTC,0.0000001301,0.0000001346,0.0000001298,0.0000001329,5822039.53370529,0.769276506471268896
1658966400,2022-07-28 00:00:00,XPR/BTC,0.0000001348,0.0000001365,0.0000001293,0.0000001304,7458943.11013266,0.992350084283727186
1658880000,2022-07-27 00:00:00,XPR/BTC,0.0000001416,0.000000144,0.0000001343,0.0000001354,9356688.70032263,1.306319568728025484
1658793600,2022-07-26 00:00:00,XPR/BTC,0.0000001451,0.0000001465,0.0000001384,0.0000001415,7906810.66984799,1.123156128520707626
1658707200,2022-07-25 00:00:00,XPR/BTC,0.0000001381,0.0000001457,0.0000001363,0.000000145,6241634.88249992,0.868712962402018832
