https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BULL,Volume USDT
1663459200,2022-09-18 00:00:00,BULL/USDT,0.008155,0.008162,0.008133,0.008134,360560.9216,2937.5245711336
1663372800,2022-09-17 00:00:00,BULL/USDT,0.008079,0.008211,0.008042,0.008158,8930567.6732,72307.3624423339
1663286400,2022-09-16 00:00:00,BULL/USDT,0.0081,0.008138,0.008058,0.008078,9106047.6367,73590.305017739
1663200000,2022-09-15 00:00:00,BULL/USDT,0.008191,0.00827,0.008092,0.0081,11077543.4739,90389.7948914139
1663113600,2022-09-14 00:00:00,BULL/USDT,0.008205,0.008292,0.008124,0.00819,8810690.1649,72175.3002175575
1663027200,2022-09-13 00:00:00,BULL/USDT,0.008341,0.008401,0.008194,0.008204,13227838.6217,109895.6087836983
1662940800,2022-09-12 00:00:00,BULL/USDT,0.008391,0.008527,0.008269,0.008338,8087978.3398,67621.0392664243
1662854400,2022-09-11 00:00:00,BULL/USDT,0.008459,0.008518,0.008386,0.00839,10959096.7736,92698.1666357764
1662768000,2022-09-10 00:00:00,BULL/USDT,0.008548,0.008607,0.008458,0.008459,9402984.6394,80203.4716612927
1662681600,2022-09-09 00:00:00,BULL/USDT,0.008396,0.008567,0.008314,0.008547,10594492.3635,89198.4914056261
1662595200,2022-09-08 00:00:00,BULL/USDT,0.008259,0.00847,0.008259,0.0084,12652158.3241,105851.6372514421
1662508800,2022-09-07 00:00:00,BULL/USDT,0.008399,0.008502,0.008258,0.008261,12173362.57933799,102076.73525289898414
1662422400,2022-09-06 00:00:00,BULL/USDT,0.008718,0.0088,0.008386,0.008399,11623539.71836201,100342.55859976871586
1662336000,2022-09-05 00:00:00,BULL/USDT,0.008901,0.009018,0.008711,0.008716,15069742.3943,133981.5955413488
1662249600,2022-09-04 00:00:00,BULL/USDT,0.008894,0.008991,0.008885,0.008898,15038225.9267,134244.769753351
1662163200,2022-09-03 00:00:00,BULL/USDT,0.008933,0.008961,0.008889,0.008894,14396296.0776,128276.913261898
1662076800,2022-09-02 00:00:00,BULL/USDT,0.009085,0.0091,0.008888,0.008931,15797782.5904,142106.7716201545
1661990400,2022-09-01 00:00:00,BULL/USDT,0.009122,0.009145,0.00901,0.009085,12614287.3301,114448.7220227324
1661904000,2022-08-31 00:00:00,BULL/USDT,0.009088,0.009154,0.00906,0.009126,11217240.3853,101968.5876748423
1661817600,2022-08-30 00:00:00,BULL/USDT,0.009179,0.009243,0.009086,0.00909,13261518.5549,121433.039208474
1661731200,2022-08-29 00:00:00,BULL/USDT,0.009252,0.009282,0.009172,0.009174,16072291.2671,147919.3777082587
1661644800,2022-08-28 00:00:00,BULL/USDT,0.00934,0.0094,0.009244,0.009248,16403243.1577,153189.6862161104
1661558400,2022-08-27 00:00:00,BULL/USDT,0.009417,0.009461,0.009308,0.00934,14349806.0153,134803.4878249506
1661472000,2022-08-26 00:00:00,BULL/USDT,0.009611,0.00963,0.009417,0.009421,14687027.7617,139747.4980946773
1661385600,2022-08-25 00:00:00,BULL/USDT,0.009512,0.010945,0.009417,0.009613,18170744.7287,173829.5804699172
1661299200,2022-08-24 00:00:00,BULL/USDT,0.009549,0.00963,0.0095,0.009516,7499888.1509,71656.1014493116
1661212800,2022-08-23 00:00:00,BULL/USDT,0.009508,0.009723,0.009508,0.00955,14118488.3059,135316.8742616502
1661126400,2022-08-22 00:00:00,BULL/USDT,0.009731,0.009733,0.009285,0.009536,15096275.9047,143250.5270639565
1661040000,2022-08-21 00:00:00,BULL/USDT,0.010758,0.010758,0.00957,0.00973,17801323.4799,176663.8038249664
1660953600,2022-08-20 00:00:00,BULL/USDT,0.009399,0.013736,0.009352,0.010761,39815712.5534,449084.3074757554
1660867200,2022-08-19 00:00:00,BULL/USDT,0.009575,0.00966,0.009379,0.009398,11754320.802,111115.5757564926
1660780800,2022-08-18 00:00:00,BULL/USDT,0.009754,0.009783,0.009545,0.009572,15350706.873,148321.3853647514
1660694400,2022-08-17 00:00:00,BULL/USDT,0.009872,0.009961,0.009684,0.009757,12587732.5843,123525.4913799886
1660608000,2022-08-16 00:00:00,BULL/USDT,0.010023,0.010113,0.00983,0.009875,7484462.7362,74322.6198128364
1660521600,2022-08-15 00:00:00,BULL/USDT,0.010073,0.010338,0.01,0.010022,9537637.3484,96091.1200725955
1660435200,2022-08-14 00:00:00,BULL/USDT,0.010425,0.010458,0.010061,0.010072,11659219.3638,118660.520982072
1660348800,2022-08-13 00:00:00,BULL/USDT,0.010352,0.010596,0.010315,0.010439,10574469.4177,110520.1444128506
1660262400,2022-08-12 00:00:00,BULL/USDT,0.010425,0.01047,0.010282,0.010348,16171356.7876,168060.4274281516
1660176000,2022-08-11 00:00:00,BULL/USDT,0.010391,0.01053,0.010315,0.010431,19841206.1814,207652.7920470955
1660089600,2022-08-10 00:00:00,BULL/USDT,0.009888,0.010407,0.009776,0.010393,16419232.0618,166909.0236741122
1660003200,2022-08-09 00:00:00,BULL/USDT,0.009701,0.009897,0.0097,0.009891,17763915.8986,173335.9573840725
1659916800,2022-08-08 00:00:00,BULL/USDT,0.010228,0.010298,0.009647,0.009701,20998404.55994104,206403.894410330188
1659830400,2022-08-07 00:00:00,BULL/USDT,0.009779,0.01218,0.009679,0.010224,26212975.69748293,270267.51170827913748
1659744000,2022-08-06 00:00:00,BULL/USDT,0.009669,0.00979,0.009489,0.009783,16576023.2769,160301.5196196055
1659657600,2022-08-05 00:00:00,BULL/USDT,0.009559,0.009727,0.009297,0.009669,25370231.0738,241161.1901830276
1659571200,2022-08-04 00:00:00,BULL/USDT,0.009421,0.009623,0.0091,0.009557,19670604.4831,185434.3327789061
1659484800,2022-08-03 00:00:00,BULL/USDT,0.009369,0.009494,0.009263,0.009423,18305806.6431,171624.8590316979
1659398400,2022-08-02 00:00:00,BULL/USDT,0.009203,0.010655,0.009044,0.009372,27456656.8993,261247.9294788463
1659312000,2022-08-01 00:00:00,BULL/USDT,0.009189,0.009408,0.009136,0.009206,10124828.6802,93594.7608372111
1659225600,2022-07-31 00:00:00,BULL/USDT,0.009328,0.009448,0.009104,0.009188,2687655.0992,25009.7431654974
1659139200,2022-07-30 00:00:00,BULL/USDT,0.009184,0.009752,0.009184,0.009329,4156846.3288,39495.7533841246
1659052800,2022-07-29 00:00:00,BULL/USDT,0.009316,0.009646,0.009119,0.009185,5304676.1575,49831.4700021838
1658966400,2022-07-28 00:00:00,BULL/USDT,0.009493,0.009494,0.008964,0.009312,4375703.9323,40647.4950198977
1658880000,2022-07-27 00:00:00,BULL/USDT,0.009316,0.009646,0.009029,0.009491,5757006.8295,53982.5692742259
1658793600,2022-07-26 00:00:00,BULL/USDT,0.009316,0.009478,0.008947,0.009316,6255733.4642,57636.5011344783
1658707200,2022-07-25 00:00:00,BULL/USDT,0.009048,0.00978,0.008834,0.009256,9219474.8674,86405.0425703745
1658620800,2022-07-24 00:00:00,BULL/USDT,0.009201,0.009201,0.008954,0.009044,2395540.2063,21627.8726457229
1658534400,2022-07-23 00:00:00,BULL/USDT,0.009146,0.009203,0.009104,0.009202,2105927.9427,19255.1889020527
1658448000,2022-07-22 00:00:00,BULL/USDT,0.009338,0.009381,0.009104,0.009145,2792788.0821,25823.9006936712
1658361600,2022-07-21 00:00:00,BULL/USDT,0.009495,0.009502,0.009311,0.009339,3875592.7021,36485.557393186
1658275200,2022-07-20 00:00:00,BULL/USDT,0.009817,0.009869,0.009489,0.009497,4153523.12569566,40249.86101239751424
1658188800,2022-07-19 00:00:00,BULL/USDT,0.010024,0.010075,0.009615,0.009814,4365015.11606172,42961.63313352565732
1658102400,2022-07-18 00:00:00,BULL/USDT,0.009233,0.012318,0.009215,0.010005,10714937.04215667,112630.50395489518263
1658016000,2022-07-17 00:00:00,BULL/USDT,0.009293,0.009364,0.009183,0.009233,2512214.86646095,23265.7860775501678
1657929600,2022-07-16 00:00:00,BULL/USDT,0.009476,0.009526,0.009151,0.009297,3305448.44265016,30704.55962020105265
1657843200,2022-07-15 00:00:00,BULL/USDT,0.009498,0.009646,0.009263,0.009473,4030310.94360608,38126.11318560612125
1657756800,2022-07-14 00:00:00,BULL/USDT,0.00951,0.009727,0.009391,0.009496,5480408.89661234,52085.580384275181
