https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume AMP
1661558400000,2022-08-27 00:00:00,AMP/BTC,4.565e-05,4.605e-05,4.347e-05,4.388e-05,0.1809937951129928,4124.74464706
1661472000000,2022-08-26 00:00:00,AMP/BTC,4.796e-05,4.818e-05,4.501e-05,4.563e-05,0.5220004241266074,11439.85150398
1661385600000,2022-08-25 00:00:00,AMP/BTC,5.004e-05,5.02e-05,4.78e-05,4.796e-05,0.048828286747270806,1018.10439423
1661299200000,2022-08-24 00:00:00,AMP/BTC,4.937e-05,5.124e-05,4.878e-05,5e-05,0.122422643223,2448.45286446
1661212800000,2022-08-23 00:00:00,AMP/BTC,4.726e-05,5.095e-05,4.663e-05,4.941e-05,0.1458332162568531,2951.49192991
1661126400000,2022-08-22 00:00:00,AMP/BTC,4.842e-05,4.875e-05,4.692e-05,4.722e-05,0.0853935285717816,1808.41864828
1661040000000,2022-08-21 00:00:00,AMP/BTC,4.492e-05,4.963e-05,4.461e-05,4.835e-05,0.17781575743317501,3677.6785405
1660953600000,2022-08-20 00:00:00,AMP/BTC,4.994e-05,5.128e-05,4.36e-05,4.486e-05,0.5848925862304752,13038.17624232
1660867200000,2022-08-19 00:00:00,AMP/BTC,6.043e-05,6.085e-05,4.929e-05,5.003e-05,0.4345430571540969,8685.64975323
1660780800000,2022-08-18 00:00:00,AMP/BTC,5.619e-05,6.253e-05,5.582e-05,6.046e-05,0.6551126623414937,10835.472417160001
1660694400000,2022-08-17 00:00:00,AMP/BTC,5.818e-05,6.051e-05,5.594e-05,5.619e-05,0.1833483977716605,3263.00761295
1660608000000,2022-08-16 00:00:00,AMP/BTC,6.16e-05,6.309e-05,5.648e-05,5.818e-05,0.1773674914205318,3048.59902751
1660521600000,2022-08-15 00:00:00,AMP/BTC,6.647e-05,6.852e-05,5.701e-05,6.159e-05,0.2870131678242969,4660.06117591
1660435200000,2022-08-14 00:00:00,AMP/BTC,8.418e-05,8.418e-05,6.09e-05,6.621e-05,0.7136898026238606,10779.18445286
1660348800000,2022-08-13 00:00:00,AMP/BTC,7.344e-05,8.499e-05,6.65e-05,8.313e-05,0.7960587445205695,9576.07054638
1660262400000,2022-08-12 00:00:00,AMP/BTC,6.81e-05,7.376e-05,6.376e-05,7.264e-05,0.22287759165450557,3068.24878379
1660176000000,2022-08-11 00:00:00,AMP/BTC,6.532e-05,6.822e-05,6.147e-05,6.647e-05,0.1873581952677713,2818.68805879
1660089600000,2022-08-10 00:00:00,AMP/BTC,6.255e-05,6.671e-05,5.882e-05,6.423e-05,0.2023336035850968,3150.14173416
1660003200000,2022-08-09 00:00:00,AMP/BTC,7.108e-05,7.238e-05,5.854e-05,6.161e-05,0.3165352836565003,5137.72575323
1659916800000,2022-08-08 00:00:00,AMP/BTC,6.292e-05,7.429e-05,5.914e-05,7.237e-05,1.2785248883205893,17666.50391489
1659830400000,2022-08-07 00:00:00,AMP/BTC,5.963e-05,6.551e-05,5.751e-05,6.293e-05,0.2975676422014632,4728.54985224
1659744000000,2022-08-06 00:00:00,AMP/BTC,5.769e-05,6.023e-05,5.333e-05,5.954e-05,0.16340932474399,2744.5301435
1659657600000,2022-08-05 00:00:00,AMP/BTC,5.338e-05,5.924e-05,5.28e-05,5.756e-05,0.12414820361149398,2156.84856865
1659571200000,2022-08-04 00:00:00,AMP/BTC,5.323e-05,5.423e-05,5.218e-05,5.338e-05,0.1035072343385344,1939.06396288
1659484800000,2022-08-03 00:00:00,AMP/BTC,5.551e-05,5.626e-05,5.232e-05,5.32e-05,0.14780583638942799,2778.30519529
1659398400000,2022-08-02 00:00:00,AMP/BTC,5.333e-05,5.771e-05,4.883e-05,5.551e-05,0.8821415363914062,15891.578749620001
1659312000000,2022-08-01 00:00:00,AMP/BTC,5.814e-05,5.909e-05,5.11e-05,5.319e-05,0.1643198362354359,3089.29942161
1659225600000,2022-07-31 00:00:00,AMP/BTC,7.284e-05,7.424e-05,5.616e-05,5.882e-05,0.15602380552936063,2652.56384783
1659139200000,2022-07-30 00:00:00,AMP/BTC,5.272e-05,7.873e-05,5.073e-05,7.199e-05,0.4371768026054322,6072.74347278
1659052800000,2022-07-29 00:00:00,AMP/BTC,4.523e-05,5.272e-05,4.458e-05,5.272e-05,0.1847876623496168,3505.07705519
1658966400000,2022-07-28 00:00:00,AMP/BTC,4.622e-05,4.795e-05,4.477e-05,4.523e-05,0.1229697358078013,2718.76488631
1658880000000,2022-07-27 00:00:00,AMP/BTC,4.966e-05,5.173e-05,4.585e-05,4.735e-05,0.1385606086607585,2926.30641311
1658793600000,2022-07-26 00:00:00,AMP/BTC,5.04e-05,5.197e-05,4.889e-05,4.965e-05,0.14437671172872,2907.8894608
1658707200000,2022-07-25 00:00:00,AMP/BTC,5.07e-05,5.376e-05,4.801e-05,5.095e-05,0.25603463226478296,5025.21358714
1658620800000,2022-07-24 00:00:00,AMP/BTC,5.135e-05,5.86e-05,4.972e-05,5.071e-05,0.21278335036202642,4196.08263384
1658534400000,2022-07-23 00:00:00,AMP/BTC,5.016e-05,5.522e-05,4.968e-05,5.144e-05,0.080893266330708,1572.57516195
1658448000000,2022-07-22 00:00:00,AMP/BTC,5.068e-05,5.197e-05,4.9e-05,4.991e-05,0.1367975469531902,2740.88453122
1658361600000,2022-07-21 00:00:00,AMP/BTC,4.945e-05,5.162e-05,4.752e-05,5.064e-05,0.16912589781002402,3339.7689141
1658275200000,2022-07-20 00:00:00,AMP/BTC,4.972e-05,5.1e-05,4.832e-05,4.946e-05,0.14513989502770638,2934.49039684
1658188800000,2022-07-19 00:00:00,AMP/BTC,5.436e-05,5.436e-05,4.944e-05,4.972e-05,0.13253923190145,2665.71262875
1658102400000,2022-07-18 00:00:00,AMP/BTC,5.332e-05,5.48e-05,5.051e-05,5.373e-05,0.26134267509783904,4863.9991643
1658016000000,2022-07-17 00:00:00,AMP/BTC,5.29e-05,5.389e-05,5.083e-05,5.307e-05,0.10247022758944019,1930.85034086
1657929600000,2022-07-16 00:00:00,AMP/BTC,5.143e-05,5.544e-05,4.934e-05,5.289e-05,0.20877241684643008,3947.29470309
1657843200000,2022-07-15 00:00:00,AMP/BTC,5.391e-05,5.435e-05,5.08e-05,5.193e-05,0.1199731674421575,2310.28629775
1657756800000,2022-07-14 00:00:00,AMP/BTC,5.182e-05,5.405e-05,5.133e-05,5.396e-05,0.2615540667511344,4847.18433564
1657670400000,2022-07-13 00:00:00,AMP/BTC,5.076e-05,5.298e-05,4.597e-05,5.182e-05,0.7118818376137178,13737.58852979
1657584000000,2022-07-12 00:00:00,AMP/BTC,4.987e-05,5.1e-05,4.828e-05,5.1e-05,0.64293422562105,12606.55344355
1657497600000,2022-07-11 00:00:00,AMP/BTC,5.218e-05,5.219e-05,4.816e-05,5.046e-05,1.445977044262214,28655.90654503
1657411200000,2022-07-10 00:00:00,AMP/BTC,5.321e-05,5.47e-05,5.072e-05,5.133e-05,1.4802064752778752,28837.06361344
1657324800000,2022-07-09 00:00:00,AMP/BTC,5.303e-05,5.435e-05,4.959e-05,5.321e-05,0.487840495672973,9168.2107813
1657238400000,2022-07-08 00:00:00,AMP/BTC,5.747e-05,5.922e-05,4.935e-05,5.378e-05,0.7513979272964904,13971.69816468
1657152000000,2022-07-07 00:00:00,AMP/BTC,5.345e-05,5.871e-05,5.219e-05,5.747e-05,1.1867352419795942,20649.64750269
1657065600000,2022-07-06 00:00:00,AMP/BTC,5.192e-05,5.415e-05,5.186e-05,5.291e-05,0.35554923167263497,6719.8871985
1656979200000,2022-07-05 00:00:00,AMP/BTC,5.291e-05,5.605e-05,5.15e-05,5.28e-05,0.18515603996524801,3506.74318116
1656892800000,2022-07-04 00:00:00,AMP/BTC,5.182e-05,5.393e-05,5.116e-05,5.393e-05,0.1187955630853168,2202.77328176
1656806400000,2022-07-03 00:00:00,AMP/BTC,5.093e-05,5.235e-05,5.003e-05,5.119e-05,0.1485211017800034,2901.36944286
1656720000000,2022-07-02 00:00:00,AMP/BTC,4.966e-05,5.137e-05,4.827e-05,5.129e-05,0.23309033879466767,4544.55720013
1656633600000,2022-07-01 00:00:00,AMP/BTC,4.652e-05,5.036e-05,4.497e-05,4.966e-05,0.1393589238959528,2806.26105308
1656547200000,2022-06-30 00:00:00,AMP/BTC,4.673e-05,4.949e-05,4.606e-05,4.651e-05,1.110359951916328,23873.57454131
1656460800000,2022-06-29 00:00:00,AMP/BTC,4.902e-05,5.021e-05,4.578e-05,4.673e-05,1.1722813509597325,25086.26901262
1656374400000,2022-06-28 00:00:00,AMP/BTC,4.192e-05,5.173e-05,4.133e-05,4.975e-05,4.92674302096409,99030.01047164
1656288000000,2022-06-27 00:00:00,AMP/BTC,4.145e-05,4.227e-05,3.983e-05,4.192e-05,0.32049702462757756,7645.44428978
1656201600000,2022-06-26 00:00:00,AMP/BTC,4.143e-05,4.185e-05,4.004e-05,4.1e-05,0.68145213357985,16620.78374585
1656115200000,2022-06-25 00:00:00,AMP/BTC,4.139e-05,4.185e-05,4.013e-05,4.143e-05,0.3116036727193431,7521.20861017
1656028800000,2022-06-24 00:00:00,AMP/BTC,4.048e-05,4.183e-05,3.888e-05,4.146e-05,1.5731164712904984,37942.99255404
1655942400000,2022-06-23 00:00:00,AMP/BTC,3.992e-05,4.053e-05,3.87e-05,4.024e-05,0.48787341316385363,12124.09078439
1655856000000,2022-06-22 00:00:00,AMP/BTC,3.857e-05,4.055e-05,3.798e-05,3.997e-05,1.266987846507544,31698.4700152
1655769600000,2022-06-21 00:00:00,AMP/BTC,3.848e-05,3.972e-05,3.681e-05,3.821e-05,1.6815939667194202,44009.26371943
1655683200000,2022-06-20 00:00:00,AMP/BTC,4.059e-05,4.221e-05,3.786e-05,3.843e-05,0.879949691621047,22897.46790583
1655596800000,2022-06-19 00:00:00,AMP/BTC,3.905e-05,4.143e-05,3.692e-05,4.063e-05,0.1629388064275632,4010.30781264
1655510400000,2022-06-18 00:00:00,AMP/BTC,3.955e-05,4.071e-05,3.779e-05,3.896e-05,0.133441342214768,3425.0857858
1655424000000,2022-06-17 00:00:00,AMP/BTC,3.74e-05,4.008e-05,3.708e-05,3.955e-05,0.308793167138729,7807.66541438
1655337600000,2022-06-16 00:00:00,AMP/BTC,3.698e-05,3.794e-05,3.631e-05,3.754e-05,1.049086367393368,27945.82758107
1655251200000,2022-06-15 00:00:00,AMP/BTC,3.939e-05,4.121e-05,3.686e-05,3.697e-05,2.8823305133224637,77964.03876988
1655164800000,2022-06-14 00:00:00,AMP/BTC,3.638e-05,3.988e-05,3.608e-05,3.929e-05,1.68528730968339,42893.54313269
1655078400000,2022-06-13 00:00:00,AMP/BTC,3.539e-05,3.782e-05,2.989e-05,3.582e-05,4.468880922790138,124759.37807901
1654992000000,2022-06-12 00:00:00,AMP/BTC,3.473e-05,3.566e-05,3.381e-05,3.551e-05,0.8412680347249442,23691.01759293
1654905600000,2022-06-11 00:00:00,AMP/BTC,3.521e-05,3.546e-05,3.394e-05,3.476e-05,1.0947080138695844,31493.32606069
1654819200000,2022-06-10 00:00:00,AMP/BTC,3.523e-05,3.588e-05,3.391e-05,3.522e-05,1.853804625030708,52634.9978714
1654732800000,2022-06-09 00:00:00,AMP/BTC,3.737e-05,3.795e-05,3.516e-05,3.523e-05,1.4936108228121925,42395.99269975
1654646400000,2022-06-08 00:00:00,AMP/BTC,3.282e-05,3.793e-05,3.272e-05,3.737e-05,1.9782676078752248,52937.31891558
1654560000000,2022-06-07 00:00:00,AMP/BTC,3.292e-05,3.405e-05,3.24e-05,3.275e-05,0.9085809758937101,27742.93056164
1654473600000,2022-06-06 00:00:00,AMP/BTC,3.463e-05,3.464e-05,3.211e-05,3.291e-05,3.133653860764507,95218.89579959
1654387200000,2022-06-05 00:00:00,AMP/BTC,3.314e-05,3.53e-05,3.219e-05,3.462e-05,2.386585527864415,68936.61258996
1654300800000,2022-06-04 00:00:00,AMP/BTC,3.255e-05,3.317e-05,3.243e-05,3.309e-05,0.1100767510499802,3326.58661378
1654214400000,2022-06-03 00:00:00,AMP/BTC,3.222e-05,3.291e-05,3.191e-05,3.258e-05,0.5985446116188385,18371.53504048
1654128000000,2022-06-02 00:00:00,AMP/BTC,3.205e-05,3.303e-05,3.171e-05,3.219e-05,0.8881352765544891,27590.40933689
1654041600000,2022-06-01 00:00:00,AMP/BTC,3.015e-05,3.307e-05,3.005e-05,3.207e-05,3.6289250517125162,113156.37828851001
1653955200000,2022-05-31 00:00:00,AMP/BTC,3.032e-05,3.115e-05,2.927e-05,3.01e-05,3.362055728639328,111696.20360928
1653868800000,2022-05-30 00:00:00,AMP/BTC,3.111e-05,3.138e-05,2.939e-05,3.029e-05,4.2222026742501715,139392.6270799
1653782400000,2022-05-29 00:00:00,AMP/BTC,3.11e-05,3.174e-05,3.092e-05,3.126e-05,0.2210199800287158,7070.37684033
1653696000000,2022-05-28 00:00:00,AMP/BTC,3.089e-05,3.127e-05,3.032e-05,3.11e-05,0.33154746412683495,10660.690164849999
1653609600000,2022-05-27 00:00:00,AMP/BTC,3.154e-05,3.202e-05,3.068e-05,3.097e-05,0.8485382851119727,27398.71763358
1653523200000,2022-05-26 00:00:00,AMP/BTC,3.048e-05,3.237e-05,3.001e-05,3.154e-05,3.587587286212241,113747.21896678
1653436800000,2022-05-25 00:00:00,AMP/BTC,3.043e-05,3.094e-05,3e-05,3.041e-05,0.6075738455856768,19979.40958848
1653350400000,2022-05-24 00:00:00,AMP/BTC,3.079e-05,3.121e-05,3e-05,3.018e-05,0.2211713280516786,7328.40715877
1653264000000,2022-05-23 00:00:00,AMP/BTC,2.999e-05,3.113e-05,2.992e-05,3.076e-05,0.447460156835604,14546.8191429
1653177600000,2022-05-22 00:00:00,AMP/BTC,3.044e-05,3.068e-05,2.986e-05,2.987e-05,1.0311635360534346,34521.71195358
1653091200000,2022-05-21 00:00:00,AMP/BTC,3.073e-05,3.1e-05,3.009e-05,3.041e-05,0.2378476275147187,7821.36229907
1653004800000,2022-05-20 00:00:00,AMP/BTC,2.991e-05,3.124e-05,2.968e-05,3.052e-05,0.6185890677362872,20268.31807786
1652918400000,2022-05-19 00:00:00,AMP/BTC,3.092e-05,3.114e-05,2.986e-05,2.995e-05,0.8820850051018605,29451.92003679
1652832000000,2022-05-18 00:00:00,AMP/BTC,3.019e-05,3.134e-05,2.992e-05,3.109e-05,1.6055818863740716,51643.03269135
1652745600000,2022-05-17 00:00:00,AMP/BTC,3.046e-05,3.065e-05,2.968e-05,3e-05,4.468462528096801,148948.75093656
1652659200000,2022-05-16 00:00:00,AMP/BTC,2.998e-05,3.178e-05,2.998e-05,3.024e-05,1.137537218222597,37616.97150207
1652572800000,2022-05-15 00:00:00,AMP/BTC,2.964e-05,3.101e-05,2.964e-05,2.989e-05,3.133162343032778,104823.0961202
1652486400000,2022-05-14 00:00:00,AMP/BTC,2.991e-05,3.111e-05,2.945e-05,2.982e-05,3.0266237664569506,101496.43750694
1652400000000,2022-05-13 00:00:00,AMP/BTC,3.006e-05,3.081e-05,2.914e-05,3.007e-05,3.204420400919172,106565.36085531
1652313600000,2022-05-12 00:00:00,AMP/BTC,3.34e-05,3.512e-05,1.799e-05,2.932e-05,1.9976809149927175,68133.72834218
1652227200000,2022-05-11 00:00:00,AMP/BTC,3.587e-05,3.631e-05,3.305e-05,3.391e-05,2.721630633992939,80260.41386001
1652140800000,2022-05-10 00:00:00,AMP/BTC,3.403e-05,3.632e-05,2.991e-05,3.584e-05,1.6269975733713409,45396.13764987
1652054400000,2022-05-09 00:00:00,AMP/BTC,3.098e-05,3.404e-05,3.061e-05,3.394e-05,3.4211041432749822,100798.58996096
1651968000000,2022-05-08 00:00:00,AMP/BTC,2.978e-05,3.11e-05,2.967e-05,3.098e-05,2.2994960059886558,74225.1777272
1651881600000,2022-05-07 00:00:00,AMP/BTC,2.961e-05,3.044e-05,2.954e-05,2.964e-05,1.4806827593371477,49955.55868209
1651795200000,2022-05-06 00:00:00,AMP/BTC,2.85e-05,2.966e-05,2.835e-05,2.954e-05,0.5863729314038637,19850.13308747
1651708800000,2022-05-05 00:00:00,AMP/BTC,2.714e-05,2.88e-05,2.704e-05,2.85e-05,3.90237733924149,136925.52067514
1651622400000,2022-05-04 00:00:00,AMP/BTC,2.773e-05,2.779e-05,2.655e-05,2.713e-05,1.1744347880299675,43289.15547475
1651536000000,2022-05-03 00:00:00,AMP/BTC,2.722e-05,2.788e-05,2.712e-05,2.777e-05,0.7452547987625614,26836.68702782
1651449600000,2022-05-02 00:00:00,AMP/BTC,2.708e-05,2.728e-05,2.649e-05,2.725e-05,3.0443546260244227,111719.43581741
1651363200000,2022-05-01 00:00:00,AMP/BTC,2.777e-05,2.794e-05,2.703e-05,2.708e-05,2.9145884056022986,107628.81852298
1651276800000,2022-04-30 00:00:00,AMP/BTC,2.949e-05,2.972e-05,2.762e-05,2.793e-05,1.3946758595908342,49934.68885037
1651190400000,2022-04-29 00:00:00,AMP/BTC,3.068e-05,3.077e-05,2.949e-05,2.964e-05,2.2049512030471226,74391.06622966
1651104000000,2022-04-28 00:00:00,AMP/BTC,3.011e-05,3.086e-05,2.996e-05,3.068e-05,1.6808772981624882,54787.39563763
1651017600000,2022-04-27 00:00:00,AMP/BTC,3.012e-05,3.027e-05,2.975e-05,3.011e-05,2.327475509681407,77299.0870037
1650931200000,2022-04-26 00:00:00,AMP/BTC,2.978e-05,3.048e-05,2.901e-05,3.01e-05,3.868166389557799,128510.51128099
1650844800000,2022-04-25 00:00:00,AMP/BTC,3.027e-05,3.058e-05,2.959e-05,2.968e-05,1.6386323453498879,55209.9846816
1650758400000,2022-04-24 00:00:00,AMP/BTC,3.073e-05,3.14e-05,2.999e-05,3.026e-05,1.066509507797756,35244.8614606
1650672000000,2022-04-23 00:00:00,AMP/BTC,2.987e-05,3.073e-05,2.898e-05,3.073e-05,5.211424001881097,169587.5041289
1650585600000,2022-04-22 00:00:00,AMP/BTC,2.856e-05,3.098e-05,2.839e-05,2.987e-05,5.884766895448629,197012.61785901
1650499200000,2022-04-21 00:00:00,AMP/BTC,2.78e-05,2.888e-05,2.758e-05,2.856e-05,5.313682404138948,186053.30546705
1650412800000,2022-04-20 00:00:00,AMP/BTC,2.727e-05,2.81e-05,2.623e-05,2.778e-05,4.4034291800763805,158510.76962118
1650326400000,2022-04-19 00:00:00,AMP/BTC,2.67e-05,2.736e-05,2.615e-05,2.726e-05,1.6772648362584708,61528.42392731
1650240000000,2022-04-18 00:00:00,AMP/BTC,2.708e-05,2.742e-05,2.616e-05,2.671e-05,5.017039196160433,187833.74002847
1650153600000,2022-04-17 00:00:00,AMP/BTC,2.639e-05,2.718e-05,2.633e-05,2.71e-05,1.286388034265543,47468.19314633
1650067200000,2022-04-16 00:00:00,AMP/BTC,2.666e-05,2.667e-05,2.624e-05,2.636e-05,0.38545297376569554,14622.64695621
1649980800000,2022-04-15 00:00:00,AMP/BTC,2.666e-05,2.739e-05,2.659e-05,2.666e-05,2.126353270505928,79758.18719077
1649894400000,2022-04-14 00:00:00,AMP/BTC,2.614e-05,2.691e-05,2.594e-05,2.681e-05,1.455452124180976,54287.65849239
1649808000000,2022-04-13 00:00:00,AMP/BTC,2.7e-05,2.723e-05,2.564e-05,2.614e-05,4.683212617551761,179158.86065615
1649721600000,2022-04-12 00:00:00,AMP/BTC,2.67e-05,2.726e-05,2.642e-05,2.7e-05,4.39658319432825,162836.41460475
1649635200000,2022-04-11 00:00:00,AMP/BTC,2.546e-05,2.686e-05,2.493e-05,2.67e-05,2.731510106098536,102303.74929208
1649548800000,2022-04-10 00:00:00,AMP/BTC,2.416e-05,2.568e-05,2.416e-05,2.543e-05,0.9314490874171213,36627.96254098
1649462400000,2022-04-09 00:00:00,AMP/BTC,2.402e-05,2.435e-05,2.391e-05,2.416e-05,0.5822766042887232,24100.85282652
1649376000000,2022-04-08 00:00:00,AMP/BTC,2.318e-05,2.425e-05,2.307e-05,2.419e-05,1.5856558692006868,65550.05660193
1649289600000,2022-04-07 00:00:00,AMP/BTC,2.372e-05,2.392e-05,2.26e-05,2.318e-05,3.031032625589839,130760.68272605
1649203200000,2022-04-06 00:00:00,AMP/BTC,2.424e-05,2.424e-05,2.334e-05,2.372e-05,1.7031088932315772,71800.54355951
1649116800000,2022-04-05 00:00:00,AMP/BTC,2.277e-05,2.425e-05,2.263e-05,2.424e-05,1.8746759791467837,77338.1179516
1649030400000,2022-04-04 00:00:00,AMP/BTC,2.327e-05,2.352e-05,2.262e-05,2.277e-05,1.9019437490457063,83528.49139419
1648944000000,2022-04-03 00:00:00,AMP/BTC,2.443e-05,2.47e-05,2.23e-05,2.327e-05,2.6904273018427074,115617.84709251
1648857600000,2022-04-02 00:00:00,AMP/BTC,2.425e-05,2.469e-05,2.357e-05,2.443e-05,0.2676027549382138,10953.85816366
1648771200000,2022-04-01 00:00:00,AMP/BTC,2.404e-05,2.432e-05,2.326e-05,2.408e-05,1.7002874743581944,70609.94494843
1648684800000,2022-03-31 00:00:00,AMP/BTC,2.502e-05,2.515e-05,2.385e-05,2.404e-05,3.158290261091421,131376.46676753
1648598400000,2022-03-30 00:00:00,AMP/BTC,2.455e-05,2.53e-05,2.44e-05,2.501e-05,1.5783198908388751,63107.55261251
1648512000000,2022-03-29 00:00:00,AMP/BTC,2.5e-05,2.562e-05,2.454e-05,2.475e-05,3.028991770985152,122383.50589839
1648425600000,2022-03-28 00:00:00,AMP/BTC,2.387e-05,2.504e-05,2.373e-05,2.5e-05,0.8932905625969999,35731.62250388
1648339200000,2022-03-27 00:00:00,AMP/BTC,2.397e-05,2.419e-05,2.373e-05,2.403e-05,1.2343664790112427,51367.72696676
1648252800000,2022-03-26 00:00:00,AMP/BTC,2.471e-05,2.489e-05,2.375e-05,2.407e-05,1.448599755277615,60182.78999907
1648166400000,2022-03-25 00:00:00,AMP/BTC,2.5e-05,2.514e-05,2.442e-05,2.471e-05,2.1872756005120526,88517.83085844001
1648080000000,2022-03-24 00:00:00,AMP/BTC,2.512e-05,2.574e-05,2.495e-05,2.508e-05,1.8124800531657863,72267.94470358
1647993600000,2022-03-23 00:00:00,AMP/BTC,2.539e-05,2.578e-05,2.486e-05,2.512e-05,5.693626190318888,226657.09356365
1647907200000,2022-03-22 00:00:00,AMP/BTC,2.738e-05,2.738e-05,2.167e-05,2.538e-05,8.039087959614005,316748.93457896
1647820800000,2022-03-21 00:00:00,AMP/BTC,2.574e-05,2.775e-05,2.553e-05,2.738e-05,5.845722830193809,213503.39043805
1647734400000,2022-03-20 00:00:00,AMP/BTC,2.532e-05,2.579e-05,2.53e-05,2.574e-05,1.5340175962434182,59596.6432107
1647648000000,2022-03-19 00:00:00,AMP/BTC,2.533e-05,2.573e-05,2.516e-05,2.552e-05,2.3211405799546094,90953.78448098
1647561600000,2022-03-18 00:00:00,AMP/BTC,2.589e-05,2.599e-05,2.516e-05,2.533e-05,4.579684481930961,180800.80860367
1647475200000,2022-03-17 00:00:00,AMP/BTC,2.712e-05,2.712e-05,2.576e-05,2.589e-05,2.5042551935785093,96726.73594355
1647388800000,2022-03-16 00:00:00,AMP/BTC,2.472e-05,2.79e-05,2.431e-05,2.712e-05,12.75336813900865,470256.93727908
1647302400000,2022-03-15 00:00:00,AMP/BTC,2.365e-05,2.494e-05,2.358e-05,2.472e-05,5.4053313150985876,218662.27002826
1647216000000,2022-03-14 00:00:00,AMP/BTC,2.484e-05,2.511e-05,2.353e-05,2.374e-05,9.53473789667771,401631.75638912
1647129600000,2022-03-13 00:00:00,AMP/BTC,2.417e-05,2.516e-05,2.399e-05,2.507e-05,7.4276042499906545,296274.6011165
1647043200000,2022-03-12 00:00:00,AMP/BTC,2.409e-05,2.443e-05,2.375e-05,2.418e-05,3.485337526221931,144141.33689917
1646956800000,2022-03-11 00:00:00,AMP/BTC,2.353e-05,2.443e-05,2.332e-05,2.411e-05,13.145154972988399,545215.88440433
1646870400000,2022-03-10 00:00:00,AMP/BTC,2.302e-05,2.509e-05,2.287e-05,2.351e-05,9.067403035105743,385682.81731628
1646784000000,2022-03-09 00:00:00,AMP/BTC,2.351e-05,2.365e-05,2.286e-05,2.302e-05,6.292868042273623,273365.24944716
1646697600000,2022-03-08 00:00:00,AMP/BTC,2.376e-05,2.414e-05,2.345e-05,2.351e-05,5.298611028045962,225376.90463828
