https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AVA,Volume USDT
1663459200,2022-09-18 00:00:00,AVA/USDT,0.797268,0.797268,0.780777,0.783857,6967.797,5478.6931293474
1663372800,2022-09-17 00:00:00,AVA/USDT,0.73721,0.829826,0.73721,0.796639,91842.2386,71929.8693041854
1663286400,2022-09-16 00:00:00,AVA/USDT,0.77656,0.77904,0.715972,0.736695,71821.2827,53879.1606768868
1663200000,2022-09-15 00:00:00,AVA/USDT,0.812115,0.813503,0.765761,0.778056,62691.1753,49368.325281708
1663113600,2022-09-14 00:00:00,AVA/USDT,0.810112,0.831632,0.77818,0.810627,60436.9265,48777.6700709532
1663027200,2022-09-13 00:00:00,AVA/USDT,0.852,0.877744,0.79511,0.815,116720.6147,96793.9246968568
1662940800,2022-09-12 00:00:00,AVA/USDT,0.871122,0.887663,0.847801,0.852,92833.4534,80853.6179116871
1662854400,2022-09-11 00:00:00,AVA/USDT,0.860907,0.883789,0.854659,0.870792,43278.1956,37767.4770273863
1662768000,2022-09-10 00:00:00,AVA/USDT,0.879584,0.882,0.841053,0.856701,71043.4776,61073.0679615368
1662681600,2022-09-09 00:00:00,AVA/USDT,0.842519,0.883641,0.841123,0.880154,164173.1456,142636.788845125
1662595200,2022-09-08 00:00:00,AVA/USDT,0.835832,0.849863,0.823957,0.841836,55678.0392,46551.5645897834
1662508800,2022-09-07 00:00:00,AVA/USDT,0.80643,0.9207,0.789973,0.836,128374.9441,105011.3215795159
1662422400,2022-09-06 00:00:00,AVA/USDT,0.843086,0.859531,0.8,0.806434,88332.4087,73602.504085922
1662336000,2022-09-05 00:00:00,AVA/USDT,0.85645,0.862256,0.832139,0.841847,76849.1405,65014.9339351201
1662249600,2022-09-04 00:00:00,AVA/USDT,0.870381,0.87155,0.843464,0.857321,22324.2195,19036.2849601223
1662163200,2022-09-03 00:00:00,AVA/USDT,0.85745,0.872496,0.847174,0.870204,41646.4931,35747.6139295115
1662076800,2022-09-02 00:00:00,AVA/USDT,0.83545,0.90183,0.829251,0.854655,143346.6808,123163.8656651606
1661990400,2022-09-01 00:00:00,AVA/USDT,0.846907,0.863159,0.820845,0.835062,51928.9357,43599.0432830584
1661904000,2022-08-31 00:00:00,AVA/USDT,0.858416,0.874183,0.837437,0.849895,116714.8141,100447.3900263523
1661817600,2022-08-30 00:00:00,AVA/USDT,0.824374,0.923035,0.810705,0.857735,292523.73,251275.8816395986
1661731200,2022-08-29 00:00:00,AVA/USDT,0.802375,0.841185,0.801978,0.826537,115439.8333,94635.7973811889
1661644800,2022-08-28 00:00:00,AVA/USDT,0.822749,0.852,0.79615,0.805015,156159.6309,126666.7744420766
1661558400,2022-08-27 00:00:00,AVA/USDT,0.752447,0.944243,0.751032,0.822731,991371.5398,843107.2307255662
1661472000,2022-08-26 00:00:00,AVA/USDT,0.826337,0.828535,0.75,0.752447,228888.3021,179376.6613476819
1661385600,2022-08-25 00:00:00,AVA/USDT,0.843032,0.9498,0.822077,0.826456,429654.94450141,371502.33925627768171
1661299200,2022-08-24 00:00:00,AVA/USDT,0.759,1.19,0.73086,0.841554,1475254.31673009,1409979.87600007846404
1661212800,2022-08-23 00:00:00,AVA/USDT,0.702431,0.759,0.688068,0.759,126279.3318,91123.7988398091
1661126400,2022-08-22 00:00:00,AVA/USDT,0.731534,0.732262,0.681,0.700172,149125.1138,105127.0400528398
1661040000,2022-08-21 00:00:00,AVA/USDT,0.735346,0.751602,0.728307,0.732096,100150.7237,73976.4643706352
1660953600,2022-08-20 00:00:00,AVA/USDT,0.728045,0.78635,0.717403,0.734633,162100.9252,121187.8347402718
1660867200,2022-08-19 00:00:00,AVA/USDT,0.797306,0.814066,0.712,0.728117,253657.0841,189881.5344071704
1660780800,2022-08-18 00:00:00,AVA/USDT,0.756634,0.852798,0.753951,0.797654,220987.5101,180174.8751379985
1660694400,2022-08-17 00:00:00,AVA/USDT,0.803653,0.823113,0.755249,0.75526,110189.07541365,86569.175737964537
1660608000,2022-08-16 00:00:00,AVA/USDT,0.827359,0.829504,0.793965,0.801613,95183.7426,76865.9714821699
1660521600,2022-08-15 00:00:00,AVA/USDT,0.852358,0.868527,0.821242,0.827722,94553.7885,79239.1816953078
1660435200,2022-08-14 00:00:00,AVA/USDT,0.877894,0.881827,0.850331,0.852611,114179.1653,98894.2211515368
1660348800,2022-08-13 00:00:00,AVA/USDT,0.872749,0.913,0.859836,0.877527,210348.3677,185608.0328353857
1660262400,2022-08-12 00:00:00,AVA/USDT,0.847262,0.880057,0.831498,0.872749,157698.6487,134852.5915320682
1660176000,2022-08-11 00:00:00,AVA/USDT,0.865703,0.925158,0.843133,0.846689,231781.6911,201760.1577915458
1660089600,2022-08-10 00:00:00,AVA/USDT,0.816412,0.879,0.795601,0.864676,207968.0006,173932.6076479026
1660003200,2022-08-09 00:00:00,AVA/USDT,0.885163,0.91358,0.789041,0.816813,180544.51587715,149092.46862044256005
1659916800,2022-08-08 00:00:00,AVA/USDT,0.816052,0.97963,0.814771,0.884836,386528.7516,347466.5809010921
1659830400,2022-08-07 00:00:00,AVA/USDT,0.808625,0.82743,0.803352,0.815356,78732.8812,64445.2470989656
1659744000,2022-08-06 00:00:00,AVA/USDT,0.830432,0.85,0.805906,0.805968,69135.5969,56877.0028146125
1659657600,2022-08-05 00:00:00,AVA/USDT,0.812351,0.846412,0.811599,0.832458,96578.8159,79975.514001066
1659571200,2022-08-04 00:00:00,AVA/USDT,0.810376,0.85704,0.800001,0.812762,108130.1171,89487.5134527939
1659484800,2022-08-03 00:00:00,AVA/USDT,0.891077,0.919058,0.79714,0.808705,508093.9088,422778.9518152335
1659398400,2022-08-02 00:00:00,AVA/USDT,1.005001,1.006411,0.877061,0.891238,359140.3673,332460.8490531825
1659312000,2022-08-01 00:00:00,AVA/USDT,1.047697,1.384399,0.914736,1.006272,1671152.5363,1857492.7400572753
1659225600,2022-07-31 00:00:00,AVA/USDT,0.682063,1.396881,0.681565,1.046,2104303.06188396,2323773.9851107887311
1659139200,2022-07-30 00:00:00,AVA/USDT,0.684526,0.720343,0.675667,0.681335,198386.3461,138510.8329409525
1659052800,2022-07-29 00:00:00,AVA/USDT,0.701782,0.709747,0.66058,0.685754,197747.4923,135540.600792298
1658966400,2022-07-28 00:00:00,AVA/USDT,0.686815,0.722748,0.65761,0.701675,262980.1854,181948.883270553
1658880000,2022-07-27 00:00:00,AVA/USDT,0.592008,0.720979,0.590196,0.686815,518330.82,342906.3769664983
1658793600,2022-07-26 00:00:00,AVA/USDT,0.611084,0.612273,0.572536,0.591971,139089.3509,82495.7725964184
1658707200,2022-07-25 00:00:00,AVA/USDT,0.635226,0.635226,0.611572,0.611572,120626.189,74946.5650413279
1658620800,2022-07-24 00:00:00,AVA/USDT,0.6305,0.661593,0.618881,0.635857,142914.8195,91567.4125946306
1658534400,2022-07-23 00:00:00,AVA/USDT,0.630072,0.643776,0.617448,0.6305,88757.9213,55806.5702916963
1658448000,2022-07-22 00:00:00,AVA/USDT,0.6575,0.683364,0.626073,0.630175,137061.78937681,90463.48137377768196
1658361600,2022-07-21 00:00:00,AVA/USDT,0.636942,0.682501,0.627102,0.656096,122350.8385,79438.3775115106
1658275200,2022-07-20 00:00:00,AVA/USDT,0.662,0.675204,0.63469,0.637415,193568.33982121,126626.90131315246068
1658188800,2022-07-19 00:00:00,AVA/USDT,0.62737,0.674721,0.608393,0.661998,271348.21025627,171022.16653878120254
1658102400,2022-07-18 00:00:00,AVA/USDT,0.585877,0.747,0.583798,0.627368,562113.76126274,357793.86876553456593
1658016000,2022-07-17 00:00:00,AVA/USDT,0.599235,0.6125,0.56529,0.58621,320296.31781725,188894.45324579945385
1657929600,2022-07-16 00:00:00,AVA/USDT,0.610582,0.64049,0.575706,0.598525,475547.69983706,286259.2511344411137
1657843200,2022-07-15 00:00:00,AVA/USDT,0.705,0.770904,0.60207,0.609851,1016209.94404789,669911.86923523140269
1657756800,2022-07-14 00:00:00,AVA/USDT,0.511285,0.949,0.498789,0.704538,2451438.84693649,1850458.34891050534838
1657670400,2022-07-13 00:00:00,AVA/USDT,0.490472,0.512995,0.474008,0.511475,163776.89044594,80610.07507619535753
1657584000,2022-07-12 00:00:00,AVA/USDT,0.510947,0.516189,0.488762,0.49056,117250.2840942,58875.01306194023255
1657497600,2022-07-11 00:00:00,AVA/USDT,0.548156,0.548156,0.50844,0.510897,95709.25837035,50736.60256959367393
1657411200,2022-07-10 00:00:00,AVA/USDT,0.589509,0.589509,0.536414,0.548213,100381.01560671,55931.01502716696221
1657324800,2022-07-09 00:00:00,AVA/USDT,0.579113,0.592743,0.575963,0.589236,62473.29577767,36553.29507405994593
1657238400,2022-07-08 00:00:00,AVA/USDT,0.594653,0.607361,0.578153,0.579913,165659.36152847,97848.97026167983184
1657152000,2022-07-07 00:00:00,AVA/USDT,0.611976,0.612439,0.57714,0.594653,465668.22365977,277327.88117943188308
1657065600,2022-07-06 00:00:00,AVA/USDT,0.59453,0.632855,0.55,0.612875,204443.96558125,123317.3541909599276
1656979200,2022-07-05 00:00:00,AVA/USDT,0.602761,0.610388,0.575025,0.593382,164040.47856383,97718.36105124775213
1656892800,2022-07-04 00:00:00,AVA/USDT,0.571709,0.603818,0.550991,0.602732,111157.97556377,64042.7686641818143
1656806400,2022-07-03 00:00:00,AVA/USDT,0.583006,0.59957,0.550367,0.570271,108575.35928846,62141.18729020886566
1656720000,2022-07-02 00:00:00,AVA/USDT,0.560201,0.585,0.548487,0.582866,87291.39497026,49296.59084834714361
1656633600,2022-07-01 00:00:00,AVA/USDT,0.538635,0.57074,0.53529,0.557819,136314.41256413,75720.02692083882931
1656547200,2022-06-30 00:00:00,AVA/USDT,0.564742,0.567337,0.525354,0.538748,100970.98719338,55262.87162102313741
1656460800,2022-06-29 00:00:00,AVA/USDT,0.555689,0.616923,0.540223,0.566054,181524.93531362,104197.91418893658796
1656374400,2022-06-28 00:00:00,AVA/USDT,0.578437,0.582074,0.5538,0.555152,144907.33946953,82397.96439122660608
1656288000,2022-06-27 00:00:00,AVA/USDT,0.605075,0.622445,0.575382,0.579212,116905.57030498,70278.97197253851204
1656201600,2022-06-26 00:00:00,AVA/USDT,0.630555,0.646968,0.603112,0.605428,108400.60041471,67673.66919664047767
1656115200,2022-06-25 00:00:00,AVA/USDT,0.581607,0.673758,0.579,0.62971,180181.17022001,109266.57226584987813
1656028800,2022-06-24 00:00:00,AVA/USDT,0.55172,0.592919,0.550114,0.584416,154294.89553113,88001.51824940107407
1655942400,2022-06-23 00:00:00,AVA/USDT,0.520758,0.56683,0.520096,0.550891,146101.11852697,79241.15056185764867
1655856000,2022-06-22 00:00:00,AVA/USDT,0.54724,0.551101,0.520362,0.520362,135407.29374086,72384.64221727512623
1655769600,2022-06-21 00:00:00,AVA/USDT,0.542023,0.564725,0.538002,0.54724,160819.70823734,88880.02179146272526
