https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KAI,Volume USDT
1663336800,2022-09-16 14:00:00,KAI/USDT,0.0081497,0.0082354,0.0081183,0.0082354,23002.4106,187.57280795577
1663333200,2022-09-16 13:00:00,KAI/USDT,0.0082369,0.008294,0.00815,0.0081997,280116.9846,2313.03641426606
1663329600,2022-09-16 12:00:00,KAI/USDT,0.0082671,0.008309,0.00819,0.00819,657581.3749,5417.5961007169
1663326000,2022-09-16 11:00:00,KAI/USDT,0.0081912,0.0082671,0.008191,0.0082671,74228.6941,610.33782071302
1663322400,2022-09-16 10:00:00,KAI/USDT,0.0081289,0.0082249,0.0081289,0.0082249,49886.8133,408.75724299597
1663318800,2022-09-16 09:00:00,KAI/USDT,0.0081886,0.00821,0.008121,0.008177,4133.0687,33.60231147019
1663315200,2022-09-16 08:00:00,KAI/USDT,0.0082,0.0082352,0.0081392,0.00816,298163.384,2434.43715640328
1663311600,2022-09-16 07:00:00,KAI/USDT,0.00824,0.00824,0.00816,0.0082175,43506.4427,356.74265493186
1663308000,2022-09-16 06:00:00,KAI/USDT,0.0083167,0.008329,0.00816,0.00824,452514.2518,3721.89527172271
1663304400,2022-09-16 05:00:00,KAI/USDT,0.0083167,0.0083167,0.0083167,0.0083167,49.9742,0.41562042914
1663300800,2022-09-16 04:00:00,KAI/USDT,0.0083257,0.0083257,0.00824,0.008248,71563.8006,591.67994039754
1663297200,2022-09-16 03:00:00,KAI/USDT,0.008239,0.00832,0.008239,0.00832,1877.4108,15.59421110701
1663293600,2022-09-16 02:00:00,KAI/USDT,0.0082904,0.0082919,0.0082307,0.0082379,22747.8102,188.42786159317
1663290000,2022-09-16 01:00:00,KAI/USDT,0.0083,0.008351,0.0082917,0.0082917,46095.172,382.65638050569
1663286400,2022-09-16 00:00:00,KAI/USDT,0.0083,0.008367,0.0082671,0.0083,100895.6973,838.4532924504
1663282800,2022-09-15 23:00:00,KAI/USDT,0.0082897,0.0083849,0.0082897,0.0083,24216.8004,201.51157552735
1663279200,2022-09-15 22:00:00,KAI/USDT,0.0083299,0.0083299,0.00824,0.0082843,31849.4409,263.79090151878
1663275600,2022-09-15 21:00:00,KAI/USDT,0.0082682,0.00839,0.0082682,0.0083299,205549.5082,1713.07268998335
1663272000,2022-09-15 20:00:00,KAI/USDT,0.0082757,0.00828,0.0082175,0.0082609,5513.8961,45.4994837564
1663268400,2022-09-15 19:00:00,KAI/USDT,0.0082,0.008293,0.0081014,0.00824,83656.5547,686.31353253236
1663264800,2022-09-15 18:00:00,KAI/USDT,0.0081886,0.008279,0.00812,0.008211,326125.747,2654.80447377009
1663261200,2022-09-15 17:00:00,KAI/USDT,0.0082287,0.0082536,0.0081425,0.008239,228106.2343,1865.66009158374
1663257600,2022-09-15 16:00:00,KAI/USDT,0.0082,0.0082287,0.0082,0.0082287,38691.1477,318.25235492351
1663254000,2022-09-15 15:00:00,KAI/USDT,0.00816,0.0082437,0.0081201,0.008144,307113.5829,2503.59019507613
1663250400,2022-09-15 14:00:00,KAI/USDT,0.00836,0.0083819,0.00816,0.00816,443237.3065,3638.08425830147
1663246800,2022-09-15 13:00:00,KAI/USDT,0.0083961,0.008409,0.0083,0.0083,154100.274,1285.08817367432
1663243200,2022-09-15 12:00:00,KAI/USDT,0.0083663,0.0084388,0.0083,0.008341,298794.4345,2502.52292792995
1663239600,2022-09-15 11:00:00,KAI/USDT,0.0083167,0.008439,0.0083167,0.008425,62752.9869,528.15918608604
1663236000,2022-09-15 10:00:00,KAI/USDT,0.0083,0.0084059,0.0083,0.0083167,177249.788,1479.83972182195
1663232400,2022-09-15 09:00:00,KAI/USDT,0.0083,0.0083366,0.008252,0.0083365,38394.1818,318.77915046634
1663228800,2022-09-15 08:00:00,KAI/USDT,0.0082711,0.008345,0.008221,0.0082917,131194.2914,1088.74520353185
1663225200,2022-09-15 07:00:00,KAI/USDT,0.008241,0.008439,0.008241,0.0082731,272101.3685,2280.75132498017
1663221600,2022-09-15 06:00:00,KAI/USDT,0.0083059,0.0083449,0.0082354,0.00824,179090.711,1479.73827539098
1663218000,2022-09-15 05:00:00,KAI/USDT,0.008299,0.0083,0.0082264,0.0083,1368.621,11.32358681538
1663214400,2022-09-15 04:00:00,KAI/USDT,0.008291,0.0083525,0.0082354,0.00824,55043.0232,457.3492889118
1663210800,2022-09-15 03:00:00,KAI/USDT,0.0082456,0.008304,0.0082,0.008294,673313.4876,5543.98515119831
1663207200,2022-09-15 02:00:00,KAI/USDT,0.008312,0.00832,0.008241,0.0083139,59221.8817,492.01946343518
1663203600,2022-09-15 01:00:00,KAI/USDT,0.0084159,0.0084159,0.0082203,0.0083125,328868.661,2726.96010981586
1663200000,2022-09-15 00:00:00,KAI/USDT,0.0084384,0.0084762,0.0084157,0.0084159,26789.8286,226.45212810767
1663196400,2022-09-14 23:00:00,KAI/USDT,0.00848,0.0084803,0.008409,0.0084384,70863.7758,600.05449928587
1663192800,2022-09-14 22:00:00,KAI/USDT,0.0084786,0.0084803,0.00842,0.00848,14790.9833,125.29899925835
1663189200,2022-09-14 21:00:00,KAI/USDT,0.0084802,0.00855,0.00842,0.0084786,350629.6029,2971.87248407254
1663185600,2022-09-14 20:00:00,KAI/USDT,0.0083374,0.008648,0.0083374,0.0085469,258834.7264,2203.53182640895
1663182000,2022-09-14 19:00:00,KAI/USDT,0.0082001,0.0083906,0.0082,0.0083808,232607.6883,1933.74196346415
1663178400,2022-09-14 18:00:00,KAI/USDT,0.00832,0.0083309,0.0082,0.0082671,533298.4902,4413.60374218664
1663174800,2022-09-14 17:00:00,KAI/USDT,0.0083607,0.0083989,0.0082673,0.0082681,148024.0042,1235.42163438632
1663171200,2022-09-14 16:00:00,KAI/USDT,0.00832,0.008417,0.0082802,0.0083607,119891.7689,1001.91650851366
1663167600,2022-09-14 15:00:00,KAI/USDT,0.0083998,0.0084065,0.008269,0.00832,645155.2877,5354.53720838618
1663164000,2022-09-14 14:00:00,KAI/USDT,0.0084457,0.0084457,0.008321,0.0083998,330941.8759,2785.10646756897
1663160400,2022-09-14 13:00:00,KAI/USDT,0.00848,0.00854,0.0083601,0.0084456,765356.757,6455.49304667578
1663156800,2022-09-14 12:00:00,KAI/USDT,0.008457,0.0085505,0.0082676,0.00854,1890478.0115,15793.54434059839
1663153200,2022-09-14 11:00:00,KAI/USDT,0.008517,0.0085175,0.008457,0.008457,80879.997,685.34461457752
1663149600,2022-09-14 10:00:00,KAI/USDT,0.0085063,0.0085562,0.0084571,0.008517,52632.6923,446.14563433778
1663146000,2022-09-14 09:00:00,KAI/USDT,0.0084995,0.0086,0.0084995,0.0085104,204449.343,1743.17866348373
1663142400,2022-09-14 08:00:00,KAI/USDT,0.0084662,0.0084995,0.008376,0.0084995,75458.13,637.13551991698
1663138800,2022-09-14 07:00:00,KAI/USDT,0.0085053,0.0085053,0.0083871,0.0084652,372998.5376,3151.93934763918
1663135200,2022-09-14 06:00:00,KAI/USDT,0.0086467,0.0086467,0.0085,0.0085,109761.9866,935.06354947457
1663131600,2022-09-14 05:00:00,KAI/USDT,0.008503,0.0086487,0.008503,0.0086485,125761.0074,1084.18971635415
1663128000,2022-09-14 04:00:00,KAI/USDT,0.0085596,0.00865,0.0085022,0.008546,155187.9648,1329.61297448332
1663124400,2022-09-14 03:00:00,KAI/USDT,0.0086296,0.0086296,0.0085023,0.0085023,110520.569,944.67991485698
1663120800,2022-09-14 02:00:00,KAI/USDT,0.008628,0.0086298,0.0085699,0.0086298,93554.1764,805.35745665113
1663117200,2022-09-14 01:00:00,KAI/USDT,0.008561,0.008628,0.008561,0.008628,41695.2676,357.04489548418
1663113600,2022-09-14 00:00:00,KAI/USDT,0.0086,0.0086495,0.008561,0.0085611,188004.7245,1612.66017577561
1663110000,2022-09-13 23:00:00,KAI/USDT,0.0085595,0.0086499,0.0085022,0.0086002,432989.056,3711.70702688085
1663106400,2022-09-13 22:00:00,KAI/USDT,0.0085595,0.0085595,0.0085049,0.0085595,96500.5279,823.89319787909
1663102800,2022-09-13 21:00:00,KAI/USDT,0.0085701,0.0085897,0.0085022,0.0085595,104898.4353,895.55407036732
1663099200,2022-09-13 20:00:00,KAI/USDT,0.00862,0.008649,0.008566,0.0085698,130161.8566,1116.70145805745
1663095600,2022-09-13 19:00:00,KAI/USDT,0.0085867,0.008649,0.008569,0.00858,343272.3697,2955.74515324156
1663092000,2022-09-13 18:00:00,KAI/USDT,0.0085888,0.0085921,0.008522,0.0085867,354999.0774,3046.47731020264
1663088400,2022-09-13 17:00:00,KAI/USDT,0.0084403,0.00859,0.00844,0.008523,171449.0336,1461.78007265761
1663084800,2022-09-13 16:00:00,KAI/USDT,0.008418,0.0084955,0.008361,0.0084842,170105.0452,1431.49147897952
1663081200,2022-09-13 15:00:00,KAI/USDT,0.00844,0.0085,0.008345,0.008361,1775297.274,15027.17882773252
1663077600,2022-09-13 14:00:00,KAI/USDT,0.00848,0.008572,0.0084101,0.008492,1076328.5108,9107.04059075828
1663074000,2022-09-13 13:00:00,KAI/USDT,0.0085938,0.0085989,0.0084004,0.008413,1642790.9871,14002.48964117025
1663070400,2022-09-13 12:00:00,KAI/USDT,0.0088607,0.0088949,0.0085201,0.0085206,1404500.1629,12221.71150029843
1663066800,2022-09-13 11:00:00,KAI/USDT,0.0088202,0.0088963,0.008696,0.0088607,584250.0622,5139.98241323784
1663063200,2022-09-13 10:00:00,KAI/USDT,0.0087079,0.0088203,0.008646,0.0088203,1169149.5739,10252.14043335208
1663059600,2022-09-13 09:00:00,KAI/USDT,0.00868,0.0087079,0.0085785,0.0087079,331645.5951,2884.07451408226
1663056000,2022-09-13 08:00:00,KAI/USDT,0.0087047,0.0087081,0.0085227,0.0086285,205556.3209,1776.67245224654
1663052400,2022-09-13 07:00:00,KAI/USDT,0.0087059,0.008754,0.0085456,0.0087038,494314.5919,4288.1754341976
1663048800,2022-09-13 06:00:00,KAI/USDT,0.00864,0.0087214,0.0086241,0.0087059,155775.2168,1354.18041502854
1663045200,2022-09-13 05:00:00,KAI/USDT,0.0087216,0.0087216,0.00858,0.0086999,126691.9498,1097.9580572054
1663041600,2022-09-13 04:00:00,KAI/USDT,0.008535,0.0087216,0.008535,0.0087216,570682.566,4955.60258448803
1663038000,2022-09-13 03:00:00,KAI/USDT,0.00856,0.0085999,0.008518,0.0085999,70543.8544,606.30885567464
1663034400,2022-09-13 02:00:00,KAI/USDT,0.0084995,0.0086,0.0084995,0.0086,220492.3413,1891.22986664119
1663030800,2022-09-13 01:00:00,KAI/USDT,0.0085538,0.0085998,0.0084,0.0084996,278631.4858,2363.20078186476
1663027200,2022-09-13 00:00:00,KAI/USDT,0.0086221,0.008659,0.0084996,0.0084996,351349.5012,2994.75102571548
1663023600,2022-09-12 23:00:00,KAI/USDT,0.0085538,0.0086606,0.0085538,0.0085671,353792.1131,3056.16843950978
1663020000,2022-09-12 22:00:00,KAI/USDT,0.008638,0.008638,0.008502,0.0085564,40542.6437,348.92005599003
1663016400,2022-09-12 21:00:00,KAI/USDT,0.00853,0.008639,0.0085001,0.008639,212354.0982,1820.85097363258
1663012800,2022-09-12 20:00:00,KAI/USDT,0.0086221,0.0086486,0.0085297,0.00853,553016.8243,4735.62465786828
1663009200,2022-09-12 19:00:00,KAI/USDT,0.0086597,0.0086622,0.00854,0.0086221,318124.6924,2737.84696517905
1663005600,2022-09-12 18:00:00,KAI/USDT,0.0086497,0.008661,0.00854,0.0086002,367918.0242,3156.7572274356
1663002000,2022-09-12 17:00:00,KAI/USDT,0.0086622,0.0086622,0.008542,0.0086053,206886.2246,1778.36661282415
1662998400,2022-09-12 16:00:00,KAI/USDT,0.008719,0.0087267,0.0085419,0.008661,81806.0562,704.45472732026
1662994800,2022-09-12 15:00:00,KAI/USDT,0.00866,0.0087549,0.0086597,0.0087164,332400.3999,2890.75618716496
1662991200,2022-09-12 14:00:00,KAI/USDT,0.0086579,0.0087304,0.0086579,0.00866,163672.9822,1418.93045893243
1662987600,2022-09-12 13:00:00,KAI/USDT,0.00872,0.008762,0.00864,0.0086579,453083.1074,3948.4890615735
1662984000,2022-09-12 12:00:00,KAI/USDT,0.00872,0.0087741,0.0086744,0.008765,663457.8556,5787.68779361749
1662980400,2022-09-12 11:00:00,KAI/USDT,0.008763,0.008763,0.008675,0.00872,179790.6046,1568.64171515959
1662976800,2022-09-12 10:00:00,KAI/USDT,0.0086744,0.00877,0.0086744,0.008764,190375.1263,1660.31212634675
1662973200,2022-09-12 09:00:00,KAI/USDT,0.0086774,0.0087698,0.0085301,0.0086744,457365.0959,3946.75249848069
1662969600,2022-09-12 08:00:00,KAI/USDT,0.0087702,0.0087702,0.0086401,0.0086401,146720.6463,1278.77953615238
1662966000,2022-09-12 07:00:00,KAI/USDT,0.0087368,0.0087702,0.00869,0.0087702,63320.1833,552.69323341417
1662962400,2022-09-12 06:00:00,KAI/USDT,0.0087348,0.0087397,0.0086378,0.0087397,440430.6189,3830.37471089986
1662958800,2022-09-12 05:00:00,KAI/USDT,0.0087,0.008783,0.0087,0.008736,37816.3392,331.32010703357
1662955200,2022-09-12 04:00:00,KAI/USDT,0.00874,0.00877,0.0087,0.0087,19398.248,169.39697993453
1662951600,2022-09-12 03:00:00,KAI/USDT,0.0087498,0.00875,0.0086754,0.0087476,22277.2472,193.81594909651
1662948000,2022-09-12 02:00:00,KAI/USDT,0.0087954,0.0087954,0.0086755,0.0086987,71277.968,620.39345740039
1662944400,2022-09-12 01:00:00,KAI/USDT,0.0086669,0.0087954,0.008587,0.0087954,334838.6407,2930.80773624403
1662940800,2022-09-12 00:00:00,KAI/USDT,0.0086827,0.0087304,0.0086744,0.0086744,9788.8856,85.36481182099
1662937200,2022-09-11 23:00:00,KAI/USDT,0.0085654,0.0087953,0.00854,0.00869,241839.4965,2118.67288113315
1662933600,2022-09-11 22:00:00,KAI/USDT,0.0085175,0.008693,0.00846,0.0086218,155744.605,1337.37302865896
1662930000,2022-09-11 21:00:00,KAI/USDT,0.0086,0.0086467,0.008435,0.0085175,161371.7239,1378.16834975892
1662926400,2022-09-11 20:00:00,KAI/USDT,0.0086222,0.008751,0.008536,0.0086,211960.7049,1836.7916940001
1662922800,2022-09-11 19:00:00,KAI/USDT,0.0085967,0.008692,0.0085967,0.0086221,54927.8481,475.46818441169
1662919200,2022-09-11 18:00:00,KAI/USDT,0.0087,0.0087569,0.008452,0.008575,571177.7887,4905.29684344693
1662915600,2022-09-11 17:00:00,KAI/USDT,0.0087244,0.0087379,0.00868,0.00868,226675.6373,1977.03662812861
1662912000,2022-09-11 16:00:00,KAI/USDT,0.008668,0.0087267,0.0085698,0.008725,253387.1608,2196.10441318663
1662908400,2022-09-11 15:00:00,KAI/USDT,0.0086467,0.008681,0.0085456,0.00868,401889.112,3484.87492097447
1662904800,2022-09-11 14:00:00,KAI/USDT,0.0086221,0.0086898,0.0084096,0.0086354,1444505.9816,12417.8837071181
1662901200,2022-09-11 13:00:00,KAI/USDT,0.0086659,0.0086876,0.0086133,0.008675,249561.0003,2164.71493543812
1662897600,2022-09-11 12:00:00,KAI/USDT,0.0086,0.008692,0.0085651,0.0086669,322908.0092,2798.65746706819
1662894000,2022-09-11 11:00:00,KAI/USDT,0.008537,0.0086428,0.0084351,0.0086204,452367.2573,3846.26924609006
1662890400,2022-09-11 10:00:00,KAI/USDT,0.0086744,0.008689,0.0084129,0.008537,985882.4623,8413.66756416156
1662886800,2022-09-11 09:00:00,KAI/USDT,0.0088404,0.0088404,0.0086012,0.0086754,1832416.3691,15874.78767127675
1662883200,2022-09-11 08:00:00,KAI/USDT,0.00884,0.0088958,0.0087267,0.0088404,218188.7445,1918.76690122105
1662879600,2022-09-11 07:00:00,KAI/USDT,0.00884,0.00889,0.008801,0.00884,17873.4441,157.89973228362
1662876000,2022-09-11 06:00:00,KAI/USDT,0.00884,0.0088962,0.00878,0.008894,178180.2436,1574.36602640557
1662872400,2022-09-11 05:00:00,KAI/USDT,0.0088963,0.0088963,0.008766,0.008781,182174.842,1608.40031608992
1662868800,2022-09-11 04:00:00,KAI/USDT,0.0088976,0.0088997,0.008764,0.0088963,159355.9595,1415.07691232472
1662865200,2022-09-11 03:00:00,KAI/USDT,0.0088003,0.0088998,0.008798,0.0088963,36248.5499,322.20849180193
1662861600,2022-09-11 02:00:00,KAI/USDT,0.0088832,0.0088998,0.008779,0.0088021,209455.8165,1858.7210054459
1662858000,2022-09-11 01:00:00,KAI/USDT,0.008707,0.0089318,0.008707,0.00884,558147.8236,4959.18566837641
1662854400,2022-09-11 00:00:00,KAI/USDT,0.008894,0.008894,0.0086576,0.00867,323339.2332,2850.21780858347
1662850800,2022-09-10 23:00:00,KAI/USDT,0.008803,0.008898,0.008802,0.0088954,298230.5946,2640.31507797924
1662847200,2022-09-10 22:00:00,KAI/USDT,0.0088248,0.0088746,0.0085001,0.008802,1300419.1949,11255.75566797915
1662843600,2022-09-10 21:00:00,KAI/USDT,0.008719,0.008868,0.008621,0.00876,131743.1255,1152.42617539419
1662840000,2022-09-10 20:00:00,KAI/USDT,0.008869,0.008869,0.008577,0.008719,351046.2744,3061.23938285969
1662836400,2022-09-10 19:00:00,KAI/USDT,0.0088002,0.008869,0.0087706,0.008869,389094.048,3442.57810567405
1662832800,2022-09-10 18:00:00,KAI/USDT,0.0087899,0.008898,0.0086,0.0088398,1672448.4452,14697.36357095893
1662829200,2022-09-10 17:00:00,KAI/USDT,0.0086622,0.00879,0.00864,0.0087899,776123.496,6786.84733713389
1662825600,2022-09-10 16:00:00,KAI/USDT,0.0085938,0.0086875,0.008524,0.008608,569622.8628,4910.65124362552
1662822000,2022-09-10 15:00:00,KAI/USDT,0.0085768,0.0086,0.00839,0.008521,1301175.1022,11128.00128479533
1662818400,2022-09-10 14:00:00,KAI/USDT,0.0084554,0.00858,0.008381,0.0085768,744625.1177,6346.93830785095
1662814800,2022-09-10 13:00:00,KAI/USDT,0.0084554,0.00857,0.0083998,0.0084554,242912.7199,2054.45271274397
1662811200,2022-09-10 12:00:00,KAI/USDT,0.00851,0.0085455,0.0084527,0.0085173,15831.5172,134.51031517379
1662807600,2022-09-10 11:00:00,KAI/USDT,0.0085698,0.0085889,0.0084,0.00851,384742.8478,3252.78344237719
1662804000,2022-09-10 10:00:00,KAI/USDT,0.0085058,0.008589,0.008404,0.0085202,238296.4923,2028.75314343669
1662800400,2022-09-10 09:00:00,KAI/USDT,0.0084554,0.0085059,0.0084,0.0085059,89545.6629,752.89105669932
1662796800,2022-09-10 08:00:00,KAI/USDT,0.008504,0.0085174,0.0084,0.0085174,551504.6545,4660.32618614333
1662793200,2022-09-10 07:00:00,KAI/USDT,0.0084554,0.0085054,0.0084552,0.008504,147542.051,1248.34685474994
1662789600,2022-09-10 06:00:00,KAI/USDT,0.0084004,0.0086106,0.008367,0.0084552,586303.7886,4984.78751206308
1662786000,2022-09-10 05:00:00,KAI/USDT,0.0084652,0.0084989,0.008364,0.0084004,335250.9354,2812.58594235392
1662782400,2022-09-10 04:00:00,KAI/USDT,0.0084923,0.0084989,0.008376,0.0084554,433043.746,3661.55261761155
1662778800,2022-09-10 03:00:00,KAI/USDT,0.00844,0.0084989,0.00837,0.00844,617428.8842,5218.08962301411
1662775200,2022-09-10 02:00:00,KAI/USDT,0.008435,0.008499,0.008365,0.0084,638902.9534,5388.57953303856
1662771600,2022-09-10 01:00:00,KAI/USDT,0.0083887,0.008498,0.0083571,0.0083705,147403.2757,1246.97998606151
1662768000,2022-09-10 00:00:00,KAI/USDT,0.0084004,0.0084719,0.008342,0.0083887,136221.8416,1137.9058236769
1662764400,2022-09-09 23:00:00,KAI/USDT,0.0083912,0.0084525,0.008341,0.0084004,116510.1921,976.33085136007
1662760800,2022-09-09 22:00:00,KAI/USDT,0.00831,0.0084525,0.0082919,0.0083935,191013.511,1601.89234240835
1662757200,2022-09-09 21:00:00,KAI/USDT,0.0084333,0.008498,0.0082919,0.00831,384049.1053,3227.73586176519
1662753600,2022-09-09 20:00:00,KAI/USDT,0.0083083,0.0084336,0.0082037,0.0083608,647564.4521,5394.22304432462
1662750000,2022-09-09 19:00:00,KAI/USDT,0.00832,0.0084,0.0082382,0.0083083,163308.1335,1360.77402781734
1662746400,2022-09-09 18:00:00,KAI/USDT,0.00824,0.00834,0.0082354,0.008339,370709.8649,3082.05096509929
1662742800,2022-09-09 17:00:00,KAI/USDT,0.00816,0.008282,0.008117,0.0082,60366.2843,496.30877792945
1662739200,2022-09-09 16:00:00,KAI/USDT,0.0082,0.008336,0.008096,0.0081162,744070.0124,6140.7598592824
1662735600,2022-09-09 15:00:00,KAI/USDT,0.0082,0.0082559,0.0081,0.0082559,200908.5032,1646.3490523992
1662732000,2022-09-09 14:00:00,KAI/USDT,0.00818,0.00833,0.0081514,0.0082,427662.2973,3528.02131997867
1662728400,2022-09-09 13:00:00,KAI/USDT,0.0081804,0.008337,0.008053,0.0081772,1137904.7913,9353.31412481986
1662724800,2022-09-09 12:00:00,KAI/USDT,0.0081121,0.008249,0.0081121,0.0081999,186795.7704,1529.60334766603
1662721200,2022-09-09 11:00:00,KAI/USDT,0.00816,0.0082711,0.008051,0.008052,695226.9554,5645.49321510748
1662717600,2022-09-09 10:00:00,KAI/USDT,0.0080855,0.0083343,0.008039,0.008114,2526737.2915,20651.27133706984
1662714000,2022-09-09 09:00:00,KAI/USDT,0.00804,0.0080869,0.007973,0.0080855,255967.0683,2059.00606632669
1662710400,2022-09-09 08:00:00,KAI/USDT,0.0080327,0.0080399,0.007966,0.0080399,65854.4573,525.65751414646
1662706800,2022-09-09 07:00:00,KAI/USDT,0.00804,0.008041,0.007971,0.0080298,140794.7557,1131.22542739409
1662703200,2022-09-09 06:00:00,KAI/USDT,0.00805,0.008094,0.007965,0.008088,350007.5505,2805.52139667898
1662699600,2022-09-09 05:00:00,KAI/USDT,0.008002,0.0081,0.008002,0.008097,131725.3876,1064.6333258968
1662696000,2022-09-09 04:00:00,KAI/USDT,0.0079781,0.008002,0.0079216,0.008002,284535.453,2272.58276988763
1662692400,2022-09-09 03:00:00,KAI/USDT,0.0079604,0.007994,0.00792,0.0079781,177728.9344,1414.18519959447
1662688800,2022-09-09 02:00:00,KAI/USDT,0.008001,0.008001,0.0079698,0.0079698,653.4479,5.2273310367
1662685200,2022-09-09 01:00:00,KAI/USDT,0.00796,0.00802,0.0078377,0.008003,109425.6958,870.5589898478
1662681600,2022-09-09 00:00:00,KAI/USDT,0.0079835,0.0080224,0.007911,0.0080118,191973.6482,1533.45539490895
1662678000,2022-09-08 23:00:00,KAI/USDT,0.0079194,0.007983,0.0079165,0.0079771,87747.3159,699.78978147777
1662674400,2022-09-08 22:00:00,KAI/USDT,0.00799,0.00799,0.00792,0.00792,71854.4651,571.74821514186
1662670800,2022-09-08 21:00:00,KAI/USDT,0.007906,0.00799,0.0078922,0.00799,49275.1395,391.40204072154
1662667200,2022-09-08 20:00:00,KAI/USDT,0.0079771,0.0080423,0.0078899,0.007906,750679.7282,5993.91423597602
1662663600,2022-09-08 19:00:00,KAI/USDT,0.0079576,0.0079711,0.0079576,0.0079711,843.9958,6.71989500107
1662660000,2022-09-08 18:00:00,KAI/USDT,0.0079706,0.0079989,0.007901,0.007902,51267.0031,405.93220817187
1662656400,2022-09-08 17:00:00,KAI/USDT,0.007893,0.007999,0.007893,0.007998,85166.5685,678.63512331089
