https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume STG,Volume USDT
1662076800,2022-09-02 00:00:00,STG/USDT,0.6324,0.7078,0.6267,0.6527,1394128.8424,931332.47876142
1661990400,2022-09-01 00:00:00,STG/USDT,0.6658,0.6658,0.5777,0.6321,1641708.1639,1022917.2704585
1661904000,2022-08-31 00:00:00,STG/USDT,0.7121,0.7488,0.6388,0.6672,1212833.467,831406.92913038
1661817600,2022-08-30 00:00:00,STG/USDT,0.837,0.8535,0.6339,0.7114,1159192.652,882051.30775899
1661731200,2022-08-29 00:00:00,STG/USDT,0.7996,0.8549,0.7615,0.8363,747178.7632,605212.75004657
1661644800,2022-08-28 00:00:00,STG/USDT,0.7937,0.849,0.7499,0.8002,1016054.8449,810734.44537299
1661558400,2022-08-27 00:00:00,STG/USDT,0.9314,0.945,0.74,0.7928,1328066.3166,1081722.92396907
1661472000,2022-08-26 00:00:00,STG/USDT,1.0295,1.21,0.8864,0.928,2979190.44572156,2988820.93501947776
1661385600,2022-08-25 00:00:00,STG/USDT,0.7407,1.078,0.7186,1.028,1990584.2749,1842203.49353187
1661299200,2022-08-24 00:00:00,STG/USDT,0.7607,0.9,0.7288,0.7407,851390.2442,698274.70438846
1661212800,2022-08-23 00:00:00,STG/USDT,0.7056,0.8128,0.6725,0.7607,734779.3789,545752.69939992
1661126400,2022-08-22 00:00:00,STG/USDT,0.6415,0.79,0.637,0.7056,927403.752,644087.09150541
1661040000,2022-08-21 00:00:00,STG/USDT,0.7149,0.7562,0.6115,0.6379,727883.6343,483793.5335588
1660953600,2022-08-20 00:00:00,STG/USDT,0.8424,1.03,0.6618,0.7212,3295827.14174929,2765211.271435395086
1660867200,2022-08-19 00:00:00,STG/USDT,0.3348,0.8816,0.3246,0.8424,10931138.14739024,6870889.921607636192
1660780800,2022-08-18 00:00:00,STG/USDT,0.3409,0.3435,0.3229,0.3378,97725.2882,32645.09334088
1660694400,2022-08-17 00:00:00,STG/USDT,0.3441,0.3477,0.3331,0.3385,167715.9798,57119.91148027
1660608000,2022-08-16 00:00:00,STG/USDT,0.3425,0.3806,0.3361,0.3439,152925.2094,52977.83018708
1660521600,2022-08-15 00:00:00,STG/USDT,0.3574,0.3669,0.3385,0.3425,168451.6075,59129.37775167
1660435200,2022-08-14 00:00:00,STG/USDT,0.3614,0.3666,0.3488,0.3574,78057.6507,27881.10970928
1660348800,2022-08-13 00:00:00,STG/USDT,0.3604,0.3659,0.3488,0.358,71813.5452,25531.27297715
1660262400,2022-08-12 00:00:00,STG/USDT,0.3766,0.38,0.3513,0.36,205749.7933,75144.02558369
1660176000,2022-08-11 00:00:00,STG/USDT,0.3862,0.3934,0.373,0.3765,186898.4377,71356.24822382
1660089600,2022-08-10 00:00:00,STG/USDT,0.3823,0.3886,0.37,0.3862,130482.022,49387.12470141
1660003200,2022-08-09 00:00:00,STG/USDT,0.3921,0.3967,0.3738,0.3786,135978.3056,52029.5004434
1659916800,2022-08-08 00:00:00,STG/USDT,0.3913,0.424,0.37,0.3896,301556.1431,120543.38616548
1659830400,2022-08-07 00:00:00,STG/USDT,0.3894,0.4023,0.381,0.3881,127537.0977,49582.62042171
1659744000,2022-08-06 00:00:00,STG/USDT,0.4068,0.413,0.383,0.389,68606.5738,27407.8808882
1659657600,2022-08-05 00:00:00,STG/USDT,0.4199,0.4402,0.3961,0.4066,153142.685,64256.65101987
1659571200,2022-08-04 00:00:00,STG/USDT,0.4084,0.4839,0.4084,0.4209,570058.8796,244732.2108697
1659484800,2022-08-03 00:00:00,STG/USDT,0.4009,0.4572,0.39,0.4084,657336.5846,269914.02999117
1659398400,2022-08-02 00:00:00,STG/USDT,0.3786,0.4308,0.364,0.4008,354183.1141,138094.7492232633
1659312000,2022-08-01 00:00:00,STG/USDT,0.4076,0.4245,0.365,0.3786,204842.15503835,78647.6700304561
1659225600,2022-07-31 00:00:00,STG/USDT,0.4398,0.4438,0.395,0.4071,112739.9043,46943.86809699
1659139200,2022-07-30 00:00:00,STG/USDT,0.4433,0.4626,0.4304,0.4398,95474.8537,42771.15183388
1659052800,2022-07-29 00:00:00,STG/USDT,0.4601,0.4838,0.4395,0.4423,193042.4424,89744.5400904
1658966400,2022-07-28 00:00:00,STG/USDT,0.4269,0.5072,0.4024,0.4602,248457.1306,111448.66802912
1658880000,2022-07-27 00:00:00,STG/USDT,0.39,0.4333,0.3769,0.4269,109345.2828,43853.07505011
1658793600,2022-07-26 00:00:00,STG/USDT,0.4085,0.409,0.3799,0.39,162480.2832,64346.52546583
1658707200,2022-07-25 00:00:00,STG/USDT,0.4539,0.6241,0.3984,0.4085,640044.40109875,289764.58902220675
1658620800,2022-07-24 00:00:00,STG/USDT,0.4339,0.465,0.4273,0.4561,79297.2993,35837.58021977
1658534400,2022-07-23 00:00:00,STG/USDT,0.4449,0.4804,0.43,0.4306,161835.668,72352.35260877
1658448000,2022-07-22 00:00:00,STG/USDT,0.4436,0.4783,0.4242,0.4448,252790.29496721,113808.50852899754
1658361600,2022-07-21 00:00:00,STG/USDT,0.4121,0.4464,0.3964,0.4438,93667.43,39300.82598524
1658275200,2022-07-20 00:00:00,STG/USDT,0.416,0.4408,0.4017,0.412,181230.3049193,75551.827100615322
1658188800,2022-07-19 00:00:00,STG/USDT,0.4334,0.4719,0.4002,0.4159,265760.98114654,112439.14444205728
1658102400,2022-07-18 00:00:00,STG/USDT,0.3771,0.474,0.3712,0.4334,398240.97559403,167205.662632943894
1658016000,2022-07-17 00:00:00,STG/USDT,0.3659,0.4129,0.3611,0.375,94299.77246516,35433.844682354144
1657929600,2022-07-16 00:00:00,STG/USDT,0.3564,0.3659,0.3499,0.3659,94629.74482602,33533.955119281942
1657843200,2022-07-15 00:00:00,STG/USDT,0.3366,0.3658,0.3358,0.3564,213214.82777068,75343.177426058699
1657756800,2022-07-14 00:00:00,STG/USDT,0.3407,0.3501,0.3352,0.3399,34224.81645633,11626.550065849026
1657670400,2022-07-13 00:00:00,STG/USDT,0.3409,0.3498,0.3365,0.3409,49927.08301408,17041.875324259939
1657584000,2022-07-12 00:00:00,STG/USDT,0.3529,0.3606,0.3336,0.3448,143852.60872872,50380.178277413639
1657497600,2022-07-11 00:00:00,STG/USDT,0.3553,0.38,0.3521,0.3527,87077.9724036,31303.961382733812
1657411200,2022-07-10 00:00:00,STG/USDT,0.3648,0.3655,0.355,0.3562,23721.18923914,8526.443383522214
1657324800,2022-07-09 00:00:00,STG/USDT,0.367,0.3694,0.3616,0.3631,21025.45330286,7688.050267569234
1657238400,2022-07-08 00:00:00,STG/USDT,0.3715,0.3753,0.3595,0.3684,52895.61112712,19438.110342139022
1657152000,2022-07-07 00:00:00,STG/USDT,0.3642,0.3768,0.36,0.3711,49450.46796339,18238.783198494067
1657065600,2022-07-06 00:00:00,STG/USDT,0.359,0.3714,0.3583,0.3656,25539.35136817,9317.5954932219
1656979200,2022-07-05 00:00:00,STG/USDT,0.3601,0.3743,0.3521,0.3597,63189.43274463,22907.540964691501
1656892800,2022-07-04 00:00:00,STG/USDT,0.3595,0.3695,0.3538,0.3609,38460.74111141,13815.443333932559
1656806400,2022-07-03 00:00:00,STG/USDT,0.3561,0.3725,0.3542,0.3598,53370.30109462,19216.406156187066
1656720000,2022-07-02 00:00:00,STG/USDT,0.3603,0.3739,0.352,0.3565,224749.06309555,81307.228911312736
1656633600,2022-07-01 00:00:00,STG/USDT,0.381,0.3849,0.3551,0.3569,144113.42211547,53401.212253793256
1656547200,2022-06-30 00:00:00,STG/USDT,0.3827,0.3847,0.369,0.3809,26377.60511864,10028.565203385646
1656460800,2022-06-29 00:00:00,STG/USDT,0.396,0.3999,0.3798,0.3832,91246.60454803,35288.839928705362
1656374400,2022-06-28 00:00:00,STG/USDT,0.4023,0.4028,0.3907,0.3965,29978.01383297,11905.707429723416
1656288000,2022-06-27 00:00:00,STG/USDT,0.4096,0.4124,0.39,0.4033,40638.68400176,16231.302168847386
1656201600,2022-06-26 00:00:00,STG/USDT,0.4098,0.422,0.4044,0.41,35361.56091499,14566.50941773822
1656115200,2022-06-25 00:00:00,STG/USDT,0.4081,0.4411,0.4021,0.4092,58272.64274652,24127.728835011114
1656028800,2022-06-24 00:00:00,STG/USDT,0.4113,0.4207,0.3931,0.4081,92164.72473606,37499.028662573082
1655942400,2022-06-23 00:00:00,STG/USDT,0.4058,0.4473,0.4,0.4095,85923.37374688,35794.917677425084
1655856000,2022-06-22 00:00:00,STG/USDT,0.4054,0.4079,0.3936,0.4049,82620.3780703,33291.892365883934
1655769600,2022-06-21 00:00:00,STG/USDT,0.4009,0.4169,0.3881,0.4054,141500.80623938,56660.922902762001
1655683200,2022-06-20 00:00:00,STG/USDT,0.4017,0.4298,0.3873,0.4011,84635.92190095,34205.88146724294
1655596800,2022-06-19 00:00:00,STG/USDT,0.3996,0.4409,0.3932,0.4016,110965.80670662,44714.275817966791
1655510400,2022-06-18 00:00:00,STG/USDT,0.4047,0.43,0.386,0.3966,148967.32374374,59870.278287410324
1655424000,2022-06-17 00:00:00,STG/USDT,0.4204,0.4426,0.3893,0.4068,126818.02179663,51991.091613272323
1655337600,2022-06-16 00:00:00,STG/USDT,0.4366,0.4418,0.4101,0.4185,60753.17804976,25822.377178216532
1655251200,2022-06-15 00:00:00,STG/USDT,0.4466,0.4608,0.3997,0.4366,389850.92925666,162691.447413536584
1655164800,2022-06-14 00:00:00,STG/USDT,0.4489,0.5061,0.432,0.4456,532164.43284802,246950.05852281403
1655078400,2022-06-13 00:00:00,STG/USDT,0.4731,0.4755,0.4309,0.4524,229048.23657164,103665.262476933925
1654992000,2022-06-12 00:00:00,STG/USDT,0.4867,0.5,0.4701,0.4734,105833.7752502,50737.560869468363
1654905600,2022-06-11 00:00:00,STG/USDT,0.5254,0.5256,0.4801,0.487,96416.62825255,48586.849319750607
1654819200,2022-06-10 00:00:00,STG/USDT,0.5303,0.5839,0.5114,0.5264,186335.53365314,98608.403882004753
1654732800,2022-06-09 00:00:00,STG/USDT,0.5239,0.5397,0.4653,0.5304,174594.04428111,89746.886021631566
1654646400,2022-06-08 00:00:00,STG/USDT,0.5265,0.531,0.5191,0.5226,68205.46124999,35903.758469278816
1654560000,2022-06-07 00:00:00,STG/USDT,0.5338,0.534,0.5115,0.5268,80611.5115306,42423.751440042069
1654473600,2022-06-06 00:00:00,STG/USDT,0.5204,0.5816,0.5154,0.5352,120949.83203749,64016.320380820543
1654387200,2022-06-05 00:00:00,STG/USDT,0.521,0.5352,0.5103,0.5214,79273.40267994,41530.228057202769
1654300800,2022-06-04 00:00:00,STG/USDT,0.5282,0.5415,0.5098,0.5213,88477.03983833,45856.93369849981
1654214400,2022-06-03 00:00:00,STG/USDT,0.5237,0.5336,0.5133,0.5284,107842.09720145,56523.028329258493
1654128000,2022-06-02 00:00:00,STG/USDT,0.5246,0.531,0.516,0.5245,36903.41992951,19281.216855450066
1654041600,2022-06-01 00:00:00,STG/USDT,0.5516,0.5535,0.51,0.5254,189032.6016096,100987.025168046144
1653955200,2022-05-31 00:00:00,STG/USDT,0.553,0.5706,0.5392,0.5502,143477.56795525,79185.727161108084
1653868800,2022-05-30 00:00:00,STG/USDT,0.5515,0.5626,0.5432,0.558,120074.95448253,66704.887461978381
1653782400,2022-05-29 00:00:00,STG/USDT,0.551,0.5607,0.5438,0.5515,47028.41682143,25996.95370562274
1653696000,2022-05-28 00:00:00,STG/USDT,0.5572,0.5606,0.5202,0.5545,150224.66225232,81807.042277309007
1653609600,2022-05-27 00:00:00,STG/USDT,0.563,0.575,0.5531,0.555,64112.83223118,35984.647830554374
1653523200,2022-05-26 00:00:00,STG/USDT,0.6098,0.6145,0.5564,0.5607,202904.34277471,117147.60859323777
1653436800,2022-05-25 00:00:00,STG/USDT,0.6063,0.643,0.5852,0.6131,142324.15368665,87208.816044431938
1653350400,2022-05-24 00:00:00,STG/USDT,0.6332,0.6373,0.5951,0.603,121958.87824595,74538.826936197967
1653264000,2022-05-23 00:00:00,STG/USDT,0.6625,0.7231,0.6159,0.6355,244276.37295205,158563.667182969906
1653177600,2022-05-22 00:00:00,STG/USDT,0.6227,0.6698,0.6201,0.6631,91263.46473045,58092.169636419786
1653091200,2022-05-21 00:00:00,STG/USDT,0.6196,0.6921,0.6113,0.623,131114.20555889,83235.871246148245
1653004800,2022-05-20 00:00:00,STG/USDT,0.6164,0.6642,0.6111,0.6187,108381.35679575,67275.692349279751
1652918400,2022-05-19 00:00:00,STG/USDT,0.6198,0.6227,0.6036,0.6173,154236.33925104,94844.296440117533
1652832000,2022-05-18 00:00:00,STG/USDT,0.64,0.6475,0.6175,0.6208,292674.25968036,184497.537596520749
1652745600,2022-05-17 00:00:00,STG/USDT,0.6269,0.6932,0.6151,0.64,192309.31340307,122212.310954241202
1652659200,2022-05-16 00:00:00,STG/USDT,0.6432,0.644,0.6205,0.6236,206544.48686423,130443.022075032335
1652572800,2022-05-15 00:00:00,STG/USDT,0.6309,0.7081,0.6292,0.644,672099.44329338,433305.808595374518
1652486400,2022-05-14 00:00:00,STG/USDT,0.636,0.693,0.6146,0.6345,463420.36835782,298514.394535248552
1652400000,2022-05-13 00:00:00,STG/USDT,0.5755,0.731,0.5692,0.6344,1108196.16237646,665054.055065200563
1652313600,2022-05-12 00:00:00,STG/USDT,0.6375,0.6476,0.5731,0.5747,1248269.3758322,754298.220547239567
1652227200,2022-05-11 00:00:00,STG/USDT,0.7706,0.7805,0.5801,0.6356,3999943.48527782,2741912.142041182926
1652140800,2022-05-10 00:00:00,STG/USDT,0.7758,0.8796,0.7445,0.7682,1960121.60493464,1583318.204842015036
1652054400,2022-05-09 00:00:00,STG/USDT,0.8991,0.9793,0.7359,0.7755,1784117.48763698,1553431.76914030046
1651968000,2022-05-08 00:00:00,STG/USDT,0.8876,0.932,0.8791,0.8993,731218.0999963,651156.414624866534
1651881600,2022-05-07 00:00:00,STG/USDT,0.9441,0.95,0.8801,0.8876,628435.37391483,578231.20243701732
1651795200,2022-05-06 00:00:00,STG/USDT,0.981,0.9882,0.9157,0.9441,1017803.96665988,973520.834699236045
1651708800,2022-05-05 00:00:00,STG/USDT,1.1482,1.2,0.9398,0.9818,1381100.54492787,1467938.013365457595
1651622400,2022-05-04 00:00:00,STG/USDT,0.9711,1.2501,0.971,1.1482,2139166.77798979,2373908.191970776559
1651536000,2022-05-03 00:00:00,STG/USDT,0.932,1.0597,0.9252,0.971,999191.31237479,976546.797654652887
1651449600,2022-05-02 00:00:00,STG/USDT,0.9563,1.1045,0.915,0.9311,1068128.9175736,1023670.727417295569
1651363200,2022-05-01 00:00:00,STG/USDT,0.9068,0.9663,0.887,0.96,1076668.37707046,986565.942586724223
1651276800,2022-04-30 00:00:00,STG/USDT,0.9967,1.0274,0.9,0.907,680136.4908516,667466.152239905204
1651190400,2022-04-29 00:00:00,STG/USDT,1.2001,1.2043,0.9851,0.9968,1307121.79629373,1398433.650478816859
1651104000,2022-04-28 00:00:00,STG/USDT,1.1995,1.2963,1.19,1.202,794788.68491223,977957.693896799288
1651017600,2022-04-27 00:00:00,STG/USDT,1.2212,1.2437,1.1723,1.1961,465443.51625472,562848.403470387124
1650931200,2022-04-26 00:00:00,STG/USDT,1.4523,1.48,1.21,1.2211,662598.20325444,879043.65079346252
1650844800,2022-04-25 00:00:00,STG/USDT,1.4099,1.4709,1.1879,1.4463,1525497.17843978,1973463.575710285712
1650758400,2022-04-24 00:00:00,STG/USDT,1.3825,1.4293,1.2511,1.4099,993517.89496991,1324374.563469461615
1650672000,2022-04-23 00:00:00,STG/USDT,1.5,1.5,1.3611,1.3869,1165624.86208686,1652058.306214610278
1650585600,2022-04-22 00:00:00,STG/USDT,1.7947,1.89,1.4963,1.5,1086530.81447139,1805150.931021247032
1650499200,2022-04-21 00:00:00,STG/USDT,1.9548,2.43,1.7336,1.7964,1467220.79095864,2953232.36912761424
1650412800,2022-04-20 00:00:00,STG/USDT,2.064,2.1757,1.857,1.948,696526.72488619,1394342.929618891981
1650326400,2022-04-19 00:00:00,STG/USDT,2.2224,2.38,2,2.0652,786071.29362975,1692097.908509896775
1650240000,2022-04-18 00:00:00,STG/USDT,1.9905,2.2353,1.851,2.2145,883403.88453903,1766443.204166947314
1650153600,2022-04-17 00:00:00,STG/USDT,2.3271,2.4243,1.9446,1.9904,1004850.67304996,2218740.296614025953
1650067200,2022-04-16 00:00:00,STG/USDT,2.4676,2.4719,2.25,2.3176,350941.55839632,832753.546957177099
1649980800,2022-04-15 00:00:00,STG/USDT,2.1042,2.5599,2.088,2.4691,864256.56113126,2001589.447061090794
1649894400,2022-04-14 00:00:00,STG/USDT,2.3844,2.3984,1.95,2.1009,1044335.54912988,2215710.88388662004
1649808000,2022-04-13 00:00:00,STG/USDT,2.1021,2.4392,2.0339,2.3848,1107594.46777298,2457434.726350585554
1649721600,2022-04-12 00:00:00,STG/USDT,1.7926,2.1477,1.65,2.1009,1130230.65342896,2140950.341975553405
1649635200,2022-04-11 00:00:00,STG/USDT,2.2084,2.2093,1.73,1.8015,1253762.27133609,2436170.428536260862
1649548800,2022-04-10 00:00:00,STG/USDT,2.399,2.404,2.19,2.2132,523561.24916953,1197498.093967805546
1649462400,2022-04-09 00:00:00,STG/USDT,2.4698,2.6442,2.2,2.3933,807814.14209242,1935390.453933355298
1649376000,2022-04-08 00:00:00,STG/USDT,2.9856,3.2089,2.3601,2.4601,811737.67317151,2250937.121030599702
1649289600,2022-04-07 00:00:00,STG/USDT,2.8006,3.1369,2.583,2.9907,821966.95166899,2312362.976284397102
1649203200,2022-04-06 00:00:00,STG/USDT,3.323,3.52,2.7681,2.8001,1090474.34408875,3393621.978305829074
1649116800,2022-04-05 00:00:00,STG/USDT,3.9086,4.0886,3.3,3.3349,863601.27864906,3225750.248346005315
1649030400,2022-04-04 00:00:00,STG/USDT,3.6364,4.001,3.39,3.9086,991394.1807298,3608613.390541483049
1648944000,2022-04-03 00:00:00,STG/USDT,3.8532,3.98,3.4268,3.6365,829094.14227733,3091069.0290321244
1648857600,2022-04-02 00:00:00,STG/USDT,4.2574,4.37,3.85,3.8692,996392.19387256,4055181.56726467294
1648771200,2022-04-01 00:00:00,STG/USDT,3.346,4.398,3.15,4.24,1390608.75128594,5245523.652191903686
1648684800,2022-03-31 00:00:00,STG/USDT,3.6144,3.9,3.3,3.3445,1040302.47106347,3719667.549632491839
1648598400,2022-03-30 00:00:00,STG/USDT,2.7345,3.6942,2.7345,3.614,1340241.86777207,4377575.19612436097
1648512000,2022-03-29 00:00:00,STG/USDT,2.9355,3,2.4532,2.7345,1143329.26559973,3150720.280457249664
1648425600,2022-03-28 00:00:00,STG/USDT,3.3423,3.4,2.51,2.9351,1704977.99614877,4834449.401227967853
1648339200,2022-03-27 00:00:00,STG/USDT,3.2599,3.9666,2.82,3.3349,1093045.31544616,3812658.258605349729
1648252800,2022-03-26 00:00:00,STG/USDT,2.6629,3.4359,2.6629,3.2599,1039862.32228515,3242677.52161527986
1648166400,2022-03-25 00:00:00,STG/USDT,2,4.25,2,2.65,1572148.12988547,4683833.704819131261
