https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume JST,Volume USDT
1663459200,2022-09-18 00:00:00,JST/USDT,0.02660285,0.02661543,0.02640856,0.02651338,389008.6661,10299.566508871676
1663372800,2022-09-17 00:00:00,JST/USDT,0.02597918,0.026725,0.0259421,0.0266137,14598106.747,385224.53945605739
1663286400,2022-09-16 00:00:00,JST/USDT,0.02604102,0.02609444,0.02561298,0.02596665,18087886.8022,468617.796111598182
1663200000,2022-09-15 00:00:00,JST/USDT,0.02647125,0.02716302,0.02577011,0.02602621,25123238.8829,659529.576004676917
1663113600,2022-09-14 00:00:00,JST/USDT,0.02609607,0.02654096,0.02591779,0.02648474,15612589.3733,409627.081604069673
1663027200,2022-09-13 00:00:00,JST/USDT,0.02813141,0.02866314,0.02612504,0.026134,22354616.7477,614038.513803357842
1662940800,2022-09-12 00:00:00,JST/USDT,0.02826541,0.02889426,0.02762292,0.0282277,19571830.8492,554958.379394021
1662854400,2022-09-11 00:00:00,JST/USDT,0.02827231,0.0285637,0.02783181,0.02827171,13762726.8082,389088.193136169019
1662768000,2022-09-10 00:00:00,JST/USDT,0.02788114,0.02851289,0.02746009,0.02828416,24380865.1924,681004.325182141386
1662681600,2022-09-09 00:00:00,JST/USDT,0.02676383,0.02799391,0.02672053,0.02787578,26204365.1144,720272.855777549676
1662595200,2022-09-08 00:00:00,JST/USDT,0.02602379,0.0268047,0.0255889,0.02675574,27194232.8859,711305.963912406825
1662508800,2022-09-07 00:00:00,JST/USDT,0.02532876,0.02612178,0.02480507,0.02596703,14043116.9751,356624.849151840863
1662422400,2022-09-06 00:00:00,JST/USDT,0.02750604,0.02796062,0.02531742,0.02531742,22108111.5594,596160.769821718184
1662336000,2022-09-05 00:00:00,JST/USDT,0.02783099,0.02795825,0.02686594,0.02749359,19234185.8818,522214.311198107909
1662249600,2022-09-04 00:00:00,JST/USDT,0.02734417,0.02787506,0.02701538,0.02778652,8655902.8286,238005.208096920112
1662163200,2022-09-03 00:00:00,JST/USDT,0.02732109,0.0274869,0.02696986,0.0273406,6594509.2927,179634.052894055313
1662076800,2022-09-02 00:00:00,JST/USDT,0.02754571,0.02786863,0.02701838,0.02732616,21699177.7618,595857.270953527407
1661990400,2022-09-01 00:00:00,JST/USDT,0.02791498,0.02794632,0.02690174,0.02752787,23161678.0374,634033.582500083625
1661904000,2022-08-31 00:00:00,JST/USDT,0.02793169,0.0286705,0.02769849,0.02791359,7671693.92307176,216075.9597595234538969
1661817600,2022-08-30 00:00:00,JST/USDT,0.02861332,0.03002445,0.02742383,0.02789758,36639232.48317642,1053397.0645614931800513
1661731200,2022-08-29 00:00:00,JST/USDT,0.02706506,0.02866967,0.02666586,0.02862331,17584185.98133885,490795.3675860667654165
1661644800,2022-08-28 00:00:00,JST/USDT,0.02768987,0.0288432,0.02691031,0.02707325,8515323.01874922,237599.3536151702398641
1661558400,2022-08-27 00:00:00,JST/USDT,0.02746787,0.02814753,0.02689958,0.0276934,10767504.07501369,296330.220412423794093
1661472000,2022-08-26 00:00:00,JST/USDT,0.0298881,0.02991333,0.02742406,0.02748281,10291781.31131277,296553.2832751175483606
1661385600,2022-08-25 00:00:00,JST/USDT,0.02952124,0.03035332,0.02947255,0.02988811,50124910.85407002,1493889.4513606887512001
1661299200,2022-08-24 00:00:00,JST/USDT,0.03037182,0.03038894,0.0292256,0.02949732,127112601.72123958,3769190.8032708105568068
1661212800,2022-08-23 00:00:00,JST/USDT,0.02888354,0.03197331,0.02887948,0.03036688,164140242.49726627,4946152.0224863908289714
1661126400,2022-08-22 00:00:00,JST/USDT,0.02931819,0.02931819,0.0280725,0.02890445,118001128.63602769,3352976.7553629727979458
1661040000,2022-08-21 00:00:00,JST/USDT,0.02865082,0.02965553,0.02836351,0.02930024,951019.28164439,27592.2345005346279448
1660953600,2022-08-20 00:00:00,JST/USDT,0.02870793,0.02941809,0.02817992,0.02859077,46459887.4237022,1352392.9809448178620834
1660867200,2022-08-19 00:00:00,JST/USDT,0.03241773,0.03243372,0.02861074,0.02870866,126776775.68685504,3774761.9514047597561018
1660780800,2022-08-18 00:00:00,JST/USDT,0.03329849,0.03342096,0.0323645,0.03241367,78978750.11451651,2615016.3774943871406426
1660694400,2022-08-17 00:00:00,JST/USDT,0.03471406,0.03595942,0.03295441,0.03330429,80767552.09062904,2757800.2146414153960322
1660608000,2022-08-16 00:00:00,JST/USDT,0.03376756,0.03470389,0.03327497,0.03466537,57255770.17401844,1934943.8319399934995171
1660521600,2022-08-15 00:00:00,JST/USDT,0.0342441,0.03480999,0.03334687,0.03376933,80472501.10367211,2736668.1998086550795732
1660435200,2022-08-14 00:00:00,JST/USDT,0.03484925,0.03524444,0.03375345,0.03423585,59948124.52892805,2063352.4141402123092498
1660348800,2022-08-13 00:00:00,JST/USDT,0.03450375,0.03488587,0.03415629,0.03484749,57594566.45154513,1985689.3843635880280241
1660262400,2022-08-12 00:00:00,JST/USDT,0.03394996,0.03457954,0.03312737,0.03449323,115678442.3493374,3923954.6331032125104241
1660176000,2022-08-11 00:00:00,JST/USDT,0.03333083,0.03640168,0.03320454,0.03393572,119825488.23292051,4054159.306833112061798
1660089600,2022-08-10 00:00:00,JST/USDT,0.03142812,0.03342586,0.03094293,0.03333082,99110736.47486761,3214326.7111607175665197
1660003200,2022-08-09 00:00:00,JST/USDT,0.03305959,0.03333734,0.03103643,0.03145087,102149044.89711783,3267857.6719224365164027
1659916800,2022-08-08 00:00:00,JST/USDT,0.03284144,0.03358883,0.03263579,0.03303877,43722518.37450491,1446947.1497775129264018
1659830400,2022-08-07 00:00:00,JST/USDT,0.0328097,0.03316492,0.03241611,0.03282069,32435405.07506612,1063619.3826866356843125
1659744000,2022-08-06 00:00:00,JST/USDT,0.03328805,0.03381423,0.03272187,0.03279264,30412185.90949754,1012309.2125831971984945
1659657600,2022-08-05 00:00:00,JST/USDT,0.03245386,0.03330204,0.03220529,0.03328514,47437393.74519051,1555715.3770487253748296
1659571200,2022-08-04 00:00:00,JST/USDT,0.03287735,0.03330446,0.0319916,0.03241652,60020850.7910518,1955764.3688060882892968
1659484800,2022-08-03 00:00:00,JST/USDT,0.03384356,0.034,0.03204594,0.03297706,71707773.28631795,2380796.6380927365253071
